trial,kp,max_hold_speed,angle_deg,yaw_rate_deg_s,start_x,start_y,end_x,end_y,start_yaw,end_yaw,yaw_delta,final_drift,max_drift,mean_drift,samples,score
1,1.0,0.04,90.0,15.0,0.08122741430997849,-0.03273273631930351,0.10207928717136383,0.016502579674124718,0.0853157714009285,94.31941223144531,94.23409646004438,0.05346884085895362,0.10752819102328079,0.07238638380438708,120,0.2727593193655595
2,1.0,0.06,90.0,15.0,0.08547059446573257,0.04903339594602585,0.03133288398385048,0.050018202513456345,92.65630340576172,-176.35145568847656,90.99224090576172,0.05414666693523564,0.04421668382897606,0.02804092354957443,120,0.1435722754989495
3,1.0,0.08,90.0,15.0,0.018672745674848557,0.051813434809446335,0.012199511751532555,-0.0013594049960374832,-177.3582305908203,-85.22735595703125,92.13087463378906,0.05356541468527629,0.05228671327922882,0.029298488614451505,120,0.16026971587752298
4,1.5,0.04,90.0,15.0,0.023218316957354546,-0.0013608061708509922,0.05951426923274994,0.0046032327227294445,-86.36669921875,6.405133247375488,92.77183246612549,0.03678268494144929,0.03153503507157902,0.018075135188922363,120,0.10262458755073282
5,1.5,0.06,90.0,15.0,0.08117634803056717,0.018018655478954315,0.08973803371191025,0.04716094583272934,5.272171497344971,95.79100799560547,90.5188364982605,0.030373928767445345,0.049057411637772726,0.02816458990448426,120,0.1290075885412513
6,1.5,0.08,90.0,15.0,0.06589717417955399,0.06010664626955986,0.05421820655465126,0.06234187260270119,94.00486755371094,-172.85545349121094,93.13967895507812,0.011890942836625463,0.043562428414703515,0.017164043585358793,120,0.10215547862111062
7,2.0,0.04,90.0,15.0,0.05384848266839981,0.07180669903755188,0.02922823838889599,0.05445659160614014,-174.58404541015625,-82.11392211914062,92.47012329101562,0.030119473040940967,0.035284914962396205,0.017794864985294333,120,0.103159426256749
8,2.0,0.06,90.0,15.0,0.009283415041863918,0.052030887454748154,0.041079774498939514,0.05896229296922684,-83.60015869140625,7.20601224899292,90.80617094039917,0.032543092310499726,0.04766660001452462,0.01981508565968397,120,0.12868246327994814
9,2.0,0.08,90.0,15.0,0.0429488830268383,0.06668612360954285,0.054061055183410645,0.08019859343767166,6.776087760925293,97.85848236083984,91.08239459991455,0.017494776674578993,0.03714130645591121,0.017297924542439246,120,0.09285978418631596
