trial,kp,max_hold_speed,angle_deg,yaw_rate_deg_s,actual_yaw_rate_deg_s,elapsed_s,home_x,home_y,hold_x,hold_y,start_x,start_y,actual_start_x,actual_start_y,end_x,end_y,start_yaw,end_yaw,yaw_delta,final_drift,max_drift,mean_drift,home_final_drift,home_max_drift,home_mean_drift,samples,score
1,4.5,0.05,90.0,15.0,14.341701286243856,6.541440010070801,0.051656026393175125,0.004903378430753946,0.0493338368833065,-0.013606177642941475,0.0493338368833065,-0.013606177642941475,0.0493338368833065,-0.013606177642941475,0.025617195293307304,0.017896849662065506,-0.9016441702842712,92.91373443603516,93.81537860631943,0.03943247161526266,0.05443979530638847,0.027715211950056422,0.029100704797072607,0.043347843629243404,0.024306373890490746,120,0.18122814563143164
2,4.5,0.03,90.0,15.0,14.08486500293878,6.5401670932769775,0.051656026393175125,0.004903378430753946,0.04529561474919319,0.03725964576005936,0.04529561474919319,0.03725964576005936,0.04529561474919319,0.03725964576005936,-0.020045191049575806,0.03272123634815216,91.33296203613281,-176.54966735839844,92.11737060546875,0.06549822946021161,0.04424419548470662,0.02059290098673976,0.07690837276841322,0.06320782587848382,0.04691895971630838,120,0.23301236380350682
3,4.7,0.05,90.0,15.0,13.997965883256052,6.538435935974121,0.051656026393175125,0.004903378430753946,0.006521609146147966,-0.00853134598582983,0.006521609146147966,-0.00853134598582983,0.006521609146147966,-0.00853134598582983,0.016142157837748528,-0.013449497520923615,-177.55296325683594,-86.02816009521484,91.5248031616211,0.010804775409493832,0.02795966931364559,0.016479263524459026,0.03997577911022852,0.07499081787891698,0.05343945158868188,120,0.10822469630863463
4,4.7,0.03,90.0,15.0,13.942641163763149,6.544340372085571,0.051656026393175125,0.004903378430753946,0.039310332387685776,-0.017519868910312653,0.039310332387685776,-0.017519868910312653,0.039310332387685776,-0.017519868910312653,0.04469984024763107,0.00471768993884325,-87.70845794677734,3.5369315147399902,91.24538946151733,0.0228813421490542,0.04030725572650051,0.02231630431927533,0.006958664089283739,0.04737856101994869,0.026946682841774774,120,0.1116999071528563
