trial,kp,max_hold_speed,angle_deg,yaw_rate_deg_s,start_x,start_y,end_x,end_y,start_yaw,end_yaw,yaw_delta,final_drift,max_drift,mean_drift,samples,score
1,2.0,0.08,90.0,15.0,0.02968207374215126,0.018902236595749855,0.003841022029519081,0.03463570773601532,1.2119311094284058,94.9022216796875,93.6902905702591,0.03025395953815792,0.04396628534322261,0.025631585898886314,120,0.12187682079486223
2,2.0,0.1,90.0,15.0,-0.010445074178278446,0.041150957345962524,-0.04397406056523323,0.04640897735953331,94.4362564086914,-175.18031311035156,90.38343048095703,0.03393876401107899,0.03990436275573204,0.01938462871883514,120,0.1141309200035001
3,2.0,0.12,90.0,15.0,-0.07032247632741928,0.05945838615298271,-0.07119811326265335,0.0241856686770916,-174.99375915527344,-83.86125946044922,91.13249969482422,0.03528358454262237,0.039121455864364676,0.01956336669714992,120,0.11465899596617594
4,2.5,0.08,90.0,15.0,-0.060773514211177826,0.004980211146175861,-0.04007206857204437,0.007935934700071812,-85.45579528808594,7.497750759124756,92.9535460472107,0.020911388124107227,0.044150776193626735,0.017656217534381156,120,0.1121664865585714
5,2.5,0.1,90.0,15.0,-0.03438933566212654,0.0068929544650018215,-0.031614162027835846,0.03770345821976662,4.775725841522217,97.95214080810547,93.17641496658325,0.030935234447516925,0.023914595820414542,0.014525576605465943,120,0.08194084105492926
6,2.5,0.12,90.0,15.0,-0.029190436005592346,0.06455273181200027,-0.024792812764644623,0.06535948812961578,97.07864379882812,-173.23133850097656,89.69001770019531,0.0044710117339743245,0.043211045459756084,0.01656345930595395,120,0.09120308495329117
7,3.0,0.08,90.0,15.0,-0.04890119284391403,0.04702033847570419,-0.03473043069243431,0.03390898182988167,-174.18173217773438,-81.57611083984375,92.60562133789062,0.01930591031388483,0.027695539150133956,0.015028391164244608,120,0.07730260995204337
8,3.0,0.1,90.0,15.0,-0.03940543159842491,-0.006630251184105873,-0.038645487278699875,-0.007339915726333857,-84.00325012207031,9.190784454345703,93.19403457641602,0.00103977840503542,0.03835405444920461,0.016547373982738537,120,0.08094192187986066
9,3.0,0.12,90.0,15.0,-0.029490916058421135,-0.010361525230109692,-0.04716435819864273,0.022929886355996132,8.988821029663086,99.1731948852539,90.18437385559082,0.037691758283201135,0.03762829409219839,0.019542611287978618,118,0.11313272032318873
