trial,kp,max_hold_speed,hold_deadzone,angle_deg,yaw_rate_deg_s,actual_yaw_rate_deg_s,elapsed_s,home_x,home_y,hold_x,hold_y,start_x,start_y,actual_start_x,actual_start_y,end_x,end_y,start_yaw,end_yaw,yaw_delta,final_drift,max_drift,mean_drift,home_final_drift,home_max_drift,home_mean_drift,samples,score
1,4.5,0.05,0.015,90.0,15.0,14.077928233104258,6.54665207862854,0.0,0.0,0.015150291845202446,0.009452742524445057,0.015150291845202446,0.009452742524445057,0.015150291845202446,0.009452742524445057,0.038766615092754364,0.050976917147636414,1.6181273460388184,93.78142547607422,92.1632981300354,0.04777015597494057,0.043513733512813714,0.02534324083713186,0.06404292722562545,0.06135545599703405,0.04091132309332808,120,0.20100384835622886
2,4.5,0.03,0.015,90.0,15.0,13.998567812016105,6.541000843048096,0.0,0.0,0.034575339406728745,0.041832856833934784,0.034575339406728745,0.041832856833934784,0.034575339406728745,0.041832856833934784,-0.024513915181159973,0.1275673359632492,92.38701629638672,-176.04833984375,91.56464385986328,0.10412464126866022,0.09385279931111491,0.05844193975059352,0.12990133656844952,0.13514036588735065,0.1020194814218356,120,0.42329622031920283
3,4.7,0.05,0.015,90.0,15.0,14.09263077663028,6.541329383850098,0.0,0.0,-0.017991861328482628,0.10488468408584595,-0.017991861328482628,0.10488468408584595,-0.017991861328482628,0.10488468408584595,-0.029761115089058876,0.08710603415966034,-177.8333282470703,-85.64878845214844,92.18453979492188,0.021321250603064956,0.029959578897993062,0.013945615795526644,0.09204990580314638,0.12471752139059113,0.10631872298626728,120,0.17547485399711935
4,4.7,0.03,0.015,90.0,15.0,13.977311052257788,6.542198181152344,0.0,0.0,-0.016546262428164482,0.04128868132829666,-0.016546262428164482,0.04128868132829666,-0.016546262428164482,0.04128868132829666,-0.0035247954074293375,0.026154423132538795,-85.55484771728516,5.887491226196289,91.44233894348145,0.01996507887557565,0.033947530344073024,0.021348199675519652,0.026390870240674432,0.04870968134912413,0.03172254816473702,120,0.11569334874787758
