trial,kp,max_hold_speed,angle_deg,yaw_rate_deg_s,start_x,start_y,end_x,end_y,start_yaw,end_yaw,yaw_delta,final_drift,max_drift,mean_drift,samples,score
1,3.0,0.08,90.0,15.0,0.08706796169281006,0.08136898279190063,0.07737307250499725,0.09798430651426315,-1.129107117652893,93.21987915039062,94.34898626804352,0.019236939953196096,0.030487862044589413,0.017204639880897894,120,0.08456165031041844
2,3.0,0.1,90.0,15.0,0.06632595509290695,0.1255774050951004,0.025560865178704262,0.10922618210315704,92.32235717773438,-177.3123321533203,90.36531066894531,0.04392214759145194,0.04387163774148988,0.01855716012129997,120,0.132030733743377
3,3.0,0.12,90.0,15.0,-0.007594769354909658,0.10281958431005478,0.012048022821545601,0.07242772728204727,-178.93081665039062,-86.0564956665039,92.87432098388672,0.03618707308001382,0.029161444216788825,0.01622172047591675,120,0.0973842824974782
4,3.5,0.08,90.0,15.0,0.026476221159100533,0.05464274436235428,0.01669449545443058,0.05443383380770683,-87.13545227050781,6.774874210357666,93.91032648086548,0.009783956325599781,0.04112978652400741,0.01824679418049109,120,0.09595385585448007
5,3.5,0.1,90.0,15.0,0.00972584169358015,0.043025095015764236,-0.012757445685565472,0.07992970943450928,5.831434726715088,93.76207733154297,87.93064260482788,0.043213988207170755,0.036856718150082395,0.017018725569075136,120,0.11899678190250766
6,3.5,0.12,90.0,15.0,-0.0343501940369606,0.08615529537200928,-0.054945722222328186,0.07978907972574234,93.20425415039062,-172.10202026367188,94.6937255859375,0.021557005424897135,0.025986158932934347,0.014414012795661426,120,0.07822304887670334
7,4.0,0.08,90.0,15.0,-0.08692553639411926,0.09616481512784958,-0.09538566321134567,0.08261650800704956,-174.3474884033203,-82.29138946533203,92.05609893798828,0.015972800994286315,0.028877325072476572,0.015915868805202762,120,0.07578355007722773
8,4.0,0.1,90.0,15.0,-0.07170181721448898,0.059921883046627045,-0.08634572476148605,0.06616779416799545,-83.05164337158203,7.074417591094971,90.126060962677,0.01592028372803171,0.04235013529762294,0.023694498737528356,120,0.10074661528595459
9,4.0,0.12,90.0,15.0,-0.100679412484169,0.07857994735240936,-0.09283013641834259,0.09805241227149963,6.134722709655762,96.72644805908203,90.59172534942627,0.02099495236438408,0.04547390236135274,0.018494958324329736,120,0.11253448243651583
