time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.225,,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.155,1.559,,,,,,
0.23,,-0.0001,-0.0002,0.008,0.4,0.24,-0.03,0.0,-0.0023,-0.0013,0.0016,0.471,0.156,,,,,,,
0.235,,-0.0004,-0.0002,0.007,0.4,0.23,-0.02,0.0,-0.0035,-0.0014,0.0058,0.475,0.156,,,,,,,
0.24,,-0.0004,-0.0002,0.007,0.41,0.23,-0.02,0.0,-0.0034,-0.0013,0.0058,0.475,0.158,,,,,,,
0.295,,-0.0004,0.0,0.006,0.41,0.23,-0.02,0.0,-0.0041,-0.0004,0.0053,0.475,0.158,,,,,,,
0.323,,-0.0009,-0.0005,0.006,0.42,0.25,-0.0,0.0,-0.0062,-0.0029,0.0021,0.475,0.157,1.565,,,,,,
0.372,,-0.0002,-0.0,0.007,0.42,0.23,-0.03,0.0,-0.0022,0.0002,0.0002,0.477,0.157,1.565,,,,,,
0.423,,-0.0002,-0.0,0.006,0.43,0.23,-0.03,0.0,-0.0021,-0.0002,0.0016,0.477,0.158,,,,,,,
0.489,,-0.0004,-0.0,0.007,0.43,0.23,-0.03,0.0,-0.0031,-0.0001,0.0003,0.474,0.158,,,,,,,
0.534,,-0.0003,-0.0,0.007,0.44,0.23,-0.03,0.0,-0.0025,-0.0002,0.0017,0.474,0.156,1.549,,,,,,
0.587,,-0.0003,-0.0003,0.007,0.44,0.24,-0.04,0.0,-0.0022,-0.0018,0.0023,0.472,0.156,1.549,,,,,,
0.642,,-0.0013,-0.0003,0.009,0.45,0.24,0.01,0.0,-0.0075,-0.0019,0.0029,0.472,0.159,,,,,,,
0.682,,-0.0003,-0.0006,0.004,0.45,0.25,-0.04,0.0,-0.0021,-0.003,0.0077,0.474,0.159,,,,,,,
0.727,,-0.0006,-0.0003,0.009,0.45,0.24,-0.03,0.0,-0.0031,-0.0017,-0.0007,0.474,0.15,1.527,,,,,,
0.772,,-0.0003,-0.0001,0.008,0.45,0.23,-0.04,0.0,-0.0017,-0.0002,0.0054,0.473,0.15,1.527,,,,,,
0.829,,-0.0005,-0.0008,0.004,0.46,0.26,-0.03,0.0,-0.0026,-0.0038,0.007,0.473,0.154,1.51,,,,,,
0.877,,-0.0003,-0.0001,0.007,0.46,0.23,-0.04,0.0,-0.0018,0.0001,-0.0016,0.475,0.154,1.51,,,,,,
0.922,,-0.0004,-0.0007,0.006,0.47,0.25,-0.04,0.0,-0.0024,-0.0029,0.0,0.475,0.152,1.547,,,,,,
0.973,,-0.0004,-0.0001,0.009,0.47,0.23,-0.04,0.0,-0.0021,-0.0002,-0.0009,0.478,0.152,1.547,,,,,,
1.023,,-0.0001,-0.0004,0.009,0.47,0.25,-0.05,0.0,-0.0012,-0.0014,0.0057,0.478,0.155,1.515,,,,,,
1.082,,-0.0004,-0.0004,0.006,0.48,0.25,-0.04,0.0,-0.0022,-0.0012,0.0094,0.472,0.155,1.515,,,,,,
1.141,,-0.0004,-0.0009,0.007,0.48,0.26,-0.04,0.0,-0.0015,-0.0046,0.0039,0.472,0.155,1.543,,,,,,
1.173,,-0.0007,-0.0002,0.005,0.49,0.23,-0.03,0.0,-0.0023,-0.0008,0.0029,0.475,0.155,1.543,,,,,,
1.224,,-0.0007,-0.0007,0.007,0.5,0.25,-0.02,0.0,-0.0024,-0.0034,-0.0026,0.475,0.154,1.51,,,,,,
1.318,,-0.0012,-0.0004,0.007,0.5,0.24,-0.01,0.0,-0.0045,-0.0019,-0.0012,0.475,0.154,1.51,,,,,,
1.324,,-0.0005,-0.0002,0.009,0.51,0.23,-0.04,0.0,-0.0007,-0.0004,0.0001,0.475,0.156,1.533,,,,,,
