time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.256,,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686,0.443,,1.146,,,,,
0.26,,0.0028,0.0056,0.016,-0.37,-0.5,0.44,0.0,0.0029,-0.0025,0.0005,0.685,0.441,,1.143,,,,,
0.265,,0.0021,0.0056,0.016,-0.37,-0.5,0.47,0.0,-0.0009,-0.0023,-0.0015,0.685,0.441,,1.143,,,,,
0.269,,0.0021,0.0056,0.016,-0.37,-0.5,0.46,0.0,-0.0006,-0.0019,-0.0001,0.68,0.444,,1.149,,,,,
0.286,,0.0018,0.0056,0.016,-0.36,-0.5,0.47,0.0,-0.0021,-0.0017,0.0005,0.68,0.444,,1.149,,,,,
0.335,,0.0024,0.0056,0.016,-0.36,-0.51,0.45,0.0,0.0015,-0.0016,0.0006,0.684,0.445,,1.121,,,,,
0.39,,0.0024,0.0056,0.014,-0.36,-0.51,0.46,0.0,0.001,-0.0017,0.003,0.684,0.445,,1.121,,,,,
0.436,,0.0028,0.0056,0.014,-0.36,-0.51,0.45,0.0,0.0026,-0.0012,-0.0021,0.682,0.443,,1.13,,,,,
0.486,,0.0021,0.0056,0.013,-0.36,-0.51,0.48,0.0,-0.0006,-0.0009,-0.0077,0.682,0.443,,1.13,,,,,
0.54,,0.0024,0.0056,0.013,-0.36,-0.51,0.47,0.0,0.0006,-0.0007,-0.0102,0.683,0.443,,1.14,,,,,
0.586,,0.0022,0.0056,0.017,-0.36,-0.51,0.47,0.0,-0.0012,-0.0009,-0.0032,0.683,0.443,,1.14,,,,,
0.636,,0.0024,0.0056,0.017,-0.36,-0.51,0.46,0.0,0.0002,-0.0003,0.003,0.681,0.443,,1.15,,,,,
0.696,,0.0021,0.0056,0.015,-0.36,-0.51,0.47,0.0,-0.0016,-0.0003,-0.0004,0.681,0.443,,1.15,,,,,
0.74,,0.0024,0.0056,0.015,-0.35,-0.51,0.45,0.0,0.0001,-0.0001,-0.0003,0.685,0.441,,1.154,,,,,
0.813,,0.0021,0.0056,0.014,-0.36,-0.51,0.46,0.0,-0.0009,-0.0001,-0.0021,0.685,0.441,,1.154,,,,,
0.85,,0.0021,0.0056,0.014,-0.36,-0.51,0.46,0.0,-0.0004,-0.0001,-0.003,0.684,0.44,,1.136,,,,,
0.898,,0.0011,0.0056,0.015,-0.35,-0.51,0.49,0.0,-0.0048,-0.0001,0.001,0.684,0.44,,1.136,,,,,
0.942,,0.0021,0.0056,0.015,-0.35,-0.51,0.45,0.0,-0.0001,-0.0006,0.0015,0.686,0.446,,1.142,,,,,
0.998,,0.0021,0.0056,0.015,-0.35,-0.51,0.44,0.0,-0.0,-0.0011,0.0083,0.686,0.446,,1.142,,,,,
1.046,,0.0026,0.0056,0.015,-0.35,-0.51,0.43,0.0,0.0028,-0.0014,0.0052,0.683,0.443,,1.129,,,,,
1.096,,0.0027,0.0056,0.016,-0.35,-0.51,0.43,0.0,0.0029,-0.0016,0.0053,0.683,0.443,,1.129,,,,,
1.137,,0.0024,0.0056,0.016,-0.34,-0.51,0.45,0.0,0.001,-0.0006,-0.0005,0.68,0.444,,1.148,,,,,
1.194,,0.0021,0.0056,0.015,-0.34,-0.51,0.46,0.0,-0.0006,-0.0009,-0.0029,0.68,0.444,,1.148,,,,,
1.26,,0.0021,0.0056,0.015,-0.34,-0.51,0.46,0.0,-0.0007,-0.0007,-0.0015,0.682,0.444,,1.15,,,,,
1.287,,0.0021,0.0056,0.014,-0.34,-0.51,0.46,0.0,-0.0009,-0.001,0.0041,0.682,0.444,,1.15,,,,,
1.336,,0.0021,0.0056,0.014,-0.34,-0.51,0.46,0.0,-0.0004,-0.0008,0.0003,0.681,0.442,,1.158,,,,,
1.386,,0.0018,0.0056,0.016,-0.34,-0.51,0.47,0.0,-0.0018,-0.0006,-0.0048,0.681,0.442,,1.158,,,,,
1.436,,0.0021,0.0056,0.016,-0.34,-0.51,0.46,0.0,-0.0011,-0.0013,-0.0003,0.683,0.444,,1.143,,,,,
1.493,,0.0018,0.0056,0.016,-0.34,-0.51,0.47,0.0,-0.0023,-0.0013,0.0005,0.683,0.444,,1.143,,,,,
1.555,,0.0021,0.0056,0.016,-0.33,-0.51,0.46,0.0,-0.0004,-0.0008,0.0026,0.682,0.442,,1.129,,,,,
1.594,,0.0025,0.0056,0.016,-0.33,-0.51,0.44,0.0,0.0015,-0.0005,0.0035,0.682,0.442,,1.129,,,,,
1.636,,0.0028,0.0056,0.016,-0.33,-0.51,0.43,0.0,0.0021,-0.0005,0.0039,0.684,0.441,2.421,1.143,,,,,
1.686,,0.0013,0.0056,0.015,-0.33,-0.51,0.48,0.0,-0.0047,-0.0011,0.0015,0.684,0.441,2.421,1.143,,,,,
1.757,,0.0021,0.0056,0.015,-0.33,-0.51,0.45,0.0,-0.0007,-0.0013,0.0003,0.685,0.441,,1.154,,,,,
1.791,,0.0021,0.0056,0.015,-0.33,-0.51,0.45,0.0,-0.001,-0.0009,0.0,0.685,0.441,,1.154,,,,,
1.849,,0.0021,0.0056,0.015,-0.33,-0.51,0.44,0.0,-0.0006,-0.0007,-0.0018,0.683,0.442,,1.139,,,,,
