time_s,x_m,y_m,z_down_m
0.079,0.0,0.0,0.011
0.13,-0.2533,-1.2019,0.01
0.185,-0.254,-1.2031,0.01
0.229,-0.2533,-1.2027,0.011
0.28,-0.2536,-1.2033,0.009
0.33,-0.2541,-1.2034,0.01
0.379,-0.2534,-1.2029,0.01
0.431,-0.2533,-1.203,0.008
0.483,-0.2533,-1.2033,0.01
0.53,-0.2542,-1.2035,0.013
0.579,-0.2537,-1.203,0.009
0.63,-0.2535,-1.2035,0.012
0.68,-0.2535,-1.203,0.008
0.73,-0.2535,-1.203,0.01
0.78,-0.2546,-1.2038,0.009
0.829,-0.2536,-1.2033,0.01
0.88,-0.2536,-1.2035,0.01
0.929,-0.2543,-1.204,0.01
0.979,-0.2546,-1.203,0.01
1.029,-0.2537,-1.2033,0.01
1.079,-0.2537,-1.2031,0.01
1.129,-0.2538,-1.2032,0.011
1.181,-0.2538,-1.2029,0.01
1.23,-0.2539,-1.2023,0.009
1.28,-0.2538,-1.2023,0.01
1.329,-0.2539,-1.2032,0.009
1.38,-0.2539,-1.2034,0.009
1.43,-0.2539,-1.2024,0.008
1.48,-0.2539,-1.2032,0.009
1.53,-0.2562,-1.2041,0.008
1.579,-0.2558,-1.2033,0.01
1.629,-0.254,-1.2034,0.012
1.679,-0.2541,-1.2034,0.011
1.729,-0.2542,-1.2029,0.01
1.779,-0.2542,-1.2029,0.011
1.829,-0.2542,-1.2029,0.01
1.879,-0.2542,-1.2034,0.012
1.929,-0.2542,-1.2025,0.01
1.979,0.0,-0.0,0.01
2.029,0.0002,-0.0,0.009
2.08,-0.0,-0.0006,0.011
2.129,0.0004,-0.0006,0.011
2.179,0.0008,0.0,0.009
2.229,0.0009,-0.0004,0.012
2.28,-0.0013,-0.0016,0.009
2.33,0.0009,-0.0,0.01
2.379,0.0009,-0.0,0.01
2.43,-0.0013,-0.0013,0.008
2.479,0.0009,-0.0003,0.009
2.529,-0.0,-0.0005,0.01
2.579,0.0007,-0.0005,0.009
2.629,-0.0017,-0.0012,0.009
2.68,-0.0004,-0.0014,0.009
2.729,-0.0016,-0.0014,0.011
2.779,0.0007,-0.0005,0.009
2.829,-0.0004,-0.0005,0.011
2.879,0.0003,-0.0002,0.009
2.929,-0.0005,-0.001,0.007
2.979,0.0006,0.0,0.011
3.028,0.0005,-0.001,0.008
3.079,-0.0014,-0.0007,0.012
3.137,0.0005,-0.0005,0.01
3.181,-0.0005,-0.0005,0.008
3.229,-0.0007,-0.0007,0.01
3.279,-0.0003,-0.0005,0.011
3.328,0.0004,-0.0007,0.01
3.38,0.0004,-0.0,0.008
3.429,0.0004,0.0005,0.009
3.48,0.0003,-0.0003,0.009
3.529,-0.0002,-0.001,0.009
3.58,0.0003,0.0007,0.009
3.63,0.0003,0.0004,0.01
3.681,0.0,-0.0001,0.009
3.774,0.0002,-0.0006,0.011
3.781,-0.0007,-0.0006,0.008
3.83,0.0002,-0.0006,0.01
3.88,-0.0005,-0.0011,0.011
3.929,-0.0001,-0.0009,0.011
3.979,0.0001,-0.0006,0.01
4.03,-0.0007,-0.0006,0.008
4.079,-0.0019,-0.0014,0.01
4.128,0.0001,-0.0004,0.01
4.178,0.0001,-0.0006,0.01
4.23,0.0001,-0.0002,0.008
4.279,0.0,0.0002,0.009
4.33,0.0,0.0002,0.009
4.381,-0.0009,-0.0007,0.01
4.43,-0.0,0.0002,0.008
4.479,-0.0007,-0.0011,0.008
4.528,-0.0001,0.0002,0.007
4.582,-0.0001,0.0004,0.008
4.629,-0.0006,-0.0005,0.008
4.679,-0.0001,-0.0005,0.008
4.729,-0.0001,0.0002,0.011
4.779,-0.0002,-0.0003,0.008
4.829,-0.0002,-0.0001,0.01
4.879,-0.0016,-0.0017,0.007
4.93,-0.0003,-0.0006,0.01
4.979,-0.0003,0.0001,0.007
5.029,-0.0014,-0.0003,0.009
5.078,-0.0004,-0.0004,0.011
5.13,-0.0004,0.0003,0.009
5.178,-0.0006,-0.0004,0.009
5.228,-0.0004,-0.0006,0.009
5.278,-0.0014,-0.0013,0.011
5.328,-0.0016,-0.0004,0.009
5.378,-0.0012,-0.0009,0.009
5.429,-0.0024,-0.0014,0.01
5.479,-0.0015,-0.0011,0.009
5.528,-0.0021,-0.0012,0.01
5.578,-0.0016,-0.0014,0.01
5.628,-0.0018,-0.0009,0.009
5.678,-0.0009,-0.0005,0.009
5.728,-0.0025,-0.0009,0.009
5.778,-0.0016,-0.001,0.011
5.829,-0.0025,-0.0009,0.01
5.878,-0.001,0.0001,0.009
5.928,-0.0019,-0.001,0.008
5.978,-0.0028,-0.0012,0.009
6.028,-0.0011,-0.0006,0.01
6.078,-0.0018,-0.001,0.011
6.127,-0.0027,-0.0018,0.01
6.178,-0.0018,-0.001,0.01
6.227,-0.003,-0.0011,0.011
6.278,-0.0032,-0.0015,0.01
6.327,-0.0033,-0.001,0.012
6.378,-0.0036,-0.0001,0.011
6.427,-0.006,0.0002,0.009
6.477,-0.0086,0.0015,0.01
6.529,-0.0134,0.0007,0.011
6.577,-0.017,0.0017,0.009
6.628,-0.0204,0.0054,0.008
6.68,-0.0229,0.0066,0.01
6.727,-0.0272,0.0079,0.009
6.778,-0.0327,0.0096,0.009
6.828,-0.0371,0.012,0.009
6.877,-0.0444,0.014,0.006
6.927,-0.0507,0.0158,0.003
6.977,-0.0548,0.0156,0.0
7.028,-0.0524,0.0131,0.0
7.077,-0.0375,0.0107,0.0
7.127,-0.0427,0.0105,0.0
7.178,-0.0407,0.0117,0.0
7.227,-0.0298,0.0084,0.0
7.278,-0.0462,0.0056,0.005
7.327,-0.067,0.0075,0.012
7.378,-0.0736,0.0038,0.023
7.427,-0.0492,0.0009,0.035
7.477,-0.0367,-0.0086,0.046
7.527,-0.0042,-0.0144,0.061
7.578,0.0241,-0.0208,0.072
7.627,0.0451,-0.0259,0.123
7.678,0.0657,-0.0297,0.201
7.727,0.0953,-0.0351,0.202
7.778,0.1141,-0.0375,0.202
7.828,0.1277,-0.0378,0.196
7.883,0.1345,-0.0369,0.185
7.929,0.1369,-0.0346,0.172
7.983,0.1355,-0.032,0.164
8.028,0.1296,-0.0282,0.156
8.079,0.1176,-0.0227,0.146
8.13,0.1063,-0.0183,0.139
8.178,0.097,-0.0142,0.136
8.226,0.0868,-0.0111,0.137
8.277,0.0759,-0.0088,0.142
8.326,0.0666,-0.0056,0.149
8.377,0.0567,-0.0021,0.114
8.427,0.0571,-0.0024,0.068
8.478,0.0596,-0.0021,0.081
8.527,0.0607,-0.0077,0.101
8.577,0.0528,0.007,0.141
8.627,0.0453,-0.0012,0.159
8.678,0.0421,-0.0056,0.194
8.727,0.0381,-0.0092,0.223
8.777,0.0351,-0.0109,0.248
8.827,0.0339,-0.014,0.267
8.877,0.0326,-0.0166,0.291
8.928,0.0315,-0.0188,0.307
8.977,0.0303,-0.02,0.319
9.026,0.0286,-0.0205,0.326
9.077,0.0287,-0.0202,0.331
9.127,0.0303,-0.0183,0.333
9.177,0.0299,-0.0158,0.334
9.227,0.0305,-0.0109,0.331
9.276,0.0312,-0.006,0.335
9.327,0.0322,0.0002,0.334
9.376,0.0323,0.0068,0.334
9.428,0.0337,0.0126,0.33
9.477,0.0346,0.0183,0.33
9.526,0.0355,0.0239,0.326
9.577,0.0356,0.0294,0.324
9.626,0.0353,0.0329,0.321
9.677,0.0333,0.0392,0.313
9.727,0.032,0.042,0.315
9.777,0.0305,0.0441,0.309
9.827,0.0267,0.0479,0.31
9.876,0.0259,0.0473,0.31
9.927,0.0243,0.0457,0.31
9.976,0.0237,0.0429,0.308
10.026,0.0211,0.0389,0.31
10.077,0.0217,0.035,0.309
10.126,0.0229,0.0321,0.311
10.176,0.0238,0.0253,0.316
10.226,0.0237,0.0239,0.318
10.277,0.025,0.0185,0.32
10.327,0.0279,0.0151,0.322
10.377,0.028,0.0135,0.32
10.427,0.0268,0.0102,0.324
10.477,0.0276,0.0089,0.325
10.527,0.0267,0.0083,0.326
10.577,0.0259,0.0092,0.326
10.626,0.0236,0.0077,0.324
10.676,0.023,0.0117,0.33
10.727,0.0209,0.0151,0.331
10.777,0.0182,0.0171,0.33
10.827,0.0145,0.0217,0.329
10.878,0.0159,0.0234,0.333
10.926,0.0161,0.0272,0.334
10.977,0.0155,0.0284,0.336
11.027,0.0136,0.0277,0.335
11.077,0.0138,0.0253,0.332
11.127,0.0148,0.0225,0.333
11.177,0.0161,0.02,0.336
11.226,0.0173,0.0146,0.337
11.276,0.022,0.0098,0.342
11.326,0.0259,0.0106,0.342
11.377,0.0337,0.0091,0.344
11.426,0.0358,0.0072,0.345
11.477,0.0404,0.0069,0.35
11.527,0.0476,0.0071,0.351
11.577,0.0502,0.0078,0.352
11.626,0.0544,0.0082,0.357
11.676,0.0559,0.0113,0.355
11.726,0.0611,0.0137,0.358
11.776,0.0632,0.0173,0.358
11.826,0.0643,0.0212,0.357
11.876,0.0658,0.024,0.353
11.926,0.0677,0.0285,0.349
11.975,0.0682,0.0319,0.347
12.026,0.0681,0.0333,0.341
12.076,0.0648,0.0353,0.33
12.128,0.0625,0.034,0.319
12.176,0.0572,0.0303,0.308
12.226,0.0568,0.0267,0.299
12.277,0.0582,0.023,0.293
12.326,0.0563,0.015,0.291
12.376,0.0563,0.0094,0.297
12.427,0.0592,0.0058,0.302
12.476,0.0616,0.0005,0.31
12.527,0.0633,-0.0073,0.317
12.578,0.0679,-0.0151,0.333
12.627,0.0714,-0.0173,0.342
12.676,0.0765,-0.0193,0.355
12.727,0.0841,-0.023,0.361
12.776,0.0886,-0.0225,0.376
12.826,0.0958,-0.0217,0.378
12.876,0.1027,-0.0198,0.373
12.925,0.1104,-0.0184,0.369
12.976,0.1176,-0.0177,0.354
13.027,0.1224,-0.0142,0.35
13.075,0.1289,-0.0129,0.34
13.125,0.1341,-0.0125,0.336
13.176,0.1424,-0.0087,0.325
13.225,0.1485,-0.0075,0.323
13.276,0.1542,-0.0068,0.316
13.325,0.1601,-0.0058,0.311
13.375,0.1653,-0.005,0.313
13.425,0.1715,-0.0044,0.309
13.475,0.1769,-0.0051,0.308
13.526,0.1818,-0.0062,0.308
13.575,0.1878,-0.0062,0.308
13.625,0.193,-0.0056,0.309
13.676,0.1999,-0.0071,0.314
13.726,0.2061,-0.008,0.315
13.776,0.2123,-0.008,0.315
13.826,0.2187,-0.0085,0.314
13.875,0.2263,-0.0083,0.321
13.925,0.2333,-0.0087,0.319
13.975,0.242,-0.0079,0.323
14.026,0.2517,-0.0076,0.324
14.076,0.2595,-0.0086,0.324
14.126,0.2666,-0.0088,0.325
14.175,0.2745,-0.01,0.329
14.225,0.2844,-0.0102,0.326
14.276,0.2921,-0.0111,0.333
14.326,0.2995,-0.0112,0.326
14.376,0.308,-0.0115,0.326
14.425,0.3155,-0.0118,0.328
14.475,0.3232,-0.0119,0.327
14.526,0.3328,-0.0105,0.332
14.575,0.3412,-0.0093,0.332
14.625,0.3507,-0.007,0.328
14.675,0.3594,-0.0054,0.332
14.725,0.3684,-0.0027,0.327
14.776,0.3781,-0.0001,0.331
14.825,0.3872,0.0013,0.324
14.875,0.3952,0.0021,0.329
14.925,0.4052,0.0046,0.325
14.975,0.4146,0.0066,0.327
15.025,0.4258,0.0087,0.328
15.074,0.4357,0.0099,0.325
15.125,0.4458,0.0103,0.329
15.175,0.4563,0.0099,0.33
15.225,0.4668,0.0105,0.326
