time_s,x_m,y_m,z_down_m
0.232,2.2644,-0.3037,0.5
0.235,2.2708,-0.3032,0.452
0.325,2.2916,-0.316,0.324
0.425,2.2644,-0.2946,0.093
0.525,2.1107,-0.3933,0.785
0.624,2.2432,-0.4394,2.944
0.724,2.6354,-0.5887,0.122
0.872,1.6505,-2.2476,0.007
0.94,2.1593,-2.2593,0.0
1.024,2.3802,-2.1686,0.001
1.129,2.4427,-2.2331,0.005
1.228,2.5498,-2.1122,0.006
1.324,2.5748,-2.1341,0.006
1.453,2.5682,-2.1384,0.008
1.542,2.5493,-2.1151,0.008
1.624,2.5299,-2.0841,0.008
1.74,2.5162,-2.054,0.005
1.823,2.5099,-2.0305,0.006
1.924,2.5073,-2.0107,0.007
2.056,2.5034,-1.9927,0.007
2.123,2.4988,-1.9775,0.006
2.225,2.4963,-1.9661,0.005
2.334,2.4957,-1.959,0.006
2.424,2.4938,-1.952,0.006
2.524,2.4931,-1.9482,0.005
2.643,2.4907,-1.9437,0.008
2.724,2.4908,-1.9408,0.006
2.824,-0.0,0.0,0.006
2.93,-0.0002,-0.0001,0.006
3.023,0.0008,-0.0005,0.007
3.124,0.0001,0.0,0.007
3.229,-0.0005,-0.0001,0.005
3.323,0.0008,-0.0015,0.006
3.455,0.0008,-0.0009,0.006
3.523,-0.0002,0.0003,0.005
3.623,-0.0002,0.0003,0.007
3.733,0.0001,0.0003,0.007
3.823,-0.0007,0.0003,0.004
3.923,0.0008,-0.0008,0.005
4.024,0.0007,-0.0006,0.007
4.123,0.0007,-0.0009,0.005
4.222,0.0007,-0.0011,0.008
4.343,-0.0004,0.0003,0.005
4.424,-0.0008,0.0,0.005
4.523,-0.001,-0.0019,0.007
4.637,0.0001,0.0003,0.007
4.722,-0.0011,0.0003,0.006
4.822,0.0,-0.0,0.003
4.939,-0.0005,0.0002,0.007
5.023,-0.0014,-0.0003,0.005
5.153,0.0001,0.0002,0.008
5.223,-0.0004,-0.0,0.005
5.322,-0.0004,-0.0007,0.006
5.462,0.0,0.0002,0.006
5.523,-0.0004,-0.0,0.005
5.623,0.0004,-0.0005,0.004
5.751,0.0,-0.0001,0.006
5.832,-0.0,0.0002,0.006
5.922,-0.0005,-0.0026,0.006
6.039,-0.001,0.0002,0.005
