time_s,x_m,y_m,z_down_m
0.235,0.0,0.0,0.01
0.237,-0.0013,-0.0003,0.008
0.24,-0.0013,-0.0005,0.008
0.242,-0.0008,0.0001,0.007
0.304,-0.0006,-0.0019,0.009
0.329,-0.0008,-0.001,0.007
0.38,-0.0011,-0.0012,0.012
0.434,-0.0006,-0.001,0.008
0.483,-0.0004,-0.0018,0.007
0.533,-0.0008,-0.0008,0.01
0.585,-0.002,0.0,0.01
0.647,-0.0013,-0.0002,0.008
0.697,-0.0013,-0.0004,0.01
0.751,-0.0007,-0.0004,0.008
0.78,-0.0009,-0.001,0.009
0.829,-0.0013,-0.0008,0.011
0.88,-0.0015,-0.0001,0.008
0.931,-0.0013,-0.0011,0.007
0.981,-0.0016,-0.0004,0.01
1.061,-0.0015,-0.0021,0.008
1.092,-0.0015,-0.0006,0.007
1.137,-0.0015,0.0001,0.007
1.179,-0.0016,-0.0009,0.009
1.23,-0.0013,-0.0009,0.009
1.28,-0.0016,-0.0011,0.009
1.351,-0.0009,-0.0012,0.011
1.41,-0.0017,0.0002,0.009
1.435,-0.0016,0.0001,0.007
1.48,-0.0006,-0.0009,0.009
1.53,-0.0015,-0.0007,0.009
1.58,-0.0016,-0.0009,0.009
1.646,-0.0001,-0.0021,0.011
1.685,-0.0015,0.0,0.009
1.729,-0.0016,-0.0007,0.008
1.78,-0.0013,-0.0012,0.007
1.83,-0.0015,-0.0005,0.008
1.881,-0.0015,-0.0,0.009
1.937,0.0004,-0.002,0.008
1.987,-0.0015,-0.0005,0.009
2.029,-0.0009,-0.0012,0.008
2.079,-0.0011,-0.0016,0.009
2.131,-0.0005,-0.001,0.007
2.179,-0.0016,-0.0012,0.011
2.229,-0.0016,-0.0005,0.008
2.283,-0.0016,-0.0001,0.009
2.33,-0.0005,-0.0022,0.009
2.38,-0.0016,-0.0001,0.009
2.43,-0.0017,-0.0001,0.008
2.507,-0.0018,-0.0023,0.008
2.551,-0.0017,-0.0001,0.01
2.579,-0.0014,-0.0013,0.01
2.629,-0.0005,-0.0011,0.008
2.678,-0.0014,-0.0009,0.007
2.729,-0.0008,-0.0011,0.008
2.801,-0.0017,-0.0011,0.008
2.846,-0.0002,-0.0022,0.009
2.879,-0.0011,-0.0021,0.007
2.929,-0.0001,0.0001,0.008
2.98,-0.0006,0.0002,0.009
3.03,0.0001,-0.0002,0.01
3.089,-0.001,0.0004,0.009
3.134,-0.0015,0.001,0.009
3.178,-0.0002,-0.0012,0.009
3.229,-0.0017,0.0017,0.01
3.28,-0.0014,-0.0004,0.009
3.33,-0.0008,0.0002,0.011
3.379,-0.0016,0.0008,0.007
3.441,-0.0008,0.0008,0.01
3.481,-0.0008,0.0002,0.007
3.53,-0.0002,0.0005,0.009
3.58,-0.0016,0.0011,0.008
3.658,-0.0008,0.0005,0.008
3.704,-0.0013,0.0003,0.01
3.728,-0.0016,0.0011,0.009
3.779,-0.0015,0.0006,0.01
3.829,-0.0016,0.0017,0.011
3.878,-0.0016,0.0016,0.009
3.952,-0.0005,-0.0002,0.01
3.994,-0.0013,0.0001,0.009
4.028,-0.0008,0.0004,0.01
4.079,-0.0003,-0.0008,0.009
4.129,-0.0003,0.0008,0.007
4.178,-0.0012,-0.0003,0.008
4.24,-0.0006,0.0001,0.008
4.283,-0.0015,0.0005,0.012
4.329,-0.0014,-0.0,0.01
4.379,-0.0016,0.0008,0.008
4.428,-0.0016,0.0002,0.01
4.478,-0.0011,0.001,0.009
4.53,-0.0016,0.0015,0.009
4.585,-0.0015,0.0005,0.008
4.629,-0.0015,0.0014,0.01
4.679,-0.0011,0.0003,0.009
4.728,-0.0004,0.001,0.009
4.804,-0.0015,0.0003,0.008
4.852,-0.0016,0.0014,0.007
4.878,-0.0018,0.0015,0.009
4.929,-0.0009,0.0005,0.006
4.979,0.0004,-0.0006,0.008
5.028,-0.0017,0.0015,0.007
5.109,-0.0017,0.001,0.008
5.156,-0.0009,0.0005,0.009
5.183,-0.0007,0.0002,0.006
5.229,-0.0011,0.0002,0.01
5.279,-0.0016,0.0005,0.009
5.328,-0.0015,0.0009,0.011
5.4,-0.0016,0.0004,0.008
5.439,-0.0016,0.0013,0.009
5.478,-0.0012,0.0004,0.01
5.528,-0.0011,0.0004,0.009
5.578,-0.0016,0.0009,0.008
5.628,-0.0016,0.0009,0.008
5.691,-0.0016,0.0002,0.011
5.736,-0.0009,0.0004,0.008
5.777,-0.0016,0.0014,0.009
5.828,-0.0016,0.0013,0.009
5.878,-0.0016,0.0013,0.01
5.928,-0.0016,0.0013,0.009
5.981,-0.0012,-0.0007,0.008
6.031,-0.0016,0.0013,0.009
6.078,-0.0016,-0.0007,0.008
6.128,-0.0016,0.0008,0.011
6.178,-0.001,-0.0001,0.007
6.264,-0.0014,0.0002,0.008
6.325,-0.0016,0.0004,0.011
6.342,-0.0007,0.0001,0.009
6.382,-0.0016,0.0008,0.008
6.428,-0.0017,0.0013,0.006
6.478,-0.0017,0.001,0.008
6.552,-0.0017,0.0013,0.007
6.592,-0.0017,0.0001,0.009
6.628,-0.0017,0.0013,0.007
6.678,-0.0025,0.0013,0.009
6.728,-0.0012,-0.0002,0.007
6.779,-0.0012,0.0001,0.008
6.84,-0.0018,0.0013,0.008
6.879,-0.0018,0.0006,0.008
6.927,-0.0015,0.0013,0.008
6.978,-0.0017,0.0008,0.008
7.027,-0.0017,0.0012,0.008
7.077,-0.0018,0.0008,0.011
7.139,-0.0004,-0.0009,0.007
7.188,-0.0018,0.001,0.009
7.228,-0.0018,0.0013,0.01
7.278,-0.0011,-0.0001,0.009
7.328,-0.0018,0.0012,0.009
7.378,-0.0009,-0.0008,0.008
7.428,-0.0019,0.0008,0.01
7.479,-0.0019,-0.0,0.009
7.527,-0.0012,-0.0,0.009
7.577,-0.002,0.0007,0.008
7.627,-0.002,0.0012,0.008
7.714,-0.0015,-0.0004,0.008
7.752,-0.0013,0.0001,0.008
7.777,-0.002,0.0005,0.007
7.828,-0.002,0.0012,0.008
7.878,-0.0015,-0.0005,0.011
7.927,-0.002,0.0012,0.008
8.003,-0.002,-0.0005,0.009
8.032,-0.0015,-0.0,0.008
8.078,-0.0019,0.0002,0.01
8.127,-0.002,0.0011,0.008
8.178,-0.0024,0.0004,0.008
8.228,-0.0014,0.0007,0.007
8.293,-0.0002,-0.0008,0.008
8.333,-0.0003,-0.0008,0.007
8.377,0.0004,-0.0025,0.01
8.428,0.0001,-0.001,0.009
8.478,0.0031,-0.004,0.008
8.528,0.004,-0.0074,0.009
8.58,0.0059,-0.0123,0.007
8.632,0.0059,-0.0153,0.008
8.678,0.007,-0.0176,0.007
8.727,0.0102,-0.0209,0.005
8.777,0.0119,-0.0216,0.003
8.869,0.014,-0.0218,0.0
8.907,0.0116,-0.0241,0.0
8.927,0.0021,-0.0209,0.0
8.977,-0.0023,-0.0234,0.0
9.028,-0.0052,-0.0213,0.0
9.078,-0.013,-0.0136,0.0
9.157,-0.0334,0.0049,0.005
9.205,-0.0472,0.0178,0.014
9.227,-0.0638,0.0371,0.027
9.277,-0.065,0.046,0.042
9.327,-0.0694,0.0551,0.055
9.377,-0.0684,0.0574,0.073
9.446,-0.0633,0.0506,0.079
9.494,-0.0571,0.0425,0.083
9.53,-0.0494,0.0308,0.093
9.578,-0.041,0.0207,0.092
9.627,-0.0353,0.0113,0.099
9.678,-0.0288,0.0014,0.106
9.734,-0.0196,-0.0077,0.113
9.784,-0.0077,-0.0179,0.124
9.828,0.0036,-0.0241,0.13
9.877,0.0109,-0.0276,0.146
9.928,0.0178,-0.0294,0.146
9.977,0.0242,-0.0293,0.156
10.047,0.0289,-0.0278,0.16
10.099,0.0314,-0.0235,0.171
10.127,0.0328,-0.0192,0.178
