time_s,x_m,y_m,z_down_m
0.237,70.2637,-13.1426,0.011
0.24,71.2514,-13.1086,0.01
0.329,72.2295,-13.0734,0.01
0.427,73.2294,-13.0336,0.011
0.532,74.2532,-12.9909,0.012
0.628,75.2486,-12.942,0.009
0.727,76.2787,-12.8911,0.011
0.865,77.3052,-12.8362,0.009
0.934,78.3343,-12.7766,0.013
1.029,79.2949,-12.7148,0.009
1.144,80.3051,-12.6508,0.011
1.24,81.3314,-12.5799,0.01
1.328,82.3621,-12.5068,0.011
1.427,83.4056,-12.4291,0.011
1.528,84.4599,-12.3468,0.011
1.627,85.5085,-12.2611,0.011
1.744,86.5749,-12.1699,0.01
1.829,87.6365,-12.0761,0.009
1.927,88.7529,-11.9724,0.01
2.031,89.7488,-11.881,0.012
2.128,90.7882,-11.7793,0.011
2.228,91.8513,-11.6723,0.009
2.331,92.9181,-11.5619,0.011
2.427,-0.0,0.0,0.01
2.563,-0.0003,0.0003,0.01
2.628,-0.001,0.0011,0.009
2.727,-0.0,0.0,0.009
2.852,-0.0003,0.0004,0.009
2.934,-0.0012,0.0012,0.009
3.031,-0.0023,0.0024,0.011
3.142,-0.0041,0.0041,0.009
3.227,-0.0064,0.0064,0.01
3.327,-0.0091,0.0091,0.011
3.431,-0.0125,0.0124,0.011
3.527,-0.0163,0.0162,0.011
3.627,-0.0211,0.0208,0.01
3.749,-0.0262,0.0256,0.01
3.827,-0.0323,0.0312,0.011
3.927,-0.0387,0.0372,0.013
4.035,-0.0458,0.0437,0.01
4.127,-0.0539,0.0511,0.01
4.226,-0.0625,0.0588,0.009
4.332,-0.0715,0.067,0.009
4.427,-0.0812,0.0759,0.007
4.528,-0.0924,0.0862,0.01
4.632,-0.103,0.0959,0.007
4.727,-0.1152,0.1069,0.011
4.827,-0.1269,0.1175,0.01
4.949,-0.1401,0.1294,0.01
5.025,-0.1559,0.1434,0.01
5.162,-0.171,0.157,0.01
5.237,-0.1862,0.1706,0.009
5.325,-0.2022,0.1848,0.01
5.447,-0.2201,0.2008,0.008
5.53,-0.2389,0.2176,0.01
5.626,-0.2562,0.233,0.011
5.736,-0.2748,0.2498,0.009
5.826,-0.2964,0.2694,0.011
5.925,-0.3163,0.2872,0.006
6.026,-0.3417,0.31,0.009
6.125,-0.3611,0.3273,0.009
6.226,-0.3851,0.349,0.011
6.355,-0.4074,0.369,0.01
6.427,-0.4337,0.3928,0.009
6.525,-0.4596,0.4163,0.008
6.628,-0.4868,0.441,0.008
6.725,-0.5157,0.467,0.008
6.825,-0.541,0.4897,0.008
6.941,-0.5756,0.5206,0.008
7.025,-0.6019,0.5443,0.009
7.125,-0.6308,0.5701,0.009
7.231,-0.6628,0.5988,0.01
7.326,-0.6977,0.6301,0.007
7.459,-0.7362,0.6648,0.008
7.525,-0.7732,0.6981,0.006
7.625,-0.8109,0.732,0.009
7.754,-0.8398,0.7576,0.01
7.824,-0.8743,0.7883,0.008
7.926,-0.9112,0.8212,0.009
8.029,-0.9523,0.8578,0.008
8.125,-0.996,0.8967,0.008
8.225,-1.0362,0.9322,0.01
8.325,-1.087,0.9779,0.01
8.424,-1.1184,1.0051,0.01
8.525,-1.1636,1.0451,0.008
8.651,-1.2145,1.09,0.01
8.725,-1.2544,1.1252,0.009
8.825,-1.3104,1.174,0.008
8.934,-1.36,1.2173,0.01
9.025,-1.4014,1.2535,0.007
9.125,-1.456,1.3009,0.009
9.23,-1.5053,1.3437,0.009
9.325,-1.5588,1.39,0.008
9.426,-1.6078,1.432,0.009
9.532,-1.675,1.491,0.011
9.625,-1.727,1.5353,0.009
9.754,-1.7867,1.587,0.011
9.825,-1.8457,1.6378,0.009
9.925,-1.9113,1.6945,0.008
10.048,-1.9759,1.7501,0.011
10.125,-2.0141,1.7813,0.011
10.224,-2.076,1.8341,0.008
10.336,-2.1425,1.8918,0.01
10.424,-2.2139,1.9547,0.009
10.524,-2.291,2.0226,0.009
10.653,-2.3486,2.0696,0.009
10.727,-2.4075,2.1179,0.008
10.824,-2.4825,2.1825,0.009
10.968,-2.5585,2.2476,0.01
11.024,-2.63,2.308,0.008
11.124,-2.7101,2.3765,0.01
11.274,-2.7912,2.446,0.008
11.335,-2.8497,2.4931,0.011
11.424,-2.9167,2.5483,0.01
11.525,-2.9977,2.6171,0.008
11.628,-3.0892,2.6985,0.009
11.724,-3.1555,2.7494,0.009
11.825,-3.2326,2.8129,0.011
11.924,-3.3068,2.8731,0.01
12.024,-3.4006,2.9533,0.01
12.123,-3.5087,3.0469,0.01
12.227,-3.5706,3.0959,0.01
12.323,-3.6765,3.1866,0.01
12.424,-3.7604,3.2559,0.009
12.526,-3.8354,3.3163,0.009
12.623,-3.9343,3.4003,0.009
12.725,-4.0287,3.4797,0.01
12.827,-4.1205,3.5548,0.008
12.924,-4.2216,3.6399,0.009
13.024,-4.302,3.7031,0.009
13.142,-4.4018,3.7863,0.008
13.224,-4.5008,3.8691,0.008
13.324,-4.6067,3.9628,0.007
13.457,-4.7051,4.0431,0.008
13.523,-4.8,4.1188,0.01
13.623,-4.883,4.1813,0.009
13.769,-5.0009,4.2853,0.011
13.824,-5.1101,4.3767,0.011
13.923,-5.2219,4.4704,0.011
14.051,-5.3116,4.5382,0.012
