time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
1.382,,5.4152,-0.9128,0.009,2.28,0.02,0.02,0.0,0.0,0.0038,-0.0067,0.102,0.06,0.484,0.245,,,
1.491,,5.4147,-0.9141,0.01,2.27,0.07,0.04,0.0,-0.0017,-0.0026,-0.0039,0.101,0.059,0.484,0.245,,,
1.505,,5.4147,-0.9141,0.009,2.27,0.07,0.04,0.0,-0.0043,-0.0072,0.0006,0.101,0.059,0.472,0.243,,,
1.538,,5.415,-0.9141,0.008,2.26,0.06,0.03,0.0,-0.0002,-0.0015,0.0007,0.101,0.06,0.472,0.243,,,
1.604,,5.4152,-0.9138,0.008,2.26,0.05,0.02,0.0,0.002,-0.0026,-0.0023,0.101,0.06,0.46,0.243,,,
1.631,,5.416,-0.9131,0.01,2.26,0.01,-0.02,0.0,0.0006,0.003,-0.0035,0.097,0.058,0.46,0.243,,,
1.687,,5.4153,-0.9141,0.009,2.26,0.05,0.01,0.0,0.0001,-0.0029,0.0007,0.097,0.058,0.471,0.243,,,
1.75,,5.4153,-0.9141,0.009,2.25,0.05,0.02,0.0,0.0016,-0.0021,0.0001,0.1,0.06,0.471,0.243,,,
1.802,,5.4155,-0.9141,0.009,2.25,0.05,0.01,0.0,-0.0008,-0.0022,-0.0005,0.1,0.06,0.473,0.244,,,
1.834,,5.415,-0.9142,0.01,2.25,0.05,0.03,0.0,-0.001,-0.003,-0.001,0.105,0.057,0.473,0.244,,,
1.881,,5.415,-0.9142,0.009,2.24,0.05,0.03,0.0,-0.0022,-0.0019,0.001,0.105,0.057,0.48,0.245,,,
1.941,,5.4153,-0.9141,0.01,2.24,0.05,0.02,0.0,-0.0014,-0.0018,-0.0001,0.099,0.06,0.48,0.245,,,
2.002,,5.415,-0.9139,0.011,2.24,0.04,0.03,0.0,-0.0018,-0.0,0.0011,0.099,0.06,0.475,0.242,,,
2.039,,5.415,-0.9142,0.009,2.24,0.05,0.02,0.0,-0.0027,-0.0018,0.0034,0.102,0.059,0.475,0.242,,,
2.083,,5.4152,-0.9133,0.008,2.23,0.01,0.0,0.0,0.0003,0.0036,-0.0,0.102,0.059,0.462,0.242,,,
2.132,,5.415,-0.9141,0.008,2.23,0.05,0.02,0.0,-0.0016,-0.0025,-0.0044,0.097,0.059,0.462,0.242,,,
2.182,,5.4155,-0.9121,0.01,2.23,-0.03,-0.0,0.0,-0.0002,0.0082,-0.0071,0.097,0.059,0.461,0.245,,,
2.232,,5.4148,-0.9141,0.009,2.23,0.05,0.02,0.0,-0.002,-0.0029,-0.0038,0.098,0.061,0.461,0.245,,,
2.291,,5.4153,-0.9134,0.011,2.22,0.03,-0.0,0.0,0.0003,0.002,-0.0033,0.098,0.061,0.461,0.241,,,
2.33,,5.415,-0.9134,0.01,2.22,0.03,0.01,0.0,-0.0013,0.0007,0.0012,0.103,0.059,0.461,0.241,,,
2.382,,5.4155,-0.9141,0.009,2.21,0.06,-0.01,0.0,0.0013,-0.0023,0.0015,0.103,0.059,0.468,0.243,,,
2.431,,5.4159,-0.9132,0.008,2.21,0.02,-0.03,0.0,0.0031,0.0024,-0.0012,0.097,0.057,0.468,0.243,,,
2.49,,5.4151,-0.9139,0.01,2.2,0.05,0.01,0.0,-0.0019,-0.0021,-0.005,0.097,0.057,0.467,0.244,,,
2.539,,5.4153,-0.9141,0.009,2.2,0.06,-0.01,0.0,-0.0004,-0.0019,-0.0027,0.098,0.06,0.467,0.244,,,
2.584,,5.4143,-0.9135,0.009,2.19,0.02,0.04,0.0,-0.005,-0.0002,-0.003,0.098,0.06,0.475,0.242,,,
2.631,,5.4155,-0.9141,0.008,2.19,0.05,-0.01,0.0,0.0014,-0.0017,-0.0025,0.106,0.059,0.475,0.242,,,
2.68,,5.4159,-0.9137,0.011,2.19,0.04,-0.03,0.0,0.0033,-0.0,-0.0043,0.106,0.059,0.504,0.24,,,
2.73,,0.0,0.0001,0.009,0.0,-0.05,-0.0,0.0,0.0004,0.0051,-0.0002,0.102,0.059,0.504,0.24,,,
2.781,,0.0001,0.0003,0.009,0.01,-0.07,-0.05,0.0,0.0001,0.0039,-0.0004,0.102,0.059,0.523,0.245,,,
2.843,,0.0001,0.0006,0.011,0.02,-0.16,-0.05,0.0,0.001,0.008,-0.001,0.102,0.061,0.523,0.245,,,
2.89,,-0.0001,0.0001,0.009,0.03,0.07,0.02,0.0,-0.0,0.0006,0.0014,0.102,0.061,0.529,0.243,,,
2.93,,-0.0008,0.0006,0.009,0.04,-0.04,0.17,0.0,-0.008,0.0049,-0.0002,0.102,0.058,0.529,0.243,,,
2.981,,0.0004,-0.0001,0.01,0.05,0.14,-0.07,0.0,0.0029,-0.0027,-0.0017,0.102,0.058,0.521,0.245,,,
3.047,,-0.0001,0.0012,0.011,0.05,-0.08,0.02,0.0,-0.0003,0.0078,-0.0003,0.101,0.06,0.521,0.245,,,
3.099,,0.0011,0.0007,0.009,0.06,0.02,-0.14,0.0,0.0082,0.0033,0.0031,0.101,0.06,0.52,0.239,,,
3.13,,-0.0004,-0.0002,0.008,0.07,0.12,0.04,0.0,-0.002,-0.0048,-0.0005,0.101,0.06,0.52,0.239,,,
3.181,,-0.001,0.0009,0.009,0.08,0.01,0.08,0.0,-0.0056,0.004,-0.0042,0.101,0.06,0.52,0.242,,,
3.231,,-0.0001,0.002,0.01,0.09,-0.06,0.01,0.0,-0.0003,0.0094,-0.0042,0.096,0.06,0.52,0.242,,,
