time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.224,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.411,,1.291,,,,,
0.266,,-0.1219,3.2535,0.012,-0.38,-0.29,0.35,0.0,-0.0006,-0.0026,-0.003,0.685,0.411,,1.291,,,,,
0.317,,-0.1202,3.2534,0.011,-0.39,-0.29,0.29,0.0,0.0083,-0.0029,-0.002,0.686,0.411,,1.278,,,,,
0.368,,-0.1217,3.2534,0.012,-0.38,-0.29,0.35,0.0,0.0007,-0.0026,-0.0027,0.686,0.411,,1.278,,,,,
0.424,,-0.1219,3.2534,0.008,-0.38,-0.29,0.36,0.0,-0.0003,-0.0028,-0.0017,0.688,0.411,,1.292,,,,,
0.468,,-0.1219,3.2534,0.01,-0.38,-0.29,0.36,0.0,-0.0003,-0.0024,-0.01,0.688,0.411,,1.292,,,,,
0.516,,-0.1206,3.2534,0.012,-0.38,-0.29,0.31,0.0,0.0058,-0.0025,-0.0092,0.683,0.415,,1.284,,,,,
0.575,,-0.1222,3.2533,0.012,-0.37,-0.29,0.38,0.0,-0.0028,-0.0022,-0.0026,0.683,0.415,,1.284,,,,,
0.617,,-0.1214,3.2533,0.013,-0.38,-0.29,0.34,0.0,0.0025,-0.0024,0.0007,0.683,0.409,,1.291,,,,,
0.67,,-0.1219,3.2533,0.012,-0.38,-0.29,0.35,0.0,-0.0004,-0.0023,0.005,0.683,0.409,,1.291,,,,,
0.723,,-0.1222,3.2533,0.01,-0.38,-0.28,0.36,0.0,-0.0012,-0.0027,0.0042,0.688,0.416,,1.29,,,,,
0.769,,-0.1214,3.2533,0.01,-0.37,-0.28,0.33,0.0,0.0031,-0.0027,-0.0014,0.688,0.416,,1.29,,,,,
0.829,,-0.121,3.2533,0.012,-0.37,-0.28,0.32,0.0,0.0047,-0.0031,-0.0046,0.685,0.411,,1.294,,,,,
