time_s,x_m,y_m,z_down_m
0.078,0.0,0.0,0.009
0.128,-0.2596,-0.0703,0.007
0.179,-0.2605,-0.0701,0.005
0.229,-0.2596,-0.0703,0.007
0.278,-0.2605,-0.0701,0.009
0.328,-0.2603,-0.0701,0.005
0.379,-0.2614,-0.0706,0.007
0.428,-0.2602,-0.0702,0.005
0.478,-0.2595,-0.0702,0.007
0.528,-0.2595,-0.0702,0.009
0.578,-0.2595,-0.0707,0.005
0.631,-0.2602,-0.0705,0.008
0.68,-0.2605,-0.0705,0.006
0.727,-0.2612,-0.0702,0.007
0.779,-0.2603,-0.0705,0.006
0.828,-0.2595,-0.0703,0.009
0.877,-0.2605,-0.0703,0.007
0.931,-0.2603,-0.0708,0.006
0.98,-0.2613,-0.0705,0.007
1.029,-0.2613,-0.0703,0.006
1.077,-0.2605,-0.0703,0.005
1.129,-0.2605,-0.0703,0.008
1.179,-0.2603,-0.0706,0.007
1.23,-0.2603,-0.0706,0.007
1.279,-0.2606,-0.0701,0.007
1.33,-0.2606,-0.0701,0.006
1.378,-0.2614,-0.0706,0.008
1.428,-0.2606,-0.0711,0.009
1.478,-0.2604,-0.0708,0.007
1.532,-0.2604,-0.0704,0.009
1.581,-0.2614,-0.0704,0.008
1.628,-0.2606,-0.0706,0.007
1.681,-0.2604,-0.0706,0.005
1.727,-0.2598,-0.0706,0.009
1.779,-0.2606,-0.0706,0.008
1.834,-0.2607,-0.0709,0.007
1.88,-0.2607,-0.0704,0.008
1.931,-0.2614,-0.0707,0.009
1.978,-0.2596,-0.0707,0.007
2.028,-0.2607,-0.0704,0.007
2.079,-0.2605,-0.0707,0.007
2.127,-0.2597,-0.0707,0.006
2.177,-0.2614,-0.071,0.007
2.227,-0.0001,-0.0,0.006
2.28,0.0,0.0,0.007
2.331,0.0008,0.0001,0.008
2.377,0.0003,0.0001,0.009
2.429,-0.0002,0.0,0.006
2.478,0.0007,-0.0006,0.007
2.531,0.0006,0.0004,0.01
2.578,0.0013,-0.0008,0.007
2.628,0.0013,-0.0002,0.006
2.677,0.0009,-0.0005,0.01
2.728,-0.0004,-0.0001,0.007
2.777,-0.0003,-0.0001,0.007
2.827,0.0003,0.0001,0.009
2.879,-0.0014,0.0005,0.008
2.928,-0.0015,0.001,0.008
2.977,0.0005,-0.0001,0.008
3.028,-0.0003,0.0007,0.01
3.078,-0.0004,0.0,0.01
3.129,-0.0004,-0.0001,0.009
3.178,-0.0015,0.0007,0.008
3.227,-0.0004,0.0,0.006
3.277,-0.0007,-0.0,0.009
3.328,0.0004,-0.0,0.008
3.378,-0.0003,0.0004,0.008
3.428,-0.0007,0.0001,0.007
3.477,0.0005,0.0004,0.009
3.527,-0.0013,0.0003,0.009
3.577,-0.0013,0.0004,0.007
3.628,-0.0006,0.0008,0.009
3.677,0.0002,0.0004,0.007
3.727,-0.0009,0.0001,0.007
3.777,0.0002,0.0004,0.009
3.827,-0.0005,0.0004,0.007
3.877,-0.0005,0.0006,0.005
3.927,0.0002,0.0001,0.007
3.977,-0.0016,0.0004,0.007
4.027,0.0002,-0.0,0.007
4.077,-0.0016,0.0001,0.006
4.127,-0.0016,0.0001,0.009
4.176,-0.0006,0.0003,0.009
4.226,-0.0006,-0.0002,0.007
4.277,-0.0006,0.0001,0.007
4.327,0.0001,-0.0002,0.007
4.377,-0.0007,0.0,0.008
4.43,0.0002,-0.0003,0.008
4.48,-0.0018,0.0,0.005
4.528,-0.0006,0.0003,0.009
4.577,0.0001,-0.0003,0.008
4.627,-0.0007,-0.0,0.008
4.676,-0.0019,-0.0,0.008
4.726,-0.0007,0.0002,0.009
4.776,-0.0007,-0.0003,0.008
4.827,0.0001,0.0002,0.007
4.876,0.0001,-0.0004,0.006
4.928,-0.0018,-0.0,0.009
4.977,-0.001,-0.0003,0.009
5.028,-0.001,-0.0001,0.007
5.076,-0.0017,-0.0003,0.007
5.127,-0.0007,-0.0001,0.008
5.176,-0.0018,-0.0001,0.008
5.226,-0.0007,-0.0004,0.01
5.276,-0.0019,-0.0001,0.005
5.327,0.0002,-0.0008,0.006
5.376,0.0001,-0.0002,0.007
5.426,-0.0013,-0.0002,0.006
5.477,-0.001,-0.0004,0.008
5.528,-0.0007,0.0001,0.007
5.577,-0.0007,-0.0004,0.006
5.627,-0.0005,-0.0006,0.008
5.678,-0.0,-0.0002,0.008
5.726,-0.0017,-0.0001,0.009
5.776,-0.0007,0.0001,0.009
5.827,-0.001,-0.0004,0.008
5.876,-0.0019,0.0001,0.008
5.926,0.0001,-0.0002,0.009
5.977,-0.0016,-0.0002,0.007
6.026,-0.0009,-0.0004,0.009
6.077,-0.0016,-0.0002,0.006
6.126,-0.0016,-0.0002,0.009
6.176,0.0,-0.0,0.007
6.226,-0.0,-0.0003,0.01
6.276,-0.0017,-0.0002,0.008
6.325,-0.0001,-0.0001,0.006
6.376,-0.0009,-0.0001,0.006
6.426,-0.0001,-0.0001,0.005
6.477,0.0001,-0.0002,0.008
6.526,-0.0,-0.0004,0.006
6.577,-0.0021,-0.0005,0.01
6.626,-0.0087,-0.0009,0.01
6.675,-0.012,0.0001,0.008
6.726,-0.0153,0.0019,0.008
6.775,-0.0237,0.0008,0.007
6.827,-0.0337,0.0001,0.0
6.876,-0.0374,-0.0001,0.0
6.926,-0.0373,-0.0017,0.0
6.976,-0.0271,-0.0057,0.0
7.026,-0.0236,-0.0049,0.0
7.075,0.0091,-0.006,0.0
7.126,0.0354,-0.0054,0.0
7.177,0.0409,-0.0068,0.005
7.226,0.0391,-0.0073,0.013
7.276,0.0469,-0.0033,0.021
7.326,0.0438,-0.0017,0.027
7.376,0.0363,0.0027,0.033
7.426,0.0246,0.0073,0.042
7.476,0.0142,0.0118,0.049
7.525,0.0037,0.0122,0.056
7.576,-0.0033,0.0169,0.065
7.626,-0.0118,0.0152,0.069
7.677,-0.0164,0.0138,0.081
7.726,-0.0182,0.0122,0.086
7.776,-0.0189,0.0073,0.096
7.826,-0.0178,0.0018,0.107
7.876,-0.0143,-0.0033,0.121
7.925,-0.0092,-0.0071,0.13
7.976,-0.0043,-0.0095,0.136
8.026,0.0013,-0.0116,0.147
8.075,0.0073,-0.0137,0.151
8.126,0.0119,-0.0145,0.164
8.176,0.0163,-0.0125,0.173
8.226,0.0194,-0.0115,0.184
8.276,0.0222,-0.0094,0.196
8.326,0.0235,-0.0063,0.204
8.375,0.0228,-0.0037,0.215
8.425,0.0215,0.0015,0.225
8.476,0.0193,0.0051,0.236
8.526,0.0171,0.0101,0.245
8.576,0.0141,0.0126,0.261
8.627,0.0091,0.0166,0.26
8.675,0.0035,0.0197,0.271
