time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.249,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672,0.42,,0.245,,,,,
0.252,,0.002,0.0017,0.014,-0.02,-0.35,0.34,0.0,-0.0046,-0.0084,-0.0003,0.672,0.421,,0.245,,,,,
0.255,,0.0022,0.002,0.012,-0.02,-0.36,0.33,0.0,-0.0028,-0.0069,0.0028,0.672,0.421,,0.248,,,,,
0.258,,0.0014,0.0015,0.013,-0.02,-0.34,0.37,0.0,-0.0082,-0.0092,-0.0003,0.672,0.422,,0.248,,,,,
0.292,,0.0029,0.0015,0.013,-0.02,-0.34,0.3,0.0,0.0005,-0.0095,0.0003,0.672,0.422,,0.243,,,,,
0.34,,0.0033,0.0026,0.011,-0.02,-0.4,0.29,0.0,0.0029,-0.0031,-0.0001,0.671,0.423,,0.243,,,,,
0.389,,0.0033,0.0016,0.012,-0.02,-0.36,0.29,0.0,0.0026,-0.0078,-0.0038,0.671,0.423,,0.25,,,,,
0.438,,0.0026,0.0023,0.014,-0.02,-0.39,0.32,0.0,-0.0012,-0.0042,-0.0036,0.667,0.42,,0.25,,,,,
0.488,,0.0024,0.0016,0.014,-0.02,-0.36,0.33,0.0,-0.0021,-0.0073,0.0009,0.667,0.42,,0.255,,,,,
0.539,,0.0021,0.0015,0.013,-0.03,-0.36,0.34,0.0,-0.003,-0.0073,0.0031,0.669,0.422,,0.255,,,,,
0.59,,0.0035,0.0029,0.012,-0.02,-0.41,0.28,0.0,0.0043,0.0001,0.0022,0.669,0.422,,,,,,,
0.65,,0.0028,0.0015,0.012,-0.02,-0.35,0.32,0.0,-0.0003,-0.0077,-0.0003,0.67,0.42,,,,,,,
0.701,,0.003,0.0018,0.013,-0.03,-0.36,0.31,0.0,0.001,-0.0063,-0.0019,0.67,0.42,2.449,0.252,,,,,
0.753,,0.001,0.0022,0.016,-0.03,-0.37,0.4,0.0,-0.0092,-0.0035,-0.0003,0.672,0.419,2.449,0.252,,,,,
0.797,,0.0023,0.0022,0.016,-0.03,-0.37,0.33,0.0,-0.0014,-0.0035,0.0069,0.672,0.419,2.426,0.246,,,,,
0.849,,0.0029,0.002,0.013,-0.03,-0.36,0.31,0.0,0.0019,-0.0046,0.0109,0.671,0.417,2.426,0.246,,,,,
0.89,,0.0032,0.0016,0.013,-0.03,-0.34,0.3,0.0,0.0026,-0.0066,0.005,0.671,0.417,,0.245,,,,,
0.94,,0.0018,0.0016,0.011,-0.03,-0.34,0.37,0.0,-0.0051,-0.0065,0.0013,0.674,0.422,,0.245,,,,,
1.004,,0.0025,0.0016,0.016,-0.03,-0.35,0.35,0.0,-0.0014,-0.006,-0.0057,0.674,0.422,,0.249,,,,,
1.044,,0.0018,0.0016,0.013,-0.02,-0.34,0.38,0.0,-0.0055,-0.0069,0.0016,0.674,0.421,,0.249,,,,,
1.092,,0.0018,0.0014,0.014,-0.02,-0.34,0.37,0.0,-0.0051,-0.0071,-0.0007,0.674,0.421,,0.248,,,,,
1.152,,0.0022,0.0016,0.012,-0.03,-0.34,0.35,0.0,-0.003,-0.0053,0.0002,0.674,0.419,,0.248,,,,,
1.2,,0.001,0.0013,0.014,-0.03,-0.33,0.4,0.0,-0.0096,-0.0074,-0.0036,0.674,0.419,,0.245,,,,,
1.245,,0.0015,0.0013,0.013,-0.03,-0.33,0.37,0.0,-0.0067,-0.0072,-0.0015,0.669,0.422,,0.245,,,,,
1.29,,0.0019,0.0013,0.014,-0.03,-0.34,0.34,0.0,-0.0044,-0.0074,-0.0028,0.669,0.422,,,,,,,
1.337,,0.0017,0.0007,0.016,-0.03,-0.31,0.34,0.0,-0.0046,-0.0103,-0.0004,0.676,0.419,,,,,,,
1.387,,0.0013,0.0015,0.013,-0.03,-0.35,0.37,0.0,-0.0075,-0.0059,0.0055,0.676,0.419,,0.247,,,,,
1.448,,0.0009,0.0011,0.012,-0.03,-0.33,0.38,0.0,-0.0099,-0.0083,0.0018,0.671,0.417,,0.247,,,,,
1.498,,0.0027,0.0013,0.015,-0.03,-0.34,0.29,0.0,0.0006,-0.007,-0.003,0.671,0.417,,,,,,,
1.543,,0.0013,0.0013,0.013,-0.03,-0.34,0.35,0.0,-0.0066,-0.0073,0.0006,0.674,0.422,,,,,,,
1.605,,0.0025,0.0011,0.015,-0.03,-0.34,0.3,0.0,0.0003,-0.0084,-0.0014,0.674,0.422,,0.246,,,,,
1.637,,0.0022,0.0012,0.015,-0.03,-0.35,0.31,0.0,-0.0007,-0.0069,0.0017,0.668,0.419,,0.246,,,,,
1.688,,0.0027,0.0018,0.013,-0.03,-0.37,0.29,0.0,0.001,-0.0038,0.0037,0.668,0.419,,0.244,,,,,
1.747,,0.0014,0.0011,0.015,-0.03,-0.35,0.35,0.0,-0.0058,-0.0072,-0.0001,0.673,0.418,,0.244,,,,,
1.794,,0.001,0.001,0.013,-0.03,-0.34,0.36,0.0,-0.0073,-0.0074,0.0019,0.673,0.418,,,,,,,
1.845,,0.0017,0.0009,0.014,-0.03,-0.34,0.33,0.0,-0.0034,-0.0074,-0.001,0.673,0.42,,,,,,,
1.89,,0.0012,0.0011,0.013,-0.03,-0.35,0.35,0.0,-0.006,-0.0069,-0.0008,0.673,0.42,,,,,,,
1.937,,0.0029,0.0011,0.014,-0.03,-0.35,0.27,0.0,0.0029,-0.0068,-0.0031,0.67,0.423,,,,,,,
1.993,,0.0014,0.0008,0.012,-0.03,-0.35,0.33,0.0,-0.0047,-0.0076,-0.0018,0.67,0.423,,0.252,,,,,
2.041,,0.0007,0.0011,0.012,-0.03,-0.36,0.35,0.0,-0.0072,-0.0061,-0.0047,0.674,0.421,,0.252,,,,,
2.116,,0.003,0.0011,0.013,-0.03,-0.36,0.26,0.0,0.0047,-0.0058,-0.0059,0.674,0.421,,,,,,,
2.161,,0.0026,0.0016,0.013,-0.03,-0.38,0.29,0.0,0.002,-0.0033,-0.0039,0.673,0.419,,,,,,,
2.197,,0.0026,0.0016,0.013,-0.04,-0.39,0.29,0.0,0.001,-0.0033,-0.0018,0.673,0.419,,,,,,,
