time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.176,,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665,0.427,2.457,1.302,,,,,
0.179,,9.6757,-8.3836,0.013,-57.24,-0.65,0.14,0.0,0.0039,-0.0019,-0.0024,0.665,0.427,,1.302,,,,,
0.182,,9.6761,-8.3836,0.013,-56.96,-0.66,0.13,0.0,0.0059,-0.0014,-0.0054,0.666,0.428,,1.302,,,,,
0.233,,9.6758,-8.3831,0.012,-56.69,-0.66,0.16,0.0,0.0045,0.0013,-0.0071,0.666,0.428,2.475,1.305,,,,,
0.27,,9.676,-8.3837,0.013,-56.41,-0.65,0.13,0.0,0.0053,-0.0025,-0.0091,0.668,0.429,2.475,1.305,,,,,
0.316,,9.6755,-8.3843,0.014,-56.14,-0.61,0.12,0.0,0.002,-0.006,-0.0074,0.668,0.429,,1.295,,,,,
0.367,,9.6759,-8.3834,0.014,-55.87,-0.65,0.15,0.0,0.0047,0.0001,-0.0032,0.666,0.427,,1.295,,,,,
0.417,,9.6756,-8.3844,0.014,-55.6,-0.61,0.12,0.0,0.0028,-0.0057,-0.0007,0.666,0.427,,1.305,,,,,
0.471,,9.6763,-8.3839,0.014,-55.34,-0.65,0.12,0.0,0.0061,-0.003,0.0009,0.667,0.426,,1.305,,,,,
0.518,,9.6759,-8.3829,0.013,-55.07,-0.67,0.17,0.0,0.0038,0.0031,0.0018,0.667,0.426,,1.307,,,,,
0.577,,9.6767,-8.3826,0.016,-54.8,-0.7,0.15,0.0,0.008,0.0045,-0.0001,0.667,0.427,,1.307,,,,,
0.622,,9.676,-8.3831,0.014,-54.54,-0.66,0.15,0.0,0.0044,0.0012,0.0046,0.667,0.427,,1.309,,,,,
0.673,,9.6757,-8.3828,0.013,-54.28,-0.65,0.17,0.0,0.0021,0.0024,0.0033,0.664,0.427,,1.309,,,,,
0.731,,9.6767,-8.3829,0.012,-54.02,-0.69,0.14,0.0,0.0084,0.0021,-0.0005,0.664,0.427,,1.304,,,,,
0.766,,9.6754,-8.3835,0.014,-53.76,-0.62,0.16,0.0,0.0008,-0.0016,-0.0051,0.668,0.427,,1.304,,,,,
0.816,,9.6755,-8.3841,0.013,-53.5,-0.62,0.14,0.0,0.0021,-0.004,-0.003,0.668,0.427,2.419,1.291,,,,,
0.871,,9.6753,-8.3837,0.015,-53.24,-0.63,0.16,0.0,0.0013,-0.0016,-0.0037,0.665,0.428,2.419,1.291,,,,,
0.928,,9.6754,-8.3838,0.013,-52.99,-0.63,0.15,0.0,0.0022,-0.0027,0.0006,0.665,0.428,,1.3,,,,,
0.967,,9.6766,-8.3835,0.014,-52.73,-0.68,0.13,0.0,0.0084,-0.0012,-0.0018,0.664,0.43,,1.3,,,,,
1.016,,9.6758,-8.3842,0.014,-52.48,-0.62,0.13,0.0,0.0028,-0.0051,-0.0004,0.664,0.43,,1.315,,,,,
1.066,,9.6762,-8.383,0.014,-52.22,-0.67,0.16,0.0,0.0062,0.0016,-0.0,0.664,0.429,,1.315,,,,,
1.126,,9.6763,-8.3833,0.012,-51.97,-0.66,0.15,0.0,0.0057,-0.0002,0.0002,0.664,0.429,,1.302,,,,,
1.176,,9.6766,-8.3834,0.015,-51.72,-0.67,0.14,0.0,0.008,-0.0002,-0.0037,0.666,0.432,,1.302,,,,,
1.23,,9.6768,-8.3824,0.015,-51.47,-0.7,0.17,0.0,0.009,0.0054,0.001,0.666,0.432,,1.306,,,,,
1.266,,9.6765,-8.3835,0.012,-51.23,-0.65,0.14,0.0,0.007,-0.001,0.0043,0.668,0.426,,1.306,,,,,
1.316,,9.6757,-8.3838,0.013,-50.98,-0.61,0.15,0.0,0.0022,-0.0035,-0.0004,0.668,0.426,,1.312,,,,,
1.366,,9.6763,-8.3842,0.015,-50.73,-0.62,0.12,0.0,0.0051,-0.0051,-0.002,0.665,0.428,,1.312,,,,,
1.421,,9.6773,-8.3828,0.017,-50.49,-0.69,0.14,0.0,0.01,0.0031,0.0023,0.665,0.428,,1.305,,,,,
1.475,,9.6763,-8.3802,0.013,-50.25,-0.72,0.25,0.0,0.0033,0.0159,0.0095,0.668,0.428,,1.305,,,,,
1.516,,9.6764,-8.3802,0.015,-50.0,-0.72,0.21,0.0,0.0054,0.0135,0.004,0.668,0.428,2.423,1.311,,,,,
1.566,,9.6754,-8.3816,0.014,-49.76,-0.64,0.17,0.0,0.0001,0.0032,0.004,0.668,0.429,2.423,1.311,,,,,
1.616,,9.6755,-8.3813,0.014,-49.52,-0.64,0.16,0.0,0.0013,0.0031,0.0014,0.668,0.429,,1.301,,,,,
1.681,,9.675,-8.3811,0.016,-49.28,-0.64,0.16,0.0,0.0003,0.0025,-0.0001,0.665,0.428,,1.301,,,,,
1.718,,9.6756,-8.3817,0.014,-49.04,-0.64,0.11,0.0,0.0044,-0.002,0.0032,0.665,0.428,,1.307,,,,,
1.77,,9.6771,-8.3812,0.014,-48.8,-0.7,0.08,0.0,0.0134,-0.0003,0.0004,0.668,0.425,,1.307,,,,,
1.817,,9.6747,-8.3806,0.011,-48.57,-0.63,0.16,0.0,0.0006,0.0023,-0.001,0.668,0.425,,1.307,,,,,
1.867,,9.6768,-8.3804,0.017,-48.33,-0.7,0.11,0.0,0.0119,0.0025,-0.0088,0.662,0.427,,1.307,,,,,
1.932,,9.677,-8.3807,0.014,-48.1,-0.7,0.09,0.0,0.0136,0.0008,-0.0001,0.662,0.427,,1.303,,,,,
1.978,,9.6753,-8.3809,0.014,-47.87,-0.63,0.14,0.0,0.0033,-0.0004,-0.0003,0.665,0.427,,1.303,,,,,
2.03,,9.6803,-8.3845,0.013,-47.64,-0.68,-0.09,0.0,0.0279,-0.0178,-0.0009,0.665,0.427,,1.299,,,,,
2.066,,9.6806,-8.3854,0.013,-47.41,-0.65,-0.07,0.0,0.0257,-0.0195,-0.0034,0.666,0.429,,1.299,,,,,
2.116,,9.6801,-8.3848,0.015,-47.17,-0.64,0.0,0.0,0.0196,-0.0142,-0.0042,0.666,0.429,,1.304,,,,,
2.166,,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0015,-0.0056,0.0002,0.666,0.428,,1.304,,,,,
2.223,,0.0002,-0.0002,0.013,0.0,-0.07,-0.07,0.0,0.0064,-0.0069,0.0002,0.666,0.428,,1.314,,,,,
2.278,,0.0004,-0.0002,0.015,0.0,-0.23,-0.01,0.0,0.0069,-0.0058,-0.0023,0.668,0.426,,1.314,,,,,
2.317,,0.0008,-0.0009,0.014,-0.0,-0.09,-0.02,0.0,0.0094,-0.0131,-0.0013,0.668,0.426,,1.305,,,,,
2.366,,0.0002,0.0002,0.013,-0.0,-0.57,0.22,0.0,0.0011,0.003,-0.0021,0.664,0.427,,1.305,,,,,
2.416,,0.0004,-0.0011,0.012,-0.0,-0.32,0.19,0.0,0.0025,-0.0089,-0.0056,0.664,0.427,,1.306,,,,,
2.487,,-0.0,-0.0002,0.016,-0.0,-0.51,0.26,0.0,-0.0016,-0.0006,-0.0095,0.665,0.427,,1.306,,,,,
2.517,,-0.0,-0.0004,0.016,-0.0,-0.49,0.27,0.0,-0.0023,-0.0021,-0.0017,0.665,0.427,,1.297,,,,,
