time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.243,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.379,2.49,0.218,,,
0.244,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672,0.378,,0.221,,,
0.245,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672,0.378,,0.221,,,
0.246,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.381,,0.22,,,
0.302,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.381,,0.22,,,
0.34,,6.4778,3.0572,0.012,-0.18,-1.51,0.23,0.0,0.0036,-0.0037,-0.0025,0.674,0.378,,0.216,,,
0.39,,6.4767,3.0585,0.017,-0.17,-1.57,0.28,0.0,-0.0029,0.0036,-0.0066,0.674,0.378,,0.216,,,
0.439,,6.4783,3.0573,0.014,-0.18,-1.53,0.21,0.0,0.0064,-0.0021,0.002,0.675,0.379,,0.217,,,
0.498,,6.4764,3.0594,0.016,-0.17,-1.61,0.29,0.0,-0.0036,0.008,0.0006,0.675,0.379,,0.217,,,
0.546,,6.4784,3.0583,0.015,-0.19,-1.57,0.21,0.0,0.0068,0.0031,0.0034,0.675,0.38,,0.215,,,
0.591,,6.4783,3.0579,0.012,-0.19,-1.55,0.22,0.0,0.006,0.0012,0.0021,0.675,0.38,,0.215,,,
0.64,,6.4772,3.0586,0.016,-0.18,-1.57,0.27,0.0,-0.0002,0.0048,-0.005,0.676,0.377,,0.219,,,
0.69,,6.4772,3.0592,0.014,-0.18,-1.59,0.28,0.0,-0.0002,0.007,-0.0004,0.676,0.377,,0.219,,,
0.738,,6.4784,3.0579,0.015,-0.18,-1.53,0.23,0.0,0.0058,-0.0005,-0.0022,0.677,0.378,,0.216,,,
