time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.177,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.4,,1.38,,,,,
0.178,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.4,,1.38,,,,,
0.179,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728,0.4,,1.376,,,,,
0.229,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728,0.4,,1.376,,,,,
0.267,,-0.007,0.003,0.01,-0.3,-0.6,0.31,0.0,-0.0029,-0.0001,-0.0003,0.725,0.389,,1.372,,,,,
0.318,,-0.0063,0.0035,0.012,-0.3,-0.62,0.28,0.0,0.0006,0.0018,-0.0059,0.725,0.389,,1.372,,,,,
0.368,,-0.0063,0.0019,0.012,-0.29,-0.56,0.28,0.0,0.0009,-0.0065,-0.0036,0.732,0.401,,1.38,,,,,
0.419,,-0.0065,0.0035,0.012,-0.3,-0.62,0.29,0.0,-0.0005,-0.002,-0.0017,0.732,0.401,,1.38,,,,,
0.468,,-0.0061,0.0035,0.012,-0.3,-0.62,0.27,0.0,0.0018,0.002,-0.0013,0.727,0.399,,1.374,,,,,
0.527,,-0.006,0.0035,0.011,-0.3,-0.62,0.27,0.0,0.0018,0.0015,-0.001,0.727,0.399,,1.374,,,,,
0.578,,-0.0065,0.0025,0.013,-0.29,-0.58,0.29,0.0,-0.0012,-0.004,-0.0027,0.725,0.4,,1.377,,,,,
0.626,,-0.0063,0.0035,0.01,-0.3,-0.61,0.28,0.0,-0.0003,0.0006,0.0011,0.725,0.4,,1.377,,,,,
0.667,,-0.0061,0.0028,0.012,-0.29,-0.58,0.27,0.0,0.0012,-0.0029,-0.0033,0.729,0.39,,1.384,,,,,
0.717,,-0.007,0.0025,0.012,-0.29,-0.57,0.31,0.0,-0.0041,-0.0042,-0.0013,0.729,0.39,,1.384,,,,,
0.767,,-0.0066,0.0035,0.012,-0.3,-0.61,0.29,0.0,-0.0014,0.0011,-0.0004,0.729,0.399,,1.385,,,,,
0.816,,-0.0065,0.0028,0.011,-0.29,-0.58,0.29,0.0,-0.0013,-0.003,0.0002,0.729,0.399,,1.385,,,,,
0.867,,-0.0061,0.0028,0.009,-0.29,-0.58,0.27,0.0,0.0011,-0.0029,-0.002,0.73,0.398,,1.374,,,,,
0.925,,-0.0058,0.0015,0.011,-0.29,-0.54,0.27,0.0,0.0022,-0.0087,-0.0074,0.73,0.398,,1.374,,,,,
0.967,,-0.0071,0.0035,0.011,-0.29,-0.62,0.32,0.0,-0.0039,0.0014,-0.0061,0.726,0.399,,1.377,,,,,
1.018,,-0.0063,0.0035,0.011,-0.29,-0.62,0.28,0.0,0.0001,0.0019,-0.0046,0.726,0.399,,1.377,,,,,
1.066,,-0.0066,0.0035,0.01,-0.29,-0.62,0.29,0.0,-0.0009,0.0013,-0.0036,0.727,0.401,,1.381,,,,,
1.116,,-0.0061,0.0025,0.011,-0.29,-0.57,0.27,0.0,0.0016,0.001,-0.0054,0.727,0.401,,1.381,,,,,
1.181,,-0.0058,0.0028,0.012,-0.3,-0.59,0.26,0.0,0.003,-0.0027,-0.0042,0.732,0.389,,1.379,,,,,
1.233,,-0.0066,0.0035,0.012,-0.29,-0.62,0.29,0.0,-0.001,0.0017,-0.0004,0.732,0.389,,1.379,,,,,
1.28,,-0.0063,0.0028,0.012,-0.29,-0.59,0.28,0.0,-0.0,-0.0025,0.001,0.732,0.398,,1.381,,,,,
1.316,,-0.0061,0.0035,0.014,-0.29,-0.63,0.27,0.0,0.0013,0.0013,0.0017,0.732,0.398,,1.381,,,,,
1.367,,-0.0064,0.0028,0.011,-0.29,-0.59,0.28,0.0,0.0001,-0.0023,0.006,0.733,0.39,,1.383,,,,,
1.417,,-0.0064,0.0025,0.013,-0.29,-0.59,0.29,0.0,-0.0001,-0.0037,0.0006,0.733,0.39,,1.383,,,,,
1.476,,-0.0064,0.0018,0.011,-0.29,-0.56,0.28,0.0,-0.0003,-0.0067,0.0015,0.727,0.397,,1.381,,,,,
1.528,,-0.0064,0.0028,0.011,-0.29,-0.6,0.28,0.0,0.0002,-0.0017,-0.0024,0.727,0.397,,1.381,,,,,
1.566,,-0.0072,0.0033,0.011,-0.29,-0.62,0.31,0.0,-0.0036,0.0004,-0.0047,0.73,0.398,,1.379,,,,,
1.617,,-0.0067,0.0036,0.014,-0.29,-0.63,0.3,0.0,-0.0012,0.0019,-0.0059,0.73,0.398,,1.379,,,,,
1.667,,-0.0067,0.0015,0.011,-0.29,-0.55,0.3,0.0,-0.0015,-0.0091,0.0004,0.726,0.387,,1.384,,,,,
1.724,,-0.007,0.0036,0.014,-0.29,-0.63,0.31,0.0,-0.0029,0.0022,-0.0022,0.726,0.387,,1.384,,,,,
1.773,,-0.0064,0.0036,0.011,-0.29,-0.63,0.29,0.0,-0.0001,0.0019,0.0024,0.736,0.399,,1.377,,,,,
1.829,,-0.0061,0.0027,0.011,-0.28,-0.6,0.29,0.0,0.0011,-0.0024,-0.0019,0.736,0.399,,1.377,,,,,
1.866,,-0.0062,0.0027,0.012,-0.28,-0.59,0.29,0.0,0.0012,-0.0025,-0.0037,0.725,0.389,,1.386,,,,,
1.916,,-0.0065,0.0028,0.01,-0.28,-0.6,0.3,0.0,-0.0,-0.002,-0.0025,0.725,0.389,,1.386,,,,,
1.967,,0.0,-0.0001,0.011,-0.0,0.01,-0.0,0.0,0.004,-0.006,-0.0002,0.727,0.398,,1.38,,,,,
2.021,,0.0002,-0.0004,0.013,-0.0,0.03,-0.04,0.0,0.0002,-0.0045,0.0003,0.727,0.398,,1.38,,,,,
2.069,,0.0002,-0.0004,0.011,-0.01,-0.12,0.01,0.0,0.0041,-0.0075,0.0015,0.731,0.388,,1.383,,,,,
2.117,,0.0,-0.0011,0.011,-0.01,-0.08,0.12,0.0,0.0021,-0.0153,-0.0001,0.731,0.388,,1.383,,,,,
2.167,,0.0003,-0.0013,0.012,-0.01,-0.19,0.11,0.0,0.0044,-0.0141,-0.0013,0.728,0.4,,1.376,,,,,
2.217,,0.0013,-0.0004,0.013,-0.01,-0.47,-0.03,0.0,0.0031,-0.0033,0.0011,0.728,0.4,,1.376,,,,,
2.269,,0.002,-0.0011,0.012,-0.01,-0.41,-0.06,0.0,0.0171,-0.0081,0.0033,0.733,0.39,,1.384,,,,,
2.319,,0.0004,-0.0002,0.014,-0.01,-0.54,0.21,0.0,0.0013,-0.0011,0.0015,0.733,0.39,,1.384,,,,,
2.37,,0.0003,-0.0009,0.014,-0.01,-0.49,0.23,0.0,0.0028,-0.0055,0.004,0.728,0.395,,1.384,,,,,
2.416,,0.0003,-0.0014,0.013,-0.01,-0.48,0.25,0.0,0.0072,0.0009,0.006,0.728,0.395,,1.384,,,,,
2.466,,0.0001,-0.0009,0.013,-0.01,-0.54,0.28,0.0,0.0006,-0.004,0.0042,0.725,0.387,,1.378,,,,,
2.541,,0.0003,-0.0011,0.012,-0.01,-0.53,0.26,0.0,0.0002,0.0012,0.0017,0.725,0.387,,1.378,,,,,
2.572,,0.0001,-0.0001,0.011,-0.01,-0.61,0.28,0.0,0.0004,0.0016,-0.0024,0.732,0.398,,1.379,,,,,
2.621,,0.0004,-0.0009,0.01,-0.02,-0.55,0.26,0.0,0.0006,0.0011,-0.0061,0.732,0.398,,1.379,,,,,
2.666,,0.0007,-0.0001,0.012,-0.02,-0.6,0.25,0.0,0.0007,0.0006,-0.0101,0.725,0.398,,1.38,,,,,
2.716,,0.0004,-0.0009,0.013,-0.02,-0.56,0.26,0.0,-0.0006,-0.0102,-0.0071,0.725,0.398,,1.38,,,,,
2.766,,0.0006,-0.0019,0.013,-0.02,-0.52,0.26,0.0,-0.0001,-0.0084,-0.0035,0.728,0.389,,1.378,,,,,
2.822,,0.0006,0.0,0.012,-0.02,-0.62,0.26,0.0,0.0009,0.0017,-0.0005,0.728,0.389,,1.378,,,,,
2.87,,0.0003,0.0,0.014,-0.02,-0.61,0.28,0.0,0.0033,0.0014,-0.0012,0.726,0.4,,1.379,,,,,
2.922,,0.0003,-0.0,0.012,-0.02,-0.6,0.28,0.0,-0.0002,0.0008,0.0027,0.726,0.4,,1.379,,,,,
2.967,,0.0003,0.0,0.013,-0.02,-0.6,0.28,0.0,0.005,-0.002,-0.0,0.727,0.4,,1.378,,,,,
3.016,,0.0003,-0.0008,0.012,-0.03,-0.57,0.29,0.0,-0.0008,0.0004,0.0003,0.727,0.4,,1.378,,,,,
3.066,,0.0003,-0.0019,0.013,-0.03,-0.53,0.29,0.0,0.0033,-0.0033,-0.0019,0.728,0.388,,1.377,,,,,
3.119,,0.0,-0.0,0.011,-0.02,-0.61,0.31,0.0,0.0006,0.0012,-0.0008,0.728,0.388,,1.377,,,,,
3.169,,-0.0008,-0.0008,0.012,-0.03,-0.57,0.33,0.0,0.0006,-0.0076,-0.0044,0.732,0.399,,1.383,,,,,
3.216,,0.0003,-0.0018,0.012,-0.03,-0.54,0.29,0.0,0.0001,-0.0036,-0.0041,0.732,0.399,,1.383,,,,,
3.266,,0.0003,0.0,0.013,-0.03,-0.61,0.29,0.0,-0.0001,0.0013,-0.0042,0.727,0.389,,1.377,,,,,
3.316,,0.0003,-0.001,0.013,-0.03,-0.57,0.29,0.0,-0.0,0.0011,-0.0012,0.727,0.389,,1.377,,,,,
3.376,,0.0005,-0.0017,0.011,-0.03,-0.54,0.27,0.0,0.0024,0.0007,0.0007,0.729,0.401,,1.377,,,,,
3.424,,0.0,-0.0007,0.012,-0.03,-0.58,0.3,0.0,-0.0025,0.0006,-0.0033,0.729,0.401,,1.377,,,,,
3.474,,-0.0005,-0.0007,0.011,-0.03,-0.58,0.32,0.0,0.0035,0.0003,-0.0036,0.727,0.387,,1.378,,,,,
3.516,,0.0002,-0.0007,0.011,-0.03,-0.58,0.29,0.0,-0.0003,0.0007,-0.0054,0.727,0.387,,1.378,,,,,
3.566,,0.0007,-0.0011,0.01,-0.03,-0.57,0.27,0.0,0.0006,0.0014,-0.0062,0.729,0.401,,1.374,,,,,
3.616,,0.0002,-0.0,0.014,-0.03,-0.61,0.29,0.0,-0.0009,0.0016,-0.0087,0.729,0.401,,1.374,,,,,
3.67,,0.0004,-0.0,0.011,-0.03,-0.61,0.28,0.0,-0.0008,0.001,-0.0006,0.732,0.4,,1.38,,,,,
3.722,,0.0004,-0.0,0.012,-0.04,-0.61,0.29,0.0,-0.0013,0.0011,-0.0022,0.732,0.4,,1.38,,,,,
3.767,,0.0004,0.0,0.014,-0.04,-0.6,0.28,0.0,0.0026,0.0009,-0.0008,0.731,0.401,,1.378,,,,,
3.816,,0.0006,-0.0007,0.012,-0.04,-0.57,0.27,0.0,-0.0023,0.0013,0.0044,0.731,0.401,,1.378,,,,,
3.866,,0.0006,-0.0015,0.01,-0.04,-0.53,0.28,0.0,-0.0009,0.0016,0.0024,0.73,0.401,,1.375,,,,,
3.934,,-0.0001,-0.0007,0.011,-0.04,-0.57,0.3,0.0,-0.0007,-0.0029,-0.0042,0.73,0.401,,1.375,,,,,
3.968,,-0.0003,0.0,0.01,-0.04,-0.6,0.31,0.0,0.0009,0.0007,-0.0051,0.729,0.4,,1.378,,,,,
4.02,,-0.0006,-0.0008,0.014,-0.04,-0.57,0.32,0.0,-0.0035,0.0008,-0.0074,0.729,0.4,,1.378,,,,,
4.066,,-0.0001,0.0,0.013,-0.05,-0.6,0.3,0.0,0.0005,0.001,0.0,0.731,0.403,,1.376,,,,,
4.117,,0.0004,-0.0007,0.01,-0.05,-0.57,0.28,0.0,-0.001,0.0011,0.0022,0.731,0.403,,1.376,,,,,
4.186,,0.0007,0.0,0.012,-0.05,-0.6,0.27,0.0,-0.0009,0.0005,-0.0036,0.728,0.403,,1.386,,,,,
4.231,,-0.0005,-0.0007,0.012,-0.05,-0.58,0.32,0.0,-0.0022,0.0005,-0.0023,0.728,0.403,,1.386,,,,,
4.269,,0.0002,0.0,0.011,-0.05,-0.61,0.28,0.0,0.0008,0.0003,-0.0019,0.729,0.403,,1.376,,,,,
4.316,,0.0002,-0.0007,0.012,-0.05,-0.58,0.27,0.0,-0.0007,-0.0029,-0.0038,0.729,0.403,,1.376,,,,,
4.366,,-0.0005,-0.0019,0.01,-0.06,-0.52,0.3,0.0,-0.0032,-0.0083,-0.0025,0.732,0.404,,1.386,,,,,
4.416,,-0.0001,-0.0007,0.013,-0.06,-0.58,0.29,0.0,-0.0034,-0.0003,-0.0055,0.732,0.404,,1.386,,,,,
4.48,,-0.0001,0.0,0.015,-0.06,-0.61,0.28,0.0,-0.0002,0.0025,-0.0011,0.726,0.405,,1.385,,,,,
4.529,,-0.0001,0.0001,0.011,-0.06,-0.6,0.28,0.0,-0.004,0.0023,0.0062,0.726,0.405,,1.385,,,,,
4.568,,-0.0001,0.0001,0.011,-0.06,-0.59,0.27,0.0,-0.0038,0.0017,0.0015,0.723,0.403,,1.379,,,,,
4.616,,0.0002,-0.0012,0.012,-0.06,-0.55,0.26,0.0,-0.0027,0.002,-0.0019,0.723,0.403,,1.379,,,,,
4.667,,-0.0001,0.0,0.013,-0.05,-0.6,0.27,0.0,-0.0006,0.0016,-0.0021,0.73,0.403,,1.376,,,,,
4.726,,0.0004,-0.0007,0.012,-0.06,-0.57,0.25,0.0,-0.0009,-0.0015,0.0002,0.73,0.403,,1.376,,,,,
4.769,,0.0003,-0.0015,0.012,-0.06,-0.53,0.25,0.0,0.0022,-0.0062,-0.0004,0.733,0.403,,1.374,,,,,
4.823,,0.0001,0.0,0.011,-0.06,-0.6,0.27,0.0,-0.0015,0.0014,-0.0013,0.733,0.403,,1.374,,,,,
