time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.239,,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669,0.422,2.532,0.22,,,
0.243,,0.4987,1.3143,0.011,-0.69,-1.66,0.46,0.0,-0.0084,0.0036,0.0008,0.669,0.422,2.532,0.22,,,
0.246,,0.4993,1.3142,0.012,-0.69,-1.66,0.44,0.0,-0.0048,0.003,-0.0021,0.672,0.423,,0.22,,,
0.249,,0.4985,1.3136,0.012,-0.69,-1.64,0.46,0.0,-0.0079,0.0003,-0.0023,0.672,0.423,,0.22,,,
0.31,,0.4994,1.3141,0.012,-0.69,-1.66,0.43,0.0,-0.0042,0.0028,-0.0026,0.673,0.419,,0.229,,,
0.337,,0.4992,1.3146,0.012,-0.69,-1.67,0.43,0.0,-0.0048,0.0041,-0.0033,0.673,0.419,,0.229,,,
0.386,,0.4992,1.3146,0.012,-0.68,-1.67,0.43,0.0,-0.0052,0.0037,-0.0034,0.67,0.42,,0.221,,,
0.436,,0.4989,1.3143,0.012,-0.68,-1.66,0.43,0.0,-0.0058,0.0025,-0.0032,0.67,0.42,,0.221,,,
0.49,,0.4965,1.3142,0.013,-0.67,-1.66,0.52,0.0,-0.0169,0.0032,-0.003,0.67,0.422,,0.219,,,
0.544,,0.4992,1.3143,0.012,-0.68,-1.66,0.42,0.0,-0.0036,0.003,-0.0003,0.67,0.422,,0.219,,,
0.59,,0.4989,1.3143,0.012,-0.67,-1.65,0.43,0.0,-0.0054,0.0031,-0.0014,0.676,0.421,,0.221,,,
0.635,,0.4992,1.3146,0.012,-0.67,-1.67,0.43,0.0,-0.0046,0.0042,-0.0022,0.676,0.421,,0.221,,,
0.686,,0.4989,1.3146,0.012,-0.67,-1.66,0.43,0.0,-0.0052,0.0034,-0.0025,0.672,0.423,,0.222,,,
0.735,,0.4965,1.3146,0.012,-0.66,-1.67,0.52,0.0,-0.0168,0.0042,-0.0033,0.672,0.423,,0.222,,,
0.785,,0.4991,1.3147,0.011,-0.67,-1.66,0.42,0.0,-0.0035,0.0043,-0.0033,0.671,0.42,2.53,0.22,,,
0.835,,0.4988,1.3144,0.013,-0.67,-1.65,0.43,0.0,-0.0042,0.0027,-0.0049,0.671,0.42,2.53,0.22,,,
0.905,,0.499,1.3145,0.012,-0.66,-1.65,0.43,0.0,-0.0034,0.0034,-0.0017,0.669,0.424,,0.222,,,
0.945,,0.4987,1.3147,0.012,-0.66,-1.66,0.44,0.0,-0.0051,0.0048,-0.002,0.669,0.424,,0.222,,,
0.985,,0.499,1.3147,0.011,-0.66,-1.66,0.43,0.0,-0.0037,0.0038,-0.0025,0.67,0.422,,0.215,,,
1.035,,0.4986,1.3145,0.012,-0.66,-1.65,0.44,0.0,-0.0051,0.0023,-0.0046,0.67,0.422,,0.215,,,
1.086,,0.4986,1.3148,0.012,-0.65,-1.66,0.44,0.0,-0.0046,0.0038,-0.0037,0.671,0.416,,0.222,,,
1.139,,0.4986,1.3148,0.012,-0.65,-1.66,0.44,0.0,-0.0053,0.0042,-0.0023,0.671,0.416,,0.222,,,
