time_s,x_m,y_m,z_down_m,vx_ms,vy_ms,vz_ms
3.2,0.0001,-0.0015,0.015,-0.0008,-0.0041,-0.0016
3.247,-0.0006,-0.0025,0.014,-0.0045,-0.0084,-0.004
3.297,-0.0011,-0.0003,0.015,-0.0057,0.0026,-0.0071
3.348,-0.0011,-0.0028,0.016,-0.0055,-0.0115,-0.0062
3.399,0.0008,0.0003,0.014,0.0048,0.0048,-0.0033
3.447,-0.0011,-0.0035,0.014,-0.0054,-0.0165,-0.0061
3.496,-0.0002,-0.0004,0.014,-0.0007,0.0015,-0.0068
3.546,-0.0016,-0.0029,0.014,-0.0083,-0.012,-0.007
3.596,-0.0006,-0.0038,0.016,-0.0034,-0.0149,-0.0063
3.646,-0.0017,-0.0035,0.014,-0.0092,-0.0125,-0.0007
3.697,0.0021,0.0007,0.015,0.011,0.0088,-0.0024
3.747,0.0011,-0.0031,0.014,0.0046,-0.0125,-0.001
3.798,0.0009,0.0011,0.014,0.0021,0.009,-0.0028
3.847,-0.0008,-0.0021,0.014,-0.0081,-0.01,-0.0037
3.896,-0.0002,-0.0011,0.015,-0.0046,-0.0072,-0.0045
3.95,0.0005,-0.0027,0.015,-0.0013,-0.0156,-0.003
3.996,0.003,-0.0026,0.014,0.0119,-0.014,-0.0015
4.047,0.0003,-0.0036,0.014,-0.0038,-0.0174,-0.0029
4.098,-0.0006,-0.0027,0.014,-0.0085,-0.011,-0.0043
4.146,0.0014,-0.0048,0.014,0.0026,-0.0204,-0.005
4.197,0.0009,-0.0043,0.014,-0.0,-0.0161,-0.0055
4.247,0.0007,-0.0037,0.014,-0.0011,-0.0102,-0.0051
4.296,0.0013,-0.0028,0.014,0.0018,-0.0051,-0.0045
4.346,0.0005,-0.0038,0.013,-0.0028,-0.0111,-0.0038
4.398,0.0028,-0.0046,0.014,0.0082,-0.0128,-0.0058
4.453,0.0011,-0.0039,0.016,-0.0031,-0.0074,-0.0043
4.498,0.0026,-0.0025,0.015,0.0037,0.0016,0.0013
4.546,0.0034,-0.0072,0.015,0.0062,-0.0237,0.0022
4.597,0.0036,-0.0052,0.011,0.0061,-0.0091,0.0024
4.647,0.0046,-0.0086,0.015,0.0091,-0.0253,-0.0074
4.697,0.0059,-0.0094,0.015,0.0134,-0.0265,-0.0035
4.745,0.0052,-0.0084,0.014,0.0062,-0.0178,-0.0004
4.796,0.0063,-0.0064,0.012,0.0101,-0.0047,-0.0019
4.846,0.0066,-0.009,0.014,0.0091,-0.0181,-0.0076
4.897,0.0059,-0.0081,0.012,0.0031,-0.0111,-0.0058
4.946,0.0048,-0.0076,0.015,-0.0041,-0.0079,-0.0089
4.996,0.0048,-0.0051,0.014,-0.0051,0.0056,-0.004
5.046,0.0047,-0.0055,0.015,-0.0052,0.0017,-0.0032
5.096,0.0059,-0.0046,0.014,0.0003,0.0056,-0.0003
5.145,0.0024,-0.0055,0.015,-0.0183,-0.0005,-0.0008
5.196,0.0027,0.0004,0.013,-0.0143,0.0274,0.001
5.246,0.0028,-0.003,0.015,-0.0117,0.0038,-0.0026
5.296,0.0047,-0.0029,0.014,-0.0011,0.0021,-0.0011
5.346,0.0049,-0.0057,0.016,-0.0009,-0.0128,-0.0022
5.395,0.006,-0.0028,0.014,0.0043,0.0041,0.0018
5.445,0.0047,-0.0042,0.015,-0.0033,-0.0044,-0.0011
5.496,0.0055,-0.003,0.014,0.0014,0.0019,-0.0012
5.546,0.0053,-0.0049,0.014,0.0004,-0.0103,-0.0037
5.596,0.0033,-0.0049,0.014,-0.009,-0.0118,-0.0048
5.646,0.0031,-0.0047,0.013,-0.0088,-0.0107,-0.0056
5.696,0.0035,-0.0012,0.015,-0.0055,0.0095,-0.008
5.747,0.0024,-0.0019,0.013,-0.011,0.0038,-0.0042
5.797,0.0043,-0.0019,0.013,0.0012,0.0031,-0.0054
5.846,0.0026,-0.0019,0.017,-0.0074,0.0022,-0.0065
5.896,0.004,-0.0013,0.014,0.0013,0.004,0.0017
5.945,0.0022,-0.0021,0.014,-0.0079,-0.0012,-0.0006
5.996,0.003,-0.0028,0.014,-0.0014,-0.0057,-0.0016
6.046,0.002,-0.0023,0.013,-0.0064,-0.0022,-0.0026
6.096,0.0017,0.0002,0.015,-0.0061,0.0107,-0.006
6.146,0.0017,-0.0008,0.014,-0.0043,0.0024,-0.0024
6.195,0.0033,0.0002,0.014,0.0059,0.0065,-0.0025
6.246,0.0016,-0.0027,0.014,-0.0035,-0.0118,-0.0029
6.296,0.0027,-0.0004,0.014,0.003,0.0016,-0.0024
6.345,0.0013,-0.0022,0.013,-0.0045,-0.0098,-0.0021
6.396,0.0017,-0.0006,0.014,-0.0017,-0.0005,-0.0044
6.446,0.0016,-0.0006,0.015,-0.0018,-0.0002,-0.003
6.496,0.0018,0.0007,0.013,-0.0003,0.0065,-0.0006
6.546,0.0016,-0.0027,0.014,-0.0021,-0.0138,-0.0036
6.596,0.0035,0.0005,0.015,0.0091,0.0033,-0.0025
6.646,0.0016,-0.0017,0.012,-0.002,-0.0099,0.0009
6.696,0.0016,-0.0016,0.017,-0.0021,-0.01,-0.004
6.746,0.0025,-0.0026,0.013,-0.0006,-0.0212,0.0051
6.795,0.0032,0.0009,0.014,-0.0003,-0.0043,0.0005
6.845,0.0022,-0.0021,0.012,-0.0076,-0.0243,-0.0004
6.895,0.0022,-0.0008,0.014,-0.0089,-0.0172,-0.005
6.946,0.0012,-0.002,0.013,-0.0156,-0.0253,-0.0043
6.997,0.0007,-0.0037,0.013,-0.0183,-0.0333,-0.0083
7.046,-0.0,-0.0078,0.014,-0.0216,-0.0523,-0.0097
7.096,0.0005,-0.0109,0.013,-0.0169,-0.0628,-0.0064
7.145,0.0003,-0.0172,0.012,-0.0156,-0.0862,-0.0087
7.196,-0.0022,-0.0191,0.014,-0.0279,-0.0809,-0.0102
7.246,-0.0045,-0.0275,0.011,-0.0367,-0.1101,-0.0095
7.296,-0.0062,-0.0339,0.014,-0.0406,-0.1224,-0.0097
7.346,-0.0086,-0.0444,0.006,-0.0464,-0.1512,-0.0007
7.396,-0.0083,-0.0497,0.004,-0.0362,-0.139,-0.011
7.446,-0.0099,-0.05,0.0,-0.038,-0.093,-0.0127
7.496,-0.0063,-0.0449,0.0,-0.0092,-0.0139,-0.0281
7.545,-0.0058,-0.019,0.0,0.0013,0.1698,-0.0575
7.595,-0.0076,0.0162,0.0,0.0049,0.3634,-0.0622
7.645,0.0002,0.048,0.0,0.0617,0.4734,-0.0127
7.695,0.0042,0.0627,0.001,0.081,0.4285,0.0544
7.745,0.0095,0.08,0.008,0.0939,0.3824,0.0196
7.795,0.0173,0.0913,0.013,0.1123,0.2917,0.0445
7.846,0.0227,0.0885,0.018,0.1089,0.1392,0.0617
7.895,0.0234,0.0738,0.021,0.0755,-0.0354,0.0575
7.944,0.0232,0.0491,0.027,0.0419,-0.2108,0.059
7.995,0.0228,0.0091,0.031,0.0142,-0.405,0.0734
8.045,0.02,-0.0192,0.039,-0.0182,-0.4722,0.0968
8.095,0.0196,-0.036,0.046,-0.0264,-0.4277,0.1412
8.145,0.0171,-0.0555,0.054,-0.0418,-0.3788,0.128
8.195,0.015,-0.0584,0.058,-0.0447,-0.2341,0.1499
8.245,0.0127,-0.0637,0.063,-0.0441,-0.1317,0.1178
8.295,0.0096,-0.0629,0.066,-0.0456,-0.0216,0.1151
8.345,0.0061,-0.0542,0.068,-0.0481,0.0925,0.1049
8.395,0.0035,-0.0429,0.069,-0.0435,0.1814,0.0964
8.444,0.0027,-0.0291,0.07,-0.0295,0.2462,0.0951
8.495,0.003,-0.0159,0.076,-0.0118,0.2728,0.0965
8.545,0.0046,0.0031,0.08,0.0073,0.305,0.0957
8.595,0.008,0.0165,0.083,0.0287,0.2848,0.1044
8.644,0.0082,0.0267,0.095,0.0249,0.2398,0.1027
8.695,0.009,0.0368,0.095,0.0218,0.1933,0.1175
8.744,0.0096,0.0428,0.103,0.0176,0.1346,0.0971
8.795,0.01,0.0476,0.107,0.0123,0.0786,0.1007
8.845,0.0098,0.049,0.119,0.0059,0.0214,0.0957
8.896,0.0094,0.0463,0.124,-0.0013,-0.0375,0.1047
8.945,0.0091,0.0422,0.128,-0.0048,-0.0819,0.0966
8.995,0.0085,0.0357,0.127,-0.0091,-0.1193,0.0914
9.044,0.0081,0.0291,0.13,-0.0109,-0.1395,0.0712
9.094,0.0084,0.0205,0.134,-0.0078,-0.1558,0.0684
9.145,0.0078,0.0125,0.139,-0.0084,-0.1569,0.0666
9.194,0.0078,0.0053,0.142,-0.0055,-0.1472,0.0668
9.245,0.0074,-0.0007,0.144,-0.0052,-0.1289,0.0638
9.295,0.0081,-0.0065,0.144,-0.0008,-0.1084,0.0647
9.345,0.0097,-0.0113,0.152,0.0049,-0.0852,0.0581
9.395,0.0103,-0.0143,0.153,0.0046,-0.0578,0.0736
9.445,0.0122,-0.0163,0.157,0.0087,-0.0328,0.066
9.495,0.0134,-0.0166,0.161,0.008,-0.0085,0.0673
9.545,0.0156,-0.0154,0.165,0.0115,0.0139,0.0667
9.595,0.0164,-0.0139,0.165,0.0085,0.0295,0.0677
9.644,0.0176,-0.0108,0.171,0.0069,0.0442,0.0553
9.694,0.0188,-0.0077,0.174,0.0051,0.0517,0.0632
9.745,0.0186,-0.0042,0.178,-0.0016,0.0553,0.0588
9.794,0.0196,-0.001,0.176,-0.0041,0.0542,0.059
9.845,0.0196,0.0015,0.183,-0.0088,0.048,0.0411
9.894,0.0188,0.0045,0.187,-0.0152,0.0426,0.0538
9.945,0.0184,0.0067,0.188,-0.018,0.0352,0.0586
9.995,0.0183,0.0085,0.191,-0.0183,0.0277,0.0505
10.045,0.017,0.0093,0.196,-0.0213,0.0177,0.0513
10.095,0.0151,0.0095,0.198,-0.025,0.0082,0.0564
10.145,0.0135,0.0088,0.206,-0.0267,-0.0014,0.0489
10.194,0.0116,0.0083,0.203,-0.0269,-0.0085,0.0564
10.245,0.0111,0.0075,0.206,-0.0233,-0.0145,0.0357
10.294,0.0072,0.0065,0.203,-0.0302,-0.0195,0.0335
10.345,0.009,0.0034,0.208,-0.0198,-0.0281,0.0194
10.395,0.0069,0.0017,0.209,-0.0205,-0.0307,0.0243
10.445,0.0078,-0.0005,0.213,-0.0124,-0.0328,0.0257
10.495,0.008,-0.0023,0.212,-0.0078,-0.0322,0.0254
10.544,0.0094,-0.004,0.216,-0.0014,-0.0295,0.0225
10.595,0.0095,-0.0068,0.217,0.0008,-0.028,0.0276
10.644,0.0121,-0.0073,0.215,0.0096,-0.0195,0.0221
10.695,0.0148,-0.0072,0.214,0.0157,-0.0095,0.0128
10.744,0.0175,-0.006,0.216,0.0197,0.0017,0.0075
10.794,0.0181,-0.0042,0.214,0.0152,0.0136,0.0112
10.844,0.02,-0.0021,0.22,0.0134,0.0239,0.007
10.895,0.0238,-0.0003,0.218,0.0153,0.0309,0.0194
10.944,0.0238,0.0019,0.222,0.0053,0.0352,0.013
10.994,0.0248,0.0049,0.218,-0.0012,0.0381,0.0182
11.044,0.0246,0.0078,0.222,-0.0104,0.0382,0.0035
11.094,0.0252,0.0114,0.222,-0.0165,0.0385,0.0184
11.144,0.0237,0.0123,0.223,-0.0268,0.0306,0.0161
11.195,0.0233,0.0152,0.226,-0.0311,0.0268,0.0127
11.244,0.0216,0.0156,0.229,-0.0372,0.0153,0.0218
11.294,0.0202,0.0165,0.232,-0.0396,0.0057,0.0229
11.344,0.0185,0.017,0.228,-0.0407,-0.0034,0.0212
11.394,0.0156,0.0165,0.229,-0.0429,-0.0138,0.0071
11.444,0.0149,0.0151,0.227,-0.037,-0.0246,0.0047
11.494,0.0131,0.0131,0.228,-0.0336,-0.0354,-0.0046
11.545,0.0133,0.0107,0.228,-0.0246,-0.0448,-0.0023
11.594,0.0132,0.0071,0.226,-0.0173,-0.0541,0.0004
11.644,0.0153,0.0048,0.231,-0.0044,-0.0567,-0.006
11.694,0.0159,0.002,0.228,0.0019,-0.0572,0.0071
11.744,0.0172,-0.0005,0.23,0.0077,-0.0547,-0.0015
11.795,0.0204,-0.004,0.228,0.017,-0.0529,0.0038
11.844,0.0223,-0.0061,0.226,0.0197,-0.0458,0.002
11.894,0.024,-0.0077,0.229,0.0199,-0.0364,-0.0057
11.943,0.0259,-0.0098,0.228,0.0193,-0.0287,0.008
11.994,0.0266,-0.0108,0.23,0.0144,-0.0185,0.0025
12.043,0.0298,-0.0102,0.232,0.0162,-0.0049,0.0052
12.093,0.0321,-0.009,0.233,0.015,0.0073,0.0112
12.144,0.033,-0.0074,0.233,0.01,0.0176,0.0111
12.194,0.0344,-0.0056,0.231,0.0072,0.0259,0.0082
12.243,0.0348,-0.0032,0.231,0.0018,0.0329,-0.0007
12.293,0.0359,-0.0008,0.233,-0.001,0.0369,0.0008
12.343,0.036,0.0019,0.231,-0.0053,0.0389,0.0066
12.394,0.0368,0.0046,0.231,-0.0072,0.0394,0.0009
12.443,0.036,0.0078,0.234,-0.0135,0.039,0.0007
12.494,0.0364,0.0098,0.232,-0.0151,0.0325,0.0073
12.544,0.0351,0.0118,0.233,-0.0204,0.0242,-0.0017
12.594,0.0336,0.0118,0.233,-0.0242,0.0103,0.0003
12.644,0.031,0.0104,0.235,-0.0283,-0.0062,-0.0002
12.694,0.0289,0.0069,0.237,-0.0288,-0.0261,0.0051
12.743,0.0288,0.0035,0.232,-0.0218,-0.0413,0.0061
12.794,0.0298,-0.0009,0.232,-0.0116,-0.0541,-0.0084
12.843,0.0307,-0.0041,0.237,-0.0016,-0.0579,-0.0042
12.894,0.0314,-0.0105,0.237,0.0066,-0.066,0.0072
12.943,0.0336,-0.014,0.233,0.0181,-0.061,0.0011
12.993,0.0365,-0.0183,0.239,0.03,-0.0556,-0.0101
13.044,0.0387,-0.0204,0.234,0.0368,-0.0416,0.0073
13.094,0.0424,-0.0214,0.237,0.0454,-0.0249,-0.0068
13.143,0.0461,-0.0217,0.233,0.0513,-0.008,-0.0011
13.194,0.0499,-0.0209,0.238,0.0558,0.0084,-0.0096
13.244,0.0548,-0.019,0.237,0.061,0.0241,0.0047
13.294,0.0595,-0.0169,0.235,0.0637,0.0355,-0.0006
13.344,0.0642,-0.0152,0.233,0.0651,0.0409,-0.0103
13.394,0.0683,-0.0119,0.233,0.0642,0.0472,-0.014
13.443,0.0719,-0.0083,0.23,0.0612,0.051,-0.0138
13.494,0.0755,-0.0056,0.23,0.0587,0.0495,-0.0197
13.544,0.0782,-0.0026,0.233,0.0525,0.0468,-0.014
13.594,0.0812,-0.0014,0.231,0.0472,0.0378,-0.0065
13.644,0.0838,-0.0001,0.227,0.0416,0.0283,-0.0091
13.693,0.0867,0.001,0.232,0.0384,0.0186,-0.0185
13.743,0.0891,0.0016,0.232,0.035,0.0085,0.0012
13.793,0.0913,0.0006,0.234,0.0329,-0.0038,0.0015
13.844,0.0931,-0.0001,0.23,0.0305,-0.0119,0.0006
13.893,0.0944,-0.0023,0.234,0.0292,-0.021,-0.0065
13.944,0.0953,-0.0045,0.231,0.0298,-0.0257,0.0003
13.993,0.0968,-0.0072,0.231,0.033,-0.0294,-0.0099
14.043,0.0988,-0.009,0.233,0.0387,-0.0281,-0.0073
14.094,0.1002,-0.0108,0.23,0.0424,-0.025,-0.0029
14.144,0.102,-0.0118,0.233,0.0486,-0.0177,-0.0123
14.193,0.1041,-0.0123,0.229,0.0554,-0.009,-0.001
14.243,0.1089,-0.0121,0.231,0.069,0.0002,-0.0128
14.294,0.1119,-0.0113,0.223,0.0758,0.0094,-0.0063
14.344,0.116,-0.0097,0.231,0.0841,0.0194,-0.0224
14.393,0.1209,-0.0078,0.229,0.093,0.0276,0.0007
14.444,0.1253,-0.0063,0.226,0.0974,0.0321,0.0002
14.493,0.1309,-0.0045,0.227,0.1035,0.0344,-0.012
14.545,0.1364,-0.0016,0.227,0.1075,0.0388,-0.0031
14.594,0.1418,-0.0,0.228,0.1108,0.0384,-0.0018
14.643,0.1481,0.0015,0.227,0.1156,0.0363,0.0014
14.694,0.1541,0.0038,0.23,0.1183,0.0356,0.0006
14.743,0.1599,0.0054,0.232,0.1196,0.0315,0.007
14.793,0.1657,0.007,0.235,0.1199,0.0281,0.0116
14.843,0.1708,0.0089,0.236,0.1184,0.0262,0.0136
14.893,0.1755,0.0107,0.239,0.1153,0.0242,0.0107
14.943,0.1824,0.0121,0.242,0.1208,0.0214,0.0079
14.993,0.1877,0.0139,0.248,0.1204,0.019,0.0094
15.044,0.1943,0.0154,0.25,0.1236,0.0159,0.0114
15.093,0.2,0.0165,0.258,0.1235,0.0109,0.0073
15.143,0.2057,0.0169,0.266,0.1222,0.0048,0.012
15.192,0.2126,0.0185,0.287,0.1254,0.0032,0.0173
15.243,0.2195,0.0186,0.287,0.1281,-0.0011,0.044
15.293,0.2261,0.0197,0.287,0.1292,-0.0007,0.028
15.342,0.2308,0.0219,0.276,0.1254,0.0034,-0.0184
15.393,0.2359,0.0225,0.264,0.1232,0.0018,-0.0592
15.442,0.2414,0.0238,0.248,0.124,0.001,-0.1033
15.493,0.2458,0.0261,0.234,0.1226,0.0024,-0.1392
15.543,0.2516,0.027,0.216,0.1265,-0.0015,-0.1433
15.593,0.2585,0.0272,0.209,0.1331,-0.0083,-0.1654
15.643,0.2647,0.0267,0.196,0.1383,-0.0172,-0.1279
15.693,0.2714,0.027,0.195,0.1431,-0.023,-0.1308
15.742,0.2781,0.0262,0.187,0.1487,-0.0312,-0.0846
15.793,0.2851,0.0243,0.189,0.1538,-0.0402,-0.0759
15.842,0.2915,0.0229,0.184,0.1563,-0.0459,-0.0391
15.892,0.2995,0.021,0.184,0.1631,-0.0505,-0.0273
15.943,0.3089,0.0193,0.185,0.1738,-0.0516,-0.0088
15.992,0.3181,0.0166,0.187,0.1824,-0.0549,0.0108
16.043,0.3273,0.0143,0.184,0.1908,-0.0564,0.0211
16.092,0.3374,0.012,0.182,0.201,-0.0563,0.0186
16.142,0.3476,0.0102,0.189,0.2071,-0.0526,0.0214
16.193,0.358,0.0086,0.186,0.2113,-0.0478,0.04
16.243,0.3692,0.0072,0.19,0.2163,-0.0422,0.0302
16.293,0.3807,0.006,0.187,0.2221,-0.0371,0.0405
16.343,0.392,0.0049,0.19,0.2238,-0.0339,0.0336
16.393,0.4034,0.004,0.195,0.2259,-0.0313,0.0403
16.442,0.415,0.0034,0.2,0.2257,-0.029,0.0418
16.493,0.4267,0.0019,0.196,0.2236,-0.0297,0.047
16.543,0.4401,0.0009,0.199,0.2301,-0.03,0.0355
16.593,0.451,-0.0003,0.2,0.2238,-0.0318,0.0259
16.642,0.4628,-0.001,0.208,0.217,-0.0291,0.0252
16.693,0.4743,-0.0016,0.204,0.2085,-0.0253,0.0368
16.743,0.4853,-0.0031,0.209,0.1992,-0.0226,0.0196
16.792,0.4966,-0.0036,0.211,0.1907,-0.0151,0.0202
16.843,0.5066,-0.0042,0.213,0.1775,-0.0094,0.0182
16.892,0.5157,-0.0041,0.217,0.1629,-0.0032,0.0098
16.942,0.5235,-0.0034,0.214,0.1481,0.0012,0.0102
16.992,0.5307,-0.0032,0.213,0.1363,0.0014,-0.0021
17.042,0.5383,-0.0024,0.213,0.1328,0.0043,-0.0044
17.092,0.5453,-0.002,0.213,0.1341,0.0047,0.0034
17.143,0.5528,-0.0017,0.213,0.1414,0.0042,-0.0065
17.192,0.5611,-0.0015,0.212,0.1514,0.0022,-0.0066
17.243,0.5691,-0.002,0.214,0.161,-0.0024,-0.0022
17.292,0.5788,-0.0021,0.21,0.1765,-0.0056,0.0064
17.342,0.5885,-0.003,0.213,0.1908,-0.0095,-0.0077
17.392,0.6025,-0.0035,0.212,0.2137,-0.0111,-0.0013
17.443,0.6137,-0.0048,0.212,0.2201,-0.0148,-0.0016
17.492,0.6257,-0.0054,0.212,0.2249,-0.0158,-0.0027
17.543,0.6371,-0.0062,0.211,0.2231,-0.0172,-0.0069
17.592,0.6487,-0.0068,0.212,0.2183,-0.0166,-0.0075
17.642,0.6615,-0.0077,0.211,0.2153,-0.0156,-0.0042
17.692,0.6732,-0.0078,0.213,0.2083,-0.0113,-0.0056
17.742,0.6843,-0.0083,0.208,0.2004,-0.0084,-0.0034
17.793,0.6939,-0.0078,0.211,0.1897,-0.0026,-0.0142
17.843,0.7033,-0.0069,0.21,0.1808,0.0035,-0.0036
17.894,0.7133,-0.0062,0.212,0.1758,0.0088,-0.005
17.942,0.7244,-0.0047,0.211,0.177,0.0146,-0.002
17.993,0.7327,-0.0027,0.211,0.1704,0.0208,-0.0019
18.042,0.742,-0.001,0.21,0.1694,0.024,-0.0005
18.093,0.7507,0.0016,0.21,0.1683,0.0285,-0.0009
18.143,0.7589,0.0039,0.212,0.168,0.0298,-0.0005
18.192,0.7679,0.0054,0.21,0.1719,0.0271,0.0017
18.242,0.7796,0.0078,0.211,0.185,0.0262,-0.0051
18.292,0.7891,0.0101,0.209,0.1902,0.0238,-0.0001
18.342,0.7995,0.0114,0.21,0.1972,0.0176,-0.0059
18.392,0.808,0.013,0.213,0.1968,0.0132,-0.0053
18.443,0.8189,0.0145,0.213,0.2043,0.0093,0.0059
18.492,0.8312,0.0153,0.213,0.2148,0.0038,0.0055
18.542,0.8426,0.0167,0.213,0.2197,0.001,0.0018
18.592,0.8532,0.0169,0.215,0.2209,-0.0051,0.0045
18.642,0.8653,0.0186,0.211,0.2246,-0.0055,0.0064
18.692,0.8771,0.0187,0.212,0.2267,-0.0124,-0.0094
18.742,0.888,0.019,0.212,0.2248,-0.0187,0.0004
18.792,0.9012,0.0182,0.212,0.228,-0.0266,-0.0045
18.842,0.912,0.0173,0.21,0.2218,-0.0345,-0.0091
18.892,0.9223,0.0154,0.211,0.2139,-0.0447,-0.0073
18.941,0.9322,0.0126,0.209,0.2069,-0.0557,-0.0037
18.992,0.9422,0.0093,0.213,0.202,-0.0659,-0.0072
19.042,0.9512,0.0047,0.211,0.1962,-0.0757,0.0066
19.093,0.9626,-0.0007,0.213,0.1986,-0.0822,0.003
19.142,0.9718,-0.0054,0.212,0.1939,-0.0825,0.0046
19.192,0.981,-0.0094,0.209,0.1911,-0.0792,0.0009
19.242,0.9901,-0.0138,0.213,0.1877,-0.0744,-0.0085
19.291,0.9986,-0.0185,0.211,0.1828,-0.0691,0.0012
19.342,1.0089,-0.022,0.209,0.1859,-0.0612,-0.0041
19.392,1.0176,-0.0249,0.21,0.1829,-0.051,-0.0108
19.442,1.0254,-0.0274,0.21,0.1782,-0.0392,0.0018
19.492,1.0339,-0.0295,0.215,0.1771,-0.0236,0.0079
19.542,1.0418,-0.0315,0.211,0.1757,-0.0066,0.0173
19.592,1.0501,-0.0323,0.212,0.1776,0.011,0.0008
19.642,1.058,-0.0307,0.214,0.1796,0.0323,0.0017
19.691,1.0659,-0.0279,0.213,0.1808,0.0491,-0.0011
19.742,1.0735,-0.0258,0.212,0.1795,0.0573,-0.0059
19.791,1.0806,-0.0221,0.214,0.1739,0.0655,0.0012
19.842,1.0874,-0.0185,0.214,0.1671,0.0695,0.0057
19.892,1.0928,-0.0147,0.212,0.1601,0.073,0.001
19.941,1.0989,-0.0102,0.216,0.158,0.074,-0.0063
19.992,1.1049,-0.0063,0.213,0.1603,0.07,0.0017
20.041,1.111,-0.003,0.214,0.1661,0.0634,-0.011
