time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.243,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683,0.378,,0.203,,,
0.246,,-0.002,-0.0111,0.012,1.1,-1.22,-0.03,0.0,0.0,0.0,0.0,0.681,0.378,,0.203,,,
0.248,,-0.002,-0.0109,0.01,1.1,-1.25,-0.01,0.0,0.0,0.0,0.0,0.681,0.387,,0.206,,,
0.25,,-0.0019,-0.0119,0.013,1.1,-1.22,-0.01,0.0,0.0,0.0,0.0,0.68,0.387,,0.206,,,
0.31,,-0.0019,-0.0101,0.012,1.1,-1.32,0.0,0.0,0.0,0.0,0.0,0.68,0.378,2.505,0.207,,,
0.337,,-0.0019,-0.0107,0.012,1.1,-1.3,0.0,0.0,0.0042,-0.0097,0.0024,0.678,0.378,2.505,0.207,,,
0.388,,-0.0023,-0.0117,0.012,1.1,-1.27,0.03,0.0,0.0027,-0.0074,0.0019,0.678,0.391,,0.208,,,
0.443,,-0.0016,-0.0127,0.012,1.1,-1.25,0.01,0.0,0.0033,-0.0073,0.0018,0.681,0.391,,0.208,,,
0.49,,-0.0019,-0.011,0.012,1.1,-1.33,0.02,0.0,0.001,-0.0067,0.0014,0.681,0.377,,0.203,,,
0.536,,-0.0023,-0.0126,0.012,1.1,-1.27,0.04,0.0,0.0029,-0.0125,0.0009,0.683,0.377,,0.203,,,
0.585,,-0.0021,-0.0121,0.013,1.09,-1.3,0.04,0.0,-0.0011,0.004,0.0005,0.683,0.388,2.515,0.205,,,
0.651,,-0.0019,-0.0107,0.013,1.09,-1.35,0.03,0.0,0.0013,-0.0051,0.0022,0.68,0.388,2.515,0.205,,,
0.69,,-0.0019,-0.0105,0.013,1.09,-1.36,0.02,0.0,0.0039,-0.0023,0.003,0.68,0.379,,0.206,,,
0.735,,-0.0019,-0.0107,0.013,1.09,-1.35,0.02,0.0,0.0018,-0.0007,0.0029,0.681,0.379,,0.206,,,
0.785,,-0.0019,-0.0103,0.012,1.09,-1.36,0.02,0.0,0.0012,-0.003,0.0014,0.681,0.389,,0.204,,,
0.836,,-0.0021,-0.0109,0.012,1.08,-1.34,0.03,0.0,0.0003,-0.007,-0.0015,0.68,0.389,,0.204,,,
0.885,,-0.0019,-0.012,0.012,1.08,-1.3,0.02,0.0,-0.0006,-0.0046,-0.0028,0.68,0.377,,0.207,,,
0.936,,-0.0019,-0.0109,0.014,1.08,-1.34,0.02,0.0,0.002,-0.0035,-0.0036,0.682,0.377,,0.207,,,
0.991,,-0.0028,-0.0145,0.012,1.07,-1.19,0.06,0.0,0.0074,-0.0189,0.0011,0.682,0.389,,0.207,,,
1.061,,-0.0021,-0.0124,0.012,1.07,-1.3,0.03,0.0,0.001,-0.0046,-0.0013,0.68,0.389,,0.207,,,
1.085,,-0.0026,-0.0129,0.01,1.07,-1.3,0.05,0.0,0.001,-0.0056,-0.0027,0.68,0.377,,0.205,,,
1.135,,-0.0023,-0.0124,0.01,1.07,-1.33,0.04,0.0,-0.0027,0.0003,-0.0082,0.681,0.377,,0.205,,,
1.186,,-0.0025,-0.0124,0.012,1.07,-1.34,0.05,0.0,0.002,-0.0034,-0.0104,0.681,0.39,,0.204,,,
1.261,,-0.0028,-0.0106,0.012,1.07,-1.41,0.06,0.0,0.0018,0.0052,-0.006,0.68,0.39,,0.204,,,
1.333,,-0.0022,-0.0106,0.009,1.07,-1.39,0.04,0.0,0.0015,0.0042,-0.0031,0.68,0.38,,0.209,,,
1.356,,-0.003,-0.0104,0.013,1.07,-1.39,0.07,0.0,-0.0036,0.0075,-0.0079,0.68,0.38,,0.209,,,
1.39,,-0.0028,-0.0106,0.011,1.07,-1.37,0.06,0.0,-0.0023,-0.0024,-0.0024,0.68,0.387,,0.21,,,
1.435,,-0.0022,-0.0106,0.011,1.07,-1.36,0.03,0.0,-0.0062,0.0029,-0.0034,0.685,0.387,,0.21,,,
1.485,,-0.0028,-0.0097,0.012,1.06,-1.39,0.06,0.0,0.0031,0.0005,-0.0039,0.685,0.378,,0.203,,,
1.538,,-0.0028,-0.0098,0.014,1.06,-1.38,0.06,0.0,0.0025,0.0008,-0.0013,0.68,0.378,,0.203,,,
1.589,,-0.0027,-0.0081,0.012,1.06,-1.44,0.05,0.0,-0.0004,0.0059,0.0042,0.68,0.387,,0.206,,,
1.667,,-0.0025,-0.0081,0.011,1.06,-1.4,0.04,0.0,-0.0009,0.0042,0.0027,0.677,0.387,,0.206,,,
1.689,,-0.0029,-0.0088,0.01,1.06,-1.36,0.06,0.0,0.0024,-0.0005,-0.0009,0.677,0.38,,0.208,,,
1.736,,-0.0027,-0.0097,0.011,1.06,-1.33,0.05,0.0,0.0004,-0.0015,-0.0048,0.683,0.38,,0.208,,,
1.813,,-0.0024,-0.0103,0.011,1.06,-1.3,0.05,0.0,-0.0038,-0.0043,-0.0051,0.683,0.392,,0.201,,,
1.858,,-0.0016,-0.0099,0.011,1.05,-1.32,0.01,0.0,0.0026,-0.0012,-0.005,0.681,0.392,,0.201,,,
1.92,,-0.0016,-0.0108,0.011,1.05,-1.29,0.02,0.0,0.0009,-0.0096,-0.0042,0.681,0.38,,0.206,,,
1.936,,-0.0022,-0.0114,0.011,1.05,-1.26,0.05,0.0,0.0012,-0.0095,-0.0032,0.679,0.38,,0.206,,,
1.985,,-0.0022,-0.0107,0.013,1.04,-1.3,0.05,0.0,0.0037,-0.0031,-0.0027,0.679,0.386,,0.208,,,
2.036,,-0.0027,-0.0094,0.012,1.04,-1.35,0.08,0.0,0.0019,0.0019,0.0023,0.681,0.386,,0.208,,,
2.085,,-0.0015,-0.0102,0.012,1.04,-1.32,0.04,0.0,0.0025,-0.0024,0.003,0.681,0.377,2.469,0.202,,,
2.144,,-0.0018,-0.0092,0.012,1.04,-1.35,0.06,0.0,0.0006,0.0055,0.0027,0.682,0.377,2.469,0.202,,,
2.185,,-0.0025,-0.0094,0.012,1.04,-1.33,0.09,0.0,0.0043,-0.0004,0.0021,0.682,0.388,,0.204,,,
2.236,,-0.0015,-0.0085,0.011,1.03,-1.37,0.05,0.0,-0.0007,0.0038,0.0012,0.68,0.388,,0.204,,,
2.286,,-0.0018,-0.0095,0.013,1.03,-1.33,0.06,0.0,-0.0006,-0.0051,-0.0018,0.68,0.378,,0.205,,,
2.356,,-0.0008,-0.0096,0.014,1.03,-1.31,0.02,0.0,0.0013,-0.0062,0.0009,0.679,0.378,,0.205,,,
2.399,,-0.0025,-0.0092,0.012,1.03,-1.33,0.09,0.0,0.0034,-0.0028,0.0043,0.679,0.382,,0.201,,,
2.435,,-0.0018,-0.0092,0.013,1.03,-1.33,0.07,0.0,-0.0019,-0.0013,0.0015,0.679,0.382,,0.201,,,
2.486,,-0.0016,-0.0089,0.011,1.02,-1.34,0.06,0.0,-0.0005,0.002,0.0017,0.679,0.38,,0.205,,,
2.535,,-0.0006,-0.0094,0.009,1.02,-1.31,0.02,0.0,-0.0009,-0.0034,-0.0031,0.68,0.38,,0.205,,,
2.585,,-0.0013,-0.009,0.011,1.01,-1.33,0.05,0.0,-0.0021,-0.0019,-0.0097,0.68,0.387,,0.206,,,
2.67,,-0.0014,-0.0083,0.012,1.01,-1.36,0.05,0.0,0.0026,-0.0045,-0.0085,0.682,0.387,,0.206,,,
2.699,,-0.0009,-0.0097,0.01,1.01,-1.3,0.04,0.0,0.0024,-0.0058,-0.0048,0.682,0.379,,0.205,,,
2.735,,-0.0018,-0.0097,0.013,1.0,-1.3,0.08,0.0,-0.0025,0.0007,-0.0063,0.68,0.379,,0.205,,,
