time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.26,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673,0.428,,1.29,,,,,
0.264,,-0.2403,0.0656,0.015,-0.03,-0.52,0.25,0.0,0.0018,-0.0002,-0.0057,0.673,0.428,,1.287,,,,,
0.268,,-0.241,0.0658,0.014,-0.02,-0.53,0.29,0.0,-0.0027,0.0011,0.0008,0.676,0.425,,1.287,,,,,
0.271,,-0.2404,0.0654,0.013,-0.02,-0.51,0.26,0.0,0.0016,-0.0021,0.0021,0.676,0.425,,1.289,,,,,
0.287,,-0.2412,0.0656,0.014,-0.02,-0.52,0.31,0.0,-0.0046,-0.0003,-0.0008,0.673,0.428,,1.289,,,,,
0.337,,-0.2413,0.0656,0.013,-0.02,-0.52,0.3,0.0,-0.0044,0.0001,0.0,0.673,0.428,2.453,1.282,,,,,
0.388,,-0.2414,0.0656,0.011,-0.02,-0.52,0.3,0.0,-0.0046,0.0001,-0.0023,0.674,0.422,2.453,1.282,,,,,
0.437,,-0.2415,0.0659,0.012,-0.02,-0.53,0.3,0.0,-0.0045,0.0019,-0.0087,0.674,0.422,,1.277,,,,,
0.49,,-0.2414,0.0659,0.011,-0.02,-0.52,0.3,0.0,-0.0042,0.0009,-0.0092,0.675,0.434,,1.277,,,,,
0.538,,-0.2414,0.0656,0.013,-0.02,-0.51,0.3,0.0,-0.0041,-0.0008,-0.0108,0.675,0.434,2.446,1.279,,,,,
0.586,,-0.2409,0.0659,0.013,-0.03,-0.52,0.27,0.0,-0.0007,0.0007,-0.0047,0.677,0.428,2.446,1.279,,,,,
0.637,,-0.2414,0.0656,0.012,-0.02,-0.51,0.29,0.0,-0.0035,-0.0015,-0.0011,0.677,0.428,,1.292,,,,,
0.7,,-0.2413,0.0659,0.013,-0.02,-0.53,0.29,0.0,-0.0037,0.0001,-0.0021,0.675,0.428,,1.292,,,,,
0.74,,-0.2411,0.0659,0.012,-0.02,-0.53,0.28,0.0,-0.002,0.0002,0.0002,0.675,0.428,,1.286,,,,,
0.791,,-0.2404,0.0654,0.015,-0.03,-0.51,0.25,0.0,0.002,-0.0026,-0.0015,0.676,0.428,,1.286,,,,,
0.84,,-0.2413,0.0657,0.015,-0.02,-0.52,0.29,0.0,-0.004,-0.0009,0.0051,0.676,0.428,,1.287,,,,,
0.9,,-0.2404,0.0657,0.015,-0.03,-0.52,0.24,0.0,0.0022,-0.0009,0.0082,0.675,0.427,,1.287,,,,,
0.942,,-0.2412,0.0659,0.011,-0.02,-0.53,0.28,0.0,-0.0027,0.0002,0.0086,0.675,0.427,,1.289,,,,,
1.004,,-0.2412,0.0662,0.013,-0.02,-0.55,0.28,0.0,-0.0023,0.002,-0.0026,0.677,0.428,,1.289,,,,,
1.036,,-0.2414,0.0662,0.012,-0.02,-0.54,0.29,0.0,-0.0036,0.0019,-0.0039,0.677,0.428,2.496,1.285,,,,,
1.086,,-0.2412,0.0661,0.011,-0.02,-0.54,0.28,0.0,-0.0021,0.0015,-0.0074,0.674,0.431,2.496,1.285,,,,,
1.149,,-0.2415,0.0659,0.014,-0.02,-0.53,0.29,0.0,-0.0033,-0.0003,-0.0105,0.674,0.431,,1.288,,,,,
1.194,,-0.2412,0.0656,0.012,-0.02,-0.51,0.27,0.0,-0.0014,-0.0021,-0.0035,0.674,0.425,,1.288,,,,,
1.239,,-0.2416,0.0659,0.011,-0.02,-0.52,0.28,0.0,-0.0029,-0.0004,-0.0045,0.674,0.425,,1.29,,,,,
1.296,,-0.2412,0.0659,0.013,-0.02,-0.52,0.27,0.0,-0.0013,-0.0006,-0.0073,0.676,0.428,,1.29,,,,,
1.361,,-0.2404,0.0659,0.011,-0.02,-0.52,0.22,0.0,0.0036,-0.0004,-0.0024,0.676,0.428,,1.267,,,,,
1.392,,-0.2405,0.066,0.01,-0.02,-0.52,0.23,0.0,0.0037,-0.0003,-0.0054,0.679,0.426,,1.267,,,,,
1.453,,-0.2416,0.0659,0.013,-0.01,-0.52,0.29,0.0,-0.0029,-0.0007,-0.0089,0.679,0.426,,1.279,,,,,
1.49,,-0.2406,0.0656,0.011,-0.02,-0.51,0.24,0.0,0.003,-0.0019,-0.0021,0.678,0.43,,1.279,,,,,
1.536,,-0.2407,0.0663,0.01,-0.02,-0.54,0.24,0.0,0.0032,0.0015,-0.0036,0.678,0.43,,1.281,,,,,
1.586,,-0.2416,0.0659,0.012,-0.02,-0.53,0.28,0.0,-0.0021,-0.0001,-0.0071,0.675,0.429,,1.281,,,,,
1.661,,-0.2413,0.0657,0.011,-0.02,-0.52,0.28,0.0,-0.0005,-0.0014,-0.0034,0.675,0.429,,1.288,,,,,
1.707,,-0.2413,0.0657,0.013,-0.02,-0.52,0.29,0.0,-0.0008,-0.001,-0.0036,0.677,0.428,,1.288,,,,,
