time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.276,,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.409,,0.219,,,,,
0.28,,-0.0035,0.0003,0.015,0.03,-0.62,0.6,0.0,-0.0031,0.0027,-0.0006,0.689,0.409,,0.222,,,,,
0.284,,-0.0028,-0.0004,0.017,0.03,-0.59,0.57,0.0,-0.0025,0.0026,-0.0011,0.689,0.409,,0.222,,,,,
0.288,,-0.0033,0.0001,0.017,0.04,-0.61,0.59,0.0,-0.0013,0.0034,0.0026,0.691,0.406,,0.214,,,,,
0.294,,-0.0031,0.0003,0.017,0.03,-0.62,0.59,0.0,-0.0049,0.0034,0.0048,0.691,0.406,,0.214,,,,,
0.34,,-0.0049,-0.0006,0.017,0.04,-0.58,0.66,0.0,-0.0024,-0.0012,0.0061,0.688,0.408,2.446,0.217,,,,,
0.38,,-0.0025,-0.0007,0.016,0.04,-0.57,0.56,0.0,-0.0051,0.0025,0.0057,0.688,0.408,2.446,0.217,,,,,
0.429,,-0.0034,0.0003,0.016,0.04,-0.62,0.59,0.0,-0.0052,0.0044,0.003,0.688,0.407,,0.222,,,,,
0.491,,-0.0034,-0.0017,0.016,0.04,-0.53,0.59,0.0,-0.0016,0.0046,0.001,0.688,0.407,,0.222,,,,,
0.529,,-0.0034,-0.0005,0.016,0.04,-0.58,0.59,0.0,-0.0044,-0.0007,-0.0007,0.688,0.408,,0.216,,,,,
0.586,,-0.0041,0.0001,0.016,0.04,-0.61,0.61,0.0,-0.0014,0.0037,-0.0015,0.688,0.408,,0.216,,,,,
0.64,,-0.0035,0.0004,0.017,0.04,-0.61,0.59,0.0,-0.0015,0.0004,-0.0012,0.688,0.407,,0.219,,,,,
0.683,,-0.003,0.0004,0.018,0.04,-0.61,0.57,0.0,-0.0072,-0.0064,0.0014,0.688,0.407,,0.219,,,,,
0.729,,-0.0038,0.0005,0.016,0.04,-0.61,0.61,0.0,-0.0062,-0.0002,0.0054,0.689,0.409,,0.223,,,,,
0.791,,-0.0031,0.0004,0.017,0.04,-0.62,0.57,0.0,-0.0033,0.0003,0.0014,0.689,0.409,,0.223,,,,,
0.845,,-0.0031,-0.0002,0.015,0.04,-0.59,0.58,0.0,-0.0024,0.0015,0.0013,0.686,0.408,,0.218,,,,,
0.884,,-0.0031,-0.0004,0.018,0.05,-0.58,0.58,0.0,-0.0025,0.0025,-0.004,0.686,0.408,,0.218,,,,,
0.93,,-0.0041,-0.0012,0.016,0.05,-0.54,0.62,0.0,-0.0027,0.0017,0.0014,0.69,0.41,,0.223,,,,,
1.01,,-0.0033,-0.0002,0.017,0.05,-0.59,0.59,0.0,-0.003,0.0008,-0.0011,0.69,0.41,,0.223,,,,,
1.039,,-0.0032,-0.0002,0.014,0.05,-0.59,0.57,0.0,-0.0042,0.0054,-0.0008,0.685,0.408,,0.218,,,,,
1.101,,-0.0034,-0.0008,0.016,0.05,-0.56,0.58,0.0,-0.0028,-0.002,-0.0075,0.685,0.408,,0.218,,,,,
1.133,,-0.0032,0.0004,0.017,0.05,-0.63,0.57,0.0,-0.0062,-0.0053,-0.0056,0.685,0.408,,0.218,,,,,
1.18,,-0.0046,0.0004,0.015,0.05,-0.63,0.63,0.0,-0.0054,0.0008,-0.0014,0.685,0.408,,0.218,,,,,
1.229,,-0.0037,-0.0002,0.017,0.05,-0.59,0.58,0.0,-0.0038,0.0046,-0.0045,0.687,0.408,,0.222,,,,,
1.305,,-0.0035,-0.0012,0.015,0.05,-0.54,0.56,0.0,-0.0033,-0.004,-0.0009,0.687,0.408,,0.222,,,,,
1.336,,-0.0037,0.0003,0.017,0.05,-0.62,0.57,0.0,-0.0034,0.0008,-0.0031,0.685,0.406,2.464,0.222,,,,,
1.397,,-0.0033,-0.0001,0.018,0.05,-0.59,0.56,0.0,-0.0012,0.0003,0.0007,0.685,0.406,2.464,0.222,,,,,
1.431,,-0.0044,-0.0005,0.016,0.06,-0.57,0.62,0.0,-0.0049,0.0056,0.0051,0.692,0.408,,0.219,,,,,
1.479,,-0.0038,-0.0012,0.015,0.06,-0.54,0.58,0.0,0.0001,-0.0015,0.0017,0.692,0.408,,0.219,,,,,
1.529,,-0.0045,-0.0012,0.015,0.06,-0.54,0.62,0.0,-0.0077,0.0051,-0.0021,0.69,0.406,,0.218,,,,,
1.601,,-0.0021,-0.0012,0.015,0.06,-0.54,0.5,0.0,-0.0,0.0013,-0.0043,0.69,0.406,,0.218,,,,,
