time_s,state,x_m,y_m,z_down_m,edge_event,edge_x_m,edge_y_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,local_x_min_m,local_x_max_m,local_y_min_m,local_y_max_m
1.445,,7.9368,-2.4909,0.018,,,,-1.41,-1.33,0.28,0.0,-0.0001,-0.0058,0.0006,0.677,0.409,1.212,0.238,,,,,,,
1.478,,7.937,-2.4901,0.017,,,,-1.41,-1.36,0.27,0.0,0.0013,-0.0014,0.0004,0.677,0.409,1.201,0.232,,,,,,,
1.523,,7.9368,-2.4903,0.017,,,,-1.4,-1.35,0.28,0.0,-0.0002,-0.003,0.0042,0.675,0.419,1.201,0.232,,,,,,,
1.574,,7.9377,-2.4905,0.018,,,,-1.4,-1.35,0.24,0.0,0.004,-0.0034,0.0041,0.675,0.419,1.204,0.239,,,,,,,
1.623,,7.9363,-2.4903,0.016,,,,-1.4,-1.36,0.3,0.0,-0.0038,-0.002,0.0028,0.675,0.408,1.204,0.239,,,,,,,
1.704,,7.9375,-2.491,0.014,,,,-1.4,-1.32,0.25,0.0,0.0025,-0.0065,0.0025,0.675,0.408,1.203,0.237,,,,,,,
1.739,,7.9361,-2.4909,0.018,,,,-1.39,-1.33,0.3,0.0,-0.0048,-0.0058,0.0003,0.672,0.419,1.203,0.237,,,,,,,
1.773,,7.9372,-2.491,0.018,,,,-1.39,-1.33,0.24,0.0,0.0018,-0.0056,0.0006,0.672,0.419,1.195,0.231,,,,,,,
1.823,,7.9361,-2.4903,0.016,,,,-1.39,-1.36,0.29,0.0,-0.004,-0.0019,0.0002,0.673,0.41,1.195,0.231,,,,,,,
1.874,,7.937,-2.4901,0.016,,,,-1.39,-1.37,0.25,0.0,0.0013,-0.0009,-0.0001,0.673,0.41,1.201,0.238,,,,,,,
1.936,,7.9362,-2.4907,0.017,,,,-1.38,-1.35,0.28,0.0,-0.0032,-0.0043,-0.0006,0.671,0.418,1.201,0.238,,,,,,,
1.98,,7.9368,-2.4907,0.017,,,,-1.38,-1.35,0.26,0.0,0.0002,-0.0041,-0.0007,0.671,0.418,1.193,0.235,,,,,,,
2.025,,7.9361,-2.4903,0.017,,,,-1.38,-1.36,0.3,0.0,-0.0035,-0.0013,0.0001,0.674,0.412,1.193,0.235,,,,,,,
2.073,,7.9368,-2.4908,0.016,,,,-1.38,-1.34,0.26,0.0,0.0006,-0.004,-0.0002,0.674,0.412,1.192,0.235,,,,,,,
2.125,,7.9363,-2.4908,0.013,,,,-1.37,-1.34,0.29,0.0,-0.0019,-0.0039,-0.0101,0.671,0.418,1.192,0.235,,,,,,,
2.174,,7.9368,-2.4906,0.018,,,,-1.37,-1.35,0.27,0.0,0.0008,-0.0027,-0.01,0.671,0.418,1.198,0.237,,,,,,,
2.257,,7.9383,-2.4904,0.017,,,,-1.37,-1.36,0.21,0.0,0.0086,-0.0017,-0.0002,0.672,0.413,1.198,0.237,,,,,,,
2.296,,7.9368,-2.4894,0.017,,,,-1.37,-1.4,0.27,0.0,0.0004,0.0032,-0.0006,0.672,0.413,1.19,0.235,,,,,,,
2.323,,7.9363,-2.4908,0.016,,,,-1.36,-1.33,0.29,0.0,-0.0024,-0.0045,-0.0006,0.677,0.418,1.19,0.235,,,,,,,
2.373,,7.9381,-2.4908,0.019,,,,-1.36,-1.33,0.22,0.0,0.0074,-0.0051,-0.0006,0.677,0.418,1.191,0.232,,,,,,,
2.423,,7.9369,-2.487,0.014,,,,-1.36,-1.47,0.27,0.0,0.0007,0.013,-0.0037,0.67,0.414,1.191,0.232,,,,,,,
2.483,,0.0,-0.0001,0.016,,,,-0.0,-0.01,-0.0,0.0,0.0015,-0.0078,-0.0006,0.67,0.414,1.189,0.235,,,,,,,
2.532,,-0.0005,-0.0002,0.016,,,,-0.01,-0.15,0.21,0.0,-0.0057,-0.0115,-0.0012,0.669,0.42,1.189,0.235,,,,,,,
2.575,,0.0005,-0.001,0.018,,,,-0.01,-0.17,-0.14,0.0,0.0095,-0.0216,-0.0017,0.669,0.42,1.191,0.235,,,,,,,
2.623,,0.001,0.0003,0.014,,,,-0.01,-0.82,-0.18,0.0,0.0137,-0.0056,-0.0044,0.672,0.408,1.191,0.235,,,,,,,
2.673,,-0.0008,-0.0019,0.017,,,,-0.02,-0.51,0.3,0.0,-0.0048,-0.0257,-0.0049,0.672,0.408,1.191,0.24,,,,,,,
2.722,,-0.001,-0.0015,0.017,,,,-0.02,-0.78,0.3,0.0,-0.0043,-0.0193,0.0002,0.675,0.417,1.191,0.24,,,,,,,
2.799,,0.0003,-0.0,0.018,,,,-0.02,-1.1,0.12,0.0,0.0059,-0.0063,-0.0002,0.675,0.417,1.192,0.237,,,,,,,
2.837,,-0.0006,-0.0007,0.015,,,,-0.02,-1.06,0.26,0.0,-0.0012,-0.0112,-0.0025,0.671,0.411,1.192,0.237,,,,,,,
2.873,,-0.0003,-0.0012,0.018,,,,-0.03,-1.06,0.24,0.0,0.0012,-0.0141,-0.0021,0.671,0.411,1.203,0.235,,,,,,,
2.923,,0.0009,-0.0013,0.018,,,,-0.03,-1.11,0.14,0.0,0.0091,-0.0132,0.0028,0.678,0.418,1.203,0.235,,,,,,,
2.973,,0.0004,0.0,0.016,,,,-0.03,-1.25,0.19,0.0,0.0051,-0.0043,0.002,0.678,0.418,1.205,0.235,,,,,,,
3.026,,0.0001,-0.0009,0.016,,,,-0.04,-1.2,0.23,0.0,0.0028,-0.0101,-0.0034,0.672,0.413,1.205,0.235,,,,,,,
3.079,,-0.0001,-0.0004,0.017,,,,-0.04,-1.25,0.25,0.0,0.0011,-0.007,-0.0032,0.672,0.413,1.191,0.236,,,,,,,
3.122,,0.0003,-0.0011,0.016,,,,-0.04,-1.23,0.24,0.0,0.0031,-0.0103,-0.0034,0.676,0.419,1.191,0.236,,,,,,,
3.173,,0.0001,-0.001,0.018,,,,-0.05,-1.26,0.26,0.0,0.0014,-0.0094,-0.0029,0.676,0.419,1.198,0.234,,,,,,,
3.223,,0.0,-0.0007,0.017,,,,-0.05,-1.29,0.27,0.0,0.001,-0.007,0.0007,0.672,0.41,1.198,0.234,,,,,,,
3.297,,-0.0002,-0.0009,0.017,,,,-0.05,-1.29,0.3,0.0,-0.0006,-0.0079,0.0006,0.672,0.41,1.195,0.235,,,,,,,
3.345,,-0.0012,-0.0002,0.016,,,,-0.06,-1.34,0.35,0.0,-0.0057,-0.0033,-0.0023,0.676,0.42,1.195,0.235,,,,,,,
3.384,,0.0002,0.0001,0.016,,,,-0.06,-1.35,0.27,0.0,0.0025,-0.002,-0.0018,0.676,0.42,1.201,0.234,,,,,,,
3.422,,-0.0007,-0.0006,0.018,,,,-0.06,-1.32,0.32,0.0,-0.0022,-0.0054,0.001,0.67,0.411,1.201,0.234,,,,,,,
3.473,,-0.0003,-0.0006,0.018,,,,-0.06,-1.32,0.31,0.0,0.0001,-0.0055,0.0013,0.67,0.411,1.192,0.234,,,,,,,
3.523,,-0.0003,-0.0008,0.016,,,,-0.07,-1.31,0.31,0.0,-0.0006,-0.0066,-0.0005,0.672,0.418,1.192,0.234,,,,,,,
3.581,,-0.0003,-0.0001,0.018,,,,-0.07,-1.35,0.31,0.0,-0.001,-0.0026,-0.0008,0.672,0.418,1.194,0.237,,,,,,,
3.628,,-0.0013,-0.0006,0.019,,,,-0.08,-1.34,0.35,0.0,-0.0057,-0.0046,0.0048,0.675,0.412,1.194,0.237,,,,,,,
3.677,,-0.0005,-0.0025,0.014,,,,-0.08,-1.26,0.31,0.0,-0.0014,-0.0139,0.0047,0.675,0.412,1.191,0.235,,,,,,,
3.723,,-0.001,-0.002,0.017,,,,-0.08,-1.31,0.33,0.0,-0.0031,-0.0098,-0.0035,0.676,0.419,1.191,0.235,,,,,,,
3.773,,-0.0012,-0.0028,0.018,,,,-0.09,-1.28,0.34,0.0,-0.004,-0.0125,-0.0034,0.676,0.419,1.195,0.232,,,,,,,
3.822,,-0.0008,-0.0023,0.016,,,,-0.09,-1.32,0.31,0.0,-0.0007,-0.0086,-0.002,0.672,0.408,1.195,0.232,,,,,,,
3.896,,-0.0014,-0.0016,0.018,,,,-0.09,-1.37,0.34,0.0,-0.0035,-0.0038,-0.0018,0.672,0.408,1.199,0.236,,,,,,,
3.959,,-0.0028,0.0008,0.016,,,,-0.1,-1.45,0.39,0.0,-0.0087,0.0072,-0.002,0.673,0.42,1.199,0.236,,,,,,,
3.979,,-0.0027,0.0007,0.016,,,,-0.1,-1.41,0.37,0.0,-0.0063,0.0039,-0.0022,0.673,0.42,1.2,0.235,,,,,,,
4.022,,-0.0017,0.0006,0.017,,,,-0.1,-1.4,0.31,0.0,0.0004,0.002,-0.0022,0.674,0.411,1.2,0.235,,,,,,,
4.073,,-0.0031,0.0013,0.019,,,,-0.11,-1.41,0.36,0.0,-0.0061,0.0044,-0.0018,0.674,0.411,1.193,0.235,,,,,,,
4.128,,-0.0028,0.0002,0.019,,,,-0.11,-1.35,0.34,0.0,-0.0049,-0.0022,0.0065,0.673,0.417,1.193,0.235,,,,,,,
4.183,,-0.0017,0.0013,0.017,,,,-0.11,-1.38,0.29,0.0,0.0013,0.0026,0.0062,0.673,0.417,1.189,0.24,,,,,,,
4.222,,-0.0032,0.0013,0.016,,,,-0.12,-1.38,0.34,0.0,-0.006,0.0019,-0.0026,0.675,0.41,1.189,0.24,,,,,,,
4.272,,-0.0034,0.0015,0.016,,,,-0.12,-1.38,0.35,0.0,-0.0065,0.0021,-0.0026,0.675,0.41,1.189,0.233,,,,,,,
4.322,,-0.0035,0.0022,0.017,,,,-0.12,-1.4,0.35,0.0,-0.006,0.0047,-0.0038,0.673,0.419,1.189,0.233,,,,,,,
4.382,,-0.0026,0.0004,0.015,,,,-0.12,-1.31,0.3,0.0,-0.0004,-0.0056,-0.004,0.673,0.419,1.182,0.235,,,,,,,
4.444,,-0.0032,0.0021,0.017,,,,-0.13,-1.39,0.33,0.0,-0.0036,0.004,-0.0039,0.673,0.412,1.182,0.235,,,,,,,
4.484,,-0.0022,0.0004,0.018,,,,-0.13,-1.3,0.28,0.0,0.0027,-0.0063,-0.0034,0.673,0.412,1.184,0.238,,,,,,,
4.523,,-0.0031,0.002,0.018,,,,-0.14,-1.37,0.32,0.0,-0.0019,0.0019,0.0031,0.673,0.419,1.184,0.238,,,,,,,
4.572,,-0.0028,0.0008,0.016,,,,-0.14,-1.33,0.3,0.0,-0.0002,-0.0039,0.0031,0.673,0.419,1.187,0.234,,,,,,,
4.622,,-0.0033,0.0013,0.019,,,,-0.15,-1.34,0.33,0.0,-0.0034,-0.0021,0.0036,0.673,0.41,1.187,0.234,,,,,,,
4.673,,-0.0036,0.0022,0.016,,,,-0.15,-1.39,0.34,0.0,-0.0046,0.0037,0.0037,0.673,0.41,1.177,0.235,,,,,,,
4.744,,-0.0033,0.0013,0.016,,,,-0.15,-1.34,0.33,0.0,-0.0034,-0.0019,-0.0037,0.672,0.423,1.177,0.235,,,,,,,
4.772,,-0.0029,0.0006,0.015,,,,-0.16,-1.32,0.31,0.0,-0.0008,-0.0055,-0.0034,0.672,0.423,1.185,0.238,,,,,,,
4.822,,-0.0022,0.0008,0.017,,,,-0.16,-1.33,0.28,0.0,0.003,-0.0042,-0.0041,0.674,0.41,1.185,0.238,,,,,,,
4.872,,-0.0033,0.0017,0.017,,,,-0.16,-1.37,0.34,0.0,-0.0034,0.0011,-0.0038,0.674,0.41,1.178,0.239,,,,,,,
4.943,,-0.0017,-0.0002,0.019,,,,-0.17,-1.29,0.27,0.0,0.0049,-0.0094,0.004,0.673,0.418,1.178,0.239,,,,,,,
4.995,,-0.0031,0.002,0.018,,,,-0.17,-1.38,0.34,0.0,-0.0029,0.002,0.0037,0.673,0.418,1.19,0.238,,,,,,,
5.025,,-0.0029,0.0002,0.019,,,,-0.17,-1.31,0.33,0.0,-0.0017,-0.0073,0.0066,0.672,0.411,1.19,0.238,,,,,,,
5.072,,-0.0018,-0.0,0.018,,,,-0.18,-1.3,0.27,0.0,0.0044,-0.0084,0.0065,0.672,0.411,1.187,0.238,,,,,,,
5.124,,-0.0029,0.0006,0.018,,,,-0.18,-1.33,0.33,0.0,-0.0022,-0.005,0.0027,0.675,0.417,1.187,0.238,,,,,,,
5.172,,-0.0027,0.0002,0.017,,,,-0.19,-1.32,0.32,0.0,-0.001,-0.0067,0.0024,0.675,0.417,1.187,0.234,,,,,,,
5.224,,-0.0032,0.0019,0.019,,,,-0.19,-1.39,0.34,0.0,-0.0033,0.0023,0.0012,0.672,0.412,1.187,0.234,,,,,,,
5.291,,-0.0025,0.0004,0.017,,,,-0.2,-1.33,0.3,0.0,0.0001,-0.0064,0.0008,0.672,0.412,1.185,0.238,,,,,,,
5.323,,-0.003,-0.0,0.016,,,,-0.2,-1.31,0.32,0.0,-0.0021,-0.0091,-0.0067,0.675,0.415,1.185,0.238,,,,,,,
5.372,,-0.0042,0.0048,0.016,,,,-0.2,-1.53,0.37,0.0,-0.0091,0.0181,-0.0071,0.675,0.415,1.179,0.239,,,,,,,
5.423,,-0.0027,0.0037,0.019,,,,-0.21,-1.45,0.3,0.0,-0.0004,0.0092,-0.0021,0.673,0.41,1.179,0.239,,,,,,,
5.487,,-0.0036,0.004,0.018,,,,-0.21,-1.44,0.34,0.0,-0.0052,0.0087,-0.0024,0.673,0.41,1.187,0.236,,,,,,,
5.532,,-0.0034,0.0053,0.015,,,,-0.21,-1.47,0.33,0.0,-0.0044,0.0129,-0.007,0.675,0.421,1.187,0.236,,,,,,,
5.579,,-0.0032,0.0034,0.017,,,,-0.22,-1.37,0.32,0.0,-0.003,0.0002,-0.0071,0.675,0.421,1.189,0.233,,,,,,,
5.623,,-0.003,0.0036,0.017,,,,-0.22,-1.36,0.3,0.0,-0.0013,-0.0003,-0.0038,0.672,0.411,1.189,0.233,,,,,,,
5.673,,-0.0026,0.0036,0.016,,,,-0.23,-1.36,0.28,0.0,0.0009,-0.0008,-0.004,0.672,0.411,1.183,0.238,,,,,,,
5.723,,-0.0026,0.0043,0.016,,,,-0.23,-1.37,0.29,0.0,0.0006,0.0024,-0.0052,0.672,0.419,1.183,0.238,,,,,,,
5.804,,-0.0028,0.004,0.018,,,,-0.24,-1.36,0.3,0.0,-0.0008,0.0001,-0.0051,0.672,0.419,1.18,0.234,,,,,,,
5.844,,-0.0037,0.0054,0.017,,,,-0.24,-1.41,0.33,0.0,-0.0055,0.0067,0.0005,0.674,0.411,1.18,0.234,,,,,,,
5.872,,-0.0032,0.0054,0.016,,,,-0.25,-1.41,0.29,0.0,-0.0021,0.0065,-0.0002,0.674,0.411,1.181,0.235,,,,,,,
5.922,,-0.0028,0.0039,0.018,,,,-0.25,-1.34,0.26,0.0,0.0018,-0.0017,0.0009,0.674,0.422,1.181,0.235,,,,,,,
5.972,,-0.0027,0.0043,0.014,,,,-0.26,-1.35,0.28,0.0,0.0023,0.0005,0.0013,0.674,0.422,1.179,0.231,,,,,,,
6.034,,-0.0028,0.0043,0.017,,,,-0.26,-1.35,0.28,0.0,0.003,0.0003,-0.0027,0.671,0.411,1.179,0.231,,,,,,,
6.08,,-0.0028,0.0034,0.017,,,,-0.26,-1.31,0.28,0.0,0.0041,-0.0045,-0.0034,0.671,0.411,1.185,0.232,,,,,,,
6.155,,-0.0034,0.0045,0.016,,,,-0.26,-1.36,0.32,-0.0,0.0006,0.0021,-0.0018,0.673,0.414,1.185,0.232,,,,,,,
6.177,,-0.0046,0.0053,0.019,,,,-0.27,-1.38,0.42,-0.0,-0.0064,0.0092,-0.0012,0.673,0.414,1.184,0.234,,,,,,,
6.222,,-0.004,0.0035,0.015,,,,-0.32,-1.3,0.43,-0.0,-0.0063,0.0083,-0.0041,0.673,0.412,1.184,0.234,,,,,,,
6.271,,-0.0041,0.0054,0.016,,,,-0.32,-1.32,0.44,-0.0,-0.0083,0.0252,-0.0046,0.673,0.412,1.18,0.23,,,,,,,
6.354,,-0.0047,0.0048,0.015,,,,-0.43,-1.16,0.44,-0.0,-0.013,0.0263,-0.0051,0.67,0.417,1.18,0.23,,,,,,,
6.388,,-0.0033,0.0046,0.014,,,,-0.42,-0.73,0.36,-0.0,-0.0064,0.0271,0.0024,0.67,0.417,1.182,0.231,,,,,,,
6.426,,-0.0042,0.0018,0.011,,,,-0.42,-0.07,0.32,-0.0,-0.0123,0.0097,-0.001,0.675,0.412,1.182,0.231,,,,,,,
6.471,,-0.001,-0.0048,0.002,,,,-0.51,0.75,-0.05,-0.0,0.006,-0.0306,0.0278,0.675,0.412,1.179,0.201,,,,,,,
6.521,,-0.0101,0.0101,0.0,,,,-0.59,-0.16,0.67,-0.0,-0.0442,0.0501,0.0185,0.68,0.419,1.179,0.201,,,,,,,
6.584,,-0.0089,0.0167,0.0,,,,-0.76,0.18,-0.07,-0.0,-0.0294,0.0697,0.0677,0.68,0.419,1.183,,,,,,,,
6.64,,-0.0037,0.0176,0.005,,,,-0.87,0.63,-0.39,-0.0,0.007,0.0536,0.0823,0.683,0.413,1.183,,,,,,,,
6.685,,0.0029,0.0088,0.017,entry,-0.0037,0.0176,-0.95,1.34,-0.69,-0.0,0.0451,-0.0134,0.1217,0.683,0.413,1.182,1.391,,,,,,,
6.723,,0.0009,0.0026,0.033,,,,-1.01,1.35,-0.3,-0.0,0.0288,-0.0508,0.1727,0.683,0.419,1.182,1.391,,,,,,,
6.772,,-0.0009,-0.0029,0.048,,,,-1.06,0.45,0.32,-0.0,0.0125,-0.0727,0.173,0.683,0.419,1.175,1.392,,,,,,,
6.822,,-0.0008,-0.0089,0.065,,,,-1.22,-0.15,0.51,-0.0,0.0064,-0.0843,0.2199,0.678,0.439,1.175,1.392,,,,,,,
6.9,,-0.002,-0.0123,0.078,,,,-1.39,-0.48,0.29,-0.0,-0.0043,-0.0786,0.1909,0.678,0.439,1.185,1.399,,,,,,,
6.932,,-0.0027,-0.0151,0.087,,,,-1.57,-0.89,0.23,-0.0,-0.0088,-0.0677,0.1981,0.684,,1.185,1.399,,,,,,,
6.975,,-0.0052,-0.0159,0.094,,,,-1.75,-0.89,0.07,-0.0,-0.0196,-0.0491,0.1697,0.684,,1.175,1.405,,,,,,,
7.021,,-0.0078,-0.0156,0.106,,,,-1.88,-0.84,-0.21,-0.0,-0.0267,-0.0295,0.1563,0.682,,1.175,1.405,,,,,,,
7.072,,-0.0082,-0.0158,0.106,,,,-2.0,-0.83,-0.33,-0.0,-0.0203,-0.0176,0.138,0.682,,1.179,1.397,,,,,,,
7.138,,-0.009,-0.0144,0.116,,,,-2.0,-0.71,-0.4,-0.0,-0.0164,-0.0023,0.1137,0.688,,1.179,1.397,,,,,,,
7.189,,-0.0101,-0.0128,0.118,,,,-2.1,-0.42,-0.5,-0.0,-0.0141,0.0102,0.1056,0.688,,1.174,1.405,,,,,,,
7.225,,-0.0124,-0.0111,0.124,,,,-2.13,-0.12,-0.29,-0.0,-0.0176,0.0174,0.0869,0.687,,1.174,1.405,,,,,,,
7.272,,-0.0115,-0.0093,0.125,,,,-2.18,0.17,-0.2,-0.0,-0.0087,0.0209,0.0823,0.687,,1.169,1.404,,,,,,,
7.321,,-0.0129,-0.0085,0.121,,,,-2.11,0.45,-0.17,-0.0,-0.011,0.0182,0.0491,0.689,,1.169,1.404,,,,,,,
7.372,,-0.0128,-0.0077,0.127,,,,-2.0,0.6,-0.13,-0.0,-0.0077,0.0136,0.0599,0.689,,1.165,1.416,,,,,,,
7.434,,-0.0126,-0.0074,0.133,,,,-1.89,0.65,-0.18,-0.0,-0.0043,0.007,0.0709,0.692,,1.165,1.416,,,,,,,
7.494,,-0.0117,-0.0075,0.134,,,,-1.68,0.74,-0.15,-0.0,0.001,0.0002,0.0666,0.692,,1.17,1.403,,,,,,,
7.523,,-0.011,-0.0079,0.132,,,,-1.48,0.65,-0.19,-0.0,0.0046,-0.0066,0.056,0.694,,1.17,1.403,,,,,,,
7.571,,-0.0098,-0.012,0.14,,,,-1.29,0.59,-0.15,-0.0,0.0095,-0.0243,0.068,0.694,,1.164,1.404,,,,,,,
7.621,,-0.0089,-0.0134,0.142,,,,-1.19,0.43,-0.1,-0.0,0.0118,-0.0291,0.0762,0.692,,1.164,1.404,,,,,,,
7.693,,-0.0061,-0.0172,0.142,,,,-1.15,0.21,-0.15,-0.0,0.0201,-0.0394,0.0743,0.692,,1.171,1.398,,,,,,,
7.752,,-0.0055,-0.0196,0.148,,,,-1.07,-0.04,0.03,-0.0,0.019,-0.0416,0.0772,0.686,,1.171,1.398,,,,,,,
7.794,,-0.0035,-0.0236,0.152,,,,-0.99,-0.26,-0.01,-0.0,0.0226,-0.0469,0.0828,0.686,,1.17,1.403,,,,,,,
7.821,,-0.002,-0.0277,0.159,,,,-0.93,-0.44,-0.02,-0.0,0.0243,-0.0499,0.0889,0.679,,1.17,1.403,,,,,,,
7.871,,-0.0011,-0.031,0.166,,,,-0.84,-0.64,0.07,-0.0,0.0233,-0.0484,0.091,0.679,,1.177,1.397,,,,,,,
7.921,,0.0,-0.0343,0.169,,,,-0.75,-0.71,0.17,-0.0,0.0223,-0.0457,0.0929,0.681,,1.177,1.397,,,,,,,
7.972,,0.0013,-0.0379,0.172,,,,-0.67,-0.66,0.25,-0.0,0.0211,-0.0448,0.0893,0.681,,1.184,1.386,,,,,,,
8.027,,0.0015,-0.0399,0.181,,,,-0.54,-0.71,0.3,-0.0,0.0159,-0.0387,0.0956,0.679,,1.184,1.386,,,,,,,
8.072,,0.0034,-0.0421,0.185,,,,-0.5,-0.6,0.18,-0.0,0.0173,-0.0343,0.0881,0.679,,1.191,1.382,,,,,,,
8.121,,0.0045,-0.0448,0.189,,,,-0.37,-0.57,0.28,-0.0,0.0167,-0.0327,0.0821,0.676,,1.191,1.382,,,,,,,
8.173,ROTATION_SCAN,0.0072,-0.0479,0.194,,,,-0.23,-0.53,0.25,-0.0,0.0203,-0.0328,0.077,0.676,,1.187,1.38,,,,,,,
8.232,ROTATION_SCAN,0.009,-0.0502,0.201,,,,0.01,-0.52,0.29,15.0,0.0209,-0.0308,0.0813,0.67,,1.187,1.38,,,,,,,
8.304,ROTATION_SCAN,0.0091,-0.0523,0.204,,,,0.3,-0.71,0.36,15.0,0.0157,-0.0282,0.0658,0.67,,1.19,1.376,,,,,,,
8.34,ROTATION_SCAN,0.0114,-0.0537,0.204,,,,0.6,-0.78,0.28,15.0,0.0177,-0.0221,0.0535,0.67,,1.19,1.376,,,,,,,
8.379,ROTATION_SCAN,0.0124,-0.0552,0.208,,,,1.04,-0.97,0.38,15.0,0.0154,-0.0164,0.0542,0.67,,1.185,1.382,,,,,,,
8.427,ROTATION_SCAN,0.0137,-0.0559,0.212,,,,1.49,-1.01,0.38,15.0,0.0138,-0.0084,0.0531,0.674,,1.185,1.382,,,,,,,
8.478,ROTATION_SCAN,0.0164,-0.0558,0.21,,,,2.02,-0.9,0.47,15.0,0.0161,0.0005,0.048,0.674,,1.194,1.381,,,,,,,
