time_s,x_m,y_m,z_down_m
0.233,-0.0685,0.0115,0.011
0.236,-0.0684,0.0108,0.011
0.33,-0.0684,0.0108,0.011
0.438,-0.068,0.0115,0.01
0.541,-0.0681,0.0117,0.012
0.629,-0.0687,0.0115,0.011
0.73,-0.0683,0.0119,0.011
0.848,-0.0686,0.0115,0.012
0.94,-0.0689,0.0109,0.011
1.03,-0.0687,0.0117,0.011
1.14,-0.0689,0.0117,0.01
1.231,-0.0687,0.0115,0.011
1.329,-0.0685,0.0115,0.011
1.429,-0.0684,0.0115,0.008
1.53,-0.0686,0.0118,0.012
1.629,-0.0691,0.0113,0.01
1.743,-0.0688,0.0118,0.009
1.829,-0.0695,0.012,0.011
1.93,-0.0689,0.0126,0.012
2.042,-0.0689,0.0115,0.009
2.128,-0.0688,0.0115,0.011
2.228,-0.0683,0.0115,0.009
2.331,-0.0692,0.0109,0.012
2.429,-0.0697,0.012,0.011
2.529,-0.069,0.0115,0.01
2.632,-0.0689,0.0117,0.011
2.729,-0.0689,0.0115,0.01
2.858,0.0001,0.0001,0.01
2.928,-0.0001,0.0009,0.01
3.029,-0.0005,0.001,0.011
3.154,0.0002,0.002,0.01
3.242,-0.0004,-0.0,0.011
3.33,-0.001,0.0009,0.01
3.443,-0.0004,0.0007,0.011
3.528,-0.0001,-0.0001,0.01
3.629,-0.0001,0.0007,0.01
3.731,-0.0001,-0.0001,0.01
3.828,-0.0001,-0.0,0.01
3.929,0.0002,0.0006,0.011
4.05,-0.0008,0.0006,0.01
4.129,0.0001,0.0008,0.011
4.229,-0.0001,-0.0,0.01
4.35,0.0001,0.0006,0.01
4.429,0.0001,0.0009,0.011
4.528,-0.0005,0.0009,0.01
4.63,-0.0004,0.0008,0.012
4.728,-0.0008,0.0004,0.011
4.828,-0.0002,-0.0,0.012
4.936,-0.0004,0.0011,0.01
5.028,-0.0002,0.0008,0.011
5.166,-0.0,0.0021,0.011
5.233,-0.0005,0.0012,0.01
5.328,-0.0012,-0.0,0.012
5.454,-0.0001,0.0007,0.011
5.528,-0.0001,0.0009,0.01
5.628,-0.0006,0.0,0.011
5.743,-0.001,0.0011,0.012
5.827,-0.0002,0.0007,0.01
5.928,-0.0004,0.0007,0.01
6.031,-0.0005,0.0009,0.011
6.14,-0.0003,0.0001,0.01
6.229,-0.001,0.0001,0.013
6.36,-0.0001,0.0001,0.009
6.427,-0.0014,0.0001,0.012
6.528,-0.0004,0.001,0.012
6.644,-0.0007,0.0008,0.013
6.727,-0.0004,0.0007,0.013
6.828,-0.0005,0.0001,0.012
6.939,-0.0007,0.001,0.009
7.029,-0.0009,0.0001,0.009
7.127,-0.0003,0.0008,0.011
7.236,-0.0008,0.0001,0.01
7.328,-0.0006,0.0008,0.012
7.442,-0.001,0.0012,0.01
7.531,-0.0006,0.0006,0.01
7.627,-0.0012,0.0011,0.011
7.753,-0.001,0.0009,0.01
7.826,-0.0007,0.0002,0.01
7.927,-0.0009,0.0004,0.01
8.045,-0.0015,0.0002,0.011
8.127,-0.0009,0.0013,0.012
8.227,-0.0012,0.0012,0.012
8.333,-0.0008,0.0012,0.011
8.428,-0.0011,0.0003,0.011
8.527,-0.0006,0.0012,0.013
8.662,-0.0011,0.0012,0.011
8.727,-0.0008,0.001,0.01
8.828,-0.0009,0.001,0.014
8.948,-0.0019,0.0003,0.012
9.028,-0.0018,0.0003,0.008
9.127,-0.0014,0.0012,0.01
9.241,-0.0007,0.0009,0.009
9.328,-0.0009,0.0009,0.012
9.427,-0.0008,0.001,0.011
