time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.232,,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668,0.418,,,,,
0.234,,0.0014,-0.0431,0.01,-0.27,-0.52,0.45,0.0,0.0,0.0,0.0,0.668,0.418,,,,,
0.237,,0.0018,-0.0425,0.012,-0.27,-0.55,0.43,0.0,0.0,0.0,0.0,0.665,0.418,,,,,
0.239,,0.0024,-0.0435,0.011,-0.27,-0.5,0.4,0.0,0.0,0.0,0.0,0.665,0.42,,,,,
0.307,,0.002,-0.0433,0.011,-0.27,-0.51,0.42,0.0,0.0,0.0,0.0,0.666,0.42,,,,,
0.33,,0.0024,-0.0426,0.013,-0.27,-0.55,0.4,0.0,-0.0001,-0.0006,-0.0079,0.666,0.418,,,,,
0.381,,0.002,-0.0439,0.013,-0.27,-0.49,0.42,0.0,-0.0013,-0.0003,-0.0026,0.667,0.418,,,,,
0.43,,0.0016,-0.0439,0.012,-0.27,-0.49,0.44,0.0,0.0026,0.0039,0.0007,0.667,0.419,,,,,
0.481,,0.0018,-0.0431,0.014,-0.26,-0.52,0.43,0.0,0.0009,0.0036,-0.0,0.669,0.419,,,,,
0.53,,0.002,-0.0442,0.011,-0.26,-0.48,0.42,0.0,0.0014,-0.0018,0.0036,0.669,0.418,,0.481,,,
0.594,,0.002,-0.0432,0.014,-0.26,-0.52,0.42,0.0,0.0014,0.0041,-0.0016,0.666,0.418,,0.481,,,
0.633,,0.0017,-0.0425,0.013,-0.25,-0.55,0.44,0.0,0.001,0.0004,0.002,0.666,0.417,,,,,
0.694,,0.0013,-0.0431,0.014,-0.25,-0.51,0.45,0.0,-0.001,0.0035,0.0011,0.668,0.417,,,,,
0.735,,0.0021,-0.0425,0.013,-0.25,-0.53,0.42,0.0,-0.0013,0.0034,0.0028,0.668,0.419,,,,,
0.791,,0.0021,-0.0425,0.013,-0.25,-0.54,0.42,0.0,0.0015,-0.0008,0.0013,0.669,0.419,,,,,
0.834,,0.0021,-0.0431,0.013,-0.25,-0.51,0.42,0.0,-0.0024,0.0038,0.0002,0.669,0.418,2.439,,,,
0.879,,0.0023,-0.0431,0.011,-0.25,-0.5,0.41,0.0,0.0008,0.0037,-0.0002,0.667,0.418,2.439,,,,
0.931,,0.0011,-0.0433,0.013,-0.25,-0.49,0.46,0.0,0.0019,-0.0014,-0.0049,0.667,0.422,2.476,,,,
0.991,,0.0019,-0.0433,0.014,-0.25,-0.5,0.41,0.0,-0.0004,-0.001,-0.0027,0.667,0.422,2.476,,,,
1.049,,0.0019,-0.0424,0.011,-0.25,-0.53,0.41,0.0,-0.0004,0.0037,0.0006,0.667,0.419,,,,,
1.09,,0.0014,-0.044,0.013,-0.25,-0.46,0.42,0.0,0.0027,0.0037,-0.0041,0.67,0.419,,,,,
1.129,,0.0019,-0.0425,0.009,-0.25,-0.53,0.4,0.0,0.0003,0.0037,-0.002,0.67,0.414,,,,,
1.18,,0.0019,-0.0442,0.013,-0.24,-0.46,0.4,0.0,0.0017,-0.0003,-0.0097,0.666,0.414,,,,,
1.231,,0.0019,-0.0434,0.012,-0.24,-0.49,0.4,0.0,-0.003,-0.005,-0.0039,0.666,0.42,,,,,
