time_s,x_m,y_m,z_down_m
0.283,0.006,0.1037,0.01
0.387,0.0071,0.1036,0.009
0.489,0.0069,0.1036,0.009
0.581,0.0066,0.1044,0.008
0.683,0.0071,0.1042,0.008
0.78,0.0066,0.1035,0.011
0.882,0.0109,0.111,0.01
0.981,0.0103,0.1108,0.007
1.081,0.0155,0.1159,0.01
1.181,0.0136,0.1096,0.01
1.282,0.0115,0.0984,0.008
1.417,0.0106,0.103,0.01
1.48,0.01,0.1015,0.008
1.581,0.0104,0.1009,0.008
1.705,0.0106,0.1008,0.006
1.782,0.0108,0.104,0.008
1.882,0.0101,0.1027,0.008
1.996,0.0112,0.1023,0.007
2.081,0.0064,0.0838,0.007
2.181,0.0101,0.0745,0.01
2.284,0.0086,0.0751,0.007
2.381,0.0065,0.0772,0.008
2.48,0.0075,0.075,0.008
2.602,0.0088,0.0745,0.01
2.68,-0.0001,-0.0004,0.007
2.78,-0.001,-0.0018,0.008
2.888,0.0005,-0.0045,0.007
2.981,-0.0008,-0.0062,0.008
3.08,-0.0016,-0.0036,0.006
3.194,-0.0007,-0.0046,0.011
3.28,-0.0039,-0.0129,0.008
3.381,-0.0041,-0.004,0.008
3.485,-0.0056,-0.0046,0.009
3.58,-0.0051,0.0157,0.008
3.681,0.0006,0.0267,0.008
3.783,0.006,0.0322,0.007
3.88,0.0048,0.0309,0.009
4.007,0.0047,0.0315,0.008
4.08,0.0045,0.0313,0.006
4.181,0.0047,0.0285,0.01
4.3,0.0054,0.0164,0.006
4.381,0.0024,0.0067,0.008
4.481,0.0025,0.0068,0.008
4.592,0.0049,0.0123,0.008
4.679,0.0022,0.0018,0.01
4.781,0.0046,0.0094,0.008
4.891,0.004,0.012,0.008
4.979,0.0055,0.0092,0.008
5.08,0.0055,0.0122,0.009
5.181,0.005,0.0123,0.008
5.28,0.0055,0.0114,0.007
5.38,0.0035,0.0088,0.006
5.505,0.005,0.0118,0.007
5.58,0.0053,0.0023,0.009
5.68,0.0044,-0.0034,0.01
5.798,0.0054,-0.0053,0.007
5.88,0.0044,-0.0115,0.008
5.98,0.0044,-0.0183,0.009
6.089,0.0024,-0.013,0.01
6.18,0.0028,-0.0137,0.008
6.28,0.0019,-0.0196,0.008
6.4,0.0006,-0.018,0.009
6.48,0.0015,-0.018,0.01
6.657,0.0012,-0.0193,0.009
6.681,0.0008,-0.0306,0.006
6.78,0.001,-0.0319,0.007
6.921,0.0019,-0.0308,0.01
6.987,0.0014,-0.0309,0.008
7.08,0.0014,-0.023,0.008
7.209,0.0016,-0.018,0.008
7.28,0.0011,-0.0106,0.007
7.381,0.003,0.01,0.008
7.497,0.0035,0.0164,0.008
7.579,0.0018,0.0198,0.01
7.68,-0.0005,0.0244,0.009
7.788,-0.0003,0.0187,0.009
7.879,-0.0003,0.0064,0.009
7.979,-0.0005,0.0055,0.01
8.079,0.0002,0.002,0.011
8.179,0.0086,0.0066,0.0
8.279,0.0067,0.0071,0.002
8.407,0.0057,0.0084,0.0
8.478,0.0154,0.0072,0.002
8.579,0.0072,0.0208,0.018
8.691,-0.0108,0.023,0.039
8.779,-0.0121,0.0159,0.06
8.88,-0.0191,0.0151,0.082
