time_s,x_m,y_m,z_down_m
0.085,0.0,0.0,0.009
0.135,0.0957,-0.0107,0.011
0.183,0.0961,-0.0103,0.011
0.235,0.0961,-0.0107,0.011
0.283,0.0961,-0.0103,0.01
0.335,0.0964,-0.0103,0.011
0.383,0.0964,-0.0103,0.011
0.433,0.096,-0.0103,0.009
0.483,0.096,-0.0103,0.011
0.534,0.0963,-0.0103,0.01
0.583,0.096,-0.0103,0.012
0.634,0.0963,-0.0106,0.011
0.683,0.0963,-0.0103,0.01
0.734,0.0963,-0.0106,0.01
0.783,0.0968,-0.0103,0.01
0.833,0.0962,-0.0106,0.009
0.883,0.096,-0.0103,0.011
0.933,0.0966,-0.0106,0.011
0.983,0.0965,-0.0105,0.008
1.035,0.096,-0.0105,0.012
1.083,0.096,-0.0103,0.008
1.135,0.096,-0.0103,0.009
1.183,0.0962,-0.0103,0.01
1.234,0.0958,-0.0103,0.01
1.283,0.096,-0.0103,0.012
1.335,0.0962,-0.0107,0.012
1.384,0.0967,-0.0105,0.009
1.433,0.0962,-0.0105,0.011
1.483,0.096,-0.0104,0.01
1.533,0.0962,-0.0102,0.011
1.583,0.096,-0.0102,0.011
1.634,0.0965,-0.0102,0.011
1.683,0.0957,-0.0104,0.011
1.733,0.096,-0.0107,0.012
1.783,0.0963,-0.0104,0.009
1.833,0.0965,-0.0102,0.012
1.883,0.0961,-0.0101,0.011
1.933,0.0961,-0.01,0.012
1.983,0.0961,-0.0104,0.011
2.033,0.0001,0.0,0.011
2.082,0.0003,-0.0001,0.011
2.133,0.0006,-0.0001,0.011
2.183,0.0008,-0.0004,0.014
2.233,0.0008,-0.0001,0.012
2.284,0.0008,-0.0005,0.01
2.333,0.0005,-0.0005,0.01
2.383,0.0007,-0.0003,0.011
2.433,0.0003,-0.0003,0.011
2.483,0.0003,-0.0003,0.009
2.533,0.0006,-0.0005,0.012
2.583,0.0009,-0.0002,0.013
2.633,0.0006,-0.0006,0.011
2.683,0.0006,-0.0005,0.01
2.733,0.0005,-0.0001,0.012
2.783,0.0004,0.0002,0.013
2.833,0.0002,-0.0001,0.008
2.883,0.0004,-0.0001,0.011
2.933,0.0004,-0.0001,0.012
2.983,0.0004,-0.0001,0.01
3.033,-0.0001,-0.0001,0.011
3.083,0.0002,-0.0,0.013
3.133,0.0004,-0.0003,0.009
3.183,0.0008,0.0003,0.009
3.233,0.0002,-0.0006,0.011
3.283,0.0012,0.0003,0.009
3.333,0.0004,-0.0003,0.011
3.382,0.0004,-0.0,0.011
3.433,0.0003,-0.0003,0.01
3.483,0.0004,-0.0,0.011
3.532,0.0001,0.0,0.011
3.582,0.0004,0.0003,0.01
3.633,0.0009,0.0003,0.01
3.682,0.0004,-0.0002,0.012
3.732,0.0004,0.0004,0.013
3.783,0.0007,-0.0002,0.013
3.833,0.0004,0.0004,0.011
3.882,0.0004,0.0001,0.011
3.932,0.0004,-0.0002,0.01
3.982,0.0006,0.0003,0.011
4.032,0.0006,0.0004,0.01
4.082,0.0003,0.0001,0.012
4.133,0.0003,0.0004,0.009
4.183,0.0007,-0.0002,0.013
4.233,0.0,0.0001,0.012
4.282,0.0,-0.0001,0.011
4.333,0.0003,0.0001,0.009
4.383,0.0001,-0.0001,0.012
4.433,0.0001,0.0002,0.009
4.483,0.0001,0.0004,0.011
4.532,0.0008,0.0004,0.011
4.583,0.0,0.0004,0.011
4.633,0.0005,0.0002,0.01
4.682,0.0003,0.0002,0.009
4.732,0.0005,0.0002,0.012
4.782,-0.0,0.0005,0.012
4.833,0.0002,0.0002,0.013
4.882,-0.0,0.0002,0.009
4.933,-0.0,0.0002,0.011
4.982,0.0002,0.0005,0.007
5.032,0.0002,0.0005,0.01
5.082,-0.0,0.0005,0.011
5.133,-0.0,0.0,0.01
5.184,-0.0001,0.0005,0.01
5.234,-0.0,0.0005,0.01
5.282,0.0007,0.0005,0.011
5.331,-0.0,0.0005,0.012
