time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.217,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.471,0.132,,0.621,,,
0.221,,-2.2385,-14.6582,0.01,20.63,-1.26,0.22,0.0,0.0007,-0.0077,-0.0077,1.471,0.132,,0.621,,,
0.224,,-2.2385,-14.6582,0.014,20.52,-1.32,0.22,0.0,-0.0018,-0.0016,-0.0101,1.469,0.132,2.487,0.615,,,
0.233,,-2.2384,-14.6583,0.011,20.41,-1.26,0.22,0.0,0.0004,-0.0092,-0.002,1.469,0.132,2.487,0.615,,,
0.283,,-2.239,-14.6567,0.015,20.31,-1.33,0.22,0.0,-0.0024,-0.0005,-0.004,1.462,0.133,2.532,0.619,,,
0.334,,-2.2371,-14.6586,0.013,20.22,-1.23,0.17,0.0,0.006,-0.01,0.0033,1.462,0.133,2.532,0.619,,,
0.384,,-2.2389,-14.657,0.014,20.12,-1.32,0.21,0.0,0.0013,-0.0024,0.0031,1.469,0.134,,0.622,,,
0.449,,-2.2385,-14.658,0.014,19.99,-1.27,0.21,0.0,-0.0006,-0.0068,0.0043,1.469,0.134,,0.622,,,
0.499,,-2.2386,-14.6578,0.012,19.91,-1.27,0.21,0.0,0.0023,-0.0075,0.0042,1.465,0.133,2.471,0.616,,,
0.534,,-2.2381,-14.6586,0.013,19.81,-1.24,0.2,0.0,0.0001,-0.0081,-0.0007,1.465,0.133,2.471,0.616,,,
0.583,,-2.2383,-14.6586,0.013,19.68,-1.24,0.21,0.0,0.0011,-0.0103,-0.0017,1.469,0.133,,0.618,,,
0.633,,-2.2381,-14.6586,0.013,19.6,-1.24,0.2,0.0,-0.0027,0.0001,-0.0023,1.469,0.133,,0.618,,,
0.684,,-2.2383,-14.6588,0.013,19.5,-1.23,0.21,0.0,-0.0025,-0.0001,-0.0027,1.468,0.129,,0.617,,,
0.732,,-2.2381,-14.658,0.014,19.4,-1.26,0.18,0.0,-0.0023,-0.0,-0.0027,1.468,0.129,,0.617,,,
0.801,,-2.2384,-14.6584,0.012,19.28,-1.23,0.2,0.0,0.0012,-0.0103,-0.0003,1.466,0.133,,0.618,,,
0.835,,-2.2384,-14.6586,0.015,19.2,-1.25,0.2,0.0,0.0012,-0.0097,-0.0041,1.466,0.133,,0.618,,,
0.883,,-2.239,-14.6569,0.013,19.1,-1.33,0.2,0.0,-0.0023,0.0005,0.0003,1.465,0.131,,0.622,,,
0.935,,-2.2385,-14.6584,0.017,19.01,-1.26,0.21,0.0,0.0008,-0.008,-0.0012,1.465,0.131,,0.622,,,
0.984,,-2.2383,-14.6589,0.014,18.91,-1.24,0.21,0.0,0.0057,-0.0071,0.0066,1.469,0.131,,0.616,,,
1.044,,-2.2385,-14.6584,0.013,18.79,-1.27,0.21,0.0,0.0007,-0.0072,0.0038,1.469,0.131,,0.616,,,
1.089,,-2.2377,-14.6586,0.015,18.71,-1.26,0.18,0.0,0.0021,-0.0085,-0.0008,1.46,0.133,2.514,0.621,,,
1.135,,-2.2386,-14.6582,0.014,18.61,-1.28,0.2,0.0,-0.0,-0.0063,0.0008,1.46,0.133,2.514,0.621,,,
1.184,,-2.2378,-14.6583,0.013,18.5,-1.26,0.18,0.0,0.004,-0.0067,-0.0005,1.466,0.131,,0.62,,,
1.234,,-2.2383,-14.659,0.014,18.42,-1.24,0.21,0.0,-0.0001,-0.006,-0.0037,1.466,0.131,,0.62,,,
1.283,,-2.2386,-14.6581,0.013,18.32,-1.29,0.22,0.0,-0.0012,-0.0047,-0.0033,1.47,0.133,,0.618,,,
1.334,,-2.2385,-14.6583,0.013,18.21,-1.27,0.23,0.0,-0.0005,-0.0061,-0.0054,1.47,0.133,,0.618,,,
1.388,,-2.2383,-14.659,0.013,18.13,-1.24,0.23,0.0,0.0007,-0.0105,-0.0064,1.462,0.135,,0.619,,,
1.456,,-2.2383,-14.6592,0.012,18.04,-1.23,0.22,0.0,0.0013,-0.0114,-0.0066,1.462,0.135,,0.619,,,
1.483,,-2.2387,-14.658,0.014,17.94,-1.27,0.22,0.0,-0.0017,0.0001,-0.0083,1.468,0.133,,0.62,,,
