time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.55,,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686,0.381,0.871,,,,
0.659,,-0.0077,-0.0887,0.01,-0.67,-0.43,0.4,0.0,-0.0013,0.0011,-0.0002,0.686,0.382,0.859,0.337,,,
0.689,,-0.0068,-0.0887,0.01,-0.67,-0.44,0.36,0.0,0.004,0.0007,-0.0036,0.686,0.382,0.859,0.337,,,
0.701,,-0.007,-0.0894,0.009,-0.67,-0.4,0.36,0.0,0.0019,-0.0031,-0.0053,0.686,0.386,0.846,,,,
0.751,,-0.0068,-0.0888,0.012,-0.67,-0.42,0.35,0.0,0.0035,0.0003,-0.0081,0.683,0.386,0.846,,,,
0.8,,-0.0083,-0.0887,0.013,-0.67,-0.42,0.42,0.0,-0.0043,0.0003,-0.0032,0.683,0.381,0.846,,,,
0.852,,-0.0079,-0.0887,0.011,-0.67,-0.42,0.4,0.0,-0.0021,-0.0002,0.0024,0.685,0.381,0.846,,,,
0.902,,-0.0068,-0.0894,0.011,-0.67,-0.39,0.36,0.0,0.0037,-0.0033,0.0008,0.685,0.386,0.852,,,,
0.952,,-0.0066,-0.0896,0.013,-0.67,-0.39,0.35,0.0,0.0051,-0.0045,-0.0011,0.685,0.386,0.852,,,,
1.0,,-0.0075,-0.0906,0.01,-0.67,-0.35,0.39,0.0,-0.0004,-0.0089,0.0024,0.685,0.382,0.855,,,,
1.066,,-0.0075,-0.089,0.012,-0.67,-0.42,0.39,0.0,-0.0008,-0.0003,-0.0025,0.684,0.382,0.855,,,,
1.125,,-0.0067,-0.0897,0.011,-0.67,-0.4,0.36,0.0,0.0033,-0.0037,-0.0011,0.684,0.384,0.869,,,,
