time_s,x_m,y_m,z_down_m
0.078,0.0,0.0,0.008
0.128,1.4956,-1.7789,0.009
0.179,1.4926,-1.7755,0.009
0.229,1.4901,-1.7721,0.007
0.279,1.4894,-1.7705,0.007
0.328,1.49,-1.7707,0.008
0.379,1.4904,-1.7699,0.008
0.429,1.4903,-1.769,0.005
0.479,1.4948,-1.7628,0.005
0.528,1.4975,-1.7579,0.006
0.577,1.513,-1.7518,0.006
0.629,1.5326,-1.7508,0.008
0.679,1.5543,-1.7577,0.008
0.729,1.5575,-1.758,0.008
0.778,1.5595,-1.7596,0.008
0.829,1.5611,-1.7608,0.006
0.877,1.5603,-1.7604,0.006
0.928,1.5954,-1.7863,0.009
0.978,1.6049,-1.7964,0.009
1.028,1.6056,-1.7982,0.009
1.077,1.6075,-1.7995,0.009
1.128,1.6073,-1.801,0.006
1.178,1.6069,-1.8002,0.006
1.229,1.6078,-1.8007,0.008
1.278,1.6079,-1.8008,0.008
1.329,1.6068,-1.8018,0.01
1.379,1.608,-1.8004,0.01
1.427,1.6063,-1.8021,0.008
1.478,1.6068,-1.8018,0.008
1.527,1.606,-1.8018,0.009
1.578,1.6075,-1.8011,0.009
1.628,1.6053,-1.802,0.008
1.678,1.6074,-1.8013,0.008
1.727,1.6053,-1.8017,0.006
1.777,1.6061,-1.8018,0.006
1.827,1.6073,-1.8018,0.007
1.877,1.607,-1.8013,0.007
1.927,1.6069,-1.8013,0.01
1.978,1.607,-1.8013,0.01
2.027,0.0002,-0.0002,0.005
2.078,0.0027,-0.0105,0.005
2.127,-0.0005,-0.009,0.0
2.178,-0.0016,-0.0084,0.0
2.228,0.0001,-0.0047,0.0
2.277,0.0012,0.0022,0.0
2.327,-0.0132,0.0273,0.007
2.378,-0.0142,0.0335,0.007
2.428,-0.0137,0.0322,0.008
2.477,-0.0129,0.0319,0.008
2.528,-0.0137,0.0304,0.008
2.577,-0.0124,0.0298,0.008
2.627,-0.0129,0.0312,0.009
2.677,-0.0131,0.0307,0.009
2.727,-0.0165,0.0248,0.005
2.777,-0.0115,0.0334,0.005
2.827,0.0064,0.0793,0.009
2.878,0.0257,0.1062,0.009
2.927,0.0291,0.1078,0.008
2.978,0.034,0.1126,0.008
3.027,0.0348,0.1133,0.009
3.078,0.0334,0.1088,0.009
3.127,0.0328,0.1127,0.005
3.177,0.033,0.1086,0.005
3.228,0.03,0.107,0.009
3.277,0.0293,0.1041,0.009
3.328,0.0378,0.1017,0.005
3.377,0.0355,0.0976,0.005
3.426,0.0354,0.0963,0.0
3.477,0.0398,0.0639,0.0
3.527,0.0391,0.0454,0.007
3.577,0.0317,0.031,0.007
3.629,0.0245,0.0238,0.032
3.676,0.0202,0.0157,0.032
3.728,0.0194,0.0112,0.07
3.777,0.0162,-0.0067,0.07
3.827,0.0141,-0.0236,0.546
3.878,-0.0608,-0.0682,0.8
3.927,-0.0819,-0.0866,2.25
3.977,-0.1023,-0.1027,2.142
4.027,-0.1185,-0.1189,2.153
4.077,-0.1283,-0.1351,2.421
4.126,-0.1342,-0.1497,1.385
4.177,-0.1376,-0.1626,0.971
4.227,-0.1331,-0.171,1.807
4.277,-0.1265,-0.1876,1.011
4.327,-0.1134,-0.2064,1.471
4.377,-0.0941,-0.2251,1.471
4.427,-0.0715,-0.246,1.169
4.477,0.0921,-0.2604,1.169
4.528,0.1274,-0.2752,0.454
4.577,0.1229,-0.2516,0.454
4.627,0.1063,-0.2066,0.136
4.676,0.3137,-0.0326,0.136
4.727,0.1102,-0.0434,0.084
4.776,-0.0215,-0.0574,0.084
4.827,-0.1098,-0.0405,0.048
4.876,-0.1517,-0.0256,0.048
4.926,-0.1581,-0.0168,0.02
