time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.227,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.42,0.733,,,,
0.231,,0.3961,0.6112,0.017,41.83,-1.15,0.5,0.0,0.0127,-0.0299,-0.0027,0.658,0.42,0.734,0.268,,,
0.234,,0.3966,0.612,0.015,41.62,-1.23,0.47,0.0,0.0108,-0.0214,0.0019,0.658,0.412,0.734,0.268,,,
0.241,,0.399,0.611,0.014,41.42,-1.2,0.42,0.0,0.0193,-0.0217,-0.0007,0.658,0.412,0.736,,,,
0.302,,0.3962,0.611,0.013,41.22,-1.32,0.51,0.0,0.0019,-0.0191,-0.0041,0.656,0.422,0.736,,,,
0.335,,0.4017,0.6079,0.017,41.02,-1.13,0.43,0.0,0.0268,-0.0316,-0.0086,0.656,0.422,0.735,0.259,,,
0.386,,0.4016,0.6075,0.013,40.82,-1.2,0.45,0.0,0.0211,-0.0276,-0.0009,0.656,0.411,0.735,0.259,,,
0.434,,0.4011,0.6069,0.015,40.62,-1.26,0.48,0.0,0.014,-0.0257,-0.0058,0.656,0.411,0.729,0.264,,,
0.494,,0.4022,0.6053,0.015,40.42,-1.25,0.49,0.0,0.0145,-0.0283,-0.0038,0.657,0.421,0.729,0.264,,,
0.544,,0.4026,0.6055,0.014,40.22,-1.31,0.47,0.0,0.0128,-0.0222,-0.0034,0.657,0.421,0.73,,,,
0.585,,0.4023,0.6051,0.015,40.02,-1.34,0.49,0.0,0.0073,-0.0205,-0.0049,0.657,0.412,0.73,,,,
0.634,,0.4001,0.6062,0.015,39.83,-1.47,0.53,0.0,-0.0072,-0.0115,-0.003,0.657,0.412,0.734,0.263,,,
0.683,,0.4008,0.6065,0.017,39.63,-1.47,0.49,0.0,-0.0042,-0.0076,-0.0015,0.655,0.414,0.734,0.263,,,
0.734,,0.4001,0.606,0.015,39.44,-1.48,0.51,0.0,-0.0081,-0.0087,0.0027,0.655,0.414,0.734,0.263,,,
0.784,,0.4001,0.6066,0.016,39.24,-1.5,0.48,0.0,-0.0071,-0.004,0.0012,0.659,0.422,0.734,0.263,,,
0.845,,0.4008,0.6058,0.015,39.05,-1.45,0.48,0.0,-0.0031,-0.0073,0.0022,0.659,0.422,0.732,0.26,,,
0.901,,0.3993,0.6057,0.015,38.86,-1.49,0.53,0.0,-0.0111,-0.0073,0.0003,0.663,0.414,0.732,0.26,,,
0.935,,0.4004,0.6054,0.014,38.67,-1.45,0.49,0.0,-0.0046,-0.008,-0.001,0.663,0.414,0.728,0.262,,,
0.984,,0.3991,0.6061,0.015,38.48,-1.5,0.51,0.0,-0.0106,-0.0038,-0.0046,0.656,0.419,0.728,0.262,,,
1.034,,0.4006,0.6056,0.014,38.29,-1.44,0.48,0.0,-0.0027,-0.006,-0.0034,0.656,0.419,0.734,0.268,,,
1.105,,0.4005,0.6055,0.015,38.1,-1.44,0.48,0.0,-0.003,-0.0056,-0.0049,0.658,0.414,0.734,0.268,,,
1.16,,0.4004,0.6054,0.015,37.92,-1.45,0.48,0.0,-0.004,-0.0058,-0.0036,0.658,0.414,0.734,0.26,,,
1.2,,0.401,0.6058,0.014,37.74,-1.44,0.46,0.0,-0.0017,-0.0037,-0.0024,0.661,0.414,0.734,0.26,,,
1.233,,0.4006,0.6056,0.015,37.55,-1.44,0.47,0.0,-0.0034,-0.0048,-0.0044,0.661,0.414,0.729,0.259,,,
1.284,,0.4011,0.606,0.015,37.36,-1.44,0.44,0.0,-0.001,-0.0026,-0.0019,0.659,0.422,0.729,0.259,,,
1.335,,0.3998,0.6058,0.017,37.18,-1.45,0.49,0.0,-0.0082,-0.0036,-0.0009,0.659,0.422,0.737,0.265,,,
1.388,,0.4001,0.6061,0.017,36.99,-1.45,0.47,0.0,-0.0057,-0.0018,0.0038,0.658,0.415,0.737,0.265,,,
1.44,,0.3999,0.6063,0.016,36.81,-1.45,0.47,0.0,-0.0068,-0.001,0.0062,0.658,0.415,0.735,0.26,,,
1.488,,0.4005,0.6064,0.014,36.63,-1.43,0.45,0.0,-0.003,-0.0002,0.0048,0.655,0.422,0.735,0.26,,,
1.534,,0.3998,0.6056,0.017,36.45,-1.42,0.49,0.0,-0.0061,-0.0049,-0.0005,0.655,0.422,0.736,0.26,,,
1.584,,0.4005,0.6064,0.016,36.27,-1.42,0.44,0.0,-0.002,-0.0003,0.0027,0.658,0.414,0.736,0.26,,,
1.654,,0.4004,0.6055,0.015,36.09,-1.39,0.46,0.0,-0.0025,-0.0055,0.0018,0.658,0.414,0.733,,,,
1.709,,0.3992,0.6053,0.015,35.92,-1.41,0.51,0.0,-0.0087,-0.0066,-0.0017,0.66,0.416,0.733,,,,
1.752,,0.3991,0.6054,0.016,35.74,-1.42,0.51,0.0,-0.0096,-0.0055,-0.0038,0.66,0.416,0.743,0.254,,,
1.784,,0.3994,0.6049,0.017,35.57,-1.39,0.51,0.0,-0.007,-0.0082,-0.0019,0.657,0.415,0.743,0.254,,,
1.835,,0.3998,0.6052,0.015,35.39,-1.39,0.48,0.0,-0.004,-0.0064,0.0013,0.657,0.415,0.738,0.261,,,
1.884,,0.4008,0.6058,0.017,35.22,-1.39,0.43,0.0,0.0016,-0.0029,-0.0014,0.657,0.424,0.738,0.261,,,
1.938,,0.4005,0.6061,0.018,35.04,-1.41,0.44,0.0,0.0002,-0.0009,0.0018,0.657,0.424,0.736,0.257,,,
1.993,,0.3991,0.6061,0.014,34.87,-1.43,0.48,0.0,-0.0069,-0.0019,0.0057,0.66,0.415,0.736,0.257,,,
2.033,,0.4003,0.6055,0.013,34.7,-1.38,0.46,0.0,-0.0004,-0.0051,-0.0014,0.66,0.415,0.742,,,,
2.085,,0.3991,0.6058,0.015,34.53,-1.41,0.49,0.0,-0.0062,-0.0038,-0.0083,0.658,0.421,0.742,,,,
2.135,,0.4007,0.6057,0.015,34.36,-1.37,0.45,0.0,0.0015,-0.0044,-0.0073,0.658,0.421,0.734,,,,
2.203,,0.3988,0.6053,0.014,34.19,-1.41,0.52,0.0,-0.0085,-0.0056,-0.0064,0.657,0.411,0.734,,,,
2.263,,0.3996,0.6055,0.015,34.03,-1.4,0.49,0.0,-0.0049,-0.0038,-0.0072,0.657,0.411,0.735,0.261,,,
2.315,,0.3996,0.605,0.015,33.86,-1.38,0.5,0.0,-0.0041,-0.0066,-0.005,0.658,0.422,0.735,0.261,,,
2.334,,0.3984,0.6056,0.014,33.69,-1.43,0.53,0.0,-0.0107,-0.0035,-0.0036,0.658,0.422,0.734,0.258,,,
2.383,,0.4002,0.6062,0.018,33.52,-1.4,0.46,0.0,-0.0014,-0.0007,-0.0044,0.657,0.417,0.734,0.258,,,
2.434,,-0.0,-0.0,0.016,-0.0,-0.0,0.0,0.0,-0.0029,-0.0017,-0.0001,0.657,0.417,0.737,0.262,,,
2.484,,-0.0002,-0.0006,0.017,0.0,0.1,0.11,0.0,-0.0024,-0.0172,-0.0004,0.657,0.423,0.737,0.262,,,
2.544,,0.0013,-0.0041,0.013,-0.0,0.67,-0.35,0.0,0.0187,-0.0579,-0.0008,0.657,0.423,0.734,0.261,,,
2.588,,0.0004,-0.007,0.016,-0.01,0.37,0.16,0.0,0.004,-0.0671,-0.0051,0.658,0.413,0.734,0.261,,,
2.634,,0.001,-0.0091,0.014,-0.01,0.03,0.06,0.0,0.0101,-0.0677,-0.0027,0.658,0.413,0.736,0.262,,,
2.683,,0.001,-0.0141,0.014,-0.01,0.33,0.14,0.0,0.0083,-0.0935,-0.0074,0.661,0.421,0.736,0.262,,,
2.755,,0.0001,-0.0137,0.016,-0.01,-0.43,0.35,0.0,-0.001,-0.0676,-0.0075,0.661,0.421,0.734,,,,
2.797,,0.0003,-0.0129,0.015,-0.01,-0.97,0.33,0.0,0.0006,-0.0443,-0.0027,0.659,0.416,0.734,,,,
2.835,,0.0002,-0.013,0.014,-0.0,-1.19,0.37,0.0,-0.0012,-0.0333,-0.0025,0.659,0.416,0.736,0.259,,,
2.884,,0.0009,-0.0127,0.015,-0.0,-1.35,0.31,0.0,0.0032,-0.0234,-0.0049,0.659,0.423,0.736,0.259,,,
