time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.238,,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695,0.408,,1.318,,,,,
0.238,,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695,0.408,,1.318,,,,,
0.239,,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697,0.403,2.489,1.304,,,,,
0.24,,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697,0.403,2.489,1.304,,,,,
0.327,,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697,0.405,,1.313,,,,,
0.337,,9.234,-6.2954,0.006,4.35,-0.37,0.34,0.0,0.0051,-0.0023,-0.0011,0.697,0.405,,1.313,,,,,
0.389,,9.2327,-6.2955,0.006,4.33,-0.37,0.41,0.0,-0.0028,-0.0032,-0.0035,0.7,0.406,,1.315,,,,,
0.436,,9.2336,-6.2959,0.007,4.31,-0.35,0.38,0.0,0.0013,-0.005,-0.004,0.7,0.406,,1.315,,,,,
0.487,,9.2336,-6.2955,0.007,4.29,-0.37,0.38,0.0,0.0008,-0.0029,0.0005,0.693,0.41,,1.31,,,,,
0.536,,9.2334,-6.2955,0.01,4.27,-0.37,0.39,0.0,-0.0002,-0.0033,0.0005,0.693,0.41,,1.31,,,,,
0.591,,9.2338,-6.295,0.01,4.24,-0.39,0.36,0.0,0.002,-0.0004,0.0046,0.701,0.403,,1.314,,,,,
0.642,,9.2324,-6.2949,0.007,4.22,-0.4,0.41,0.0,-0.0052,-0.0002,0.0045,0.701,0.403,,1.314,,,,,
0.691,,9.233,-6.2957,0.007,4.2,-0.37,0.38,0.0,-0.0023,-0.0045,-0.0014,0.696,0.404,2.456,1.311,,,,,
0.745,,9.2338,-6.2957,0.009,4.18,-0.37,0.35,0.0,0.0021,-0.0043,-0.002,0.696,0.404,2.456,1.311,,,,,
0.79,,9.2338,-6.2957,0.009,4.16,-0.37,0.35,0.0,0.0019,-0.0047,-0.0,0.698,0.401,,1.31,,,,,
0.835,,9.2327,-6.296,0.008,4.14,-0.37,0.39,0.0,-0.0041,-0.0056,-0.0005,0.698,0.401,,1.31,,,,,
0.89,,9.2322,-6.295,0.008,4.12,-0.41,0.41,0.0,-0.0068,0.0,0.001,0.696,0.408,,1.308,,,,,
0.94,,9.2331,-6.2956,0.008,4.1,-0.38,0.37,0.0,-0.0014,-0.0036,0.001,0.696,0.408,,1.308,,,,,
0.992,,9.2331,-6.2958,0.008,4.08,-0.37,0.37,0.0,-0.0009,-0.0043,-0.004,0.701,0.403,,1.314,,,,,
1.036,,9.2327,-6.2956,0.008,4.06,-0.38,0.39,0.0,-0.0029,-0.003,-0.0046,0.701,0.403,,1.314,,,,,
1.099,,9.2338,-6.2956,0.008,4.04,-0.38,0.33,0.0,0.0032,-0.0028,-0.0023,0.7,0.412,,1.307,,,,,
