time_s,state,x_m,y_m,z_down_m,edge_event,edge_x_m,edge_y_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,local_x_min_m,local_x_max_m,local_y_min_m,local_y_max_m
2.531,,0.0001,-0.0005,0.016,,,,-0.0,-0.0,-0.03,0.0,0.0047,-0.0172,0.0009,0.687,0.367,,0.205,,,,,,,
2.615,,-0.0002,-0.0012,0.014,,,,-0.0,-0.16,0.18,0.0,-0.0019,-0.0114,0.0016,0.686,0.364,,0.205,,,,,,,
2.66,,-0.0003,-0.0002,0.017,,,,-0.0,-0.82,0.24,0.0,-0.0039,-0.0095,-0.0024,0.686,0.364,,0.205,,,,,,,
2.681,,0.0003,-0.0019,0.017,,,,-0.0,-0.61,0.12,0.0,-0.0038,-0.0089,0.0018,0.684,0.366,,0.208,,,,,,,
2.731,,0.0002,-0.0018,0.017,,,,-0.0,-0.84,0.13,0.0,-0.0052,-0.0062,0.0046,0.684,0.366,,0.208,,,,,,,
2.782,,0.0015,-0.0024,0.017,,,,-0.0,-0.85,-0.05,0.0,0.0047,-0.0119,0.0053,0.685,0.364,,0.206,,,,,,,
2.831,,-0.0005,-0.0001,0.017,,,,-0.0,-1.24,0.24,0.0,0.0023,-0.0116,0.0044,0.685,0.364,,0.206,,,,,,,
2.906,,-0.0005,-0.0,0.015,,,,-0.0,-1.27,0.22,0.0,-0.0011,-0.0104,0.0032,0.691,0.368,,0.21,,,,,,,
2.95,,0.0005,-0.0014,0.017,,,,-0.0,-1.17,0.12,0.0,-0.0038,-0.0009,-0.0031,0.691,0.368,,0.21,,,,,,,
2.981,,0.0002,-0.0009,0.018,,,,-0.01,-1.24,0.16,0.0,-0.0002,-0.0068,-0.0021,0.686,0.364,,0.204,,,,,,,
3.031,,-0.0003,0.0001,0.017,,,,-0.01,-1.33,0.2,0.0,-0.0007,-0.0045,0.0005,0.686,0.364,,0.204,,,,,,,
3.08,,0.0002,-0.0006,0.016,,,,-0.01,-1.29,0.16,0.0,-0.0033,-0.0039,-0.0002,0.683,0.364,,0.208,,,,,,,
3.132,,-0.0005,-0.0005,0.018,,,,-0.01,-1.3,0.2,0.0,-0.0003,-0.0036,-0.0034,0.683,0.364,,0.208,,,,,,,
3.198,,0.0002,-0.0007,0.018,,,,-0.01,-1.3,0.16,0.0,-0.0007,-0.0044,-0.0004,0.687,0.366,2.558,0.206,,,,,,,
3.256,,-0.0008,0.0003,0.016,,,,-0.01,-1.37,0.21,0.0,-0.0017,-0.0025,0.0017,0.687,0.366,2.558,0.206,,,,,,,
3.281,,0.0004,-0.0012,0.014,,,,-0.01,-1.29,0.15,0.0,-0.004,-0.001,-0.002,0.686,0.365,,0.206,,,,,,,
3.331,,0.0002,-0.001,0.017,,,,-0.01,-1.31,0.16,0.0,-0.0039,0.0015,-0.0082,0.686,0.365,,0.206,,,,,,,
3.381,,-0.0001,-0.0005,0.016,,,,-0.01,-1.33,0.18,0.0,0.0067,-0.0091,-0.0049,0.683,0.363,,0.207,,,,,,,
3.431,,-0.0005,0.0003,0.016,,,,-0.02,-1.37,0.2,0.0,-0.0037,0.0012,-0.0046,0.683,0.363,,0.207,,,,,,,
3.491,,0.0014,-0.0017,0.016,,,,-0.02,-1.28,0.12,0.0,0.0021,-0.0038,-0.004,0.687,0.368,,0.209,,,,,,,
3.537,,-0.0005,0.0002,0.016,,,,-0.02,-1.37,0.2,0.0,-0.0015,-0.0054,-0.0032,0.687,0.368,,0.209,,,,,,,
3.583,,0.0002,-0.0007,0.014,,,,-0.02,-1.33,0.17,0.0,-0.0002,-0.0041,-0.0027,0.687,0.362,,0.208,,,,,,,
3.631,,0.0007,-0.0008,0.017,,,,-0.02,-1.33,0.16,0.0,-0.0002,-0.0054,-0.0072,0.687,0.362,,0.208,,,,,,,
3.682,,0.0005,-0.0008,0.016,,,,-0.02,-1.33,0.17,0.0,-0.0054,0.0011,-0.0035,0.69,0.364,,0.204,,,,,,,
3.731,,-0.0005,-0.0007,0.016,,,,-0.02,-1.33,0.21,0.0,-0.0065,0.0017,-0.0027,0.69,0.364,,0.204,,,,,,,
3.784,,0.0002,-0.0007,0.015,,,,-0.02,-1.34,0.18,0.0,-0.0011,-0.0037,-0.0021,0.69,0.365,2.414,0.208,,,,,,,
3.84,,0.0005,-0.0009,0.018,,,,-0.02,-1.34,0.17,0.0,-0.0013,-0.0045,-0.0041,0.69,0.365,2.414,0.208,,,,,,,
3.88,,0.0004,-0.0007,0.014,,,,-0.02,-1.36,0.17,0.0,-0.0021,-0.0043,0.0011,0.687,0.369,2.548,0.208,,,,,,,
3.931,,-0.0005,0.0003,0.016,,,,-0.02,-1.39,0.21,0.0,-0.0008,-0.0015,-0.0044,0.687,0.369,2.548,0.208,,,,,,,
3.981,,-0.0005,-0.0016,0.016,,,,-0.03,-1.31,0.21,0.0,-0.0004,-0.0042,-0.003,0.686,0.365,2.429,0.208,,,,,,,
4.069,,0.0002,-0.0012,0.016,,,,-0.03,-1.33,0.18,0.0,-0.0056,0.0025,-0.0021,0.686,0.365,2.429,0.208,,,,,,,
4.107,,0.0004,-0.0002,0.017,,,,-0.03,-1.37,0.16,0.0,-0.0005,-0.0038,-0.0011,0.679,0.362,,0.205,,,,,,,
4.137,,-0.0005,0.0003,0.017,,,,-0.03,-1.39,0.19,0.0,-0.0046,-0.0036,0.0022,0.679,0.362,,0.205,,,,,,,
4.181,,0.0004,-0.0004,0.015,,,,-0.04,-1.35,0.15,0.0,0.0004,-0.0013,0.0032,0.683,0.365,,0.205,,,,,,,
4.231,,0.0002,-0.0006,0.016,,,,-0.04,-1.34,0.16,0.0,-0.0034,-0.0023,-0.0016,0.683,0.365,,0.205,,,,,,,
4.281,,-0.0002,-0.0009,0.016,,,,-0.04,-1.33,0.17,0.0,-0.0033,0.0021,-0.0021,0.681,0.367,,0.206,,,,,,,
4.363,,-0.0005,0.0003,0.016,,,,-0.04,-1.38,0.18,0.0,-0.0036,0.0016,-0.0018,0.681,0.367,,0.206,,,,,,,
4.404,,-0.0005,0.0003,0.017,,,,-0.04,-1.38,0.19,0.0,0.0058,-0.0083,-0.0016,0.685,0.366,,0.206,,,,,,,
4.431,,-0.0005,0.0003,0.016,,,,-0.04,-1.38,0.19,0.0,-0.002,-0.0023,0.0006,0.685,0.366,,0.206,,,,,,,
4.481,,-0.0,-0.0004,0.016,,,,-0.04,-1.35,0.17,0.0,-0.0039,0.0009,-0.0013,0.688,0.368,,0.205,,,,,,,
4.532,,-0.0005,0.0003,0.016,,,,-0.04,-1.38,0.19,0.0,-0.0028,-0.0031,-0.0015,0.688,0.368,,0.205,,,,,,,
4.58,,-0.0005,0.0003,0.015,,,,-0.04,-1.37,0.19,0.0,0.006,-0.0103,-0.0019,0.687,0.367,,0.206,,,,,,,
4.655,,-0.0005,0.0003,0.019,,,,-0.04,-1.38,0.2,0.0,-0.0036,0.0007,-0.0044,0.687,0.367,,0.206,,,,,,,
4.714,,0.0002,-0.0007,0.017,,,,-0.04,-1.34,0.17,0.0,-0.0037,0.0015,0.0026,0.69,0.367,,0.206,,,,,,,
4.742,,-0.0006,0.0003,0.016,,,,-0.04,-1.38,0.2,0.0,-0.0041,0.002,0.002,0.69,0.367,,0.206,,,,,,,
4.78,,0.0004,-0.001,0.014,,,,-0.04,-1.32,0.15,0.0,0.0013,-0.0022,-0.0009,0.689,0.368,,0.208,,,,,,,
4.831,,-0.0006,0.0003,0.016,,,,-0.04,-1.37,0.19,0.0,-0.0037,0.0014,-0.0073,0.689,0.368,,0.208,,,,,,,
4.881,,-0.0006,0.0003,0.016,,,,-0.04,-1.37,0.19,0.0,0.0069,-0.0097,-0.0064,0.687,0.363,,0.209,,,,,,,
4.947,,-0.0006,0.0003,0.016,,,,-0.04,-1.37,0.19,0.0,-0.004,0.0012,-0.0047,0.687,0.363,,0.209,,,,,,,
4.992,,0.0002,-0.0009,0.017,,,,-0.05,-1.33,0.16,0.0,-0.0042,0.0014,-0.0036,0.684,0.368,2.545,0.205,,,,,,,
5.03,,-0.0005,0.0003,0.017,,,,-0.04,-1.38,0.19,0.0,-0.0004,-0.0023,-0.0002,0.684,0.368,2.545,0.205,,,,,,,
5.081,,-0.0006,0.0003,0.016,,,,-0.04,-1.37,0.19,0.0,0.0065,-0.0092,0.0013,0.684,0.366,,0.201,,,,,,,
5.132,,0.0004,-0.001,0.018,,,,-0.05,-1.32,0.15,0.0,-0.0001,-0.0037,-0.0003,0.684,0.366,,0.201,,,,,,,
5.182,,0.0004,-0.0005,0.017,,,,-0.05,-1.34,0.15,0.0,0.0064,0.0013,0.0023,0.688,0.362,,0.21,,,,,,,
5.24,,0.0007,-0.0007,0.016,,,,-0.05,-1.34,0.15,0.0,-0.0038,0.0014,0.0015,0.688,0.362,,0.21,,,,,,,
5.289,,-0.0006,0.0003,0.018,,,,-0.05,-1.38,0.2,0.0,0.006,-0.008,-0.001,0.685,0.362,,0.207,,,,,,,
5.331,,-0.0005,0.0003,0.016,,,,-0.05,-1.38,0.2,0.0,-0.004,0.0014,0.001,0.685,0.362,,0.207,,,,,,,
5.382,,0.0004,-0.0002,0.016,,,,-0.05,-1.36,0.15,0.0,-0.0025,0.0021,-0.0027,0.685,0.364,,0.21,,,,,,,
5.431,,-0.0005,0.0002,0.016,,,,-0.05,-1.37,0.19,0.0,-0.0031,0.0003,-0.0046,0.685,0.364,,0.21,,,,,,,
5.48,,0.0002,-0.0007,0.017,,,,-0.05,-1.33,0.17,0.0,0.0065,-0.0093,-0.0056,0.686,0.364,,0.206,,,,,,,
5.533,,0.0004,-0.0007,0.015,,,,-0.05,-1.35,0.16,0.0,-0.005,0.0009,-0.003,0.686,0.364,,0.206,,,,,,,
5.582,,0.0004,-0.0009,0.015,,,,-0.05,-1.34,0.16,0.0,0.0008,-0.0018,-0.0058,0.688,0.363,,0.21,,,,,,,
5.631,,0.0004,-0.0003,0.017,,,,-0.05,-1.37,0.16,0.0,-0.0006,-0.0017,-0.0071,0.688,0.363,,0.21,,,,,,,
5.682,,0.0004,-0.0005,0.018,,,,-0.05,-1.36,0.15,0.0,-0.0002,-0.0017,-0.0035,0.682,0.366,,0.21,,,,,,,
5.73,,-0.0005,0.0002,0.015,,,,-0.05,-1.38,0.2,0.0,-0.0017,-0.0028,0.0021,0.682,0.366,,0.21,,,,,,,
5.82,,-0.0005,0.0002,0.015,,,,-0.05,-1.39,0.2,0.0,-0.0002,-0.0029,-0.0021,0.684,0.364,,0.21,,,,,,,
5.863,,0.0004,-0.0009,0.017,,,,-0.06,-1.34,0.16,0.0,-0.0036,0.0022,-0.0046,0.684,0.364,,0.21,,,,,,,
5.884,,-0.0004,0.0002,0.017,,,,-0.06,-1.38,0.17,0.0,-0.0026,0.0026,-0.002,0.692,0.363,2.511,0.207,,,,,,,
5.931,,0.0002,-0.0007,0.017,,,,-0.07,-1.35,0.15,0.0,0.0033,-0.0016,0.0009,0.692,0.363,2.511,0.207,,,,,,,
5.981,,0.0002,-0.0009,0.018,,,,-0.07,-1.34,0.15,0.0,-0.0005,0.0058,0.0025,0.689,0.365,,0.206,,,,,,,
6.031,,0.0002,-0.0007,0.016,,,,-0.07,-1.34,0.15,0.0,-0.0017,0.0049,0.0053,0.689,0.365,,0.206,,,,,,,
6.124,,-0.0004,-0.0005,0.017,,,,-0.07,-1.34,0.18,0.0,0.0038,-0.0012,0.0014,0.687,0.366,,0.208,,,,,,,
6.132,,-0.0004,0.0002,0.016,,,,-0.07,-1.36,0.18,-0.0,-0.0007,0.0044,0.0007,0.687,0.366,,0.208,,,,,,,
6.19,,-0.0004,0.0001,0.014,,,,-0.07,-1.35,0.19,-0.0,-0.0007,-0.0064,-0.002,0.688,0.364,,0.211,,,,,,,
6.238,,-0.0005,0.0001,0.014,,,,-0.07,-1.37,0.24,-0.0,0.0002,0.006,-0.0087,0.688,0.364,,0.211,,,,,,,
6.281,,-0.0005,0.0006,0.018,,,,-0.1,-1.33,0.26,-0.0,-0.004,0.0208,-0.0109,0.688,0.367,,0.209,,,,,,,
6.331,,-0.0016,0.0068,0.012,,,,-0.16,-1.29,0.22,-0.0,-0.0004,0.0682,0.0136,0.688,0.367,,0.209,,,,,,,
6.42,,-0.0013,0.0172,0.003,,,,-0.32,-0.16,-0.02,-0.0,-0.0064,0.1042,0.0192,0.687,0.381,,0.18,,,,,,,
6.471,,-0.0021,0.0175,0.0,,,,-0.49,0.85,-0.19,-0.0,-0.0203,0.0689,0.0246,0.687,0.381,,0.18,,,,,,,
6.491,,-0.0122,0.0135,0.0,,,,-0.66,1.48,-0.21,-0.0,-0.0511,0.0153,0.0531,0.682,0.415,2.465,0.173,,,,,,,
6.53,,-0.0163,0.0071,0.01,entry,-0.0122,0.0135,-0.79,1.99,-0.43,-0.0,-0.0653,-0.0596,0.0828,0.682,0.415,2.465,0.173,,,,,,,
6.581,,-0.0145,-0.0034,0.022,,,,-0.93,1.63,-0.75,-0.0,-0.021,-0.0887,0.1272,0.679,0.423,2.48,1.372,,,,,,,
6.631,,-0.0097,-0.0039,0.04,,,,-1.05,0.34,-1.39,-0.0,0.0247,-0.0773,0.1637,0.679,0.423,2.48,1.372,,,,,,,
6.717,,-0.0026,-0.0069,0.057,,,,-1.15,-0.36,-1.09,-0.0,0.0761,-0.071,0.2004,0.674,0.444,,1.384,,,,,,,
6.731,,0.0059,-0.0105,0.074,,,,-1.14,-0.48,-0.63,-0.0,0.0906,-0.0669,0.2262,0.674,0.444,,1.384,,,,,,,
6.786,,0.012,-0.0149,0.086,,,,-1.08,-0.58,0.47,-0.0,0.1019,-0.0703,0.2381,0.664,0.463,,1.387,,,,,,,
6.83,,0.0162,-0.018,0.096,,,,-1.08,-0.65,1.24,-0.0,0.0967,-0.0641,0.2234,0.664,0.463,,1.387,,,,,,,
6.881,,0.0207,-0.0212,0.107,,,,-1.12,-0.67,1.62,-0.0,0.0715,-0.0532,0.2047,0.657,0.487,,1.38,,,,,,,
6.93,,0.0232,-0.0229,0.117,,,,-1.19,-0.85,1.79,-0.0,0.0549,-0.0427,0.183,0.657,0.487,,1.38,,,,,,,
7.024,,0.0246,-0.0257,0.123,,,,-1.27,-0.82,1.55,-0.0,0.0343,-0.0387,0.1648,0.652,0.536,2.477,1.384,,,,,,,
7.03,,0.0255,-0.0282,0.126,,,,-1.34,-0.76,1.36,-0.0,0.0205,-0.0379,0.1363,0.652,0.536,2.477,1.384,,,,,,,
7.104,,0.0256,-0.0303,0.131,,,,-1.31,-0.69,1.27,-0.0,0.0049,-0.0326,0.1135,0.648,0.649,,1.384,,,,,,,
7.136,,0.0251,-0.0326,0.131,,,,-1.32,-0.66,0.92,-0.0,-0.0046,-0.0308,0.0968,0.648,0.649,,1.384,,,,,,,
7.181,,0.0245,-0.034,0.135,,,,-1.3,-0.63,0.74,-0.0,-0.0134,-0.0242,0.0822,0.652,1.078,,1.376,,,,,,,
7.231,,0.0223,-0.0354,0.14,,,,-1.3,-0.76,0.4,-0.0,-0.0232,-0.0188,0.077,0.652,1.078,,1.376,,,,,,,
7.322,,0.0209,-0.0363,0.142,,,,-1.31,-0.68,0.19,-0.0,-0.0253,-0.0154,0.0764,0.65,,2.461,1.374,,,,,,,
7.332,,0.0198,-0.0372,0.147,,,,-1.38,-0.56,0.16,-0.0,-0.0269,-0.0089,0.0694,0.65,,2.461,1.374,,,,,,,
7.394,,0.0174,-0.0374,0.147,,,,-1.46,-0.44,-0.03,-0.0,-0.031,-0.0065,0.0732,0.652,,2.476,1.376,,,,,,,
7.43,,0.016,-0.0382,0.155,,,,-1.48,-0.3,-0.22,-0.0,-0.0295,-0.0037,0.0645,0.652,,2.476,1.376,,,,,,,
7.48,,0.0148,-0.0396,0.155,,,,-1.55,-0.13,-0.27,-0.0,-0.0267,-0.0063,0.0791,0.652,1.2,2.446,1.376,,,,,,,
7.53,,0.0134,-0.0398,0.165,,,,-1.64,-0.06,-0.24,-0.0,-0.0214,-0.0068,0.0686,0.652,1.2,2.446,1.376,,,,,,,
7.631,,0.0144,-0.0426,0.162,,,,-1.73,-0.08,-0.39,-0.0,-0.0131,-0.0148,0.081,0.65,,,1.377,,,,,,,
7.659,,0.0148,-0.0453,0.169,,,,-1.82,-0.03,-0.41,-0.0,-0.0059,-0.0197,0.0649,0.65,,,1.377,,,,,,,
7.693,,0.0166,-0.0472,0.17,,,,-1.85,-0.11,-0.3,-0.0,0.0027,-0.0229,0.0732,0.649,,,1.376,,,,,,,
7.73,,0.0174,-0.0476,0.175,,,,-1.87,-0.28,-0.15,-0.0,0.0063,-0.019,0.0658,0.649,,,1.376,,,,,,,
7.78,,0.0211,-0.0521,0.179,,,,-1.81,-0.25,-0.2,-0.0,0.0185,-0.0283,0.0663,0.653,,,1.375,,,,,,,
7.83,,0.0233,-0.0536,0.185,,,,-1.71,-0.47,-0.15,-0.0,0.0224,-0.0253,0.0666,0.653,,,1.375,,,,,,,
7.923,,0.0244,-0.0543,0.188,,,,-1.51,-0.55,0.04,-0.0,0.0247,-0.0186,0.0693,0.644,,2.447,1.371,,,,,,,
7.932,,0.0274,-0.0546,0.187,,,,-1.33,-0.49,0.17,-0.0,0.0331,-0.0132,0.0621,0.644,,2.447,1.371,,,,,,,
7.983,,0.0303,-0.0551,0.194,,,,-1.14,-0.37,0.37,-0.0,0.0306,-0.0092,0.0502,0.643,,,1.369,,,,,,,
8.03,,0.0341,-0.0549,0.195,,,,-0.96,-0.32,0.53,-0.0,0.0351,-0.0059,0.0574,0.643,,,1.369,,,,,,,
8.083,,0.0368,-0.0555,0.199,,,,-0.75,-0.26,0.57,-0.0,0.0316,-0.0031,0.0512,0.644,,,1.364,,,,,,,
8.132,,0.0387,-0.0557,0.202,,,,-0.54,-0.23,0.55,-0.0,0.0275,-0.0012,0.0504,0.644,,,1.364,,,,,,,
8.201,ROTATION_SCAN,0.04,-0.0557,0.208,,,,-0.38,-0.22,0.57,15.0,0.0223,0.0025,0.0523,0.644,,2.435,1.369,,,,,,,
8.287,ROTATION_SCAN,0.0404,-0.0544,0.21,,,,-0.24,-0.14,0.59,15.0,0.0152,0.0071,0.0543,0.644,,2.435,1.369,,,,,,,
8.298,ROTATION_SCAN,0.0407,-0.0534,0.212,,,,-0.1,-0.03,0.69,15.0,0.0093,0.0092,0.0505,0.648,,2.445,1.372,,,,,,,
8.329,ROTATION_SCAN,0.041,-0.0517,0.218,,,,0.12,0.01,0.67,15.0,0.0041,0.0111,0.041,0.648,,2.445,1.372,,,,,,,
8.385,ROTATION_SCAN,0.0417,-0.0545,0.216,,,,0.48,0.07,0.41,15.0,0.0007,0.0028,0.0468,0.647,,2.451,1.371,,,,,,,
8.43,ROTATION_SCAN,0.0396,-0.0515,0.215,,,,0.99,0.06,0.44,15.0,-0.0076,0.0089,0.0314,0.647,,2.451,1.371,,,,,,,
8.48,ROTATION_SCAN,0.0377,-0.0518,0.215,,,,1.61,0.13,0.23,15.0,-0.0138,0.0064,0.023,0.651,,2.425,1.369,,,,,,,
8.53,ROTATION_SCAN,0.0362,-0.0527,0.216,,,,2.32,0.2,0.23,15.0,-0.0184,0.0017,0.0174,0.651,,2.425,1.369,,,,,,,
8.631,ROTATION_SCAN,0.0335,-0.0529,0.219,,,,3.06,0.2,0.04,15.0,-0.02,-0.049,0.0158,0.656,,2.429,1.371,,,,,,,
8.638,ROTATION_SCAN,0.0341,-0.0747,0.221,,,,3.82,0.37,-0.13,15.0,-0.021,-0.0461,0.0222,0.656,,2.429,1.371,,,,,,,
8.685,ROTATION_SCAN,0.0337,-0.0729,0.222,,,,4.63,-0.19,-0.38,15.0,-0.0129,-0.041,0.022,0.666,,2.409,1.369,,,,,,,
8.73,ROTATION_SCAN,0.0346,-0.0752,0.225,,,,5.41,-0.55,-0.65,15.0,-0.0067,-0.037,0.0217,0.666,,2.409,1.369,,,,,,,
