time_s,state,x_m,y_m,z_down_m,edge_event,edge_x_m,edge_y_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,local_x_min_m,local_x_max_m,local_y_min_m,local_y_max_m
1.931,,10.8616,-0.3949,0.012,,,,29.89,-1.29,0.19,0.0,-0.0006,-0.0075,-0.0061,0.67,0.408,,0.241,,,,,,,
1.954,,10.8616,-0.3944,0.015,,,,29.74,-1.31,0.18,0.0,-0.0006,-0.0044,-0.0094,0.674,0.411,,0.241,,,,,,,
1.985,,10.8612,-0.3943,0.016,,,,29.58,-1.33,0.18,0.0,-0.0017,-0.0038,-0.0044,0.674,0.411,,0.238,,,,,,,
2.035,,10.8616,-0.395,0.014,,,,29.43,-1.29,0.18,0.0,0.0003,-0.0069,0.0021,0.675,0.407,,0.238,,,,,,,
2.086,,10.8618,-0.3949,0.015,,,,29.28,-1.3,0.17,0.0,0.0022,-0.0059,0.0008,0.675,0.407,,0.239,,,,,,,
2.144,,10.8608,-0.3931,0.015,,,,29.13,-1.37,0.18,0.0,-0.0031,0.0029,0.002,0.674,0.413,,0.239,,,,,,,
2.187,,10.8617,-0.3948,0.016,,,,28.99,-1.3,0.18,0.0,0.0006,-0.0057,0.0024,0.674,0.413,,0.24,,,,,,,
2.234,,10.8634,-0.394,0.013,,,,28.83,-1.29,0.11,0.0,0.0091,-0.0015,0.004,0.677,0.412,,0.24,,,,,,,
2.285,,10.8619,-0.3942,0.013,,,,28.69,-1.31,0.18,0.0,0.0014,-0.0033,-0.0023,0.677,0.412,,0.238,,,,,,,
2.358,,10.8617,-0.3949,0.014,,,,28.54,-1.29,0.19,0.0,-0.0002,-0.0067,-0.0061,0.677,0.408,,0.238,,,,,,,
2.395,,10.8615,-0.395,0.013,,,,28.4,-1.3,0.19,0.0,-0.0012,-0.0069,-0.0062,0.677,0.408,,0.24,,,,,,,
2.437,,10.8619,-0.3943,0.016,,,,28.25,-1.32,0.16,0.0,0.0011,-0.0027,-0.0074,0.679,0.414,,0.24,,,,,,,
2.485,,10.8614,-0.3951,0.015,,,,28.11,-1.3,0.2,0.0,-0.001,-0.0068,-0.0014,0.679,0.414,,0.239,,,,,,,
2.535,,10.8638,-0.3943,0.014,,,,27.96,-1.3,0.11,0.0,0.0099,-0.001,0.0004,0.672,0.407,,0.239,,,,,,,
2.584,,10.8612,-0.3941,0.016,,,,27.82,-1.35,0.2,0.0,-0.0029,-0.0009,-0.0009,0.672,0.407,,0.239,,,,,,,
2.634,,0.0,-0.0,0.014,,,,-0.0,-0.0,0.0,0.0,0.0005,-0.0043,-0.0002,0.673,0.414,,0.239,,,,,,,
2.688,,-0.0,0.0003,0.014,,,,-0.01,-0.35,0.02,0.0,0.0003,0.0001,-0.0006,0.673,0.414,,0.241,,,,,,,
2.742,,0.0005,-0.0008,0.016,,,,-0.01,-0.09,-0.13,0.0,0.0071,-0.0201,-0.0004,0.679,0.408,,0.241,,,,,,,
2.784,,-0.0001,0.0003,0.015,,,,-0.01,-0.72,0.09,0.0,-0.0002,-0.0055,0.0025,0.679,0.408,,0.245,,,,,,,
2.836,,0.0005,-0.0011,0.013,,,,-0.02,-0.58,0.0,0.0,0.0047,-0.0192,0.0028,0.674,0.412,,0.245,,,,,,,
2.904,,0.0001,-0.0017,0.014,,,,-0.02,-0.67,0.1,0.0,0.0012,-0.0218,-0.0027,0.674,0.412,,0.238,,,,,,,
2.957,,-0.0002,0.0009,0.013,,,,-0.03,-1.15,0.16,0.0,-0.0014,-0.0011,-0.0034,0.675,0.406,,0.238,,,,,,,
2.989,,-0.0002,0.001,0.013,,,,-0.03,-1.21,0.14,0.0,-0.0011,-0.0003,-0.0063,0.675,0.406,,0.245,,,,,,,
3.034,,-0.0002,-0.0023,0.014,,,,-0.03,-0.93,0.13,0.0,-0.0011,-0.0212,-0.0073,0.673,0.412,,0.245,,,,,,,
3.085,,-0.0002,-0.0006,0.016,,,,-0.04,-1.13,0.14,0.0,-0.0007,-0.0097,-0.004,0.673,0.412,,0.237,,,,,,,
3.134,,0.001,-0.0001,0.015,,,,-0.04,-1.19,0.06,0.0,0.0061,-0.0066,0.0024,0.676,0.404,,0.237,,,,,,,
3.184,,-0.0002,0.0014,0.016,,,,-0.05,-1.32,0.15,0.0,-0.001,0.002,0.0031,0.676,0.404,,0.241,,,,,,,
3.255,,0.0001,-0.0008,0.013,,,,-0.05,-1.19,0.14,0.0,-0.0001,-0.0103,0.0051,0.675,0.411,,0.241,,,,,,,
3.284,,-0.0002,-0.0008,0.014,,,,-0.06,-1.21,0.16,0.0,-0.0019,-0.0103,-0.001,0.675,0.411,,0.242,,,,,,,
3.334,,-0.0003,-0.0012,0.014,,,,-0.06,-1.21,0.16,0.0,-0.0016,-0.0113,-0.0026,0.677,0.405,,0.242,,,,,,,
3.383,,-0.0003,-0.001,0.015,,,,-0.06,-1.23,0.16,0.0,-0.0015,-0.0095,-0.003,0.677,0.405,,0.238,,,,,,,
3.449,,-0.0003,-0.0009,0.014,,,,-0.07,-1.25,0.15,0.0,-0.0015,-0.0082,-0.0007,0.677,0.413,,0.238,,,,,,,
3.493,,-0.0003,0.0001,0.015,,,,-0.07,-1.31,0.16,0.0,-0.0018,-0.0031,-0.0021,0.677,0.413,,0.237,,,,,,,
3.533,,0.0024,-0.001,0.013,,,,-0.07,-1.27,0.05,0.0,0.0102,-0.008,0.0002,0.675,0.406,,0.237,,,,,,,
3.585,,0.0006,-0.0001,0.012,,,,-0.08,-1.31,0.12,0.0,0.0014,-0.0037,-0.0031,0.675,0.406,,0.238,,,,,,,
3.634,,0.0001,-0.0006,0.016,,,,-0.08,-1.3,0.15,0.0,-0.0012,-0.0058,-0.0079,0.674,0.411,,0.238,,,,,,,
3.683,,0.0006,0.0006,0.016,,,,-0.09,-1.35,0.13,0.0,0.0017,-0.0003,-0.0015,0.674,0.411,,0.241,,,,,,,
3.737,,-0.0002,0.0017,0.012,,,,-0.09,-1.39,0.16,0.0,-0.0027,0.0052,0.0028,0.676,0.408,,0.241,,,,,,,
3.791,,0.0,-0.0007,0.013,,,,-0.1,-1.28,0.15,0.0,-0.0017,-0.0073,-0.004,0.676,0.408,,0.243,,,,,,,
3.833,,0.0,-0.0009,0.014,,,,-0.1,-1.28,0.15,0.0,-0.0018,-0.0078,-0.0055,0.676,0.414,2.561,0.243,,,,,,,
3.884,,0.0,-0.0006,0.015,,,,-0.11,-1.3,0.15,0.0,-0.0024,-0.0064,-0.0044,0.676,0.414,2.561,0.24,,,,,,,
3.933,,-0.0001,-0.0008,0.014,,,,-0.11,-1.3,0.16,0.0,-0.0024,-0.0068,-0.0013,0.675,0.409,,0.24,,,,,,,
4.005,,0.0003,0.0006,0.014,,,,-0.11,-1.34,0.15,0.0,-0.0006,-0.0011,-0.0015,0.675,0.409,,0.245,,,,,,,
4.057,,-0.0004,-0.0007,0.015,,,,-0.12,-1.3,0.17,0.0,-0.0035,-0.0069,-0.0014,0.676,0.413,,0.245,,,,,,,
4.087,,-0.0004,0.002,0.015,,,,-0.12,-1.4,0.17,0.0,-0.0036,0.0057,0.0007,0.676,0.413,,0.236,,,,,,,
4.135,,0.001,-0.0,0.015,,,,-0.13,-1.33,0.12,0.0,0.0024,-0.0029,0.0013,0.674,0.406,,0.236,,,,,,,
4.184,,-0.0004,0.0003,0.014,,,,-0.13,-1.35,0.16,0.0,-0.003,-0.0007,0.002,0.674,0.406,,0.246,,,,,,,
4.234,,0.0,0.0004,0.015,,,,-0.14,-1.35,0.15,0.0,-0.0012,-0.0007,0.0002,0.675,0.409,,0.246,,,,,,,
4.284,,-0.0003,0.0006,0.015,,,,-0.14,-1.36,0.17,0.0,-0.0027,0.0004,0.0011,0.675,0.409,,0.245,,,,,,,
4.343,,0.0005,0.0004,0.014,,,,-0.14,-1.35,0.14,0.0,0.0012,-0.0009,0.0015,0.674,0.407,,0.245,,,,,,,
4.385,,-0.0003,-0.0004,0.014,,,,-0.15,-1.31,0.17,0.0,-0.0026,-0.0056,-0.0011,0.674,0.407,,0.238,,,,,,,
4.434,,-0.0003,0.0004,0.015,,,,-0.15,-1.34,0.16,0.0,-0.0026,-0.0051,-0.0028,0.676,0.411,,0.238,,,,,,,
4.484,,-0.0,0.0019,0.014,,,,-0.16,-1.39,0.15,0.0,-0.0009,0.0059,-0.0019,0.676,0.411,,0.243,,,,,,,
4.55,,0.002,-0.0006,0.011,,,,-0.16,-1.29,0.08,0.0,0.0084,-0.0063,-0.003,0.674,0.407,,0.243,,,,,,,
4.595,,0.0007,0.0003,0.012,,,,-0.16,-1.33,0.14,0.0,0.0018,-0.0014,-0.0097,0.674,0.407,,0.239,,,,,,,
4.637,,-0.0001,0.0006,0.015,,,,-0.17,-1.34,0.17,0.0,-0.0017,-0.0001,-0.0109,0.676,0.413,,0.239,,,,,,,
4.683,,-0.0003,-0.0007,0.013,,,,-0.17,-1.29,0.18,0.0,-0.0026,-0.0071,-0.0043,0.676,0.413,,0.24,,,,,,,
4.734,,-0.0003,-0.0004,0.011,,,,-0.17,-1.31,0.18,0.0,-0.0022,-0.0058,-0.0044,0.674,0.407,,0.24,,,,,,,
4.784,,-0.0003,0.0003,0.016,,,,-0.18,-1.33,0.17,0.0,-0.0023,-0.0022,-0.0086,0.674,0.407,,0.242,,,,,,,
4.865,,-0.0003,0.0006,0.014,,,,-0.18,-1.34,0.16,0.0,-0.0025,-0.0078,0.0007,0.676,0.414,,0.242,,,,,,,
4.902,,-0.0003,0.0016,0.016,,,,-0.18,-1.38,0.16,0.0,-0.0026,0.0039,0.0015,0.676,0.414,,0.239,,,,,,,
4.933,,-0.0001,0.0016,0.014,,,,-0.19,-1.37,0.15,0.0,-0.0014,0.0034,0.006,0.669,0.408,,0.239,,,,,,,
4.983,,0.0016,-0.0006,0.013,,,,-0.19,-1.29,0.08,0.0,0.0071,-0.0072,0.0037,0.669,0.408,,0.237,,,,,,,
5.034,,-0.0003,0.0016,0.015,,,,-0.19,-1.38,0.17,0.0,-0.0031,0.0039,-0.0007,0.675,0.414,,0.237,,,,,,,
5.094,,0.0001,0.0001,0.017,,,,-0.2,-1.32,0.14,0.0,-0.0002,-0.0035,0.0008,0.675,0.414,,0.241,,,,,,,
5.144,,-0.0004,0.0009,0.013,,,,-0.2,-1.34,0.17,0.0,-0.0028,-0.0001,0.0059,0.675,0.407,,0.241,,,,,,,
5.188,,-0.0004,0.0016,0.014,,,,-0.21,-1.36,0.17,0.0,-0.0028,0.003,-0.0009,0.675,0.407,,0.242,,,,,,,
5.233,,-0.0004,0.0016,0.014,,,,-0.21,-1.36,0.17,0.0,-0.0024,0.0031,-0.0025,0.674,0.413,,0.242,,,,,,,
5.285,,-0.0004,0.0008,0.014,,,,-0.21,-1.32,0.17,0.0,-0.0023,-0.0008,-0.0034,0.674,0.413,,0.24,,,,,,,
5.333,,-0.0002,-0.0004,0.015,,,,-0.22,-1.28,0.16,0.0,-0.001,-0.0074,-0.0042,0.674,0.408,,0.24,,,,,,,
5.408,,-0.0002,0.0015,0.015,,,,-0.22,-1.35,0.16,0.0,-0.001,0.0026,-0.0022,0.674,0.408,,0.243,,,,,,,
5.44,,-0.0002,0.0008,0.015,,,,-0.22,-1.33,0.16,0.0,-0.0012,-0.001,-0.0008,0.672,0.411,,0.243,,,,,,,
5.483,,-0.0002,0.0015,0.014,,,,-0.22,-1.36,0.16,0.0,-0.0014,0.0024,0.0004,0.672,0.411,,0.242,,,,,,,
5.534,,-0.0002,-0.0001,0.014,,,,-0.22,-1.3,0.16,0.0,-0.0015,-0.0058,-0.0012,0.674,0.407,,0.242,,,,,,,
5.585,,-0.0004,0.0003,0.014,,,,-0.22,-1.31,0.17,0.0,-0.0026,-0.0039,-0.0025,0.674,0.407,,0.239,,,,,,,
5.64,,-0.0004,-0.0003,0.014,,,,-0.23,-1.29,0.17,0.0,-0.003,-0.0068,-0.003,0.675,0.416,,0.239,,,,,,,
5.705,,-0.0004,0.0016,0.016,,,,-0.23,-1.37,0.16,0.0,-0.0023,0.0034,-0.0035,0.675,0.416,,0.243,,,,,,,
5.742,,-0.0002,0.0001,0.015,,,,-0.23,-1.32,0.15,0.0,-0.0016,-0.0085,0.0019,0.678,0.406,,0.243,,,,,,,
5.784,,-0.0002,0.0015,0.012,,,,-0.24,-1.38,0.15,0.0,-0.0021,0.003,0.0015,0.678,0.406,,0.238,,,,,,,
5.834,,-0.0004,0.0014,0.014,,,,-0.24,-1.38,0.17,0.0,-0.003,0.0025,-0.006,0.675,0.414,2.535,0.238,,,,,,,
5.883,,-0.0005,0.0018,0.017,,,,-0.24,-1.38,0.17,0.0,-0.0033,0.0035,-0.0051,0.675,0.414,2.535,0.238,,,,,,,
5.954,,-0.0005,0.0015,0.015,,,,-0.25,-1.37,0.17,0.0,-0.0031,0.0022,0.0022,0.677,0.409,,0.238,,,,,,,
5.985,,-0.0002,0.0015,0.015,,,,-0.25,-1.37,0.15,0.0,-0.002,0.003,0.0015,0.677,0.409,,0.24,,,,,,,
6.033,,-0.0005,0.0015,0.016,,,,-0.25,-1.37,0.16,0.0,-0.0019,0.003,0.0014,0.678,0.412,,0.24,,,,,,,
6.084,,-0.0002,0.0016,0.013,,,,-0.26,-1.37,0.15,0.0,-0.0008,0.0041,0.0031,0.678,0.412,,0.241,,,,,,,
6.134,,-0.0005,0.0005,0.017,,,,-0.26,-1.32,0.17,0.0,-0.0009,-0.0009,-0.0036,0.677,0.406,,0.241,,,,,,,
6.186,,-0.0005,0.0016,0.015,,,,-0.26,-1.36,0.18,0.0,-0.0008,0.0044,0.0013,0.677,0.406,,0.236,,,,,,,
6.234,,-0.0005,0.0003,0.012,,,,-0.26,-1.31,0.18,0.0,-0.0002,-0.0023,-0.0003,0.679,0.411,,0.236,,,,,,,
6.285,,-0.0006,0.0016,0.014,,,,-0.27,-1.35,0.19,0.0,-0.0,0.0044,-0.0084,0.679,0.411,,0.239,,,,,,,
6.333,,-0.0006,0.0017,0.013,,,,-0.27,-1.37,0.18,-0.0,-0.0001,0.0049,-0.0075,0.673,0.407,,0.239,,,,,,,
6.383,,-0.0004,0.0018,0.013,,,,-0.31,-1.36,0.16,-0.0,-0.0003,0.0137,-0.008,0.673,0.407,,0.235,,,,,,,
6.466,,-0.0004,0.0021,0.015,,,,-0.42,-1.34,0.14,-0.0,-0.0012,0.0227,-0.009,0.676,0.412,,0.235,,,,,,,
6.512,,-0.0036,0.0045,0.017,,,,-0.5,-1.29,0.17,-0.0,-0.0149,0.0384,-0.003,0.676,0.412,,0.24,,,,,,,
6.551,,-0.0037,0.0169,0.015,,,,-0.55,-1.39,0.17,-0.0,-0.0185,0.0834,0.0104,0.675,0.407,,0.24,,,,,,,
6.582,,-0.0043,0.026,0.012,,,,-0.7,-0.61,0.27,-0.0,-0.014,0.1245,0.0192,0.675,0.407,,0.221,,,,,,,
6.633,,-0.0048,0.0327,0.002,,,,-0.75,0.95,-0.15,-0.0,-0.0147,0.1265,0.0269,0.686,0.412,,0.221,,,,,,,
6.684,,-0.0116,0.0351,0.0,,,,-0.8,1.78,0.37,-0.0,-0.0443,0.0962,0.0351,0.686,0.412,,0.149,,,,,,,
6.746,,-0.0151,0.052,0.0,,,,-0.85,1.91,0.36,-0.0,-0.0548,0.1361,0.0514,0.692,0.408,2.427,0.149,,,,,,,
6.788,,-0.0184,0.0415,0.0,,,,-0.9,2.74,-0.07,-0.0,-0.0576,0.0354,0.1,0.692,0.408,2.427,0.207,,,,,,,
6.833,,-0.021,0.0361,0.016,entry,-0.0184,0.0415,-0.93,2.73,-0.44,-0.0,-0.0538,-0.0208,0.1087,0.685,0.419,,0.207,,,,,,,
6.884,,-0.0161,0.028,0.027,,,,-1.03,2.03,-0.91,-0.0,-0.0122,-0.0748,0.158,0.685,0.419,,1.364,,,,,,,
6.934,,-0.0138,0.0187,0.051,,,,-1.08,1.02,-0.88,-0.0,0.0094,-0.1125,0.1739,0.68,0.436,2.466,1.364,,,,,,,
6.985,,-0.0155,0.0078,0.062,,,,-0.93,0.21,-0.22,-0.0,0.0042,-0.1412,0.2002,0.68,0.436,2.466,1.37,,,,,,,
7.078,,-0.0137,-0.0024,0.078,,,,-0.85,-0.53,-0.05,-0.0,0.0126,-0.1553,0.2021,0.672,,,1.37,,,,,,,
7.092,,-0.011,-0.0114,0.085,,,,-0.74,-1.27,-0.07,-0.0,0.0238,-0.1538,0.1929,0.672,,,1.377,,,,,,,
7.143,,-0.0088,-0.0184,0.096,,,,-0.58,-1.95,0.02,-0.0,0.0292,-0.1382,0.1723,0.671,,,1.377,,,,,,,
7.183,,-0.0069,-0.024,0.104,,,,-0.42,-2.42,0.41,-0.0,0.0293,-0.1148,0.1587,0.671,,,1.36,,,,,,,
7.233,,-0.0055,-0.0276,0.106,,,,-0.33,-2.43,0.51,-0.0,0.0262,-0.0871,0.1324,0.667,,,1.36,,,,,,,
7.304,,-0.0039,-0.0309,0.113,,,,-0.31,-2.27,0.46,-0.0,0.0241,-0.0654,0.1087,0.667,,,1.349,,,,,,,
7.36,,-0.0034,-0.0328,0.118,,,,-0.3,-2.0,0.67,-0.0,0.0168,-0.043,0.095,0.663,,,1.349,,,,,,,
7.389,,-0.0026,-0.0342,0.118,,,,-0.25,-1.63,0.58,-0.0,0.0116,-0.0262,0.0833,0.663,,,1.351,,,,,,,
7.433,,-0.0022,-0.0348,0.119,,,,-0.23,-1.12,0.34,-0.0,0.0075,-0.012,0.0684,0.66,,,1.351,,,,,,,
7.484,,-0.0019,-0.0332,0.123,,,,-0.24,-0.84,0.14,-0.0,0.0054,0.0046,0.0619,0.66,,,1.346,,,,,,,
7.533,,-0.001,-0.0331,0.124,,,,-0.31,-0.55,0.06,-0.0,0.007,0.0097,0.0608,0.661,,2.481,1.346,,,,,,,
7.584,,0.0018,-0.0339,0.126,,,,-0.31,-0.16,0.08,-0.0,0.016,0.0079,0.0605,0.661,,2.481,1.349,,,,,,,
7.634,,0.0033,-0.0326,0.128,,,,-0.35,0.03,0.04,-0.0,0.0182,0.0124,0.0585,0.66,,,1.349,,,,,,,
7.721,,0.0038,-0.0308,0.135,,,,-0.43,0.13,0.05,-0.0,0.0164,0.0161,0.0613,0.66,,,1.348,,,,,,,
7.746,,0.0046,-0.0298,0.138,,,,-0.54,0.18,0.07,-0.0,0.0159,0.0154,0.0733,0.658,,2.477,1.348,,,,,,,
7.783,,0.0062,-0.0293,0.14,,,,-0.68,0.2,0.1,-0.0,0.018,0.013,0.0729,0.658,,2.477,1.351,,,,,,,
7.863,,0.0086,-0.0288,0.147,,,,-0.77,0.25,0.07,-0.0,0.0226,0.0104,0.0764,0.654,,2.447,1.351,,,,,,,
7.902,,0.0111,-0.0287,0.145,,,,-0.83,0.35,0.07,-0.0,0.0267,0.0069,0.0822,0.654,,2.447,1.354,,,,,,,
7.94,,0.0117,-0.0279,0.149,,,,-0.92,0.33,0.17,-0.0,0.0235,0.0057,0.0717,0.652,,,1.354,,,,,,,
7.982,,0.0171,-0.0294,0.152,,,,-1.0,0.22,0.19,-0.0,0.0355,-0.0022,0.0797,0.652,,,1.354,,,,,,,
8.032,,0.0199,-0.0307,0.158,,,,-1.12,0.07,0.27,-0.0,0.0374,-0.007,0.0745,0.647,,,1.354,,,,,,,
8.083,,0.0229,-0.0304,0.164,,,,-1.2,0.04,0.32,-0.0,0.0391,-0.005,0.0831,0.647,,,1.354,,,,,,,
8.138,,0.0248,-0.0307,0.17,,,,-1.32,0.04,0.36,-0.0,0.0358,-0.0055,0.0869,0.646,,,1.354,,,,,,,
8.196,,0.0305,-0.0319,0.172,,,,-1.45,0.03,0.35,-0.0,0.0452,-0.0086,0.0878,0.646,,,1.356,,,,,,,
8.244,,0.0321,-0.0318,0.177,,,,-1.55,-0.08,0.59,-0.0,0.0393,-0.0069,0.0845,0.639,,2.46,1.356,,,,,,,
8.283,,0.0378,-0.0333,0.183,,,,-1.62,-0.09,0.66,-0.0,0.0454,-0.0093,0.085,0.639,,2.46,1.355,,,,,,,
8.332,ROTATION_SCAN,0.0391,-0.0339,0.187,,,,-1.71,-0.04,0.73,-0.0,0.037,-0.0091,0.0851,0.636,,2.458,1.355,,,,,,,
8.387,ROTATION_SCAN,0.0442,-0.0345,0.189,,,,-1.77,-0.06,0.63,15.0,0.041,-0.0091,0.0816,0.636,,2.458,1.355,,,,,,,
8.453,ROTATION_SCAN,0.0458,-0.0349,0.195,,,,-1.65,-0.13,0.73,15.0,0.0342,-0.008,0.0765,0.634,,2.441,1.355,,,,,,,
8.486,ROTATION_SCAN,0.0462,-0.0342,0.197,,,,-1.45,-0.0,0.82,15.0,0.0247,-0.0042,0.0757,0.634,,2.441,1.349,,,,,,,
8.532,ROTATION_SCAN,0.0473,-0.0344,0.205,,,,-1.09,0.06,0.65,15.0,0.0182,-0.0041,0.0702,0.633,,2.453,1.349,,,,,,,
8.582,ROTATION_SCAN,0.0469,-0.0339,0.208,,,,-0.58,0.08,0.76,15.0,0.0093,-0.0028,0.0764,0.633,,2.453,1.356,,,,,,,
8.632,ROTATION_SCAN,0.0466,-0.0353,0.213,,,,0.07,0.1,0.75,15.0,0.0013,-0.0067,0.0683,0.642,,2.456,1.356,,,,,,,
8.683,ROTATION_SCAN,0.0347,-0.0599,0.219,,,,0.84,0.54,0.75,15.0,-0.0353,-0.0714,0.0643,0.642,,2.456,1.357,,,,,,,
8.778,ROTATION_SCAN,0.0331,-0.0595,0.219,,,,1.73,0.22,0.5,15.0,-0.0402,-0.0658,0.0634,0.647,,2.45,1.357,,,,,,,
8.789,ROTATION_SCAN,0.0322,-0.0588,0.221,,,,2.59,-0.49,0.05,15.0,-0.0402,-0.0554,0.0494,0.647,,2.45,1.353,,,,,,,
8.839,ROTATION_SCAN,0.0297,-0.059,0.222,,,,3.45,-1.06,-0.29,15.0,-0.0407,-0.0431,0.0455,0.663,,,1.353,,,,,,,
