time_s,x_m,y_m,z_down_m
0.235,0.3817,-0.5568,0.012
0.239,0.3835,-0.5566,0.013
0.324,0.3826,-0.5577,0.01
0.424,0.3817,-0.5563,0.012
0.528,0.3824,-0.5561,0.012
0.624,0.3817,-0.5563,0.013
0.725,0.3817,-0.5566,0.011
0.834,0.3822,-0.5563,0.01
0.952,0.3819,-0.5568,0.012
1.023,0.3824,-0.5568,0.011
1.123,0.3817,-0.5566,0.011
1.23,0.3824,-0.5577,0.011
1.324,0.3818,-0.5566,0.009
1.439,0.3822,-0.557,0.01
1.523,0.3818,-0.5565,0.012
1.623,0.3827,-0.5566,0.012
1.754,0.3824,-0.557,0.01
1.823,0.3825,-0.5566,0.011
1.925,0.3836,-0.5565,0.01
2.042,0.3818,-0.5568,0.012
2.131,0.3827,-0.5568,0.01
2.223,0.3825,-0.5565,0.013
2.331,0.3829,-0.5567,0.009
2.423,0.3829,-0.5567,0.012
2.524,0.3835,-0.5565,0.011
2.623,0.3823,-0.5567,0.011
2.723,0.3819,-0.5567,0.01
2.823,-0.0,-0.0002,0.01
2.953,-0.0001,0.0,0.008
3.024,-0.0005,0.0002,0.009
3.123,0.0002,-0.0007,0.012
3.237,-0.0006,-0.0002,0.009
3.323,0.0009,-0.0003,0.01
3.423,-0.0004,-0.0006,0.009
3.527,-0.0002,-0.0001,0.011
3.623,0.0016,-0.0002,0.011
3.723,-0.0003,-0.0002,0.01
3.832,0.0004,-0.0005,0.011
3.923,0.0008,-0.0003,0.011
4.053,0.0006,-0.0005,0.008
4.126,0.0008,-0.0003,0.009
4.223,-0.0003,0.0002,0.01
4.345,-0.0003,-0.0005,0.009
4.422,-0.0003,-0.0003,0.008
4.523,0.0006,-0.0007,0.01
4.635,-0.0001,-0.0003,0.012
4.723,0.0015,-0.0005,0.009
4.822,0.0002,-0.0013,0.008
4.926,-0.0002,-0.0005,0.011
5.023,-0.0003,-0.0001,0.01
5.122,0.0009,-0.0015,0.01
5.26,-0.0003,-0.0003,0.01
5.322,-0.0,-0.0001,0.01
5.422,-0.0003,-0.0005,0.008
5.541,-0.0002,0.0001,0.009
5.622,0.0015,-0.0003,0.009
5.723,-0.0001,-0.0005,0.011
5.829,-0.0,-0.0,0.01
5.922,-0.0003,-0.0005,0.009
6.022,-0.0,-0.0,0.013
6.124,0.0006,-0.0,0.011
