time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.256,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.383,,,,,,,
0.26,,0.0058,0.0037,0.014,1.46,-0.64,0.18,0.0,0.0075,0.0073,-0.0028,0.69,0.381,,,,,,,
0.264,,0.0058,0.0038,0.012,1.46,-0.63,0.18,0.0,0.0078,0.0071,0.0002,0.687,0.381,,,,,,,
0.268,,0.0051,0.0037,0.011,1.46,-0.63,0.21,0.0,0.0044,0.0063,-0.0029,0.687,0.38,,,,,,,
0.336,,0.0054,0.0028,0.014,1.47,-0.6,0.2,0.0,0.006,0.002,-0.0071,0.687,0.38,,,,,,,
0.375,,0.0061,0.0038,0.013,1.47,-0.64,0.17,0.0,0.0095,0.0071,-0.0034,0.687,0.38,,,,,,,
0.394,,0.0052,0.0022,0.011,1.47,-0.57,0.21,0.0,0.0046,-0.0012,-0.0026,0.69,0.38,,,,,,,
0.443,,0.0057,0.0038,0.011,1.47,-0.63,0.19,0.0,0.007,0.0068,-0.007,0.69,0.38,,,,,,,
0.491,,0.0064,0.0039,0.012,1.48,-0.63,0.17,0.0,0.0104,0.0064,-0.0096,0.689,0.38,,,,,,,
0.542,,0.0057,0.0029,0.013,1.48,-0.59,0.2,0.0,0.0059,0.0012,-0.0081,0.689,0.38,2.473,,,,,,
0.598,,0.0058,0.0034,0.014,1.48,-0.6,0.21,0.0,0.0057,0.0035,-0.0044,0.688,0.38,2.473,,,,,,
0.645,,0.0058,0.0032,0.013,1.49,-0.59,0.2,0.0,0.0056,0.0022,-0.0003,0.688,0.378,,,,,,,
0.692,,0.0056,0.003,0.011,1.49,-0.58,0.22,0.0,0.0042,0.0008,0.0,0.69,0.378,,,,,,,
0.755,,0.0052,0.002,0.011,1.49,-0.55,0.23,0.0,0.0028,-0.004,-0.004,0.69,0.381,2.414,,,,,,
0.798,,0.0052,0.002,0.011,1.5,-0.55,0.24,0.0,0.0026,-0.0036,-0.0061,0.69,0.381,2.414,,,,,,
0.84,,0.0059,0.004,0.01,1.5,-0.63,0.2,0.0,0.0066,0.0066,-0.0072,0.69,0.38,2.487,0.83,,,,,
