time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.313,,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.42,0.605,0.2,,,
0.346,,-0.0037,-0.0051,0.012,1.19,-1.22,0.23,0.0,-0.0042,-0.012,-0.0006,0.675,0.42,0.612,0.201,,,
0.394,,-0.0038,-0.0034,0.009,1.19,-1.3,0.23,0.0,-0.004,-0.0024,0.0016,0.675,0.416,0.612,0.201,,,
0.443,,-0.0031,-0.0043,0.011,1.19,-1.25,0.2,0.0,-0.0004,-0.0075,-0.0041,0.675,0.416,0.622,0.205,,,
0.495,,-0.0031,-0.0045,0.01,1.18,-1.24,0.2,0.0,-0.0003,-0.009,-0.0029,0.673,0.42,0.622,0.205,,,
0.557,,-0.0018,-0.0052,0.012,1.18,-1.22,0.16,0.0,0.0063,-0.0119,-0.0043,0.673,0.42,0.629,0.205,,,
0.593,,-0.0039,-0.0036,0.01,1.18,-1.29,0.25,0.0,-0.0061,-0.0027,-0.0003,0.67,0.421,0.629,0.205,,,
0.645,,-0.0042,-0.0036,0.012,1.18,-1.29,0.25,0.0,-0.0072,-0.003,-0.0026,0.67,0.421,0.641,0.204,,,
0.695,,-0.003,-0.0043,0.01,1.17,-1.25,0.2,0.0,-0.0001,-0.0066,0.0013,0.672,0.411,0.641,0.204,,,
0.744,,-0.0028,-0.0041,0.012,1.17,-1.26,0.19,0.0,0.0013,-0.0056,-0.0013,0.672,0.411,0.659,0.2,,,
0.793,,-0.0041,-0.0037,0.011,1.17,-1.27,0.24,0.0,-0.0057,-0.0038,0.0012,0.673,0.418,0.659,0.2,,,
0.887,,-0.0039,-0.0036,0.009,1.17,-1.27,0.23,0.0,-0.0041,-0.004,0.0005,0.673,0.418,0.71,0.203,,,
0.902,,-0.0032,-0.0039,0.01,1.17,-1.26,0.21,0.0,-0.0004,-0.0058,-0.0046,0.671,0.415,0.71,0.203,,,
0.956,,-0.0034,-0.0037,0.01,1.17,-1.27,0.22,0.0,-0.002,-0.0039,-0.0054,0.671,0.415,,0.203,,,
