time_s,x_m,y_m,z_down_m
0.32,-5.1066,1.2351,0.012
0.418,-5.1076,1.2354,0.012
0.522,-5.1078,1.2358,0.012
0.618,-5.1066,1.2351,0.011
0.718,-5.1069,1.2357,0.011
0.818,-5.107,1.2352,0.012
0.944,-5.109,1.2359,0.014
1.02,-5.1068,1.2353,0.01
1.119,-5.1067,1.235,0.011
1.225,-5.1066,1.235,0.01
1.317,-5.1067,1.235,0.01
1.419,-5.107,1.2352,0.01
1.524,-5.1067,1.2351,0.012
1.619,-5.1077,1.2361,0.011
1.764,-5.107,1.235,0.011
1.824,-5.1076,1.2357,0.011
1.919,-5.1068,1.2353,0.013
2.052,-5.1068,1.2353,0.013
2.119,-5.1071,1.2356,0.012
2.218,-5.1078,1.2355,0.012
2.339,-5.1078,1.2354,0.01
2.418,-5.108,1.2363,0.012
2.518,-5.1081,1.2357,0.011
2.633,-5.1068,1.2353,0.012
2.717,-5.1083,1.2358,0.011
2.819,0.0001,0.0003,0.013
2.922,-0.0004,0.0006,0.013
3.018,0.0006,-0.0005,0.01
3.118,0.0007,-0.0,0.013
3.219,0.0005,0.0002,0.012
3.321,0.0008,-0.0007,0.011
3.418,0.0005,0.0002,0.012
3.537,0.0007,0.0004,0.011
3.618,0.0007,-0.0004,0.011
3.719,-0.0,0.0008,0.011
3.835,0.0007,-0.0004,0.011
3.917,-0.0005,0.0006,0.01
4.017,-0.0016,0.0018,0.011
4.121,-0.0003,-0.0004,0.012
4.217,-0.0014,0.001,0.011
4.345,0.0,0.0003,0.011
4.421,0.0007,-0.0004,0.011
4.518,-0.0005,0.0003,0.011
4.647,-0.0014,0.0005,0.011
4.718,-0.0005,0.0001,0.013
4.817,0.0004,0.0012,0.011
4.943,-0.0003,0.0003,0.012
5.017,0.0006,-0.0006,0.01
5.118,-0.0001,0.0003,0.012
5.232,0.0001,0.0001,0.013
5.317,0.0006,-0.0001,0.011
5.417,-0.0014,0.0012,0.011
5.52,0.0006,-0.0006,0.01
5.618,0.0006,0.0001,0.013
5.717,-0.0012,0.0016,0.008
5.845,-0.0001,0.0003,0.01
5.917,0.0005,-0.0005,0.012
6.017,0.0005,-0.0003,0.012
6.155,-0.0004,0.0001,0.011
6.217,0.0005,-0.0001,0.011
6.317,0.0005,-0.0004,0.01
6.423,0.0005,-0.0001,0.011
6.517,0.0005,-0.0004,0.011
6.617,0.0004,-0.0006,0.014
6.718,0.0004,0.0001,0.011
6.817,-0.0001,0.0008,0.01
6.928,0.0003,0.0,0.012
7.02,-0.0009,0.0003,0.011
7.118,-0.0005,0.0003,0.012
7.252,-0.0018,0.0008,0.012
7.318,-0.0005,0.0011,0.012
7.417,-0.0011,0.0007,0.011
7.541,-0.0018,0.0014,0.013
7.618,-0.0006,0.0004,0.011
7.716,0.0003,-0.0002,0.011
7.83,-0.0016,0.0016,0.011
7.917,-0.0017,-0.0002,0.011
8.018,0.0001,0.0003,0.01
8.119,0.0001,-0.0006,0.011
8.216,0.0002,-0.0004,0.009
8.316,-0.0007,0.0033,0.01
8.434,-0.0018,0.0064,0.01
8.517,0.0023,0.0031,0.01
8.617,0.0035,-0.0019,0.009
8.723,0.0039,-0.0032,0.011
8.816,0.0053,-0.0012,0.011
8.916,0.0052,-0.0009,0.008
9.032,0.0145,-0.0055,0.0
9.116,0.0102,-0.0194,0.0
9.217,0.0084,-0.0169,0.022
9.325,0.0121,-0.0208,0.056
9.416,0.0003,-0.0072,0.083
9.517,-0.0062,0.0058,0.102
9.625,-0.0106,0.0144,0.115
9.716,-0.0126,0.0197,0.128
9.855,-0.0119,0.0199,0.133
9.917,-0.0058,0.012,0.146
10.016,-0.0018,0.0029,0.157
10.143,0.001,-0.0049,0.176
10.216,0.0031,-0.01,0.193
10.317,0.006,-0.011,0.205
10.433,0.0109,-0.0057,0.223
10.516,0.0136,0.0011,0.235
10.616,0.0159,0.008,0.248
10.738,0.0178,0.014,0.256
10.816,0.0183,0.0179,0.267
10.916,0.0182,0.0146,0.267
11.054,0.0181,0.0085,0.272
11.115,0.0171,-0.0032,0.28
