time_s,x_m,y_m,z_down_m
0.27,0.0012,-0.0013,0.011
0.274,0.0019,-0.0013,0.012
0.332,0.0016,-0.0022,0.011
0.424,0.003,0.0002,0.01
0.536,0.0032,-0.0007,0.013
0.624,0.0034,-0.0011,0.01
0.724,0.0047,-0.0025,0.011
0.824,0.0044,0.0007,0.011
0.929,0.0044,-0.0013,0.012
1.025,0.0057,-0.0004,0.012
1.16,0.0043,0.0001,0.01
1.228,0.0048,0.0005,0.012
1.325,0.0043,0.0006,0.012
1.447,0.0045,-0.0,0.012
1.524,0.0045,0.0006,0.013
1.626,0.0049,0.0007,0.009
1.736,0.0045,0.0006,0.011
1.824,0.0044,0.0007,0.009
1.924,0.0042,0.0001,0.011
2.028,0.0041,-0.0007,0.01
2.125,0.0041,0.0008,0.011
2.224,0.0041,0.0008,0.01
2.355,0.0037,0.0011,0.009
2.423,0.0047,0.0014,0.013
2.524,0.0047,0.0015,0.011
2.64,0.0054,0.0011,0.01
2.725,0.0034,0.0041,0.011
2.825,0.0,0.0003,0.011
2.936,0.0001,-0.0003,0.01
3.024,0.0001,-0.0002,0.008
3.123,0.0001,0.0026,0.012
3.24,0.0001,-0.0001,0.012
3.324,-0.0004,-0.0026,0.012
3.424,-0.0004,-0.0028,0.011
3.524,-0.0016,-0.0024,0.012
3.623,-0.002,-0.0026,0.009
3.76,-0.0004,-0.0026,0.009
3.822,-0.0004,-0.0026,0.011
3.924,-0.0006,-0.0003,0.011
4.048,-0.0013,-0.0017,0.014
4.122,-0.0031,-0.0044,0.011
4.223,-0.0042,-0.0033,0.01
4.337,-0.0045,-0.0052,0.01
4.423,-0.0053,-0.0046,0.011
4.523,-0.0051,-0.0046,0.012
4.625,-0.0045,-0.0046,0.012
4.722,-0.0068,-0.0054,0.013
4.823,-0.0064,-0.0056,0.011
4.956,-0.0059,-0.0051,0.011
5.022,-0.0046,-0.0043,0.012
5.122,-0.005,-0.0044,0.011
5.24,-0.0038,-0.0046,0.009
5.323,-0.0038,-0.0039,0.011
5.423,-0.0044,-0.0035,0.01
5.529,-0.0044,-0.0034,0.01
5.622,-0.0045,-0.0033,0.012
5.722,-0.0045,-0.0033,0.01
5.829,-0.0038,-0.0041,0.011
5.923,-0.0039,-0.0043,0.012
6.053,-0.0047,-0.0047,0.009
6.13,-0.004,-0.0038,0.011
6.222,-0.0046,-0.0032,0.015
6.368,-0.004,-0.004,0.011
6.426,-0.0057,-0.0036,0.011
6.522,-0.0045,-0.0032,0.011
6.656,-0.0049,-0.0037,0.01
6.725,-0.0047,-0.0031,0.012
6.822,-0.0049,-0.0037,0.013
6.944,-0.0048,-0.0039,0.012
7.024,-0.0041,-0.0041,0.011
7.122,-0.005,-0.003,0.011
7.238,-0.0049,-0.0029,0.011
7.322,-0.0049,-0.0029,0.014
7.422,-0.0047,-0.0035,0.012
7.523,-0.0048,-0.0046,0.012
7.621,-0.0048,-0.0044,0.009
7.722,-0.005,-0.0044,0.011
7.845,-0.0052,-0.0044,0.01
7.922,-0.005,-0.0039,0.011
8.021,-0.0052,-0.0043,0.011
8.155,-0.0061,-0.0054,0.011
8.222,-0.0048,-0.0038,0.008
8.322,-0.004,-0.0045,0.008
8.429,0.0024,-0.0004,0.008
8.522,0.0027,-0.0002,0.01
8.622,0.0029,-0.0024,0.006
8.723,0.007,-0.0104,0.006
8.822,0.0193,-0.0174,0.0
8.922,0.028,-0.0157,0.001
9.031,0.0247,-0.0166,0.03
9.122,0.0182,-0.0191,0.074
9.256,-0.0023,-0.0093,0.11
9.33,-0.022,-0.0008,0.138
9.422,-0.0338,0.006,0.165
9.546,-0.0381,0.0123,0.198
9.621,-0.0339,0.0113,0.234
9.721,-0.0208,0.009,0.27
9.832,-0.0072,0.0032,0.311
9.921,0.0071,-0.0014,0.349
10.021,0.0173,-0.0064,0.379
10.124,0.024,-0.0083,0.408
10.221,0.0239,-0.0093,0.433
10.321,0.0178,-0.0072,0.451
10.459,0.0104,-0.0046,0.466
10.52,0.0054,0.0002,0.478
10.621,0.0004,0.0043,0.491
10.73,-0.0,0.0073,0.496
10.82,0.0028,0.0065,0.498
10.921,0.0089,0.0033,0.505
11.036,0.0214,-0.004,0.513
11.12,0.0288,-0.0111,0.518
11.221,0.0359,-0.0163,0.527
11.339,0.0338,-0.0178,0.531
11.421,0.033,-0.0169,0.536
11.521,0.0463,0.0003,0.54
11.646,0.0344,0.0064,0.547
11.721,0.0312,0.0173,0.545
11.82,0.0213,0.0274,0.549
11.952,0.0071,0.026,0.549
12.02,0.0055,0.0164,0.552
12.12,-0.004,0.0052,0.551
12.266,0.003,-0.0044,0.555
12.32,0.0142,-0.0132,0.551
12.42,0.0265,-0.0146,0.549
12.565,0.0397,-0.011,0.552
12.624,0.0509,-0.0018,0.548
12.72,0.0593,0.0068,0.548
12.82,0.0568,0.0136,0.547
12.929,0.0525,0.0143,0.544
13.02,0.0438,0.0071,0.544
13.12,0.0342,-0.0042,0.544
13.22,0.0269,-0.0179,0.544
13.32,0.0263,-0.0259,0.546
13.42,0.0262,-0.0355,0.548
13.521,0.0326,-0.0317,0.549
13.619,0.0365,-0.0186,0.552
13.72,0.0435,0.001,0.548
13.832,0.0452,0.0183,0.549
13.92,0.0462,0.0319,0.549
14.02,0.0448,0.0446,0.555
14.141,0.0362,0.0533,0.554
14.22,0.0231,0.0617,0.55
14.32,0.0175,0.0508,0.547
14.453,0.0131,0.0404,0.543
14.52,0.0128,0.0314,0.538
14.62,0.0156,0.0287,0.542
14.764,0.0211,0.0288,0.543
14.831,0.0256,0.0284,0.543
14.92,0.0262,0.0486,0.542
15.057,0.0287,0.0582,0.542
15.121,0.0287,0.0735,0.54
15.219,0.0237,0.0797,0.54
15.32,0.0181,0.0774,0.531
15.425,0.0175,0.0669,0.526
15.521,0.0169,0.0547,0.527
15.62,0.0166,0.0473,0.524
15.718,0.017,0.037,0.529
15.82,0.0114,0.0325,0.53
15.919,0.004,0.0414,0.53
16.027,-0.005,0.053,0.531
16.119,-0.0127,0.0651,0.534
16.219,-0.0145,0.0763,0.534
16.333,-0.0079,0.081,0.534
16.419,-0.0004,0.0795,0.525
16.519,0.013,0.0684,0.515
16.645,0.0273,0.0596,0.512
16.719,0.0381,0.0474,0.513
16.819,0.0568,0.0362,0.519
16.96,0.0649,0.0292,0.523
