time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.247,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686,0.417,,1.288,,,,,
0.25,,10.2486,2.6541,0.014,-2.57,-0.48,0.33,0.0,0.0041,0.0036,0.0001,0.683,0.417,,1.288,,,,,
0.253,,10.2483,2.6538,0.013,-2.56,-0.46,0.33,0.0,0.0026,0.0028,-0.0013,0.683,0.417,,1.278,,,,,
0.257,,10.2485,2.6535,0.013,-2.55,-0.46,0.32,0.0,0.0041,0.0009,0.0002,0.679,0.418,,1.278,,,,,
0.334,,10.2488,2.654,0.011,-2.54,-0.48,0.31,0.0,0.0047,0.003,-0.0018,0.679,0.418,,1.282,,,,,
0.346,,10.2486,2.6541,0.011,-2.53,-0.48,0.32,0.0,0.004,0.0036,-0.0039,0.681,0.418,,1.282,,,,,
0.385,,10.2484,2.6539,0.013,-2.52,-0.47,0.32,0.0,0.0028,0.0026,-0.0054,0.681,0.418,,1.287,,,,,
0.434,,10.2484,2.6542,0.013,-2.5,-0.47,0.32,0.0,0.0026,0.0034,-0.0062,0.686,0.426,,1.287,,,,,
0.486,,10.2484,2.6539,0.012,-2.49,-0.47,0.31,0.0,0.0032,0.002,-0.0075,0.686,0.426,,1.29,,,,,
0.536,,10.2488,2.6543,0.012,-2.48,-0.48,0.29,0.0,0.0052,0.004,-0.0081,0.683,0.417,,1.29,,,,,
0.584,,10.2485,2.6543,0.014,-2.46,-0.48,0.31,0.0,0.0036,0.0042,-0.0099,0.683,0.417,,1.283,,,,,
0.642,,10.2485,2.6547,0.014,-2.45,-0.49,0.31,0.0,0.0038,0.006,-0.0059,0.688,0.426,,1.283,,,,,
0.685,,10.2486,2.6545,0.012,-2.44,-0.48,0.3,0.0,0.0043,0.0046,-0.0071,0.688,0.426,,1.278,,,,,
0.739,,10.2491,2.6545,0.012,-2.43,-0.47,0.29,0.0,0.0068,0.0046,-0.0066,0.685,0.416,,1.278,,,,,
0.784,,10.2487,2.6542,0.012,-2.42,-0.45,0.3,0.0,0.0043,0.003,-0.0081,0.685,0.416,,1.29,,,,,
0.837,,10.2487,2.6545,0.012,-2.41,-0.47,0.3,0.0,0.0039,0.0041,-0.0083,0.682,0.424,,1.29,,,,,
0.888,,10.249,2.6545,0.01,-2.39,-0.46,0.29,0.0,0.0055,0.0037,-0.0096,0.682,0.424,,1.278,,,,,
0.943,,10.2491,2.6546,0.01,-2.38,-0.46,0.29,0.0,0.0065,0.0038,-0.0091,0.681,0.417,,1.278,,,,,
