time_s,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m
1.888,0.0,0.0002,0.005,0.02,-0.58,0.05,0.0,-0.0003,-0.0031,-0.0069,,1.706,,0.362,
1.943,-0.0002,0.0004,0.005,0.02,-0.59,0.07,0.0,0.0027,-0.002,-0.0065,,1.706,,0.362,
1.975,0.0002,-0.0003,0.006,0.02,-0.56,0.04,0.0,-0.0022,-0.0007,-0.0069,,1.709,,0.362,
2.028,-0.0007,-0.0003,0.009,0.02,-0.56,0.07,0.0,0.0024,-0.0019,-0.0066,,1.709,,0.365,
2.076,0.0,-0.0008,0.008,0.02,-0.54,0.04,0.0,0.0002,0.0031,0.0049,,1.706,,0.365,
2.126,0.0,-0.0005,0.009,0.02,-0.55,0.05,0.0,0.0015,-0.0028,0.0047,,1.706,,0.366,
2.178,0.0001,-0.0005,0.007,0.02,-0.55,0.04,0.0,0.0003,-0.0028,0.0046,,1.71,,0.366,
2.227,-0.0004,0.0001,0.009,0.02,-0.58,0.05,0.0,0.0014,-0.0019,0.004,,1.71,,0.367,
2.276,0.0001,-0.001,0.007,0.02,-0.53,0.03,0.0,0.0012,-0.0042,0.0014,,1.699,,0.367,
2.326,-0.0006,-0.0003,0.007,0.01,-0.56,0.06,0.0,0.0019,-0.0028,0.0006,,1.699,,0.368,
2.409,0.0003,-0.0008,0.009,0.02,-0.54,0.03,0.0,0.0016,-0.0004,0.0008,,1.711,,0.368,
2.46,0.0005,-0.0001,0.009,0.02,-0.57,0.02,0.0,0.001,0.001,-0.0001,,1.711,,0.364,
2.479,0.0001,-0.0008,0.006,0.01,-0.54,0.04,0.0,-0.0036,-0.0,-0.0043,,1.703,,0.364,
2.526,-0.0006,-0.0004,0.007,0.01,-0.55,0.06,0.0,0.0027,-0.0059,-0.0044,,1.703,,0.362,
2.576,0.0,-0.0,0.007,0.0,0.0,-0.0,0.0,0.0032,-0.002,0.0,,1.704,,0.362,
2.626,-0.0,-0.0001,0.008,-0.0,-0.07,0.07,0.0,0.0033,-0.0046,0.0001,,1.704,,0.364,
2.709,-0.0001,-0.0003,0.006,-0.0,-0.14,0.13,0.0,-0.0031,-0.0064,-0.0007,,1.709,,0.364,
2.752,0.0002,-0.0003,0.008,0.0,-0.28,0.03,0.0,0.0053,-0.0067,-0.0004,,1.709,,0.367,
2.775,0.0004,-0.0003,0.008,0.0,-0.37,0.02,0.0,0.0003,-0.0042,0.0027,,1.707,,0.367,
2.825,0.0004,-0.0007,0.007,0.0,-0.34,0.03,0.0,0.002,-0.0091,0.0025,,1.707,,0.365,
2.876,0.0002,-0.0009,0.007,0.0,-0.38,0.06,0.0,0.0087,-0.0093,-0.0003,,1.707,,0.365,
2.926,-0.0007,-0.0005,0.008,0.0,-0.47,0.2,0.0,-0.0061,-0.0123,-0.0002,,1.707,,0.363,
2.999,-0.0001,-0.0011,0.009,-0.0,-0.44,0.1,0.0,-0.0014,-0.0047,0.0043,,1.713,,0.363,
3.037,-0.0004,-0.0004,0.009,-0.0,-0.53,0.12,0.0,0.002,-0.0031,0.0046,,1.713,,0.365,
3.075,0.0005,-0.0006,0.008,-0.0,-0.51,0.04,0.0,-0.0002,-0.003,0.0034,,1.702,,0.365,
3.126,-0.0004,-0.0003,0.009,-0.0,-0.55,0.1,0.0,0.0013,-0.0041,0.0032,,1.702,,0.364,
3.175,0.0002,0.0,0.007,-0.0,-0.57,0.05,0.0,-0.0003,-0.0035,-0.0007,,1.71,,0.364,
3.225,0.0002,0.0,0.005,-0.0,-0.57,0.05,0.0,0.0019,-0.0003,-0.0004,,1.71,,0.369,
3.288,0.0002,-0.0005,0.008,-0.0,-0.54,0.05,0.0,0.0,-0.0023,-0.005,,1.708,,0.369,
3.341,-0.0001,-0.0002,0.007,-0.0,-0.56,0.07,0.0,0.0016,-0.0009,-0.005,,1.708,,0.366,
3.386,0.0005,-0.0002,0.009,-0.0,-0.56,0.04,0.0,0.0018,-0.0007,0.0004,,1.708,,0.366,
3.425,0.0005,-0.0005,0.009,-0.0,-0.55,0.04,0.0,0.003,-0.0092,0.0001,,1.708,,0.362,
3.476,0.0002,-0.0002,0.007,-0.0,-0.57,0.05,0.0,0.0014,-0.0017,0.0004,,1.71,,0.362,
3.526,0.0002,0.0006,0.009,-0.0,-0.61,0.05,0.0,0.0009,-0.0026,0.0003,,1.71,,0.368,
3.58,-0.0003,0.0001,0.004,-0.0,-0.58,0.07,0.0,-0.0043,0.0013,-0.0073,,1.706,,0.368,
3.629,0.0002,-0.0002,0.009,-0.0,-0.56,0.04,0.0,0.0009,-0.0016,-0.0072,,1.706,,0.365,
3.675,0.0002,0.0001,0.008,-0.0,-0.57,0.05,0.0,0.0009,-0.0055,0.0003,,1.704,,0.365,
3.725,0.0005,-0.0002,0.007,-0.01,-0.56,0.03,0.0,0.0008,-0.0029,0.0001,,1.704,,0.367,
3.775,0.0002,-0.0012,0.008,-0.01,-0.53,0.04,0.0,-0.0004,-0.0003,-0.0004,,1.712,,0.367,
3.846,0.0002,0.0001,0.006,-0.01,-0.58,0.04,0.0,0.0012,-0.0027,-0.0002,,1.712,,0.364,
3.895,-0.0,0.0001,0.008,-0.01,-0.58,0.05,0.0,-0.002,-0.0015,-0.0011,,1.706,,0.364,
3.925,-0.0005,0.0001,0.008,-0.0,-0.58,0.07,0.0,0.0016,-0.0026,-0.0015,,1.706,,0.367,
3.975,0.0007,-0.0004,0.006,0.0,-0.56,0.03,0.0,0.0009,-0.0012,-0.0031,,1.723,,0.367,
4.026,0.0002,-0.0004,0.006,-0.0,-0.55,0.05,0.0,0.0022,-0.0036,-0.0028,,1.723,,0.369,
4.076,-0.0003,-0.0002,0.006,-0.0,-0.56,0.07,0.0,0.0008,0.0001,-0.0049,,1.704,,0.369,
4.155,-0.0005,-0.0007,0.008,0.0,-0.54,0.08,0.0,0.0009,-0.001,-0.0047,,1.704,,0.36,
4.198,-0.0,-0.0007,0.008,0.0,-0.54,0.06,0.0,-0.0022,0.0026,0.002,,1.707,,0.36,
4.225,0.0002,-0.0005,0.006,0.0,-0.55,0.05,0.0,0.0012,-0.001,0.0017,,1.707,,0.362,
4.275,0.0005,-0.0004,0.01,0.0,-0.55,0.03,0.0,0.005,-0.0023,0.0053,,1.707,,0.362,
4.326,0.0002,-0.0002,0.007,0.0,-0.56,0.04,0.0,0.0045,-0.0044,0.0053,,1.707,,0.364,
4.375,0.0005,0.0,0.007,0.0,-0.57,0.03,0.0,0.0019,0.001,0.0005,,1.702,,0.364,
4.457,0.0003,-0.0007,0.008,0.0,-0.54,0.05,0.0,0.0018,-0.0044,0.0003,,1.702,,0.362,
4.502,0.0005,-0.0002,0.005,0.0,-0.57,0.04,0.0,-0.0029,0.001,-0.0053,,1.71,,0.362,
4.526,0.0007,-0.0002,0.007,0.0,-0.56,0.02,0.0,0.0008,-0.0037,-0.0061,,1.71,,0.367,
4.575,0.0005,-0.0004,0.007,0.0,-0.55,0.04,0.0,-0.0002,-0.0014,-0.0043,,1.705,,0.367,
4.625,0.0005,-0.0002,0.008,0.01,-0.56,0.05,0.0,0.0006,-0.0054,-0.0046,,1.705,,0.366,
4.675,-0.0002,-0.0005,0.007,0.0,-0.55,0.07,0.0,0.0006,-0.0016,-0.0015,,1.701,,0.366,
4.744,0.0,-0.0002,0.008,0.0,-0.56,0.06,0.0,0.0018,-0.0001,-0.0017,,1.701,,0.364,
4.811,0.0,-0.0005,0.008,0.0,-0.54,0.06,0.0,0.0007,-0.0014,0.002,,1.71,,0.364,
4.836,-0.0002,0.0,0.007,0.0,-0.56,0.08,0.0,0.0057,-0.0027,0.0027,,1.71,,0.362,
4.874,0.0002,-0.0005,0.007,0.0,-0.54,0.06,0.0,-0.0041,-0.0011,-0.0006,,1.703,,0.362,
4.925,0.0002,-0.0002,0.007,0.0,-0.55,0.06,0.0,0.0004,-0.0037,-0.0005,,1.703,,0.364,
4.975,0.0002,-0.0005,0.009,0.0,-0.54,0.05,0.0,-0.0005,0.0005,0.0026,,1.705,,0.364,
5.04,0.0002,-0.0004,0.007,0.0,-0.54,0.05,0.0,-0.0008,-0.001,0.0024,,1.705,,0.369,
5.086,0.0005,-0.0002,0.008,-0.0,-0.55,0.04,0.0,0.0003,-0.0037,0.0006,,1.707,,0.369,
5.134,-0.0002,0.0,0.008,-0.0,-0.56,0.07,0.0,0.0007,0.0002,0.0005,,1.707,,0.367,
5.176,-0.0002,0.0002,0.008,-0.0,-0.57,0.07,0.0,-0.0014,-0.0023,0.0007,,1.701,,0.367,
5.225,0.0002,-0.0002,0.009,0.0,-0.55,0.05,0.0,0.0015,-0.0014,0.0012,,1.701,,0.366,
5.275,0.0002,-0.0007,0.007,-0.0,-0.53,0.05,0.0,-0.0032,-0.0026,-0.0004,,1.705,,0.366,
5.332,0.0004,-0.0007,0.007,-0.0,-0.53,0.05,0.0,0.0018,-0.0013,-0.0002,,1.705,,0.368,
5.386,0.0002,-0.0005,0.006,-0.0,-0.54,0.05,0.0,0.0001,-0.0023,-0.0059,,1.716,,0.368,
5.424,-0.0,-0.0005,0.008,-0.0,-0.55,0.06,0.0,0.0003,-0.0031,-0.0058,,1.716,,0.365,
5.475,-0.0003,-0.0002,0.006,-0.01,-0.56,0.07,0.0,0.0001,0.0008,-0.0047,,1.706,,0.365,
5.525,-0.0005,-0.0002,0.008,-0.01,-0.55,0.08,0.0,0.0015,-0.003,-0.0049,,1.706,,0.364,
5.576,0.0004,-0.0002,0.007,-0.01,-0.55,0.04,0.0,0.0002,-0.0008,-0.0012,,1.711,,0.364,
5.625,0.0004,-0.0002,0.007,-0.01,-0.55,0.04,0.0,0.0047,-0.0031,-0.0009,,1.711,,0.372,
5.692,0.0002,-0.0,0.003,-0.01,-0.56,0.05,0.0,-0.0002,-0.0024,-0.0093,,1.709,,0.372,
5.73,0.0002,-0.0007,0.008,-0.0,-0.54,0.05,0.0,-0.0011,-0.0033,-0.0091,,1.709,,0.362,
5.775,-0.0,-0.0002,0.009,-0.0,-0.56,0.06,0.0,0.0003,-0.0015,0.0048,,1.704,,0.362,
5.825,0.0002,-0.0005,0.009,-0.0,-0.54,0.04,0.0,0.0006,-0.0019,0.0048,,1.704,,0.368,
5.907,-0.0003,0.0,0.006,-0.0,-0.56,0.06,0.0,0.0024,-0.0029,0.0023,,1.706,,0.368,
5.95,0.0004,-0.0002,0.008,-0.01,-0.55,0.03,0.0,0.0012,-0.0019,0.0024,,1.706,,0.366,
5.975,0.0004,-0.0005,0.007,-0.01,-0.53,0.03,0.0,-0.0022,0.0011,0.001,,1.708,,0.366,
6.024,-0.0002,-0.0003,0.007,-0.01,-0.54,0.06,0.0,0.0005,-0.0019,0.0003,,1.708,,0.365,
6.075,0.0002,-0.0003,0.008,-0.01,-0.53,0.05,0.0,-0.0028,-0.0005,0.0001,,1.702,,0.365,
6.124,0.0005,-0.0005,0.009,-0.01,-0.51,0.04,0.0,0.0031,-0.0021,0.0003,,1.702,,0.364,
6.204,0.0005,-0.0008,0.007,-0.01,-0.5,0.04,0.0,0.0036,-0.0035,0.0006,,1.714,,0.364,
6.245,0.0002,-0.0001,0.007,-0.01,-0.54,0.05,0.0,0.0038,-0.002,0.0004,,1.714,,0.366,
6.274,0.0002,-0.0009,0.009,-0.01,-0.51,0.07,0.0,0.0028,-0.0015,0.0016,,1.708,,0.366,
6.324,-0.0003,-0.0003,0.006,-0.01,-0.52,0.1,0.0,0.004,0.0001,0.0014,,1.708,,0.365,
6.374,-0.0003,-0.0006,0.009,-0.01,-0.5,0.14,0.0,0.0028,0.0017,0.0006,,1.704,,0.365,
6.426,-0.0005,-0.0003,0.007,-0.02,-0.52,0.14,0.0,0.0038,0.005,-0.0012,,1.704,,0.37,
6.497,0.0003,-0.0002,0.006,0.01,-0.48,0.14,0.0,0.0009,0.0083,-0.0034,,1.709,,0.37,
6.546,0.001,-0.0002,0.005,-0.01,-0.42,0.11,0.0,0.0034,0.0123,-0.0054,,1.709,,0.368,
6.584,0.001,0.0006,0.005,-0.1,-0.34,0.12,0.0,0.003,0.0142,-0.0129,,1.708,,0.368,
6.624,-0.0008,0.0013,0.006,-0.11,-0.36,0.21,0.0,-0.0087,0.0132,-0.0181,,1.708,,0.361,
6.674,-0.0038,0.0042,0.004,-0.1,-0.34,0.35,0.0,-0.0244,0.0235,-0.0133,,1.705,,0.361,
6.724,-0.0046,0.0045,0.004,-0.14,-0.3,0.36,0.0,-0.0202,0.0247,-0.009,,1.705,,0.353,
6.79,-0.006,0.0049,0.006,-0.08,-0.27,0.38,0.0,-0.0242,0.0229,-0.0075,,1.717,,0.353,
6.833,-0.0079,0.0052,0.006,-0.08,-0.26,0.45,0.0,-0.027,0.0219,-0.0085,,1.717,,0.337,
6.874,-0.0086,0.0076,0.005,-0.12,-0.09,0.45,0.01,-0.0316,0.0282,-0.0021,,1.703,,0.337,
6.925,-0.0102,0.0092,0.003,-0.13,-0.28,0.44,0.01,-0.0352,0.029,-0.0003,,1.703,,0.316,
6.974,-0.0122,0.0133,0.002,-0.09,0.06,0.32,0.01,-0.0478,0.0507,-0.007,,1.713,,0.316,
7.024,-0.0151,0.0192,0.0,-0.08,0.6,0.47,0.01,-0.0433,0.0655,-0.0053,,1.713,,0.292,
7.078,-0.0181,0.0238,0.0,-0.12,1.12,-0.28,0.01,-0.05,0.0587,0.0029,,1.711,,0.292,
7.128,-0.0206,0.0213,0.0,-0.22,2.02,-1.06,0.01,-0.0415,0.0153,-0.0047,,1.711,,0.23,
7.174,-0.0129,0.0241,0.0,-0.46,2.07,-1.52,0.01,0.0286,0.0323,0.0073,,1.707,,0.23,
7.224,-0.0038,0.0338,0.0,-0.74,1.6,-1.73,0.01,0.0636,0.084,0.0194,,1.707,,0.245,
7.275,0.0106,0.0511,0.0,-1.09,1.67,-1.6,0.01,0.1298,0.0964,0.0376,,1.717,,0.245,
7.361,0.0205,0.0463,0.0,-1.06,3.53,-0.32,0.01,0.1617,0.0035,0.0592,,1.717,,0.366,
7.408,0.0287,0.0295,0.002,-1.0,4.33,1.22,0.01,0.1224,-0.1164,0.0539,,1.706,,0.366,
7.431,0.0247,0.0223,0.01,-0.88,2.64,2.84,0.01,0.0839,-0.1401,0.0879,,1.706,,0.523,
7.474,0.0265,0.0102,0.023,-0.92,1.6,2.86,0.01,0.0471,-0.1918,0.1308,,1.674,,0.523,
7.524,0.0276,-0.0045,0.033,-1.0,0.26,2.81,0.01,0.0246,-0.1907,0.1295,,1.674,,0.516,
7.574,0.0269,-0.0159,0.044,-1.0,-1.26,2.64,0.01,-0.0061,-0.1964,0.1675,,1.664,,0.516,
7.652,0.0302,-0.019,0.054,-1.02,-2.68,1.88,0.01,-0.0048,-0.1326,0.1579,,1.664,,0.489,
7.701,0.0264,-0.024,0.062,-1.02,-3.17,1.57,0.01,-0.0408,-0.1279,0.1521,,1.611,,0.489,
7.725,0.0257,-0.0238,0.067,-0.94,-3.26,1.03,0.01,-0.0497,-0.0781,0.1604,,1.611,,0.468,
7.774,0.0182,-0.03,0.076,-1.01,-3.08,0.78,0.01,-0.0731,-0.0562,0.142,,1.616,,0.468,
7.824,0.0112,-0.0331,0.079,-1.04,-2.86,0.24,0.0,-0.0937,-0.0354,0.1508,,1.616,,0.462,
7.873,0.005,-0.0357,0.085,-1.06,-2.65,-0.37,0.0,-0.0937,-0.016,0.131,,1.587,,0.462,
7.95,0.0002,-0.0371,0.087,-1.01,-2.28,-0.98,0.0,-0.1032,-0.001,0.135,,1.587,,0.462,
7.985,-0.0044,-0.038,0.098,-0.98,-2.03,-1.44,0.0,-0.0857,0.0171,0.1253,,1.599,,0.462,
8.024,-0.0089,-0.0368,0.099,-0.97,-1.74,-1.85,0.0,-0.0723,0.0292,0.1397,,1.599,,0.467,
8.074,-0.0115,-0.0349,0.112,-1.01,-1.45,-2.05,0.0,-0.0523,0.0413,0.1228,,1.6,,0.467,
8.124,-0.0125,-0.0334,0.118,-0.99,-1.1,-1.97,0.0,-0.0294,0.0508,0.1459,,1.6,,0.479,
8.174,-0.0126,-0.0314,0.128,-0.92,-0.8,-1.64,0.0,-0.0092,0.053,0.134,,1.603,,0.479,
8.241,-0.0118,-0.0275,0.126,-0.83,-0.63,-1.41,0.0,0.0084,0.0644,0.1339,,1.603,,0.48,
8.283,-0.0105,-0.0241,0.134,-0.68,-0.37,-1.06,0.0,0.0216,0.0675,0.1108,,1.615,,0.48,
8.323,-0.008,-0.0205,0.14,-0.56,-0.23,-0.84,0.0,0.0352,0.0708,0.1231,,1.615,,0.47,
8.373,-0.0057,-0.0175,0.142,-0.45,-0.05,-0.59,0.0,0.045,0.0714,0.1151,,1.626,,0.47,
8.424,-0.0028,-0.0141,0.15,-0.38,0.23,-0.22,0.0,0.0522,0.0708,0.1055,,1.626,,0.46,
8.474,0.0004,-0.0109,0.153,-0.34,0.46,0.15,0.0,0.0533,0.0663,0.1099,,1.633,,0.46,
8.534,0.0031,-0.0088,0.16,-0.35,0.62,0.48,0.0,0.0514,0.0555,0.1042,,1.633,,0.458,
8.574,0.0058,-0.0072,0.172,-0.34,0.68,0.66,0.0,0.0476,0.0481,0.1002,,1.638,,0.458,
8.624,0.0091,-0.004,0.169,-0.38,0.63,0.74,0.0,0.0445,0.044,0.1095,,1.638,,0.453,
8.674,0.0111,-0.0024,0.176,-0.43,0.69,0.99,0.0,0.038,0.0385,0.0853,,1.648,,0.453,
8.724,0.0138,0.0008,0.179,-0.51,0.79,1.19,0.0,0.0328,0.0381,0.0949,,1.648,,0.448,
8.775,0.0149,0.0022,0.189,-0.55,0.81,1.31,0.0,0.0204,0.0294,0.0824,,1.665,,0.448,
8.85,0.0161,0.003,0.188,-0.6,0.85,1.28,0.0,0.0109,0.0207,0.086,,1.665,,0.447,
8.875,0.016,0.0042,0.193,-0.64,0.76,1.12,0.0,0.0001,0.0161,0.0707,,1.676,,0.447,
8.923,0.016,0.0046,0.202,-0.7,0.62,1.04,0.01,-0.007,0.0081,0.0751,,1.676,,0.447,
8.973,0.0154,0.0052,0.207,-0.67,0.62,0.98,0.03,-0.0176,0.0043,0.0744,,1.689,,0.447,
9.024,0.0153,0.0035,0.205,-0.61,0.65,0.73,0.07,-0.0221,-0.0062,0.0647,,1.689,,0.456,
9.074,0.0147,0.0037,0.206,-0.58,0.67,0.57,0.13,-0.0246,-0.0142,0.0462,,1.696,,0.456,
9.134,0.0154,0.0031,0.212,-0.55,0.47,0.41,0.22,-0.0242,-0.0146,0.0467,,1.696,,0.452,
9.193,0.0124,-0.0011,0.213,-0.52,0.4,0.32,0.34,-0.0274,-0.0256,0.0475,,1.684,,0.452,
9.226,0.0169,-0.0057,0.218,-0.53,0.12,0.09,0.49,-0.0206,-0.0376,0.0357,,1.684,,0.457,
9.274,0.0145,-0.0071,0.224,-0.52,-0.25,0.13,0.68,-0.0226,-0.0368,0.0373,,1.686,,0.457,
9.324,0.0137,-0.0089,0.218,-0.48,-0.57,0.15,0.91,-0.0221,-0.0333,0.0408,,1.686,,0.461,
9.373,0.0118,-0.0104,0.223,-0.41,-0.75,0.06,1.18,-0.0258,-0.028,0.0183,,1.685,,0.461,
9.423,0.0103,-0.0111,0.223,-0.32,-0.94,-0.01,1.49,-0.0273,-0.0188,0.0308,,1.685,,0.462,
9.507,0.0093,-0.0111,0.224,-0.23,-0.95,-0.01,1.84,-0.026,-0.0099,0.0222,,1.68,,0.462,
9.529,0.0084,-0.0092,0.227,-0.19,-0.93,-0.19,2.23,-0.0239,0.0045,0.0146,,1.68,,0.468,
9.573,0.0092,-0.0073,0.225,-0.15,-0.73,-0.14,2.67,-0.018,0.0149,0.0185,,1.688,,0.468,
9.624,0.0091,-0.0037,0.23,-0.08,-0.49,-0.05,3.15,-0.0143,0.0263,0.0122,,1.688,,0.468,
9.673,0.0109,-0.0011,0.228,-0.01,-0.21,-0.1,3.67,-0.009,0.0315,0.019,,1.698,,0.468,
9.723,0.0122,0.0011,0.23,0.11,0.1,-0.08,4.23,-0.0043,0.0339,0.0126,,1.698,,0.467,
9.823,0.013,0.0045,0.229,0.27,0.32,0.01,4.83,-0.0001,0.0363,0.0113,,1.688,,0.467,
9.831,0.0148,0.0057,0.233,0.44,0.61,0.1,5.47,0.0025,0.0318,0.0063,,1.688,,0.465,
9.873,0.0155,0.0094,0.235,0.62,0.81,0.37,6.14,0.0014,0.0311,0.0112,,1.689,,0.465,
9.924,0.0169,0.011,0.23,0.83,1.0,0.57,6.85,0.0017,0.024,0.0075,,1.689,,0.459,
9.973,0.019,0.0115,0.232,1.1,1.04,0.67,7.59,0.0013,0.0139,-0.003,,1.697,,0.459,
10.024,0.019,0.0119,0.228,1.38,0.89,0.76,8.36,-0.0031,0.0053,0.005,,1.697,,0.446,
10.084,0.0193,0.0112,0.232,1.69,0.84,0.76,9.16,-0.0068,-0.0035,-0.0077,,1.676,,0.446,
10.139,0.0198,0.0095,0.229,2.01,0.66,0.64,9.99,-0.0128,-0.0149,0.0023,,1.676,,0.434,
10.173,0.0195,0.0067,0.233,2.38,0.47,0.72,10.83,-0.0177,-0.0238,-0.0023,,1.638,,0.434,
10.224,0.0189,0.0043,0.229,2.8,0.25,0.72,11.7,-0.0214,-0.0298,0.0029,,1.638,,0.416,
10.273,0.0187,0.0003,0.231,3.26,0.06,0.61,12.58,-0.0266,-0.0364,-0.0029,,,,0.416,
10.324,0.0158,-0.0023,0.231,3.79,-0.29,0.51,13.48,-0.0338,-0.0381,0.0028,,,,0.417,
10.374,0.0166,-0.0044,0.233,4.38,-0.48,0.32,14.39,-0.0339,-0.0382,0.0049,,,,0.417,
10.468,0.0132,-0.007,0.231,5.02,-0.67,0.18,15.3,-0.0382,-0.0315,0.0033,,,,0.423,
10.473,0.0114,-0.008,0.234,5.68,-0.87,-0.02,16.22,-0.0393,-0.0264,0.0032,,,,0.423,
10.523,0.008,-0.0099,0.231,6.35,-0.93,-0.17,17.15,-0.0426,-0.0193,0.002,,,,0.449,
10.573,0.0064,-0.0095,0.233,7.09,-1.0,-0.38,18.07,-0.0405,-0.0088,-0.0006,,0.803,1.094,0.449,
10.623,0.0055,-0.0091,0.232,7.86,-0.97,-0.59,18.98,-0.0332,0.0053,-0.0001,,0.803,1.094,0.486,
10.672,0.006,-0.0066,0.229,8.65,-0.88,-0.72,19.89,-0.0271,0.0174,-0.0094,,0.788,,0.486,
10.729,0.0077,-0.0013,0.231,9.53,-0.63,-0.65,20.79,-0.0149,0.0342,-0.009,,0.788,,0.561,
10.794,0.0095,0.0021,0.232,10.42,-0.35,-0.47,21.67,-0.0065,0.0458,0.0001,,0.778,1.329,0.561,
10.831,0.0093,0.0066,0.233,11.34,-0.01,-0.15,22.54,0.001,0.0528,-0.0051,,0.778,1.329,0.658,
10.873,0.0117,0.0107,0.232,12.38,0.37,0.02,23.39,0.0048,0.0534,-0.0021,,0.778,,0.658,
