time_s,x_m,y_m,z_down_m
0.243,0.0,0.0,0.01
0.246,7.319,1.6125,0.007
0.248,7.3181,1.6072,0.008
0.25,7.3184,1.6089,0.009
0.309,7.3188,1.608,0.009
0.327,7.3181,1.6155,0.005
0.377,7.3176,1.6221,0.01
0.427,7.3198,1.6216,0.007
0.477,7.3189,1.6219,0.009
0.528,7.3195,1.6221,0.011
0.578,7.3183,1.623,0.008
0.636,7.3186,1.6158,0.009
0.677,7.318,1.6154,0.008
0.726,7.3179,1.6151,0.009
0.776,7.318,1.6172,0.007
0.827,7.3175,1.6151,0.008
0.877,7.3179,1.6154,0.009
0.968,7.3186,1.6148,0.008
0.98,7.3185,1.6207,0.007
1.033,7.3149,1.6243,0.006
1.076,7.3157,1.6151,0.009
1.128,7.3155,1.6159,0.009
1.177,7.3138,1.6123,0.008
1.268,7.3127,1.609,0.009
1.278,7.3124,1.6098,0.009
1.331,7.3119,1.608,0.009
1.376,7.3123,1.6037,0.007
1.427,7.3129,1.6075,0.008
1.477,7.3125,1.6074,0.007
1.567,7.3136,1.6142,0.007
1.608,7.3129,1.6139,0.008
1.631,7.3129,1.6132,0.006
1.676,7.3133,1.6122,0.007
1.728,7.3132,1.6122,0.007
1.779,7.3131,1.613,0.01
1.857,7.313,1.6156,0.007
1.9,7.312,1.6146,0.008
1.93,7.3134,1.6168,0.006
1.977,7.3139,1.6155,0.008
2.027,7.3129,1.6163,0.006
2.078,7.3109,1.615,0.009
2.147,7.3125,1.617,0.01
2.205,7.3114,1.6174,0.007
2.25,7.3114,1.6158,0.008
2.276,7.3112,1.6156,0.009
2.327,7.3118,1.6172,0.009
2.377,7.3114,1.6158,0.007
2.434,7.3116,1.6166,0.009
2.48,7.3118,1.6174,0.008
2.526,7.3123,1.6246,0.009
2.577,7.312,1.6234,0.008
2.626,7.3115,1.6183,0.01
2.676,7.3113,1.6185,0.009
2.726,7.3119,1.6189,0.008
2.778,7.3108,1.6185,0.008
2.825,7.3119,1.6176,0.007
2.876,7.3117,1.6187,0.009
2.927,0.0001,-0.0,0.007
3.01,-0.0004,0.0004,0.007
3.055,-0.0,-0.0006,0.008
3.079,-0.0004,-0.0004,0.011
3.126,-0.0022,-0.0005,0.007
3.176,-0.0003,0.0035,0.006
3.226,0.0013,0.0065,0.008
3.299,0.0026,0.0011,0.009
3.347,0.002,0.0061,0.007
3.375,0.0017,-0.0055,0.006
3.426,0.0037,-0.0127,0.009
3.476,0.0041,-0.0106,0.009
3.525,0.0029,-0.0124,0.007
3.586,0.0024,-0.0116,0.008
3.631,0.0031,-0.0103,0.009
3.675,0.0024,-0.0119,0.009
3.726,0.0031,-0.0117,0.007
3.776,0.0024,-0.0106,0.008
3.826,0.0031,-0.0097,0.008
3.876,0.0021,-0.0094,0.008
3.933,0.003,-0.0112,0.008
3.976,0.0037,-0.0147,0.007
4.026,0.004,-0.0209,0.011
4.077,0.0037,-0.0193,0.01
4.158,0.0046,-0.0265,0.009
4.205,0.0042,-0.0272,0.006
4.228,0.0041,-0.027,0.007
4.276,0.0046,-0.0337,0.01
4.326,0.0046,-0.0312,0.007
4.376,0.0056,-0.0356,0.007
4.446,0.0044,-0.0342,0.009
4.485,0.0056,-0.03,0.008
4.525,0.0094,-0.0256,0.009
4.576,0.0112,-0.0234,0.009
4.626,0.0108,-0.0265,0.009
4.676,0.0094,-0.026,0.011
4.736,0.0094,-0.0258,0.011
4.782,0.0113,-0.0254,0.007
4.825,0.0112,-0.0256,0.009
