time_s,x_m,y_m,z_down_m
0.237,0.6066,-0.2734,0.008
0.241,0.6066,-0.2731,0.01
0.328,0.6061,-0.2728,0.011
0.427,0.6052,-0.2732,0.01
0.534,0.6056,-0.2718,0.009
0.627,0.6058,-0.2722,0.009
0.726,0.6053,-0.272,0.011
0.874,0.6059,-0.2723,0.011
0.932,0.6058,-0.2726,0.01
1.027,0.6061,-0.2726,0.011
1.161,0.6061,-0.2723,0.01
1.227,0.6056,-0.2719,0.011
1.328,0.6028,-0.2701,0.009
1.457,0.6004,-0.2681,0.009
1.528,0.5938,-0.2628,0.012
1.626,0.5902,-0.2604,0.009
1.747,0.5908,-0.2605,0.009
1.827,0.589,-0.2591,0.006
1.926,0.5857,-0.2572,0.01
2.035,0.589,-0.2587,0.01
2.128,0.5849,-0.2567,0.009
2.227,0.5851,-0.2565,0.01
2.327,0.5784,-0.2524,0.01
2.426,0.5798,-0.2533,0.009
2.527,0.5792,-0.2534,0.011
2.649,0.5796,-0.253,0.01
2.727,0.5787,-0.2528,0.01
2.827,-0.0001,-0.0004,0.01
2.933,-0.0004,-0.0019,0.01
3.027,-0.0006,-0.0053,0.01
3.127,0.0001,-0.0053,0.009
3.241,-0.0004,-0.0064,0.008
3.326,-0.0006,-0.0051,0.008
3.425,0.0001,-0.0054,0.008
3.525,-0.0004,-0.0057,0.008
3.626,-0.0008,-0.0053,0.01
3.763,-0.0004,-0.0102,0.009
3.827,-0.0008,-0.0094,0.01
3.926,-0.0004,-0.0039,0.01
4.05,-0.0002,-0.0058,0.01
4.125,-0.0004,-0.0046,0.01
4.226,-0.0006,-0.0,0.009
4.343,0.0,-0.0047,0.011
4.425,-0.0004,-0.005,0.008
4.526,-0.0004,-0.0052,0.01
4.63,-0.0002,-0.005,0.009
4.726,-0.0004,-0.0052,0.011
4.826,-0.0005,-0.0056,0.01
4.931,-0.0003,-0.005,0.009
5.025,-0.0005,-0.0054,0.012
5.125,-0.0005,-0.0056,0.012
5.249,-0.0003,-0.0052,0.01
5.326,-0.001,-0.0087,0.01
5.426,-0.001,-0.0092,0.008
5.545,-0.0008,-0.0075,0.01
5.625,-0.0009,-0.0052,0.01
5.727,-0.0011,-0.0051,0.012
5.829,-0.0009,-0.0047,0.011
5.925,-0.0007,-0.0045,0.01
6.025,-0.0007,-0.0048,0.01
6.131,-0.0012,-0.0052,0.011
6.225,-0.0003,-0.0045,0.01
6.345,-0.0012,-0.0048,0.012
6.438,-0.001,-0.0048,0.01
6.525,-0.0011,-0.0052,0.012
6.65,-0.0017,-0.0043,0.011
6.732,-0.0011,-0.0054,0.01
6.825,-0.0013,-0.0103,0.01
6.937,-0.0015,-0.0127,0.009
7.024,-0.0015,-0.0126,0.011
7.126,-0.0012,-0.012,0.009
7.227,-0.0016,-0.0122,0.013
7.325,-0.0017,-0.0133,0.01
7.424,-0.0015,-0.013,0.01
7.556,-0.002,-0.0168,0.009
7.626,-0.0015,-0.0177,0.01
7.725,-0.0016,-0.0156,0.01
7.853,-0.0016,-0.0168,0.012
7.925,-0.0013,-0.0202,0.012
8.024,-0.0011,-0.0199,0.012
8.149,-0.0012,-0.0201,0.009
8.225,-0.0002,-0.017,0.008
8.325,0.0042,-0.0198,0.008
8.428,0.0141,-0.0224,0.008
8.525,0.0294,-0.0284,0.01
8.624,0.0471,-0.0372,0.0
8.728,0.0514,-0.0539,0.0
8.824,0.0239,-0.0623,0.002
8.96,0.0367,-0.0573,0.019
9.024,0.0389,-0.0563,0.047
9.125,0.0293,-0.0439,0.077
9.248,0.0024,-0.0267,0.102
9.324,-0.019,-0.0113,0.141
9.425,-0.0386,0.0015,0.198
9.534,-0.05,0.0083,0.274
9.624,-0.0538,0.0098,0.3
9.724,-0.0514,0.0097,0.304
9.846,-0.046,0.0085,0.271
9.924,-0.0383,0.0064,0.269
10.025,-0.0241,0.0012,0.3
10.145,-0.0157,-0.0049,0.359
10.225,-0.0122,-0.0132,0.408
10.324,-0.0035,-0.0081,0.462
10.427,-0.0186,-0.0022,0.497
10.524,-0.0164,0.0017,0.516
10.624,-0.0148,0.007,0.529
