time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.227,,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679,0.421,2.438,1.266,,,,,
0.27,,0.01,-0.0075,0.017,0.07,-0.28,0.34,0.0,0.0046,-0.0009,0.0043,0.679,0.428,,1.278,,,,,
0.324,,0.0101,-0.008,0.016,0.07,-0.26,0.34,0.0,0.0049,-0.0034,0.0045,0.68,0.428,,1.278,,,,,
0.369,,0.0096,-0.008,0.014,0.07,-0.26,0.36,0.0,0.0023,-0.0039,0.0026,0.68,0.419,,1.279,,,,,
0.419,,0.0091,-0.008,0.016,0.07,-0.26,0.38,0.0,-0.0005,-0.0042,-0.004,0.676,0.419,,1.279,,,,,
0.469,,0.0094,-0.0081,0.015,0.07,-0.26,0.36,0.0,0.001,-0.0039,-0.0026,0.676,0.427,,1.277,,,,,
0.524,,0.0101,-0.0079,0.017,0.07,-0.27,0.33,0.0,0.0049,-0.0026,-0.0038,0.68,0.427,,1.277,,,,,
0.576,,0.0091,-0.0076,0.016,0.07,-0.29,0.37,0.0,-0.0004,-0.0012,0.0003,0.68,0.423,,1.278,,,,,
0.619,,0.0101,-0.0078,0.016,0.07,-0.28,0.34,0.0,0.0043,-0.0025,0.0006,0.679,0.423,,1.278,,,,,
0.668,,0.0102,-0.0084,0.016,0.07,-0.26,0.34,0.0,0.0046,-0.005,0.0007,0.679,0.429,,1.285,,,,,
0.718,,0.0102,-0.0076,0.018,0.07,-0.3,0.34,0.0,0.0049,-0.0007,0.0007,0.678,0.429,,1.285,,,,,
0.768,,0.0099,-0.0081,0.016,0.07,-0.28,0.36,0.0,0.003,-0.0028,0.005,0.678,0.421,,1.279,,,,,
0.818,,0.0097,-0.0084,0.015,0.07,-0.26,0.37,0.0,0.0017,-0.0042,0.0026,0.68,0.421,,1.279,,,,,
0.868,,0.0101,-0.0076,0.015,0.07,-0.29,0.35,0.0,0.0044,-0.0006,-0.0007,0.68,0.428,,1.273,,,,,
0.927,,0.0101,-0.0076,0.016,0.07,-0.29,0.35,0.0,0.0041,-0.0004,-0.0033,0.68,0.428,,1.273,,,,,
0.979,,0.0103,-0.0079,0.017,0.07,-0.28,0.35,0.0,0.0044,-0.0022,-0.002,0.68,0.423,,1.275,,,,,
1.032,,0.0101,-0.0081,0.016,0.07,-0.27,0.35,0.0,0.0032,-0.0037,0.0017,0.679,0.423,,1.275,,,,,
1.068,,0.0097,-0.0074,0.017,0.07,-0.3,0.37,0.0,0.0005,-0.0001,0.0017,0.679,0.429,,1.27,,,,,
1.118,,0.0101,-0.0083,0.016,0.07,-0.26,0.35,0.0,0.0031,-0.0048,0.0035,0.677,0.429,,1.27,,,,,
1.167,,0.0101,-0.0081,0.015,0.07,-0.27,0.35,0.0,0.0034,-0.0039,0.0023,0.677,0.422,,1.277,,,,,
1.225,,0.0102,-0.0079,0.017,0.07,-0.29,0.35,0.0,0.0044,-0.0031,-0.001,0.678,0.422,,1.277,,,,,
1.274,,0.0097,-0.0077,0.016,0.06,-0.3,0.37,0.0,0.0021,-0.0014,0.0014,0.678,0.427,,1.271,,,,,
1.318,,0.0102,-0.0077,0.015,0.07,-0.3,0.35,0.0,0.0047,-0.0015,0.0002,0.675,0.427,,1.271,,,,,
1.368,,0.0097,-0.0082,0.016,0.07,-0.28,0.38,0.0,0.002,-0.0037,-0.0019,0.675,0.421,2.48,1.278,,,,,
1.418,,0.0097,-0.0082,0.015,0.06,-0.28,0.38,0.0,0.0018,-0.0037,-0.0005,0.679,0.421,2.48,1.278,,,,,
1.481,,0.0102,-0.0077,0.014,0.06,-0.3,0.36,0.0,0.0037,-0.001,-0.0023,0.679,0.427,,1.282,,,,,
1.534,,0.0102,-0.0075,0.014,0.06,-0.31,0.36,0.0,0.0032,-0.0005,-0.0052,0.679,0.427,,1.282,,,,,
1.571,,0.01,-0.008,0.015,0.06,-0.3,0.37,0.0,0.0019,-0.0026,-0.0061,0.679,0.422,,1.277,,,,,
1.617,,0.0102,-0.0075,0.016,0.06,-0.32,0.36,0.0,0.0029,-0.0001,-0.0035,0.677,0.422,,1.277,,,,,
1.668,,0.0102,-0.008,0.015,0.06,-0.3,0.36,0.0,0.0029,-0.0024,-0.0002,0.677,0.426,,1.268,,,,,
1.741,,0.0105,-0.0078,0.015,0.06,-0.31,0.35,0.0,0.0043,-0.001,0.0005,0.679,0.426,,1.268,,,,,
1.782,,0.0098,-0.0083,0.016,0.06,-0.29,0.38,0.0,0.0005,-0.0043,0.0006,0.679,0.421,,1.28,,,,,
1.821,,0.0103,-0.0076,0.017,0.06,-0.32,0.35,0.0,0.003,-0.0005,0.0029,0.676,0.421,,1.28,,,,,
1.868,,0.0095,-0.0083,0.018,0.06,-0.29,0.38,0.0,-0.0005,-0.0042,0.006,0.676,0.427,,1.277,,,,,
1.917,,0.0095,-0.0078,0.015,0.06,-0.31,0.38,0.0,0.0,-0.0013,0.0089,0.677,0.427,,1.277,,,,,
1.967,,0.0103,-0.0083,0.018,0.06,-0.29,0.36,0.0,0.0047,-0.0039,0.0042,0.677,0.421,,1.28,,,,,
2.03,,0.0001,-0.0,0.016,-0.0,0.01,0.01,0.0,0.0043,-0.0011,0.0,0.678,0.421,,1.28,,,,,
2.085,,0.0005,0.0,0.015,-0.0,-0.04,-0.02,0.0,0.0099,-0.0011,-0.0006,0.678,0.429,,1.28,,,,,
2.119,,0.0008,-0.0,0.016,-0.0,-0.05,0.01,0.0,0.0112,-0.004,-0.0033,0.674,0.429,,1.28,,,,,
2.168,,0.0006,-0.0004,0.014,-0.0,-0.02,0.23,0.0,0.006,-0.0079,-0.0036,0.674,0.419,,1.283,,,,,
2.218,,0.0011,-0.0006,0.014,-0.0,-0.07,0.18,0.0,0.0095,-0.0082,-0.0076,0.675,0.419,,1.283,,,,,
2.29,,0.0012,-0.0001,0.016,-0.0,-0.21,0.25,0.0,0.008,-0.0035,-0.0095,0.675,0.426,,1.282,,,,,
2.335,,0.0003,-0.0008,0.017,-0.0,-0.14,0.41,0.0,0.0001,-0.008,-0.0042,0.681,0.426,,1.282,,,,,
2.371,,0.001,-0.0001,0.017,-0.0,-0.27,0.34,0.0,0.004,-0.0018,0.0011,0.681,0.418,,1.277,,,,,
2.417,,0.0006,-0.0007,0.016,0.0,-0.22,0.39,0.0,0.0008,-0.0059,0.0045,0.678,0.418,,1.277,,,,,
2.467,,0.0012,0.0,0.017,0.0,-0.29,0.34,0.0,0.0042,-0.001,0.0039,0.678,0.428,,1.277,,,,,
2.517,,0.0006,-0.0007,0.013,0.0,-0.25,0.39,0.0,0.0006,-0.0043,0.0054,0.678,0.428,,1.277,,,,,
2.581,,0.0012,0.0007,0.015,0.0,-0.35,0.34,0.0,0.0046,0.0032,-0.0029,0.678,0.421,2.454,1.277,,,,,
2.619,,0.0012,0.0001,0.017,0.0,-0.31,0.35,0.0,0.0036,-0.0005,-0.0035,0.677,0.421,2.454,1.277,,,,,
2.669,,0.0005,-0.0005,0.015,0.0,-0.28,0.39,0.0,0.0007,-0.004,0.0005,0.677,0.431,,1.287,,,,,
2.717,,0.0011,0.0004,0.018,0.01,-0.33,0.36,0.0,0.0034,0.0004,-0.0011,0.679,0.431,,1.287,,,,,
2.767,,0.0005,0.0004,0.014,0.01,-0.33,0.39,0.0,0.0006,0.0011,0.0043,0.679,0.422,,1.273,,,,,
2.838,,0.0008,-0.0004,0.015,0.01,-0.29,0.37,0.0,0.0032,-0.0029,-0.0019,0.676,0.422,,1.273,,,,,
2.882,,0.0005,-0.0004,0.015,0.01,-0.29,0.38,0.0,0.0015,-0.0029,-0.0027,0.676,0.426,,1.27,,,,,
2.92,,0.0005,0.0017,0.018,0.01,-0.38,0.38,0.0,0.002,0.0074,-0.003,0.68,0.426,,1.27,,,,,
2.967,,0.0005,-0.0001,0.015,0.01,-0.3,0.38,0.0,0.0018,-0.0019,0.0033,0.68,0.422,,1.277,,,,,
3.017,,0.001,-0.0004,0.015,0.01,-0.29,0.36,0.0,0.0046,-0.0032,0.0005,0.678,0.422,,1.277,,,,,
3.068,,0.0003,0.0001,0.016,0.01,-0.31,0.39,0.0,0.0009,-0.0006,-0.0012,0.678,0.427,,1.277,,,,,
3.126,,0.0003,-0.0004,0.016,0.01,-0.29,0.39,0.0,0.0011,-0.0025,0.0005,0.679,0.427,,1.277,,,,,
3.186,,0.0005,0.0007,0.015,0.01,-0.33,0.38,0.0,0.0024,0.0023,0.0018,0.679,0.422,,1.27,,,,,
3.219,,0.001,0.0004,0.017,0.01,-0.32,0.36,0.0,0.0044,0.0004,0.0001,0.678,0.422,,1.27,,,,,
3.267,,0.0011,-0.0002,0.017,0.01,-0.29,0.35,0.0,0.0046,-0.0025,0.0035,0.678,0.428,,1.283,,,,,
3.316,,0.0003,-0.0004,0.016,0.01,-0.28,0.38,0.0,0.0004,-0.0041,0.0046,0.676,0.428,,1.283,,,,,
3.392,,0.0005,-0.0004,0.016,0.01,-0.28,0.37,0.0,0.001,-0.0038,0.0028,0.676,0.424,,1.277,,,,,
3.42,,0.0003,-0.0003,0.017,0.0,-0.28,0.39,0.0,-0.0002,-0.0036,0.0009,0.675,0.424,,1.277,,,,,
3.472,,0.0012,-0.0003,0.017,0.0,-0.28,0.35,0.0,0.0042,-0.0036,0.0022,0.675,0.427,,1.277,,,,,
3.517,,0.001,-0.0003,0.015,0.0,-0.28,0.36,0.0,0.0034,-0.0029,0.0031,0.674,0.427,,1.277,,,,,
3.567,,0.001,0.0001,0.016,0.0,-0.3,0.36,0.0,0.0031,-0.0007,-0.0011,0.674,0.421,,1.279,,,,,
3.617,,0.0001,-0.0004,0.014,0.0,-0.28,0.39,0.0,-0.0014,-0.0033,-0.0015,0.677,0.421,,1.279,,,,,
3.671,,0.0008,-0.0004,0.017,0.0,-0.27,0.36,0.0,0.0024,-0.0031,-0.0057,0.677,0.426,,1.29,,,,,
3.729,,0.0006,-0.0001,0.015,0.01,-0.29,0.37,0.0,0.0012,-0.0013,-0.0005,0.677,0.426,,1.29,,,,,
3.767,,0.0011,0.0001,0.015,0.01,-0.29,0.35,0.0,0.0036,-0.0004,-0.002,0.677,0.422,,1.285,,,,,
3.816,,0.0011,0.0001,0.016,0.0,-0.28,0.34,0.0,0.0038,-0.0008,-0.0024,0.678,0.422,,1.285,,,,,
3.867,,0.0006,-0.0007,0.019,0.0,-0.26,0.36,0.0,0.0009,-0.005,-0.0003,0.678,0.427,,1.272,,,,,
3.923,,0.0014,0.0001,0.017,0.01,-0.29,0.33,0.0,0.0048,-0.0013,0.0077,0.679,0.427,,1.272,,,,,
3.967,,0.0014,0.0004,0.015,0.01,-0.3,0.33,0.0,0.0043,0.0001,0.008,0.679,0.421,,1.279,,,,,
4.026,,0.0006,-0.0004,0.016,0.01,-0.27,0.36,0.0,0.0007,-0.0033,0.0027,0.682,0.421,,1.279,,,,,
4.067,,0.001,-0.0004,0.017,0.01,-0.28,0.35,0.0,0.0029,-0.003,0.0025,0.682,0.424,,1.273,,,,,
4.116,,0.0003,-0.0001,0.016,0.01,-0.29,0.37,0.0,0.0001,-0.0018,0.0038,0.675,0.424,,1.273,,,,,
4.167,,0.0009,-0.0004,0.014,0.01,-0.27,0.35,0.0,0.0035,-0.0028,0.0022,0.675,0.42,,1.284,,,,,
4.221,,0.0011,-0.0004,0.015,0.01,-0.28,0.35,0.0,0.0043,-0.0028,-0.0045,0.679,0.42,,1.284,,,,,
4.274,,0.0011,0.0001,0.015,0.01,-0.3,0.34,0.0,0.0033,-0.0003,-0.0044,0.679,0.425,,1.279,,,,,
4.316,,0.0004,-0.0004,0.017,0.01,-0.27,0.37,0.0,0.0001,-0.0031,-0.004,0.675,0.425,,1.279,,,,,
4.366,,0.0009,-0.0005,0.016,0.01,-0.27,0.36,0.0,0.0029,-0.003,0.0008,0.675,0.421,2.409,1.276,,,,,
4.417,,0.0006,-0.0007,0.016,0.01,-0.26,0.37,0.0,0.0016,-0.0046,0.0012,0.678,0.421,2.409,1.276,,,,,
4.476,,0.0013,-0.0002,0.016,0.01,-0.28,0.35,0.0,0.0046,-0.0024,0.0011,0.678,0.428,,1.274,,,,,
4.523,,0.0,-0.001,0.015,0.01,-0.26,0.4,0.0,-0.0013,-0.0059,0.0012,0.679,0.428,,1.274,,,,,
4.575,,0.0017,0.0004,0.016,0.01,-0.32,0.34,0.0,0.0065,0.0004,-0.0012,0.679,0.423,,1.285,,,,,
4.616,,0.0009,-0.0008,0.015,0.02,-0.27,0.37,0.0,0.0029,-0.0044,0.0001,0.675,0.423,,1.285,,,,,
4.667,,0.0006,-0.0005,0.016,0.02,-0.28,0.38,0.0,0.0011,-0.0025,-0.0014,0.675,0.424,,1.281,,,,,
4.718,,0.0012,0.0003,0.016,0.02,-0.31,0.36,0.0,0.0032,0.001,0.0003,0.677,0.424,,1.281,,,,,
4.768,,0.0011,-0.0002,0.015,0.01,-0.29,0.37,0.0,0.0029,-0.0015,0.0006,0.677,0.423,,1.273,,,,,
4.828,,0.0011,-0.0003,0.017,0.01,-0.28,0.37,0.0,0.0032,-0.0018,-0.0009,0.678,0.423,,1.273,,,,,
4.866,,0.0011,0.0,0.015,0.01,-0.29,0.38,0.0,0.0024,-0.0003,0.0026,0.678,0.43,2.415,1.29,,,,,
4.917,,0.0006,0.0002,0.016,0.01,-0.3,0.39,0.0,-0.0,0.0004,-0.0003,0.679,0.43,2.415,1.29,,,,,
4.967,,0.0013,0.0,0.017,0.01,-0.29,0.36,0.0,0.0035,-0.001,0.0005,0.679,0.417,,1.278,,,,,
5.02,,0.0006,-0.0004,0.016,0.01,-0.28,0.39,0.0,0.0007,-0.003,0.0033,0.676,0.417,,1.278,,,,,
5.073,,0.001,0.0004,0.015,0.01,-0.32,0.37,0.0,0.0023,0.0013,0.0028,0.676,0.425,,1.284,,,,,
5.117,,0.0012,-0.0002,0.016,0.01,-0.29,0.37,0.0,0.0036,-0.0019,-0.0001,0.679,0.425,,1.284,,,,,
5.167,,0.001,-0.0002,0.017,0.02,-0.29,0.37,0.0,0.0031,-0.0019,0.0004,0.679,0.421,,1.277,,,,,
