time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.28,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.291,,0.207,,,
0.284,,0.2125,8.8303,0.012,1.07,-1.47,0.3,0.0,-0.0048,0.0053,-0.0091,0.702,0.291,,0.207,,,
0.288,,0.2131,8.83,0.013,1.07,-1.45,0.28,0.0,-0.0061,0.0046,-0.0055,0.702,0.289,2.531,0.208,,,
0.292,,0.2124,8.8301,0.012,1.06,-1.45,0.3,0.0,-0.0089,0.0038,-0.0005,0.697,0.289,2.531,0.208,,,
0.299,,0.2122,8.8302,0.011,1.06,-1.45,0.31,0.0,-0.0062,0.0051,-0.0003,0.697,0.285,,0.2,,,
0.337,,0.2127,8.8301,0.009,1.05,-1.45,0.29,0.0,-0.0076,0.003,-0.0027,0.702,0.285,,0.2,,,
0.385,,0.2123,8.8301,0.011,1.05,-1.45,0.31,0.0,-0.0095,0.0042,-0.0083,0.702,0.287,,0.207,,,
0.433,,0.2122,8.8301,0.011,1.04,-1.45,0.31,0.0,-0.0067,0.0046,-0.0057,0.694,0.287,,0.207,,,
0.496,,0.2126,8.8301,0.012,1.03,-1.44,0.3,0.0,-0.0084,0.004,-0.0051,0.694,0.288,2.514,0.209,,,
0.544,,0.2124,8.8304,0.009,1.03,-1.45,0.3,0.0,-0.0044,0.0029,-0.0016,0.699,0.288,2.514,0.209,,,
0.599,,0.2124,8.8301,0.013,1.02,-1.44,0.3,0.0,-0.0092,0.0031,-0.0061,0.699,0.287,,0.207,,,
0.64,,0.2126,8.8302,0.012,1.02,-1.45,0.3,0.0,-0.0052,0.0035,0.0008,0.697,0.287,,0.207,,,
0.684,,0.2126,8.8304,0.012,1.01,-1.46,0.3,0.0,-0.0049,0.0045,0.0018,0.697,0.286,,0.203,,,
0.733,,0.2124,8.8302,0.012,1.0,-1.45,0.31,0.0,-0.0089,0.0032,0.0017,0.699,0.286,,0.203,,,
0.783,,0.212,8.8306,0.01,1.0,-1.46,0.31,0.0,-0.0084,0.0042,0.0009,0.699,0.284,,0.204,,,
0.834,,0.2123,8.8303,0.011,0.99,-1.44,0.3,0.0,-0.0058,-0.0012,-0.0041,0.696,0.284,,0.204,,,
0.882,,0.212,8.8303,0.012,0.98,-1.45,0.31,0.0,-0.0084,0.0041,-0.0051,0.696,0.289,,0.205,,,
0.956,,0.212,8.8303,0.011,0.98,-1.45,0.31,0.0,-0.0069,0.0037,-0.0028,0.698,0.289,,0.205,,,
0.985,,0.2121,8.8303,0.011,0.97,-1.44,0.3,0.0,-0.0091,0.0048,-0.0033,0.698,0.284,,0.207,,,
1.035,,0.2121,8.8303,0.011,0.97,-1.45,0.3,0.0,-0.009,0.0056,-0.0039,0.697,0.284,,0.207,,,
1.083,,0.212,8.8307,0.01,0.96,-1.45,0.3,0.0,-0.0098,0.0056,-0.0043,0.697,0.285,,0.212,,,
