time_s,x_m,y_m,z_down_m
0.853,-0.0163,0.0771,0.012
0.861,-0.0142,0.0772,0.01
0.883,-0.0162,0.077,0.009
1.056,-0.0146,0.075,0.011
1.085,-0.0152,0.0753,0.012
1.183,-0.0179,0.0816,0.009
1.296,-0.0134,0.0839,0.012
1.39,-0.0175,0.0831,0.009
1.483,-0.0189,0.0748,0.012
1.588,-0.0188,0.0779,0.008
1.683,-0.0179,0.0778,0.013
1.783,-0.0187,0.0786,0.01
1.911,-0.0154,0.0635,0.011
1.982,-0.0182,0.0503,0.01
2.087,-0.0197,0.0512,0.007
2.201,-0.0163,0.057,0.009
2.283,-0.0107,0.0664,0.009
2.383,-0.0112,0.0666,0.011
2.501,-0.011,0.0664,0.011
2.584,-0.0133,0.0671,0.012
2.685,-0.01,0.0643,0.009
2.791,-0.0096,0.0617,0.011
2.884,-0.0079,0.0562,0.01
3.014,-0.0084,0.0561,0.009
3.083,-0.0103,0.0558,0.009
3.182,-0.0072,0.0648,0.009
3.311,-0.0055,0.0658,0.01
3.382,-0.0074,0.0624,0.009
3.481,-0.0089,0.0685,0.01
3.598,-0.0102,0.0731,0.01
3.683,-0.0129,0.076,0.01
3.782,0.0001,0.0001,0.011
3.887,0.0002,0.0029,0.009
3.982,0.0034,-0.0008,0.008
4.083,0.0034,-0.004,0.01
4.219,-0.0006,-0.0037,0.008
4.282,-0.0031,-0.0035,0.011
4.383,-0.0015,-0.0032,0.01
4.515,-0.0017,-0.0005,0.01
4.582,0.0003,0.0019,0.012
4.683,-0.006,0.0001,0.011
4.792,-0.0018,0.0027,0.011
4.882,-0.0013,0.0026,0.01
4.982,-0.0048,0.006,0.009
5.087,-0.0063,0.0036,0.011
5.182,-0.0035,-0.0012,0.01
5.282,-0.0024,-0.0082,0.011
5.393,-0.0066,-0.0135,0.01
5.481,-0.0072,-0.0043,0.011
5.611,-0.0116,-0.0136,0.008
5.689,-0.0123,-0.0131,0.008
5.781,-0.0163,-0.0046,0.008
5.9,-0.0177,0.0017,0.011
5.981,-0.0199,-0.0005,0.012
6.083,-0.0263,-0.0161,0.01
6.192,-0.023,-0.0227,0.009
6.296,-0.021,-0.0225,0.012
6.381,-0.0249,-0.0249,0.009
6.481,-0.0185,-0.0159,0.011
6.583,-0.0177,-0.0162,0.01
6.681,-0.0252,-0.0097,0.008
6.804,-0.0216,-0.0134,0.01
6.882,-0.019,-0.0037,0.011
6.981,-0.0191,-0.0029,0.012
7.101,-0.023,-0.0007,0.011
7.183,-0.0206,-0.004,0.01
7.28,-0.0223,0.0002,0.007
7.393,-0.0203,-0.0036,0.009
7.481,-0.0197,-0.0038,0.01
7.583,-0.0182,-0.0058,0.01
7.695,-0.0158,-0.005,0.01
7.781,-0.018,-0.0053,0.009
7.918,-0.0189,0.0008,0.011
7.994,-0.0126,0.0066,0.01
8.082,-0.012,0.0082,0.013
8.217,-0.0121,0.0,0.01
8.281,-0.0066,-0.0076,0.011
8.383,-0.0025,-0.0027,0.011
8.507,-0.0025,-0.0022,0.011
8.588,0.0036,-0.0053,0.01
8.68,0.0013,-0.0169,0.009
8.797,0.0052,-0.018,0.009
8.88,0.0056,-0.0188,0.011
8.981,0.0066,-0.0191,0.01
9.085,0.0059,-0.0185,0.01
9.18,0.0001,-0.0201,0.009
9.282,0.0013,-0.0184,0.007
9.38,0.0004,-0.0241,0.01
9.481,0.0047,-0.0251,0.011
9.581,0.0015,-0.0285,0.009
9.71,0.0063,-0.0327,0.008
9.781,0.0063,-0.044,0.006
9.88,0.0118,-0.0381,0.0
9.99,0.007,0.0017,0.0
10.079,0.0063,0.0186,0.023
10.18,-0.0004,0.0181,0.054
10.288,-0.0016,0.009,0.081
10.381,0.0013,-0.0097,0.098
10.479,0.0073,-0.0243,0.115
10.582,0.0142,-0.0357,0.131
10.68,0.0243,-0.0409,0.139
10.812,0.0333,-0.0409,0.15
10.892,0.0395,-0.0352,0.169
10.98,0.0416,-0.0257,0.183
11.101,0.04,-0.0157,0.205
11.192,0.037,-0.0069,0.22
11.279,0.0319,-0.0003,0.234
11.388,0.0271,0.004,0.246
11.486,0.0223,0.0023,0.263
11.58,0.0212,-0.001,0.262
11.702,0.024,-0.0042,0.269
11.779,0.0315,-0.0068,0.276
11.879,0.0376,-0.01,0.283
12.015,0.0446,-0.0091,0.293
12.079,0.0489,-0.0068,0.3
12.179,0.0498,-0.0044,0.303
12.326,0.0482,-0.001,0.308
12.379,0.0441,0.0016,0.315
12.48,0.0354,0.0013,0.316
12.616,0.0281,0.0003,0.322
12.679,0.0233,-0.0046,0.324
12.78,0.0241,-0.0055,0.327
12.88,0.0353,-0.0102,0.329
12.993,0.0422,-0.0081,0.33
13.08,0.0529,-0.0027,0.335
13.181,0.0602,0.0036,0.339
13.282,0.0634,0.011,0.345
13.379,0.064,0.0176,0.345
13.478,0.0614,0.0238,0.34
13.579,0.0529,0.029,0.338
13.679,0.0462,0.0315,0.334
13.779,0.0391,0.0314,0.33
13.888,0.0331,0.027,0.333
13.979,0.0319,0.0229,0.334
14.078,0.0361,0.019,0.335
14.202,0.0426,0.0201,0.331
14.278,0.0505,0.023,0.332
14.378,0.059,0.0274,0.329
14.508,0.0627,0.0328,0.33
14.578,0.062,0.0383,0.329
14.679,0.0577,0.0429,0.329
14.808,0.0493,0.0451,0.328
14.879,0.0393,0.0426,0.331
14.978,0.0305,0.0385,0.329
15.095,0.0232,0.0374,0.335
15.183,0.0175,0.0285,0.336
15.278,0.0136,0.0232,0.337
15.378,0.0141,0.0182,0.336
15.481,0.025,0.0202,0.341
15.579,0.0344,0.021,0.34
15.678,0.0395,0.0301,0.342
15.781,0.0392,0.0395,0.338
15.879,0.0366,0.0459,0.339
15.979,0.0308,0.0509,0.334
16.086,0.0236,0.0517,0.333
16.179,0.0161,0.0486,0.33
16.278,0.0111,0.0428,0.328
16.404,0.0104,0.0342,0.328
16.479,0.0142,0.0267,0.326
16.578,0.0216,0.0212,0.324
16.716,0.028,0.0212,0.323
16.778,0.0325,0.0216,0.321
16.878,0.0375,0.0271,0.319
17.008,0.0379,0.0324,0.319
17.078,0.0416,0.0411,0.318
17.178,0.0446,0.0467,0.319
17.304,0.0575,0.0488,0.318
17.384,0.074,0.0512,0.32
17.478,0.0982,0.0485,0.32
17.578,0.1288,0.0456,0.318
17.677,0.1588,0.0433,0.337
17.778,0.1866,0.0412,0.38
17.878,0.2181,0.0415,0.405
17.979,0.2405,0.0455,0.383
18.077,0.2562,0.0476,0.34
18.177,0.2674,0.0567,0.295
18.294,0.2684,0.0633,0.273
18.377,0.2698,0.0677,0.266
18.477,0.2731,0.0633,0.273
18.606,0.2825,0.0566,0.284
18.681,0.2944,0.0466,0.295
18.777,0.3056,0.0406,0.283
18.92,0.2982,0.0492,0.197
18.985,0.3003,0.056,0.018
19.078,0.2863,0.0716,0.078
19.222,0.2873,0.0965,0.062
19.281,0.2543,0.196,0.001
19.377,0.2509,0.2726,0.002
19.478,0.2655,0.3322,0.004
19.58,0.2612,0.3571,0.002
19.677,0.2579,0.3829,0.0
19.777,0.2565,0.4091,0.001
19.88,0.2573,0.4352,0.0
19.977,0.2601,0.4611,0.002
20.077,0.2648,0.4871,0.001
20.177,0.2714,0.5132,0.001
20.277,0.2798,0.5396,0.0
20.377,0.2902,0.5663,0.001
20.513,0.3023,0.5931,0.002
20.576,0.3163,0.6202,0.0
20.677,0.3318,0.6471,0.0
20.831,0.1948,0.3938,0.0
20.883,0.181,0.3435,0.004
20.977,0.1706,0.3107,0.005
21.077,0.1607,0.2756,0.003
21.181,0.1511,0.2377,0.005
21.277,0.1419,0.197,0.005
21.376,0.1328,0.1531,0.003
21.475,0.1239,0.106,0.004
21.576,0.1153,0.0559,0.003
21.677,0.1069,0.0028,0.004
21.792,0.0987,-0.0534,0.005
21.876,0.0907,-0.1127,0.003
21.976,0.083,-0.1751,0.003
22.109,0.0754,-0.2406,0.004
22.189,0.068,-0.3089,0.004
22.277,0.0608,-0.3806,0.002
22.43,0.0538,-0.4552,0.003
22.485,0.047,-0.5334,0.003
22.577,0.0404,-0.6143,0.003
22.676,0.034,-0.6984,0.003
22.785,0.0277,-0.7857,0.002
22.876,0.0202,-0.8756,0.004
22.976,0.0108,-0.9678,0.005
23.083,-0.0006,-1.0635,0.005
23.176,-0.0139,-1.1617,0.005
23.277,-0.0293,-1.2624,0.004
23.393,-0.0467,-1.3651,0.004
23.476,-0.0661,-1.4709,0.004
23.575,-0.0876,-1.5794,0.007
23.705,-0.1114,-1.6887,0.005
23.776,-0.1372,-1.8018,0.004
23.875,-0.1652,-1.9177,0.003
24.017,-0.1956,-2.0338,0.005
24.088,-0.2283,-2.1519,0.003
24.175,-0.2619,-2.2749,0.002
24.275,-0.2956,-2.3997,0.001
24.38,-0.3296,-2.5246,0.003
24.475,-0.3635,-2.6544,0.004
24.575,-0.3976,-2.7855,0.007
24.678,-0.4316,-2.9218,0.005
24.775,-0.4657,-3.0611,0.005
24.876,-0.4999,-3.2029,0.002
24.988,-0.5342,-3.3475,0.0
25.075,-0.0546,-0.3531,0.001
25.175,0.009,-0.13,0.016
25.307,-0.0103,0.3351,0.022
25.375,-0.5054,0.7957,0.016
25.475,-1.0959,0.0689,0.0
25.625,-1.4239,-0.4462,0.002
25.675,-1.2647,-0.6745,0.015
25.776,-1.1422,-0.8674,0.026
25.895,-0.9175,-1.0805,0.024
25.986,-0.6802,-1.3457,0.02
26.075,-0.5489,-1.5146,0.026
26.176,-0.5155,-1.6136,0.04
26.275,-0.4247,-1.7209,0.024
26.374,-0.3806,-1.8474,0.001
26.484,-0.4352,-1.7419,0.02
26.584,-0.5669,-1.6918,0.036
26.674,-0.6294,-1.6282,0.03
26.775,-0.5187,-1.6551,0.015
26.9,-0.4267,-1.7023,0.007
26.974,-0.3995,-1.6912,0.0
27.074,-0.3514,-1.6567,0.009
