time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.234,,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,0.152,2.203,,,,,,
0.238,,0.0248,0.2482,0.011,-3.76,0.17,-0.06,0.0,-0.0033,-0.002,-0.0086,0.47,0.156,2.203,,,,,,
0.243,,0.0248,0.2485,0.012,-3.74,0.15,-0.06,0.0,-0.0029,0.0001,-0.0052,0.47,0.156,2.202,,,,,,
0.247,,0.0248,0.2491,0.013,-3.72,0.13,-0.06,0.0,-0.0026,0.0025,-0.0002,0.473,0.153,2.202,,,,,,
0.299,,0.0248,0.2491,0.01,-3.71,0.13,-0.06,0.0,-0.0025,0.0026,0.0042,0.473,0.153,2.192,,,,,,
0.323,,0.0248,0.2482,0.01,-3.69,0.16,-0.06,0.0,-0.003,-0.0016,-0.0006,0.471,0.149,2.192,,,,,,
0.374,,0.0248,0.2494,0.011,-3.67,0.12,-0.06,0.0,-0.003,0.0042,-0.003,0.471,0.149,2.192,,,,,,
0.423,,0.0247,0.2485,0.011,-3.65,0.15,-0.06,0.0,-0.0027,-0.0009,-0.0024,0.467,0.153,2.192,,,,,,
0.473,,0.0248,0.2485,0.009,-3.64,0.15,-0.07,0.0,-0.0021,-0.0012,-0.0023,0.467,0.153,2.193,,,,,,
0.524,,0.0247,0.2494,0.012,-3.62,0.12,-0.06,0.0,-0.0031,0.0034,-0.0067,0.47,0.151,2.193,,,,,,
0.586,,0.0245,0.2493,0.01,-3.6,0.13,-0.05,0.0,-0.0043,0.0027,-0.0026,0.47,0.151,2.205,,,,,,
0.633,,0.0245,0.2485,0.011,-3.59,0.17,-0.05,0.0,-0.0045,-0.0019,-0.0044,0.47,0.149,2.205,,,,,,
0.682,,0.0248,0.2493,0.008,-3.57,0.14,-0.07,0.0,-0.003,0.0019,-0.0041,0.47,0.149,2.2,,,,,,
0.735,,0.0247,0.2487,0.009,-3.55,0.15,-0.06,0.0,-0.0029,-0.0007,-0.0105,0.469,0.151,2.2,,,,,,
0.792,,0.0247,0.2493,0.012,-3.54,0.13,-0.06,0.0,-0.0029,0.002,-0.0114,0.469,0.151,2.204,,,,,,
0.828,,0.0247,0.249,0.01,-3.52,0.14,-0.06,0.0,-0.0027,0.0,-0.0035,0.472,0.155,2.204,,,,,,
0.887,,0.0248,0.2492,0.01,-3.5,0.13,-0.07,0.0,-0.0026,0.0011,-0.0037,0.472,0.155,2.192,,,,,,
0.923,,0.0245,0.2492,0.011,-3.48,0.14,-0.06,0.0,-0.0035,0.0016,-0.0036,0.474,0.152,2.192,,,,,,
