time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.247,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.389,,,,,
0.251,,-0.0813,-0.0946,0.01,-0.39,-0.24,0.44,0.0,-0.0016,-0.0072,0.0,0.675,0.389,,,,,
0.255,,-0.0813,-0.0944,0.011,-0.39,-0.24,0.45,0.0,-0.002,-0.0063,-0.0015,0.677,0.39,,,,,
0.259,,-0.0811,-0.0947,0.012,-0.38,-0.23,0.43,0.0,-0.0014,-0.0082,-0.0004,0.677,0.39,,,,,
0.279,,-0.0818,-0.0955,0.011,-0.38,-0.19,0.47,0.0,-0.0054,-0.0128,0.002,0.675,0.388,,,,,
0.329,,-0.0824,-0.0953,0.01,-0.38,-0.21,0.49,0.0,-0.0086,-0.0118,0.0007,0.675,0.388,,,,,
0.381,,-0.0816,-0.0941,0.01,-0.38,-0.26,0.44,0.0,-0.0033,-0.0046,-0.0017,0.679,0.39,,,,,
0.431,,-0.0825,-0.0957,0.011,-0.38,-0.19,0.48,0.0,-0.0077,-0.0134,-0.004,0.679,0.39,,,,,
0.479,,-0.0812,-0.094,0.01,-0.39,-0.26,0.43,0.0,-0.0007,-0.0047,-0.0034,0.679,0.38,2.528,,,,
0.529,,-0.0819,-0.096,0.011,-0.38,-0.18,0.46,0.0,-0.0048,-0.0144,-0.0048,0.679,0.38,2.528,,,,
0.584,,-0.0817,-0.095,0.014,-0.39,-0.22,0.44,0.0,-0.0032,-0.0084,-0.0034,0.678,0.386,,,,,
0.639,,-0.0814,-0.0952,0.011,-0.39,-0.21,0.43,0.0,-0.0019,-0.0094,0.0052,0.678,0.386,,,,,
0.694,,-0.0819,-0.0948,0.012,-0.39,-0.23,0.45,0.0,-0.0038,-0.0073,0.0019,0.677,0.392,,,,,
0.74,,-0.0819,-0.096,0.011,-0.39,-0.18,0.45,0.0,-0.0034,-0.0133,0.0015,0.677,0.392,,,,,
0.786,,-0.0815,-0.0953,0.01,-0.39,-0.22,0.44,0.0,-0.0011,-0.0094,-0.001,0.676,0.392,,,,,
0.844,,-0.081,-0.096,0.009,-0.39,-0.19,0.42,0.0,0.0008,-0.0126,-0.0049,0.676,0.392,,,,,
0.882,,-0.0815,-0.0942,0.011,-0.39,-0.27,0.44,0.0,-0.0018,-0.0032,-0.0089,0.675,0.391,,,,,
0.929,,-0.0829,-0.0952,0.011,-0.39,-0.23,0.49,0.0,-0.0088,-0.0083,-0.006,0.675,0.391,,,,,
0.98,,-0.0809,-0.0949,0.01,-0.39,-0.24,0.4,0.0,0.0026,-0.0065,-0.0046,0.68,0.388,2.453,,,,
1.041,,-0.0827,-0.0943,0.01,-0.39,-0.27,0.47,0.0,-0.0072,-0.0033,-0.0062,0.68,0.388,2.453,,,,
1.096,,-0.0824,-0.0961,0.011,-0.39,-0.19,0.46,0.0,-0.006,-0.013,-0.0062,0.675,0.39,,,,,
1.137,,-0.0816,-0.0955,0.011,-0.39,-0.21,0.42,0.0,-0.0012,-0.01,-0.004,0.675,0.39,,,,,
1.18,,-0.0816,-0.0962,0.01,-0.39,-0.19,0.42,0.0,-0.0014,-0.0133,-0.0027,0.675,0.388,,,,,
1.229,,-0.0816,-0.0955,0.013,-0.39,-0.22,0.42,0.0,-0.0013,-0.0086,-0.0046,0.675,0.388,,,,,
1.28,,-0.0814,-0.0954,0.01,-0.39,-0.22,0.41,0.0,-0.0005,-0.008,0.0013,0.679,0.392,,,,,
1.337,,-0.0814,-0.0963,0.014,-0.39,-0.19,0.41,0.0,-0.0004,-0.0122,-0.0024,0.679,0.392,,,,,
1.395,,-0.082,-0.0956,0.011,-0.4,-0.22,0.43,0.0,-0.003,-0.0077,0.0041,0.674,0.389,,,,,
