time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.238,,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.411,,,,,
0.239,,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.41,,,,,
0.24,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671,0.41,,,,,
0.242,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674,0.406,,,,,
0.314,,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674,0.406,,,,,
0.333,,-0.7373,36.1464,0.014,-2.41,-1.59,-0.09,0.0,0.0053,0.0139,-0.0038,0.677,0.408,,,,,
0.384,,-0.7389,36.1445,0.015,-2.39,-1.47,-0.02,0.0,-0.0034,0.0013,-0.004,0.677,0.408,,,,,
0.436,,-0.7375,36.1464,0.015,-2.38,-1.55,-0.08,0.0,0.0045,0.0114,-0.0012,0.674,0.407,,,,,
0.483,,-0.7381,36.1456,0.016,-2.37,-1.5,-0.06,0.0,0.0012,0.0058,-0.0014,0.674,0.407,,,,,
0.546,,-0.737,36.1456,0.017,-2.36,-1.48,-0.11,0.0,0.007,0.0048,0.0045,0.671,0.408,,,,,
0.588,,-0.7374,36.1465,0.018,-2.35,-1.51,-0.08,0.0,0.0043,0.009,0.0041,0.671,0.408,,,,,
0.646,,-0.738,36.1467,0.014,-2.34,-1.5,-0.05,0.0,0.0006,0.0089,0.0003,0.678,0.408,2.463,,,,
0.691,,-0.7378,36.1468,0.015,-2.33,-1.5,-0.06,0.0,0.0021,0.0093,-0.0004,0.678,0.408,2.463,,,,
0.734,,-0.737,36.1461,0.013,-2.32,-1.46,-0.09,0.0,0.0061,0.0043,-0.0083,0.672,0.408,,,,,
0.794,,-0.7376,36.1466,0.016,-2.31,-1.48,-0.06,0.0,0.0027,0.0067,-0.0092,0.672,0.408,,,,,
0.846,,-0.7372,36.1462,0.015,-2.3,-1.46,-0.07,0.0,0.0042,0.0038,-0.0039,0.673,0.41,,,,,
0.882,,-0.7384,36.1466,0.014,-2.29,-1.48,-0.02,0.0,-0.003,0.0068,-0.0042,0.673,0.41,,,,,
0.935,,-0.7374,36.1468,0.017,-2.28,-1.48,-0.06,0.0,0.003,0.0078,-0.0001,0.674,0.408,,,,,
0.999,,-0.7383,36.1467,0.014,-2.26,-1.46,-0.02,0.0,-0.0024,0.0064,-0.0004,0.674,0.408,,,,,
1.039,,-0.737,36.1463,0.013,-2.26,-1.44,-0.08,0.0,0.0052,0.0028,-0.0075,0.675,0.408,,,,,
1.089,,-0.7375,36.1467,0.014,-2.24,-1.46,-0.05,0.0,0.0012,0.0054,-0.0083,0.675,0.408,,,,,
1.134,,-0.7376,36.1451,0.015,-2.24,-1.39,-0.05,0.0,0.0008,-0.0033,-0.0052,0.675,0.408,2.494,,,,
1.184,,-0.7375,36.1467,0.016,-2.22,-1.46,-0.06,0.0,0.0013,0.0054,-0.0057,0.675,0.408,2.494,,,,
