time_s,x_m,y_m,z_down_m
0.089,0.0,0.0,0.006
0.138,-0.2211,-0.3039,0.01
0.188,-0.2234,-0.3028,0.01
0.238,-0.2223,-0.3027,0.011
0.288,-0.2172,-0.3084,0.011
0.34,-0.2132,-0.3118,0.01
0.388,-0.2119,-0.3136,0.01
0.439,-0.2129,-0.31,0.011
0.488,-0.2108,-0.3117,0.011
0.538,-0.2173,-0.3053,0.009
0.589,-0.2179,-0.3063,0.011
0.639,-0.2177,-0.3035,0.01
0.687,-0.2181,-0.3047,0.009
0.737,-0.2177,-0.3032,0.009
0.788,-0.2227,-0.2994,0.012
0.838,-0.2218,-0.2983,0.012
0.888,-0.2223,-0.2994,0.012
0.938,-0.2198,-0.2986,0.011
0.988,-0.2229,-0.2969,0.011
1.039,-0.2209,-0.2979,0.008
1.088,-0.2187,-0.2986,0.009
1.138,-0.2232,-0.2964,0.011
1.189,-0.2204,-0.2992,0.01
1.238,-0.2198,-0.2981,0.009
1.289,-0.2247,-0.2985,0.011
1.339,-0.2205,-0.2998,0.012
1.389,-0.2196,-0.3015,0.01
1.438,-0.2207,-0.301,0.011
1.488,-0.2207,-0.2997,0.012
1.538,-0.2187,-0.3008,0.01
1.587,-0.2193,-0.3019,0.012
1.638,-0.2207,-0.3012,0.011
1.688,-0.2205,-0.3002,0.008
1.738,-0.2217,-0.2997,0.011
1.788,-0.2183,-0.3046,0.01
1.838,-0.2177,-0.3043,0.008
1.888,-0.2071,-0.3121,0.01
1.938,-0.2029,-0.3144,0.011
1.988,-0.2033,-0.3144,0.012
2.037,0.0002,-0.0006,0.01
2.087,0.0016,-0.0017,0.01
2.138,0.0028,-0.0021,0.013
2.187,0.002,-0.0027,0.01
2.237,0.003,-0.0017,0.01
2.288,0.0025,-0.0035,0.011
2.338,0.0018,-0.0059,0.009
2.388,0.0008,-0.0029,0.011
2.438,0.0004,-0.0009,0.01
2.487,0.0007,-0.0029,0.01
2.538,0.001,-0.0008,0.01
2.588,0.0021,-0.003,0.011
2.638,-0.0001,-0.0026,0.011
2.688,-0.005,0.0002,0.01
2.738,0.0002,-0.0034,0.01
2.788,-0.0009,-0.0013,0.011
2.838,-0.0009,-0.0023,0.011
2.888,-0.0009,-0.0057,0.012
2.937,-0.0012,-0.0099,0.009
2.99,-0.0004,-0.0118,0.011
3.038,-0.0009,-0.0096,0.009
3.087,0.0007,-0.0113,0.012
3.138,0.0,-0.0114,0.011
3.187,0.0007,-0.0127,0.01
3.238,0.0012,-0.0114,0.01
3.287,0.0038,-0.0124,0.011
3.338,0.0033,-0.0105,0.013
3.387,0.0057,-0.0141,0.008
3.437,0.0056,-0.014,0.009
3.487,0.0052,-0.0158,0.01
3.538,0.0056,-0.0155,0.01
3.591,0.007,-0.0175,0.007
3.637,0.0073,-0.018,0.013
3.687,0.0024,-0.0139,0.011
3.738,0.0056,-0.015,0.008
3.787,0.0038,-0.0144,0.012
3.838,0.0046,-0.0153,0.009
3.887,0.005,-0.0159,0.012
3.937,0.0019,-0.014,0.009
3.987,0.0045,-0.0146,0.011
4.038,0.0032,-0.013,0.011
4.087,0.0044,-0.0162,0.009
4.137,-0.0047,-0.0085,0.011
4.188,-0.0084,-0.0013,0.011
4.238,-0.0089,-0.0036,0.009
4.287,-0.0072,-0.0038,0.013
4.337,-0.0059,-0.0035,0.012
4.387,-0.0061,-0.0035,0.011
4.437,-0.0038,-0.0049,0.01
4.486,-0.0051,-0.0034,0.012
4.536,-0.0026,-0.0057,0.011
4.589,-0.0015,-0.0062,0.009
4.637,0.0022,-0.0071,0.009
4.687,-0.0,-0.0066,0.011
4.737,-0.0026,-0.0054,0.012
4.787,0.0026,-0.0095,0.011
4.836,0.0015,-0.0088,0.012
4.888,0.0029,-0.0119,0.009
4.937,-0.005,-0.0118,0.012
4.987,-0.0024,-0.0129,0.012
5.037,0.0003,-0.0125,0.012
5.088,-0.0046,-0.0109,0.011
5.138,-0.0114,-0.0074,0.01
5.187,-0.0108,-0.0102,0.011
5.237,-0.0091,-0.0082,0.009
5.287,-0.0105,-0.0024,0.011
5.337,-0.0068,-0.0069,0.012
5.386,-0.0064,-0.0065,0.01
5.436,-0.0064,-0.0068,0.009
5.486,-0.0076,-0.007,0.009
5.537,-0.0076,-0.006,0.013
5.587,-0.0064,-0.0078,0.013
5.636,-0.007,-0.0064,0.009
5.687,-0.0066,-0.0078,0.01
5.736,-0.0064,-0.0076,0.012
5.788,-0.0074,-0.0059,0.011
5.838,-0.0102,-0.0025,0.011
5.888,-0.0114,-0.0035,0.011
5.937,-0.0083,-0.0013,0.011
5.987,-0.0092,-0.0021,0.009
6.038,-0.0081,-0.0015,0.01
6.087,-0.0055,-0.0013,0.009
6.137,-0.0051,-0.0013,0.01
6.186,-0.0043,-0.0031,0.01
6.237,-0.0045,-0.0033,0.009
6.288,-0.0056,-0.0035,0.011
6.337,-0.0038,-0.0013,0.011
6.388,-0.0019,-0.0062,0.008
6.437,0.0018,-0.0107,0.01
6.487,0.002,-0.0155,0.008
