time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.268,,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682,0.422,,,,,,,
0.27,,2.1692,2.3749,0.014,42.35,-0.62,0.2,0.0,0.0,0.0,0.0,0.683,0.417,,,,,,,
0.272,,2.1697,2.3738,0.017,42.15,-0.56,0.21,0.0,0.0,0.0,0.0,0.683,0.417,,,,,,,
0.274,,2.1688,2.3748,0.016,41.94,-0.62,0.21,0.0,0.0,0.0,0.0,0.683,0.424,,1.141,,,,,
0.291,,2.1697,2.3738,0.017,41.74,-0.58,0.21,0.0,0.0,0.0,0.0,0.683,0.424,,1.141,,,,,
0.358,,2.1697,2.3739,0.013,41.53,-0.58,0.2,0.0,0.0023,0.0031,0.0114,0.685,0.415,,1.138,,,,,
0.392,,2.1707,2.3734,0.013,41.33,-0.53,0.18,0.0,-0.0008,0.0049,0.0018,0.685,0.415,,1.138,,,,,
0.441,,2.1694,2.3749,0.014,41.13,-0.61,0.18,0.0,-0.0007,0.0038,-0.0033,0.685,0.421,,,,,,,
0.492,,2.1695,2.374,0.012,40.93,-0.58,0.21,0.0,-0.0024,0.0064,-0.0034,0.685,0.421,,,,,,,
0.545,,2.1702,2.3732,0.015,40.73,-0.53,0.2,0.0,-0.0006,0.0049,-0.0075,0.681,0.418,,1.164,,,,,
0.61,,2.1697,2.3742,0.016,40.53,-0.58,0.19,0.0,-0.0013,0.0058,-0.0023,0.681,0.418,,1.164,,,,,
0.649,,2.1695,2.3741,0.014,40.33,-0.58,0.2,0.0,0.008,0.0021,0.0037,0.684,0.425,,1.146,,,,,
0.707,,2.1697,2.3743,0.013,40.13,-0.59,0.18,0.0,-0.0002,0.0092,0.0019,0.684,0.425,,1.146,,,,,
0.746,,2.1694,2.3743,0.012,39.93,-0.59,0.19,0.0,0.0014,0.0009,-0.0012,0.682,0.418,2.44,1.146,,,,,
0.791,,2.1696,2.3745,0.013,39.74,-0.59,0.18,0.0,0.0018,0.0047,-0.0055,0.682,0.418,2.44,1.146,,,,,
0.844,,2.1697,2.3756,0.013,39.54,-0.63,0.15,0.0,0.0025,0.0038,-0.0049,0.684,0.426,,1.141,,,,,
0.912,,2.1692,2.3746,0.012,39.35,-0.61,0.19,0.0,0.0009,0.0073,-0.0038,0.684,0.426,,1.141,,,,,
0.951,,2.1693,2.3752,0.014,39.16,-0.63,0.18,0.0,0.0053,0.0036,-0.005,0.681,0.42,,1.16,,,,,
0.993,,2.1697,2.3744,0.013,38.97,-0.59,0.19,0.0,0.0019,0.0041,-0.0005,0.681,0.42,,1.16,,,,,
