time_s,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m
3.137,-0.0001,-0.0,0.008,0.02,-0.99,-0.1,0.0,-0.001,-0.0014,0.0032,1.615,1.498,,0.149,
3.186,-0.0001,0.0,0.008,0.02,-1.01,-0.1,0.0,-0.0008,-0.001,0.0041,1.635,1.501,,0.149,
3.235,-0.0001,-0.0005,0.008,0.02,-0.98,-0.09,0.0,-0.0004,-0.0043,0.0035,1.635,1.501,,0.146,
3.316,-0.0001,-0.0005,0.007,0.02,-0.99,-0.1,0.0,-0.0008,-0.0034,0.0014,1.684,1.496,,0.146,
3.336,0.0004,-0.0013,0.005,0.02,-0.96,-0.12,0.0,0.0025,-0.0066,-0.0043,1.684,1.496,,0.147,
3.389,-0.0001,-0.0005,0.009,0.02,-0.99,-0.09,0.0,-0.0,-0.0027,0.0014,1.705,1.499,,0.147,
3.436,-0.0001,-0.0011,0.006,0.02,-0.97,-0.09,0.0,0.0004,-0.0055,-0.0023,1.705,1.499,,0.15,
3.486,-0.0001,0.0002,0.006,0.02,-1.02,-0.09,0.0,-0.0004,0.0009,-0.004,1.687,1.495,,0.15,
3.535,-0.0001,-0.001,0.006,0.02,-0.98,-0.09,0.0,-0.0004,-0.0049,-0.0044,1.687,1.495,,0.147,
3.619,-0.0001,-0.0001,0.008,0.02,-1.01,-0.09,0.0,0.0001,-0.0007,0.001,1.684,1.496,,0.147,
3.703,-0.0002,-0.0008,0.009,0.03,-0.98,-0.08,0.0,-0.0003,-0.0045,0.0063,1.684,1.496,,0.149,
3.72,-0.0002,-0.001,0.009,0.03,-0.97,-0.08,0.0,-0.0004,-0.0055,0.0086,1.697,1.494,,0.149,
3.738,-0.0002,-0.002,0.006,0.02,-0.93,-0.08,0.0,-0.0007,-0.0102,0.0028,1.697,1.494,,0.142,
3.785,-0.0002,-0.0006,0.006,0.02,-0.99,-0.08,0.0,-0.0008,-0.0019,-0.0012,,1.501,,0.142,
3.836,-0.0002,-0.0003,0.007,0.02,-0.99,-0.08,0.0,-0.0012,-0.0011,-0.0014,,1.501,,0.149,
3.91,0.001,0.0003,0.009,0.02,-1.01,-0.13,0.0,0.0044,0.0005,0.0034,1.679,1.497,,0.149,
3.947,-0.0001,-0.0008,0.009,0.03,-0.97,-0.09,0.0,-0.0017,-0.0049,0.0058,1.679,1.497,,0.149,
3.985,-0.0001,0.0009,0.006,0.03,-1.04,-0.09,0.0,-0.0014,0.0039,-0.0001,1.683,1.499,,0.149,
4.035,-0.0001,0.0004,0.007,0.03,-1.01,-0.09,0.0,-0.0016,0.0007,-0.0013,1.683,1.499,,0.149,
4.086,-0.0001,-0.0004,0.006,0.02,-0.98,-0.09,0.0,-0.0014,-0.0039,-0.004,1.689,1.499,,0.149,
4.136,-0.0001,-0.0004,0.006,0.03,-0.98,-0.09,0.0,-0.0011,-0.0047,-0.0051,1.689,1.499,,0.148,
4.204,-0.0001,0.0003,0.008,0.03,-1.01,-0.09,0.0,-0.0011,-0.001,-0.0005,1.694,1.497,,0.148,
4.249,0.0004,-0.0004,0.006,0.03,-0.98,-0.11,0.0,0.0017,-0.0049,-0.0019,1.694,1.497,,0.146,
4.286,-0.0001,-0.0006,0.008,0.03,-0.98,-0.09,0.0,-0.001,-0.0053,0.0017,1.701,1.498,,0.146,
4.335,-0.0001,-0.0016,0.01,0.03,-0.95,-0.09,0.0,-0.0011,-0.0098,0.0089,1.701,1.498,,0.148,
4.385,-0.0001,-0.001,0.009,0.03,-0.97,-0.09,0.0,-0.001,-0.0064,0.0099,1.709,1.496,,0.148,
4.434,-0.0,-0.0005,0.007,0.03,-0.99,-0.1,0.0,-0.0014,-0.0032,0.0045,1.709,1.496,,0.15,
4.501,-0.0,-0.0005,0.006,0.03,-0.99,-0.1,0.0,-0.0014,-0.0027,-0.0008,1.7,1.491,,0.15,
4.544,-0.0,-0.0009,0.007,0.03,-0.97,-0.1,0.0,-0.001,-0.0054,-0.0015,1.7,1.491,,0.146,
4.585,-0.0,-0.0002,0.01,0.04,-1.0,-0.1,0.0,-0.0005,-0.0016,0.0045,1.687,1.498,,0.146,
4.635,-0.0,0.0003,0.008,0.04,-1.02,-0.1,0.0,-0.0008,0.001,0.0032,1.687,1.498,,0.145,
4.685,-0.0,0.0008,0.008,0.04,-1.04,-0.1,0.0,-0.0012,0.0034,0.0016,1.701,1.497,,0.145,
4.735,-0.0001,-0.0005,0.008,0.04,-0.98,-0.1,0.0,-0.0011,-0.0032,0.0011,1.701,1.497,,0.145,
4.794,-0.0001,0.0003,0.006,0.04,-1.02,-0.1,0.0,-0.0009,0.0006,-0.0033,1.697,1.497,,0.145,
4.845,-0.0001,-0.0005,0.008,0.04,-0.99,-0.1,0.0,-0.0011,-0.0039,-0.0018,1.697,1.497,,0.149,
4.885,-0.0001,-0.0005,0.006,0.04,-0.98,-0.1,0.0,-0.0011,-0.0048,-0.0048,1.702,1.498,,0.149,
4.936,-0.0001,-0.0005,0.007,0.04,-0.99,-0.1,0.0,-0.0009,-0.004,-0.0034,1.702,1.498,,0.147,
4.985,-0.0001,0.0001,0.007,0.04,-1.0,-0.1,0.0,-0.0012,-0.0017,-0.0026,1.702,1.496,,0.147,
5.034,-0.0001,0.001,0.008,0.04,-1.03,-0.09,0.0,-0.0012,0.0024,0.0011,1.702,1.496,,0.146,
5.085,-0.0001,-0.0001,0.004,0.04,-1.0,-0.1,0.0,-0.0011,-0.0031,-0.006,1.703,1.499,,0.146,
5.157,-0.0001,-0.0004,0.007,0.04,-0.98,-0.1,0.0,-0.001,-0.0044,-0.0032,1.703,1.499,,0.148,
5.198,-0.0001,-0.0001,0.005,0.04,-1.0,-0.09,0.0,-0.0008,-0.0029,-0.0053,1.705,1.499,,0.148,
5.235,-0.0001,0.0001,0.007,0.04,-1.01,-0.09,0.0,-0.001,-0.0021,-0.0014,1.705,1.499,,0.145,
5.285,-0.0001,0.0002,0.009,0.04,-1.01,-0.08,0.0,-0.0016,-0.002,0.0054,1.702,1.495,,0.145,
5.355,-0.0001,-0.0003,0.006,0.04,-0.99,-0.09,0.0,-0.0019,-0.0045,0.0024,1.702,1.495,,0.147,
5.431,-0.0001,-0.0004,0.006,0.05,-0.99,-0.09,0.0,-0.0019,-0.0037,0.0003,1.693,1.495,,0.147,
5.455,-0.0001,-0.0001,0.007,0.05,-1.01,-0.08,0.0,-0.0012,-0.0026,0.0012,1.693,1.495,,0.148,
5.491,-0.0001,-0.0013,0.006,0.05,-0.96,-0.09,0.0,-0.0015,-0.0084,-0.0002,1.668,1.5,,0.148,
5.535,-0.0001,-0.0003,0.006,0.05,-1.01,-0.09,0.0,-0.0014,-0.0026,-0.0003,1.668,1.5,,0.151,
5.584,-0.0001,0.0001,0.004,0.05,-1.02,-0.09,0.0,-0.0016,-0.0004,-0.0049,1.631,1.502,,0.151,
5.663,-0.0001,0.0001,0.007,0.05,-1.02,-0.09,0.0,-0.0012,-0.0007,-0.0009,1.631,1.502,,0.144,
5.69,-0.0001,-0.0006,0.006,0.05,-0.99,-0.09,0.0,-0.0013,-0.0041,-0.0001,,1.503,,0.144,
5.734,-0.0001,0.0001,0.005,0.05,-1.02,-0.1,0.0,-0.001,-0.0003,-0.0014,,1.503,,0.15,
5.785,-0.0001,-0.0001,0.008,0.05,-1.01,-0.1,0.0,-0.0005,-0.0019,0.0042,1.623,1.494,,0.15,
5.835,-0.0001,-0.0001,0.006,0.05,-1.01,-0.09,0.0,-0.0009,-0.0013,0.0026,1.623,1.494,,0.147,
5.885,-0.0002,-0.0006,0.006,0.06,-0.99,-0.09,0.0,-0.0012,-0.0041,0.0017,1.633,1.501,,0.147,
5.956,-0.0002,-0.0004,0.006,0.06,-0.99,-0.08,0.0,-0.0013,-0.0026,0.0012,1.633,1.501,,0.147,
5.989,-0.0002,-0.001,0.008,0.06,-0.96,-0.08,0.0,-0.0011,-0.0062,0.0052,1.613,1.494,,0.147,
6.034,-0.0002,-0.0003,0.006,0.06,-0.99,-0.09,0.0,-0.0009,-0.002,0.0025,1.613,1.494,,0.148,
6.084,-0.0002,-0.0008,0.006,0.06,-0.97,-0.08,0.0,-0.0011,-0.0045,0.0013,1.594,1.501,,0.148,
6.135,-0.0002,-0.0003,0.007,0.06,-0.99,-0.08,0.0,-0.0012,-0.0025,0.0024,1.594,1.501,,0.148,
6.184,-0.0002,0.0008,0.004,0.06,-1.04,-0.07,0.0,-0.0018,0.0033,-0.0037,1.551,1.494,,0.148,
6.257,-0.0002,-0.0005,0.008,0.06,-0.97,-0.07,0.0,-0.0016,-0.005,0.0018,1.551,1.494,,0.149,
6.292,-0.0002,-0.0003,0.007,0.06,-0.98,-0.08,0.0,-0.0014,-0.0033,0.0024,,1.495,,0.149,
6.334,-0.0002,-0.0004,0.004,0.07,-0.98,-0.08,0.0,-0.0014,-0.0042,-0.0035,,1.495,,0.152,
6.384,-0.0002,0.0001,0.006,0.07,-1.0,-0.07,0.0,-0.0015,-0.0015,-0.0026,,1.495,,0.152,
6.434,-0.0003,-0.0004,0.006,0.07,-0.98,-0.07,0.0,-0.0015,-0.0044,-0.0015,,1.495,,0.147,
6.485,-0.0003,0.0001,0.008,0.07,-1.0,-0.07,0.0,-0.0018,-0.0015,0.0036,1.419,1.499,,0.147,
6.554,-0.0002,-0.0003,0.008,0.07,-0.99,-0.07,0.0,-0.0017,-0.0037,0.0062,1.419,1.499,,0.148,
6.593,-0.0003,-0.0002,0.007,0.07,-1.0,-0.07,0.0,-0.0026,-0.0024,0.0044,1.418,1.497,,0.148,
6.633,-0.0003,0.0001,0.008,0.08,-1.0,-0.07,0.0,-0.0028,-0.0012,0.0051,1.418,1.497,,0.15,
6.684,-0.0003,-0.0007,0.007,0.08,-0.97,-0.08,0.0,-0.0024,-0.0056,0.0034,1.434,1.505,,0.15,
6.734,-0.0003,-0.0004,0.006,0.07,-0.99,-0.08,0.0,-0.0022,-0.004,-0.001,1.434,1.505,,0.149,
6.784,-0.0003,-0.0003,0.008,0.08,-0.98,-0.08,0.0,-0.002,-0.0039,0.0016,1.446,1.497,,0.149,
6.861,-0.0003,-0.0006,0.006,0.07,-0.97,-0.08,0.0,-0.0015,-0.0058,-0.0013,1.446,1.497,,0.151,
6.899,-0.0003,-0.0009,0.006,0.08,-0.97,-0.08,0.0,-0.001,-0.0061,-0.0029,1.44,1.497,,0.151,
6.936,-0.0003,-0.0006,0.006,0.08,-0.98,-0.08,0.0,-0.0013,-0.0044,-0.0026,1.44,1.497,,0.144,
6.984,-0.0003,-0.0008,0.008,0.08,-0.97,-0.08,0.0,-0.0017,-0.0055,0.0016,1.456,1.491,,0.144,
7.034,-0.0003,-0.0008,0.004,0.08,-0.96,-0.08,0.0,-0.0016,-0.0059,-0.0046,1.456,1.491,,0.146,
7.085,-0.0003,-0.0001,0.006,0.07,-0.99,-0.08,0.0,-0.0017,-0.0028,-0.0035,1.448,1.495,,0.146,
7.162,-0.0003,-0.0008,0.007,0.07,-0.96,-0.08,0.0,-0.0015,-0.006,-0.0002,1.448,1.495,,0.149,
7.193,-0.0,-0.0004,0.006,0.07,-0.98,-0.09,0.0,-0.0005,-0.0031,-0.0003,1.469,1.499,,0.149,
7.234,-0.0003,0.0001,0.007,0.07,-1.0,-0.09,0.0,-0.0013,-0.0009,0.0022,1.469,1.499,,0.146,
7.284,-0.0003,0.0001,0.007,0.07,-1.0,-0.09,0.0,-0.0017,-0.001,0.0029,1.484,1.497,,0.146,
7.333,-0.0003,0.0006,0.008,0.07,-1.01,-0.09,0.0,-0.0016,0.0012,0.0058,1.484,1.497,,0.146,
7.384,-0.0003,-0.0001,0.005,0.07,-0.98,-0.09,0.0,-0.0018,-0.0023,0.0002,1.479,1.502,,0.146,
7.465,-0.0003,-0.0008,0.006,0.07,-0.96,-0.1,0.0,-0.0015,-0.006,-0.0008,1.479,1.502,,0.147,
7.524,-0.0003,-0.001,0.008,0.07,-0.95,-0.09,0.0,-0.001,-0.0069,0.0029,1.481,1.495,,0.147,
7.541,-0.0003,-0.0003,0.006,0.07,-0.98,-0.09,0.0,-0.001,-0.0026,0.0003,1.481,1.495,,0.147,
7.587,-0.0003,-0.0006,0.006,0.07,-0.97,-0.09,0.0,-0.0009,-0.0045,-0.001,1.51,1.496,,0.147,
7.634,-0.0003,0.0008,0.008,0.07,-1.02,-0.08,0.0,-0.0014,0.0028,0.0036,1.51,1.496,,0.147,
7.684,-0.0003,-0.0004,0.007,0.07,-0.97,-0.08,0.0,-0.0017,-0.0032,0.0036,,1.495,,0.147,
7.761,-0.0004,-0.0006,0.01,0.07,-0.97,-0.08,0.0,-0.0021,-0.0043,0.01,,1.495,,0.146,
7.792,-0.0004,-0.0004,0.007,0.07,-0.98,-0.09,0.0,-0.0017,-0.0028,0.0063,1.584,1.503,,0.146,
7.834,-0.0004,0.0001,0.007,0.07,-1.0,-0.08,0.0,-0.0017,-0.0006,0.0033,1.584,1.503,,0.147,
7.884,-0.0004,-0.0002,0.007,0.07,-0.99,-0.09,0.0,-0.0014,-0.0023,0.0008,1.625,1.496,,0.147,
7.934,-0.0004,0.0001,0.008,0.07,-1.0,-0.09,0.0,-0.0013,-0.0011,0.0019,1.625,1.496,,0.146,
7.983,-0.0004,0.0009,0.008,0.07,-1.03,-0.09,0.0,-0.001,0.0033,0.0025,1.709,1.501,,0.146,
8.064,-0.0004,-0.0002,0.009,0.07,-0.98,-0.09,0.0,-0.001,-0.0026,0.0052,1.709,1.501,,0.149,
8.123,-0.0004,-0.0002,0.006,0.07,-0.98,-0.09,0.0,-0.0008,-0.0028,-0.0005,1.782,1.503,,0.149,
8.141,-0.0004,-0.0004,0.01,0.07,-0.97,-0.09,0.0,-0.0009,-0.0037,0.0049,1.782,1.503,,0.149,
8.183,-0.0004,0.0001,0.01,0.07,-0.99,-0.09,0.0,-0.0008,-0.0013,0.0073,1.833,1.496,,0.149,
8.234,-0.0004,-0.001,0.006,0.07,-0.95,-0.09,0.0,-0.0005,-0.0075,-0.0008,1.833,1.496,,0.148,
8.284,-0.0005,0.0009,0.009,0.07,-1.03,-0.09,0.0,-0.0005,0.002,0.0011,1.868,1.499,,0.148,
8.382,-0.0004,-0.0002,0.007,0.07,-0.98,-0.08,0.0,-0.0006,-0.0037,-0.0016,1.868,1.499,,0.149,
8.391,-0.0005,0.0001,0.008,0.06,-0.99,-0.09,0.0,-0.0007,-0.0027,-0.0009,1.912,1.494,,0.149,
8.435,-0.0005,0.0001,0.009,0.07,-0.99,-0.09,0.0,-0.0007,-0.0022,0.0015,1.912,1.494,,0.147,
8.483,-0.0004,-0.0004,0.006,0.07,-0.97,-0.09,0.0,-0.001,-0.0045,-0.0037,1.935,1.497,,0.147,
8.533,-0.0005,0.0004,0.008,0.07,-1.01,-0.09,0.0,-0.0011,-0.0002,-0.0017,1.935,1.497,,0.148,
8.583,-0.0005,0.001,0.009,0.07,-1.02,-0.08,0.0,-0.0017,0.0022,0.0017,1.968,1.495,,0.148,
8.643,-0.0005,0.0001,0.008,0.07,-0.98,-0.08,0.0,-0.0019,-0.0024,0.0009,1.968,1.495,,0.146,
8.708,-0.0004,-0.0001,0.011,0.07,-0.98,-0.08,0.0,-0.0015,-0.003,0.0077,1.952,1.502,,0.146,
8.738,-0.0005,0.001,0.008,0.07,-1.02,-0.08,0.0,-0.0019,0.0022,0.0038,1.952,1.502,,0.147,
8.784,-0.0005,0.0007,0.006,0.07,-1.0,-0.08,0.0,-0.002,0.0008,-0.0028,1.948,1.495,,0.147,
8.834,-0.0005,-0.0005,0.006,0.07,-0.96,-0.09,0.0,-0.0015,-0.0047,-0.0062,1.948,1.495,,0.146,
8.884,-0.0005,-0.0003,0.006,0.07,-0.97,-0.08,0.0,-0.0018,-0.0034,-0.0076,1.972,1.494,,0.146,
8.935,-0.0005,0.0001,0.006,0.07,-0.98,-0.08,0.0,-0.0016,-0.0015,-0.008,1.972,1.494,,0.149,
9.026,-0.0005,0.0001,0.006,0.07,-0.98,-0.08,0.0,-0.002,-0.0021,-0.0071,1.977,1.492,,0.149,
9.038,-0.0005,-0.0014,0.008,0.07,-0.92,-0.08,0.0,-0.0019,-0.0101,-0.0012,1.977,1.492,,0.145,
9.082,-0.0005,0.0004,0.005,0.07,-0.99,-0.08,0.0,-0.0014,-0.0007,-0.0042,1.984,1.496,,0.145,
9.133,-0.0005,-0.0003,0.009,0.07,-0.97,-0.09,0.0,-0.0007,-0.0051,0.0037,1.984,1.496,,0.148,
9.183,-0.0005,0.0004,0.008,0.07,-1.0,-0.08,0.0,-0.001,-0.0019,0.0055,2.015,1.497,,0.148,
9.234,-0.0005,0.0009,0.007,0.07,-1.02,-0.09,0.0,-0.001,0.0013,0.004,2.015,1.497,,0.15,
9.29,-0.0005,-0.0003,0.006,0.07,-0.97,-0.09,0.0,-0.0013,-0.0056,0.0005,2.017,1.498,,0.15,
9.36,-0.0005,0.0002,0.007,0.07,-0.99,-0.08,0.0,-0.0011,-0.003,0.0003,2.017,1.498,,0.149,
9.387,-0.0005,-0.0003,0.008,0.07,-0.98,-0.09,0.0,-0.0007,-0.0048,0.0029,2.016,1.497,,0.149,
9.433,-0.0005,-0.0003,0.009,0.07,-0.98,-0.08,0.0,-0.0006,-0.0047,0.0061,2.016,1.497,,0.147,
9.483,-0.0005,-0.0003,0.009,0.07,-0.98,-0.08,0.0,-0.0006,-0.0046,0.0071,,1.49,,0.147,
9.533,-0.0005,-0.0001,0.008,0.07,-0.99,-0.08,0.0,-0.0008,-0.0022,0.0051,,1.49,,0.146,
9.583,-0.0005,-0.0015,0.008,0.07,-0.94,-0.08,0.0,-0.0008,-0.0096,0.0035,2.007,1.49,,0.146,
9.671,-0.0005,0.0001,0.008,0.08,-1.01,-0.08,0.0,-0.0012,-0.0005,0.0016,2.007,1.49,,0.148,
9.683,-0.0005,-0.0009,0.006,0.07,-0.97,-0.08,0.0,-0.0014,-0.006,-0.0035,2.017,1.501,,0.148,
9.733,-0.0005,-0.0012,0.007,0.07,-0.96,-0.08,0.0,-0.0016,-0.0079,-0.0039,2.017,1.501,,0.147,
9.784,-0.0005,-0.0008,0.005,0.07,-0.98,-0.09,0.0,-0.0016,-0.0055,-0.0081,2.003,1.495,,0.147,
9.833,-0.0005,0.001,0.005,0.07,-1.04,-0.09,0.0,-0.0019,0.0032,-0.0097,2.003,1.495,,0.146,
9.883,0.0001,-0.0008,0.006,0.07,-0.97,-0.11,0.0,0.002,-0.0054,-0.0069,1.998,1.497,,0.146,
9.933,-0.0005,-0.0004,0.009,0.07,-0.98,-0.09,0.0,-0.0006,-0.0038,0.0009,1.998,1.497,,0.145,
9.995,-0.0005,0.001,0.009,0.07,-1.03,-0.08,0.0,-0.0004,0.0028,0.0059,1.983,1.494,,0.145,
10.033,-0.0005,-0.0004,0.008,0.07,-0.98,-0.08,0.0,-0.0006,-0.0038,0.0064,1.983,1.494,,0.145,
10.082,-0.0005,-0.0003,0.008,0.08,-0.97,-0.08,0.0,-0.001,-0.0035,0.0063,1.99,1.5,,0.145,
10.133,-0.0005,-0.0,0.008,0.07,-0.98,-0.09,0.0,-0.0013,-0.0021,0.005,1.99,1.5,,0.152,
10.182,-0.0005,-0.0012,0.007,0.07,-0.93,-0.1,0.0,-0.0015,-0.0087,0.0019,1.983,1.495,,0.152,
10.233,-0.0005,-0.0003,0.006,0.07,-0.97,-0.1,0.0,-0.0011,-0.0038,-0.0027,1.983,1.495,,0.148,
