time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.239,,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,,0.534,0.642,,,
0.242,,-12.0964,-18.1745,0.011,-0.87,-0.34,0.56,0.0,0.0,0.0,0.0,1.608,,0.476,0.643,,,
0.244,,-12.0968,-18.1741,0.013,-0.87,-0.36,0.58,0.0,0.0,0.0,0.0,1.608,,0.476,0.643,,,
0.247,,-12.096,-18.1731,0.012,-0.86,-0.41,0.54,0.0,0.0,0.0,0.0,1.618,,0.498,0.643,,,
0.345,,-12.0968,-18.1743,0.011,-0.86,-0.34,0.57,0.0,0.0,0.0,0.0,1.618,,0.498,0.643,,,
0.349,,-12.096,-18.1731,0.01,-0.86,-0.4,0.53,0.0,0.002,0.0041,-0.0036,1.603,,,0.643,,,
0.383,,-12.096,-18.1729,0.013,-0.86,-0.41,0.53,0.0,0.0017,0.0051,-0.0078,1.603,,,0.643,,,
0.432,,-12.096,-18.1731,0.011,-0.85,-0.4,0.53,0.0,0.0016,0.004,-0.0026,1.607,,,0.648,,,
0.483,,-12.0954,-18.1732,0.009,-0.85,-0.39,0.5,0.0,0.0051,0.0041,-0.0044,1.607,,,0.648,,,
0.533,,-12.0956,-18.173,0.013,-0.85,-0.4,0.52,0.0,0.0044,0.0052,-0.0093,1.615,,1.17,0.642,,,
0.594,,-12.0971,-18.1738,0.012,-0.84,-0.37,0.58,0.0,-0.004,0.001,-0.0026,1.615,,1.17,0.642,,,
0.638,,-12.0961,-18.1748,0.009,-0.84,-0.32,0.54,0.0,0.002,-0.0054,-0.0013,1.609,,1.176,0.637,,,
0.69,,-12.0963,-18.1738,0.012,-0.84,-0.37,0.55,0.0,0.0003,0.0008,-0.0066,1.609,,1.176,0.637,,,
0.742,,-12.097,-18.1742,0.01,-0.84,-0.35,0.59,0.0,-0.0036,-0.0009,-0.0027,1.611,,,0.64,,,
0.786,,-12.0966,-18.1746,0.011,-0.84,-0.33,0.56,0.0,-0.0006,-0.0032,-0.0053,1.611,,,0.64,,,
0.84,,-12.0964,-18.174,0.01,-0.84,-0.36,0.56,0.0,0.0005,-0.0002,-0.0039,1.599,,0.383,0.642,,,
0.891,,-12.0964,-18.1748,0.011,-0.84,-0.32,0.56,0.0,-0.0,-0.0053,-0.0051,1.599,,0.383,0.642,,,
0.933,,-12.0962,-18.174,0.011,-0.84,-0.35,0.55,0.0,0.0011,-0.0003,-0.0038,1.609,,0.393,0.639,,,
0.982,,-12.0966,-18.1732,0.013,-0.84,-0.4,0.57,0.0,-0.0016,0.0045,-0.0031,1.609,,0.393,0.639,,,
1.038,,-12.0963,-18.1733,0.012,-0.84,-0.39,0.55,0.0,0.0007,0.0044,0.0014,1.603,,0.441,0.641,,,
1.087,,-12.0969,-18.1746,0.011,-0.83,-0.33,0.57,0.0,-0.0025,-0.0031,0.0017,1.603,,0.441,0.641,,,
1.146,,-12.0969,-18.1747,0.012,-0.83,-0.33,0.57,0.0,-0.0024,-0.0035,-0.001,1.596,,0.515,0.641,,,
1.182,,-12.0969,-18.1749,0.011,-0.83,-0.33,0.57,0.0,-0.0023,-0.0041,-0.0008,1.596,,0.515,0.641,,,
1.232,,-12.097,-18.1749,0.011,-0.83,-0.33,0.57,0.0,-0.0017,-0.0044,-0.003,1.618,,0.604,0.643,,,
1.315,,-12.0978,-18.1749,0.012,-0.82,-0.33,0.61,0.0,-0.0064,-0.0045,-0.0036,1.618,,0.604,0.643,,,
1.334,,-12.0966,-18.1737,0.012,-0.82,-0.39,0.55,0.0,0.0011,0.0024,-0.0016,1.61,,,0.642,,,
1.399,,-12.097,-18.1743,0.01,-0.82,-0.36,0.57,0.0,-0.0017,-0.0014,-0.0005,1.61,,,0.642,,,
1.436,,-12.0964,-18.1749,0.012,-0.82,-0.33,0.54,0.0,0.0017,-0.0043,-0.0044,1.6,,,0.644,,,
