time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.444,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692,0.397,,1.247,,,,,
0.448,,-0.0003,-0.0009,0.012,0.29,-0.45,0.3,0.0,-0.0015,-0.0048,0.0028,0.692,0.397,,1.247,,,,,
0.454,,-0.0001,-0.0009,0.012,0.3,-0.45,0.29,0.0,-0.0,-0.005,0.0009,0.69,0.396,,1.239,,,,,
0.459,,-0.0001,-0.001,0.014,0.3,-0.45,0.29,0.0,-0.0,-0.0053,0.0017,0.69,0.396,,1.239,,,,,
0.464,,-0.0004,-0.0012,0.014,0.3,-0.45,0.31,0.0,-0.0022,-0.0062,0.0058,0.691,0.393,,1.238,,,,,
0.468,,-0.0001,-0.002,0.014,0.31,-0.43,0.3,0.0,-0.0002,-0.0095,0.0063,0.691,0.393,,1.238,,,,,
0.472,,-0.0001,-0.0013,0.014,0.31,-0.46,0.3,0.0,-0.0002,-0.0053,0.0014,0.689,0.395,,1.245,,,,,
0.477,,-0.0005,-0.002,0.014,0.32,-0.43,0.32,0.0,-0.0021,-0.0078,0.0025,0.689,0.395,,1.245,,,,,
0.486,,-0.0005,-0.0012,0.014,0.32,-0.46,0.32,0.0,-0.0025,-0.0044,0.0017,0.69,0.394,,1.244,,,,,
0.567,,-0.0005,-0.0013,0.015,0.32,-0.45,0.32,0.0,-0.0025,-0.005,0.0017,0.69,0.394,,1.244,,,,,
0.622,,-0.0001,-0.002,0.015,0.33,-0.43,0.3,0.0,-0.0009,-0.0076,0.0035,0.691,0.404,,1.238,,,,,
0.638,,-0.0005,-0.0019,0.011,0.33,-0.43,0.31,0.0,-0.0021,-0.007,0.0031,0.691,0.404,,1.238,,,,,
0.691,,-0.0005,-0.0013,0.011,0.33,-0.45,0.3,0.0,-0.0022,-0.0045,-0.006,0.69,0.398,,1.236,,,,,
0.738,,-0.0001,-0.0013,0.012,0.33,-0.45,0.29,0.0,0.0,-0.0045,-0.0059,0.69,0.398,,1.236,,,,,
0.787,,-0.0005,-0.0013,0.012,0.34,-0.45,0.31,0.0,-0.0015,-0.0041,-0.0048,0.687,0.405,,1.237,,,,,
0.837,,0.0005,-0.0013,0.013,0.34,-0.45,0.27,0.0,0.0026,-0.0039,-0.0052,0.687,0.405,,1.237,,,,,
0.887,,-0.0005,-0.0021,0.013,0.35,-0.42,0.31,0.0,-0.0019,-0.008,-0.0009,0.691,0.393,,1.249,,,,,
0.937,,-0.0006,-0.0014,0.012,0.35,-0.45,0.31,0.0,-0.0023,-0.0051,-0.0012,0.691,0.393,,1.249,,,,,
0.987,,-0.0002,-0.0016,0.012,0.35,-0.44,0.3,0.0,-0.0003,-0.0059,-0.0011,0.687,0.396,,1.244,,,,,
1.039,,-0.0002,-0.0016,0.011,0.36,-0.44,0.3,0.0,-0.0003,-0.0055,-0.0013,0.687,0.396,,1.244,,,,,
1.089,,-0.0002,-0.001,0.011,0.36,-0.46,0.3,0.0,-0.0005,-0.0041,-0.0031,0.69,0.396,,1.236,,,,,
1.151,,0.0002,-0.0013,0.013,0.37,-0.45,0.29,0.0,0.0007,-0.0051,-0.0029,0.69,0.396,,1.236,,,,,
1.201,,0.0001,-0.0013,0.013,0.37,-0.45,0.29,0.0,0.0006,-0.0051,0.0021,0.689,0.393,,1.239,,,,,
1.266,,-0.0006,-0.0021,0.014,0.38,-0.42,0.32,0.0,-0.0024,-0.0092,0.0021,0.689,0.393,,1.239,,,,,
1.293,,-0.0006,-0.001,0.014,0.38,-0.47,0.32,0.0,-0.0025,-0.0044,0.0104,0.69,0.393,,1.248,,,,,
