time_s,x_m,y_m,z_down_m,vx_ms,vy_ms,vz_ms
14.275,0.1391,0.0275,0.214,0.0797,-0.0191,-0.001
14.325,0.1431,0.0255,0.216,0.0804,-0.0304,-0.0099
14.375,0.147,0.0254,0.209,0.0802,-0.0334,-0.0057
14.424,0.1499,0.0243,0.216,0.0766,-0.0371,-0.0145
14.475,0.1545,0.0223,0.218,0.0795,-0.0402,0.0085
14.525,0.1583,0.0212,0.218,0.0802,-0.0384,0.0102
14.574,0.1635,0.0199,0.219,0.0867,-0.0368,0.0032
14.624,0.1672,0.019,0.224,0.0888,-0.0337,0.006
14.675,0.1725,0.019,0.228,0.0951,-0.0279,0.0132
14.724,0.1771,0.0188,0.226,0.0989,-0.0229,0.0119
14.775,0.1823,0.0191,0.237,0.1045,-0.0172,-0.0005
14.824,0.1879,0.0201,0.242,0.11,-0.0108,0.0173
14.874,0.1945,0.0202,0.245,0.117,-0.0082,0.0171
14.924,0.2013,0.0217,0.268,0.1239,-0.0023,0.0073
14.974,0.2081,0.0228,0.28,0.1292,0.0003,0.0452
15.024,0.2148,0.025,0.278,0.1329,0.0053,0.0478
15.075,0.2228,0.0265,0.266,0.1397,0.008,-0.0016
15.124,0.2309,0.0284,0.252,0.146,0.01,-0.0456
15.175,0.2379,0.0308,0.239,0.1478,0.0117,-0.0864
15.225,0.2459,0.0337,0.222,0.1517,0.0132,-0.1153
15.274,0.2555,0.0366,0.207,0.1582,0.0133,-0.1282
15.324,0.2648,0.0387,0.196,0.1603,0.0102,-0.1334
15.374,0.2773,0.041,0.19,0.1696,0.0054,-0.1113
15.424,0.2844,0.043,0.185,0.1609,0.0005,-0.0952
15.474,0.2946,0.0443,0.185,0.1621,-0.0066,-0.065
15.524,0.303,0.0452,0.181,0.158,-0.0135,-0.0392
15.574,0.311,0.0454,0.179,0.1528,-0.022,-0.0225
15.624,0.3202,0.0456,0.178,0.1527,-0.0286,-0.007
15.675,0.3299,0.045,0.178,0.1586,-0.0354,0.0137
15.724,0.3382,0.0434,0.179,0.1577,-0.0421,0.0218
15.774,0.3464,0.0415,0.179,0.1546,-0.0489,0.0264
15.824,0.3553,0.0397,0.182,0.156,-0.0527,0.0417
15.874,0.3632,0.0378,0.185,0.1566,-0.0553,0.0537
15.924,0.3738,0.0354,0.186,0.1659,-0.0588,0.0549
15.974,0.3824,0.0333,0.189,0.1657,-0.0612,0.049
16.025,0.3917,0.03,0.186,0.1679,-0.0665,0.0501
16.074,0.4009,0.0277,0.187,0.1663,-0.0651,0.036
16.124,0.4093,0.0243,0.19,0.1583,-0.0639,0.0385
16.174,0.418,0.0223,0.196,0.153,-0.0563,0.0424
16.224,0.4267,0.0205,0.196,0.1487,-0.0471,0.046
16.274,0.4348,0.0192,0.199,0.1427,-0.0385,0.0349
16.324,0.4415,0.0178,0.203,0.1332,-0.0322,0.0337
16.374,0.4487,0.017,0.203,0.1277,-0.0247,0.033
16.425,0.4547,0.0165,0.208,0.1213,-0.0187,0.0243
16.474,0.4613,0.0158,0.211,0.1191,-0.015,0.0312
16.524,0.4675,0.0157,0.208,0.118,-0.0115,0.0285
16.573,0.4732,0.0154,0.209,0.1167,-0.0099,0.0072
16.625,0.4793,0.0155,0.211,0.1191,-0.0078,0.0089
16.674,0.485,0.0157,0.213,0.1209,-0.0071,0.0103
16.724,0.4908,0.0153,0.213,0.1239,-0.0079,0.0112
16.774,0.4976,0.0157,0.211,0.1336,-0.0069,0.006
16.823,0.5042,0.0152,0.207,0.142,-0.0082,-0.005
16.874,0.51,0.015,0.208,0.1473,-0.0078,-0.0119
16.924,0.5166,0.0146,0.21,0.1555,-0.0081,-0.0063
16.974,0.5249,0.0142,0.21,0.1688,-0.0085,-0.004
17.024,0.5328,0.0141,0.209,0.1791,-0.0069,-0.007
17.074,0.5422,0.0145,0.207,0.1912,-0.0041,-0.0125
17.123,0.5517,0.0144,0.207,0.2002,-0.0042,-0.0173
17.174,0.561,0.0144,0.205,0.2074,-0.0033,-0.0109
17.223,0.5704,0.0139,0.203,0.2126,-0.0032,-0.0207
17.273,0.5802,0.014,0.203,0.217,-0.0005,-0.0198
17.324,0.5913,0.0142,0.205,0.2251,0.0017,-0.0112
17.373,0.6036,0.015,0.202,0.236,0.0043,-0.0049
17.423,0.6151,0.015,0.204,0.2414,0.0043,-0.0081
17.474,0.6261,0.0157,0.205,0.2437,0.0057,0.0091
17.524,0.6389,0.0154,0.205,0.2504,0.0043,0.0149
17.573,0.6514,0.0169,0.205,0.2558,0.0078,0.0111
17.624,0.6669,0.0181,0.205,0.2677,0.0105,0.013
17.674,0.6808,0.0197,0.205,0.2706,0.0143,0.0088
17.723,0.6942,0.0216,0.208,0.2696,0.0171,0.0099
17.773,0.7064,0.0233,0.207,0.2643,0.0181,0.0221
17.823,0.7203,0.0247,0.205,0.2648,0.0157,0.0163
17.874,0.7329,0.0263,0.205,0.2602,0.0137,0.0072
17.923,0.7482,0.0276,0.207,0.2636,0.0117,0.0062
17.973,0.7609,0.0293,0.208,0.2566,0.0102,0.0117
18.023,0.7724,0.0305,0.21,0.2468,0.0076,0.0078
18.074,0.7848,0.032,0.209,0.239,0.0056,0.0144
18.123,0.7964,0.0328,0.213,0.2305,0.0002,0.0129
18.173,0.8085,0.0334,0.211,0.2247,-0.006,0.0174
18.222,0.8206,0.0339,0.21,0.2205,-0.0119,0.0092
18.273,0.8306,0.0339,0.205,0.2089,-0.0176,0.0028
18.324,0.8398,0.0337,0.209,0.1963,-0.0226,-0.0099
18.375,0.8487,0.0333,0.207,0.185,-0.0272,0.0035
18.423,0.8576,0.033,0.21,0.1749,-0.0304,-0.0005
18.473,0.8661,0.032,0.21,0.1673,-0.035,0.0018
18.524,0.875,0.0298,0.209,0.1656,-0.0425,-0.0005
18.575,0.8828,0.0283,0.212,0.1624,-0.046,-0.0048
18.623,0.8904,0.0255,0.21,0.1616,-0.0521,0.0012
18.673,0.898,0.0228,0.212,0.1633,-0.0548,-0.0086
18.726,0.9061,0.0207,0.211,0.1679,-0.0527,-0.0064
18.774,0.9169,0.0173,0.209,0.1804,-0.0531,-0.0071
18.824,0.9258,0.0154,0.209,0.1858,-0.049,-0.009
18.874,0.9363,0.0137,0.208,0.1956,-0.0453,-0.0097
18.923,0.9459,0.0113,0.209,0.2001,-0.0437,-0.0013
18.975,0.9563,0.0094,0.208,0.204,-0.0398,0.005
19.025,0.9667,0.0071,0.207,0.2058,-0.0372,0.0021
19.073,0.9787,0.0048,0.207,0.2115,-0.0345,-0.0021
19.124,0.9883,0.0036,0.204,0.2104,-0.0284,0.0042
19.173,0.9981,0.002,0.208,0.2088,-0.0194,0.0079
19.223,1.0068,0.0004,0.207,0.204,-0.0098,0.012
19.278,1.0161,0.0007,0.208,0.2032,0.0049,0.0051
19.323,1.0249,0.0009,0.209,0.201,0.0194,0.0075
19.374,1.0339,0.0024,0.209,0.199,0.0348,0.0054
19.424,1.041,0.0048,0.209,0.1904,0.0456,-0.003
19.474,1.0492,0.0076,0.21,0.1852,0.0536,-0.0096
19.524,1.0569,0.0105,0.206,0.1791,0.0588,-0.0133
19.573,1.0633,0.0134,0.202,0.1716,0.0608,-0.0293
19.624,1.07,0.0175,0.204,0.1695,0.0661,-0.0328
19.675,1.0768,0.021,0.201,0.1706,0.0679,-0.0098
19.724,1.0834,0.0239,0.205,0.1734,0.0655,-0.0136
19.773,1.0918,0.0275,0.199,0.1851,0.0652,0.0069
19.822,1.1006,0.0314,0.2,0.1961,0.063,-0.0107
19.873,1.1085,0.0346,0.201,0.2045,0.0539,-0.0077
19.923,1.1176,0.0376,0.2,0.2131,0.0407,0.0077
19.973,1.1269,0.0393,0.205,0.2222,0.0249,0.006
20.023,1.1368,0.0408,0.199,0.2309,0.0121,0.0172
20.073,1.1459,0.041,0.206,0.2379,-0.0013,-0.0031
20.122,1.1579,0.0414,0.204,0.2527,-0.0105,0.0197
20.174,1.1717,0.0407,0.205,0.2702,-0.0189,0.0084
20.223,1.1843,0.0397,0.205,0.2795,-0.0254,0.0097
20.273,1.1979,0.039,0.203,0.2897,-0.0272,0.0078
20.322,1.2111,0.039,0.204,0.2939,-0.0287,0.0017
20.374,1.2253,0.0374,0.194,0.2993,-0.0334,0.0047
20.422,1.24,0.0366,0.131,0.3034,-0.034,-0.0139
