time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.281,,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673,0.422,,0.243,,,
0.285,,-0.0271,-0.0003,0.015,-0.23,-1.54,0.31,0.0,-0.0043,-0.0003,-0.0007,0.675,0.419,,0.243,,,
0.288,,-0.0263,-0.0012,0.016,-0.24,-1.5,0.27,0.0,0.0003,-0.0042,-0.0003,0.675,0.419,,0.243,,,
0.291,,-0.0272,0.0002,0.016,-0.24,-1.56,0.31,0.0,-0.0046,0.0035,0.0023,0.675,0.421,,0.243,,,
0.298,,-0.0268,-0.0004,0.015,-0.24,-1.53,0.3,0.0,-0.0027,0.0001,0.003,0.675,0.421,0.907,0.24,,,
0.35,,-0.027,0.0,0.016,-0.24,-1.54,0.3,0.0,-0.0035,0.0022,0.0011,0.673,0.418,0.907,0.24,,,
0.39,,-0.0283,-0.0011,0.016,-0.23,-1.49,0.35,0.0,-0.0093,-0.0042,0.0018,0.673,0.418,0.904,0.232,,,
0.441,,-0.0262,-0.0011,0.016,-0.24,-1.5,0.26,0.0,0.0028,-0.0037,0.0019,0.675,0.419,0.904,0.232,,,
0.491,,-0.0273,-0.0001,0.016,-0.24,-1.54,0.31,0.0,-0.003,0.0008,0.0017,0.675,0.419,,0.242,,,
0.559,,-0.0274,-0.0006,0.014,-0.23,-1.52,0.3,0.0,-0.0027,-0.0014,0.0019,0.678,0.419,,0.242,,,
0.593,,-0.0272,-0.0006,0.017,-0.23,-1.52,0.3,0.0,-0.0018,-0.0016,-0.0029,0.678,0.419,,0.238,,,
0.645,,-0.0265,-0.001,0.015,-0.23,-1.5,0.27,0.0,0.0017,-0.0044,0.0014,0.673,0.416,,0.238,,,
0.715,,-0.0282,-0.0001,0.015,-0.23,-1.54,0.34,0.0,-0.0073,0.0006,-0.0009,0.673,0.416,,0.237,,,
0.74,,-0.0266,-0.0003,0.015,-0.24,-1.53,0.27,0.0,0.0015,-0.0005,-0.0024,0.673,0.419,,0.237,,,
0.79,,-0.027,0.0001,0.014,-0.23,-1.55,0.29,0.0,-0.0005,0.002,-0.0026,0.673,0.419,0.899,0.237,,,
0.84,,-0.0273,-0.0003,0.014,-0.23,-1.53,0.29,0.0,-0.0012,0.0001,-0.0053,0.672,0.418,0.899,0.237,,,
0.89,,-0.0275,0.0001,0.016,-0.23,-1.54,0.3,0.0,-0.0023,0.0024,-0.0064,0.672,0.418,,0.242,,,
0.942,,-0.0273,0.0002,0.014,-0.23,-1.54,0.29,0.0,-0.0012,0.0027,-0.0013,0.673,0.419,,0.242,,,
1.01,,-0.0284,-0.0007,0.014,-0.23,-1.5,0.33,0.0,-0.0073,-0.0013,-0.0024,0.673,0.419,,0.243,,,
1.074,,-0.0273,-0.0001,0.015,-0.23,-1.53,0.28,0.0,-0.0009,0.0022,-0.0033,0.671,0.418,,0.243,,,
1.097,,-0.0267,-0.0009,0.016,-0.23,-1.49,0.25,0.0,0.0026,-0.0029,-0.0013,0.671,0.418,,0.24,,,
1.141,,-0.0274,-0.0002,0.014,-0.23,-1.52,0.28,0.0,-0.0013,0.0006,0.0023,0.673,0.418,,0.24,,,
1.191,,-0.0279,0.0002,0.014,-0.23,-1.54,0.29,0.0,-0.0036,0.0031,-0.0007,0.673,0.418,,0.243,,,
1.24,,-0.0268,-0.0009,0.015,-0.23,-1.48,0.25,0.0,0.0018,-0.0031,-0.0023,0.675,0.418,,0.243,,,
1.315,,-0.0275,0.0,0.015,-0.23,-1.52,0.28,0.0,-0.0019,0.0019,-0.0002,0.675,0.418,,0.24,,,
1.356,,-0.0268,0.0007,0.015,-0.23,-1.54,0.25,0.0,0.0019,0.0047,0.0013,0.671,0.42,,0.24,,,
1.39,,-0.0286,-0.0008,0.015,-0.23,-1.47,0.32,0.0,-0.0075,-0.004,0.0012,0.671,0.42,,0.239,,,
