time_s,x_m,y_m,z_down_m
0.235,0.0,0.0,0.013
0.237,0.2952,-1.2727,0.015
0.24,0.2949,-1.275,0.015
0.242,0.2952,-1.273,0.016
0.308,0.2958,-1.2735,0.016
0.333,0.2969,-1.2733,0.017
0.382,0.2957,-1.2738,0.014
0.433,0.2951,-1.2737,0.015
0.48,0.2957,-1.274,0.016
0.531,0.2951,-1.2735,0.017
0.586,0.2952,-1.2727,0.017
0.633,0.2955,-1.2738,0.013
0.681,0.2949,-1.2748,0.015
0.729,0.2966,-1.2731,0.019
0.782,0.2951,-1.2732,0.018
0.831,0.2965,-1.2731,0.014
0.881,0.295,-1.2736,0.017
0.963,0.2956,-1.2739,0.017
0.988,0.2958,-1.2737,0.014
1.035,0.2948,-1.2736,0.015
1.092,0.2954,-1.2739,0.016
1.132,0.2957,-1.2737,0.017
1.181,0.2948,-1.2732,0.015
1.281,0.2946,-1.2749,0.017
1.293,0.2963,-1.2752,0.016
1.352,0.2946,-1.2732,0.018
1.383,0.2953,-1.2742,0.016
1.432,0.2963,-1.2756,0.016
1.48,0.2945,-1.2744,0.017
1.53,0.2944,-1.2739,0.013
1.585,0.2965,-1.2744,0.015
1.638,0.2946,-1.2729,0.014
1.682,0.2963,-1.2754,0.015
1.731,0.2956,-1.2748,0.017
1.782,0.2944,-1.2751,0.014
1.876,0.2945,-1.2749,0.015
1.894,0.2951,-1.2751,0.016
1.938,0.2945,-1.2742,0.017
1.995,0.296,-1.2748,0.017
2.03,0.2961,-1.2755,0.015
2.081,0.2943,-1.2751,0.014
2.162,0.2943,-1.2754,0.016
2.203,0.2961,-1.2756,0.013
2.231,0.2942,-1.2744,0.017
2.281,0.2939,-1.2751,0.017
2.33,0.2944,-1.2737,0.016
2.381,0.2943,-1.2742,0.015
2.46,0.2941,-1.2754,0.015
2.494,0.2942,-1.2752,0.016
2.531,0.2942,-1.2754,0.017
2.58,0.296,-1.2756,0.015
2.631,0.2942,-1.2754,0.016
2.68,0.296,-1.2756,0.016
2.75,0.294,-1.2754,0.016
2.789,0.296,-1.2757,0.014
2.83,0.2959,-1.2756,0.017
2.88,0.2942,-1.2743,0.015
2.931,0.2941,-1.2754,0.015
2.979,0.294,-1.2755,0.015
3.041,0.2958,-1.2756,0.016
3.089,0.2942,-1.2744,0.014
3.13,0.0,-0.0001,0.018
3.18,-0.0004,-0.0002,0.017
3.231,-0.0008,0.0,0.017
3.28,0.0004,-0.0008,0.015
3.333,0.0006,-0.0005,0.014
3.387,-0.0016,-0.0003,0.016
3.431,-0.0018,-0.0007,0.013
3.479,-0.0014,-0.0007,0.013
3.529,-0.0005,0.0011,0.016
3.62,-0.0004,-0.0001,0.018
3.648,-0.0011,0.0007,0.016
3.683,-0.0011,0.0014,0.017
3.73,-0.001,-0.0009,0.015
3.78,-0.0011,-0.001,0.015
3.83,-0.001,0.0003,0.014
3.912,-0.001,-0.0009,0.013
3.955,0.0,-0.0002,0.015
3.983,-0.001,-0.001,0.017
4.029,-0.001,-0.0007,0.017
4.08,-0.0009,-0.0009,0.017
4.13,-0.0009,-0.0009,0.015
4.218,-0.0011,-0.0009,0.016
4.251,-0.0008,0.0,0.016
4.284,0.0008,-0.0009,0.017
4.33,-0.001,-0.001,0.018
4.379,-0.0008,0.0003,0.014
4.43,-0.0008,0.0014,0.015
4.509,0.0011,-0.0,0.014
4.553,0.0001,0.0002,0.016
4.581,-0.0004,-0.0003,0.017
4.63,-0.0009,-0.0003,0.018
4.679,0.0001,0.0004,0.015
4.729,-0.0009,-0.001,0.015
4.805,-0.0008,-0.0005,0.015
4.846,0.0008,-0.0001,0.016
4.88,0.001,0.0012,0.014
4.93,-0.0008,-0.0008,0.019
