time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.239,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669,0.418,,1.27,,,,,
0.24,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669,0.418,,1.27,,,,,
0.241,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669,0.421,2.431,1.258,,,,,
0.242,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669,0.421,2.431,1.258,,,,,
0.312,,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.421,,1.264,,,,,
0.333,,0.0267,-0.0121,0.013,-0.36,-0.35,0.35,0.0,0.0042,-0.0002,-0.0005,0.667,0.421,,1.264,,,,,
0.383,,0.0267,-0.0121,0.012,-0.36,-0.35,0.36,0.0,0.004,-0.0005,0.0001,0.671,0.423,,1.267,,,,,
0.433,,0.0268,-0.0121,0.014,-0.37,-0.35,0.35,0.0,0.0046,-0.0003,-0.0014,0.671,0.423,,1.267,,,,,
0.484,,0.0269,-0.0121,0.013,-0.36,-0.34,0.35,0.0,0.0047,0.0,0.0016,0.671,0.421,,1.277,,,,,
0.534,,0.0265,-0.0121,0.011,-0.37,-0.34,0.37,0.0,0.003,-0.0005,0.0004,0.671,0.421,,1.277,,,,,
0.59,,0.0268,-0.0121,0.013,-0.37,-0.34,0.36,0.0,0.004,-0.0007,-0.0044,0.67,0.421,,1.266,,,,,
0.641,,0.0263,-0.0121,0.012,-0.37,-0.34,0.39,0.0,0.0014,-0.0008,-0.0025,0.67,0.421,,1.266,,,,,
0.686,,0.0275,-0.0121,0.012,-0.37,-0.34,0.34,0.0,0.007,-0.0014,-0.0035,0.668,0.423,,1.273,,,,,
0.755,,0.0266,-0.0121,0.011,-0.37,-0.34,0.38,0.0,0.0025,-0.0016,-0.0036,0.668,0.423,,1.273,,,,,
0.783,,0.0274,-0.0118,0.012,-0.38,-0.35,0.35,0.0,0.0066,-0.0,-0.0054,0.671,0.421,2.473,1.273,,,,,
0.834,,0.0276,-0.0124,0.012,-0.38,-0.33,0.35,0.0,0.0068,-0.0032,-0.0042,0.671,0.421,2.473,1.273,,,,,
0.902,,0.027,-0.0125,0.012,-0.38,-0.33,0.37,0.0,0.0039,-0.0033,-0.0029,0.669,0.419,,1.268,,,,,
0.939,,0.0261,-0.0124,0.012,-0.38,-0.34,0.41,0.0,-0.0012,-0.0022,-0.002,0.669,0.419,,1.268,,,,,
0.983,,0.0272,-0.0124,0.012,-0.38,-0.34,0.37,0.0,0.0038,-0.002,-0.0013,0.672,0.42,,1.277,,,,,
1.063,,0.0275,-0.0119,0.014,-0.39,-0.36,0.36,0.0,0.005,0.0008,-0.0008,0.672,0.42,,1.277,,,,,
1.104,,0.0272,-0.0121,0.014,-0.39,-0.35,0.37,0.0,0.0037,-0.0003,0.0034,0.669,0.423,,1.264,,,,,
1.139,,0.0275,-0.0124,0.012,-0.39,-0.33,0.35,0.0,0.0057,-0.0017,0.0055,0.669,0.423,,1.264,,,,,
1.192,,0.0278,-0.0125,0.01,-0.39,-0.33,0.34,0.0,0.0069,-0.0023,0.002,0.674,0.423,,1.273,,,,,
1.233,,0.0265,-0.0126,0.014,-0.39,-0.34,0.4,0.0,-0.0002,-0.0023,-0.0046,0.674,0.423,,1.273,,,,,
1.283,,0.0282,-0.0126,0.015,-0.39,-0.34,0.34,0.0,0.0072,-0.0022,0.0002,0.669,0.419,,1.267,,,,,
1.358,,0.0282,-0.0126,0.012,-0.39,-0.34,0.35,0.0,0.007,-0.0023,0.0046,0.669,0.419,,1.267,,,,,
1.396,,0.0278,-0.0126,0.012,-0.39,-0.34,0.36,0.0,0.0054,-0.0019,-0.0,0.671,0.421,,1.274,,,,,
1.45,,0.0272,-0.0122,0.012,-0.4,-0.35,0.38,0.0,0.003,-0.0,-0.0026,0.671,0.421,,1.274,,,,,
1.489,,0.0282,-0.0122,0.013,-0.4,-0.35,0.35,0.0,0.0067,0.0001,-0.0036,0.668,0.42,2.458,1.271,,,,,
1.533,,0.0277,-0.0126,0.012,-0.4,-0.34,0.37,0.0,0.0044,-0.0017,-0.0016,0.668,0.42,2.458,1.271,,,,,
1.583,,0.028,-0.0122,0.012,-0.4,-0.35,0.37,0.0,0.0052,-0.0,-0.0025,0.671,0.423,,1.265,,,,,
1.657,,0.028,-0.0122,0.013,-0.4,-0.34,0.36,0.0,0.0057,-0.0003,-0.0025,0.671,0.423,,1.265,,,,,
1.701,,0.0283,-0.0122,0.009,-0.4,-0.34,0.36,0.0,0.0065,-0.0002,-0.0006,0.668,0.421,,1.273,,,,,
1.769,,0.0278,-0.0126,0.011,-0.4,-0.33,0.38,0.0,0.0039,-0.0023,-0.0082,0.668,0.421,,1.273,,,,,
1.791,,0.0284,-0.0127,0.013,-0.41,-0.33,0.36,0.0,0.0062,-0.0029,-0.0075,0.671,0.422,,1.266,,,,,
1.843,,0.0263,-0.0127,0.012,-0.41,-0.33,0.42,0.0,-0.0021,-0.0024,-0.0023,0.671,0.422,,1.266,,,,,
