time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.257,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672,0.411,0.868,0.231,,,
0.259,,0.0158,0.0065,0.011,0.04,-1.55,-0.11,0.0,0.0,0.0,0.0,0.673,0.415,0.884,0.228,,,
0.261,,0.0148,0.0062,0.013,0.04,-1.53,-0.08,0.0,0.0,0.0,0.0,0.673,0.415,0.884,0.228,,,
0.263,,0.014,0.0059,0.012,0.05,-1.52,-0.05,0.0,0.0,0.0,0.0,0.674,0.414,,0.234,,,
0.284,,0.0145,0.0057,0.011,0.04,-1.51,-0.06,0.0,0.0,0.0,0.0,0.674,0.414,,0.234,,,
0.337,,0.0159,0.0067,0.013,0.04,-1.55,-0.11,0.0,0.0088,0.0053,0.0026,0.671,0.418,0.894,0.23,,,
0.384,,0.015,0.0061,0.013,0.04,-1.52,-0.07,0.0,0.0085,-0.0084,0.0061,0.671,0.418,0.894,0.23,,,
0.433,,0.0134,0.0068,0.008,0.05,-1.55,-0.01,0.0,0.0066,0.0055,0.0074,0.671,0.416,,0.234,,,
0.483,,0.0141,0.0056,0.012,0.05,-1.51,-0.05,0.0,0.0079,0.0054,-0.0037,0.671,0.416,,0.234,,,
0.533,,0.0152,0.0056,0.011,0.04,-1.51,-0.08,0.0,0.0079,0.0013,-0.0009,0.672,0.412,,0.232,,,
0.585,,0.0157,0.0043,0.01,0.04,-1.47,-0.1,0.0,0.0021,0.0129,-0.0014,0.672,0.412,,0.232,,,
0.635,,0.0157,0.0067,0.012,0.04,-1.55,-0.1,0.0,0.0072,0.0054,-0.0039,0.673,0.414,,0.236,,,
0.706,,0.0147,0.0062,0.013,0.04,-1.53,-0.06,0.0,0.0072,0.0056,-0.0004,0.673,0.414,,0.236,,,
0.745,,0.0148,0.0057,0.009,0.04,-1.5,-0.05,0.0,0.0073,0.0058,0.004,0.671,0.413,,0.231,,,
0.793,,0.0148,0.0054,0.009,0.04,-1.49,-0.06,0.0,0.0072,0.0051,-0.002,0.671,0.413,,0.231,,,
0.849,,0.015,0.0062,0.011,0.04,-1.52,-0.07,0.0,0.0067,-0.0065,-0.0057,0.669,0.415,,0.229,,,
0.884,,0.0148,0.0062,0.01,0.04,-1.52,-0.07,0.0,0.0072,0.0049,-0.0025,0.669,0.415,,0.229,,,
0.95,,0.0159,0.0068,0.012,0.04,-1.53,-0.11,0.0,0.0079,0.0045,-0.0023,0.671,0.415,,0.234,,,
0.983,,0.0146,0.0058,0.011,0.04,-1.48,-0.06,0.0,0.0081,0.0046,0.0023,0.671,0.415,,0.234,,,
1.044,,0.0161,0.0069,0.012,0.03,-1.53,-0.11,0.0,0.0082,0.0041,0.0025,0.673,0.41,,0.232,,,
1.095,,0.0154,0.0054,0.011,0.04,-1.47,-0.08,0.0,0.0083,0.0043,0.0039,0.673,0.41,,0.232,,,
1.138,,0.0137,0.0071,0.012,0.04,-1.53,-0.02,0.0,0.0089,0.0042,0.0031,0.672,0.411,,0.23,,,
1.182,,0.0152,0.0061,0.009,0.04,-1.5,-0.08,0.0,0.008,0.0044,0.0045,0.672,0.411,,0.23,,,
1.234,,0.0165,0.0072,0.01,0.03,-1.53,-0.12,0.0,0.0096,0.0052,-0.0015,0.67,0.411,,0.233,,,
1.31,,0.015,0.0061,0.012,0.04,-1.49,-0.06,0.0,0.0075,0.0044,-0.003,0.67,0.411,,0.233,,,
1.34,,0.0162,0.007,0.01,0.03,-1.52,-0.09,0.0,0.0075,0.0045,0.0009,0.672,0.413,,0.231,,,
1.415,,0.0162,0.0071,0.013,0.03,-1.52,-0.09,0.0,0.0078,0.0042,-0.0005,0.672,0.413,,0.231,,,
1.446,,0.0166,0.0073,0.012,0.03,-1.53,-0.1,0.0,0.0096,0.0051,0.0047,0.668,0.409,,0.232,,,
