time_s,x_m,y_m,z_down_m
0.08,0.0,0.0,0.01
0.13,-0.0534,0.0135,0.012
0.182,-0.053,0.0132,0.012
0.23,-0.0541,0.0143,0.012
0.28,-0.0541,0.0137,0.012
0.33,-0.0542,0.0132,0.011
0.381,-0.0533,0.0147,0.011
0.431,-0.0534,0.0143,0.013
0.48,-0.0528,0.0143,0.013
0.53,-0.0536,0.0151,0.011
0.58,-0.0536,0.0149,0.011
0.63,-0.0539,0.0133,0.01
0.68,-0.0537,0.0137,0.01
0.73,-0.0544,0.0135,0.01
0.781,-0.0541,0.0149,0.01
0.83,-0.0544,0.014,0.009
0.879,-0.0533,0.0149,0.009
0.929,-0.0531,0.0151,0.01
0.979,-0.0538,0.0151,0.01
1.029,-0.0538,0.0142,0.01
1.08,-0.0538,0.0148,0.01
1.129,-0.0539,0.013,0.011
1.18,-0.0537,0.0151,0.011
1.23,-0.0541,0.0131,0.011
1.279,-0.0537,0.0148,0.011
1.33,-0.0546,0.0144,0.012
1.381,-0.0546,0.0135,0.012
1.429,-0.0545,0.0144,0.009
1.479,-0.0533,0.0151,0.009
1.529,-0.0544,0.0152,0.01
1.579,-0.0529,0.009,0.01
1.63,-0.0524,-0.0095,0.009
1.68,-0.0521,-0.02,0.009
1.73,-0.0786,-0.0252,0.009
1.779,-0.0989,-0.0287,0.009
1.83,-0.0995,-0.0239,0.009
1.879,-0.0994,-0.0267,0.009
1.93,-0.1017,-0.0271,0.009
1.979,0.0,0.0001,0.009
2.03,0.0008,0.0006,0.01
2.08,0.0017,0.0017,0.01
2.13,0.0037,0.003,0.011
2.18,0.0042,0.0037,0.011
2.229,0.0045,0.0032,0.009
2.279,0.0032,0.0001,0.009
2.33,-0.0015,-0.0101,0.01
2.379,-0.002,-0.0171,0.01
2.429,-0.0021,-0.0153,0.007
2.48,-0.0016,-0.0143,0.007
2.529,-0.0017,-0.0136,0.008
2.579,-0.0114,-0.02,0.008
2.629,-0.0208,-0.0223,0.007
2.68,-0.0379,-0.0245,0.007
2.73,-0.0503,-0.0366,0.008
2.78,-0.0598,-0.0381,0.008
2.829,-0.0598,-0.0383,0.008
2.88,-0.0592,-0.0384,0.008
2.929,-0.0606,-0.0412,0.008
2.979,-0.0605,-0.041,0.008
3.029,-0.0589,-0.0404,0.012
3.08,-0.0588,-0.0399,0.012
3.129,-0.0589,-0.0395,0.005
3.179,-0.0575,-0.0394,0.005
3.229,-0.0578,-0.039,0.009
3.278,-0.0575,-0.0366,0.009
3.329,-0.0574,-0.0354,0.011
3.379,-0.0574,-0.0354,0.011
3.429,-0.0586,-0.0399,0.01
3.479,-0.0606,-0.0487,0.01
3.529,-0.0518,-0.061,0.008
3.579,-0.0406,-0.0727,0.008
3.628,-0.0642,-0.0606,0.01
3.678,-0.0645,-0.0562,0.01
3.729,-0.0675,-0.0511,0.006
3.778,-0.069,-0.0476,0.006
3.829,-0.0697,-0.0474,0.008
3.878,-0.0692,-0.0473,0.008
3.928,-0.0706,-0.0462,0.008
3.979,-0.0703,-0.0479,0.008
4.029,-0.0702,-0.0473,0.008
4.078,-0.0702,-0.047,0.008
4.129,-0.0702,-0.0472,0.007
4.178,-0.0702,-0.0475,0.007
4.228,-0.0703,-0.0464,0.007
4.28,-0.0703,-0.0476,0.007
4.33,-0.0703,-0.0458,0.008
4.378,-0.0703,-0.0464,0.008
4.428,-0.0703,-0.046,0.008
4.478,-0.0703,-0.0456,0.008
4.528,-0.0703,-0.0446,0.009
4.578,-0.0703,-0.0462,0.009
4.628,-0.0703,-0.0458,0.011
4.678,-0.0695,-0.0466,0.011
4.728,-0.0704,-0.0448,0.011
4.778,-0.0704,-0.0456,0.011
4.83,-0.0704,-0.0456,0.01
4.879,-0.0704,-0.0457,0.01
4.928,-0.0707,-0.0457,0.008
4.98,-0.0685,-0.046,0.008
5.028,-0.0704,-0.0457,0.009
5.078,-0.0704,-0.0457,0.009
5.127,-0.0702,-0.0457,0.008
5.178,-0.0704,-0.0457,0.008
5.228,-0.0704,-0.045,0.01
5.277,-0.0704,-0.0462,0.01
5.328,-0.0707,-0.0452,0.008
5.378,-0.0705,-0.0452,0.008
5.428,-0.0708,-0.0457,0.008
5.478,-0.0708,-0.0465,0.008
5.528,-0.0708,-0.0457,0.008
5.578,-0.0706,-0.046,0.008
5.629,-0.0708,-0.045,0.007
5.679,-0.0708,-0.0453,0.007
5.728,-0.0706,-0.0453,0.009
5.779,-0.0706,-0.0458,0.009
5.828,-0.0709,-0.0458,0.009
5.878,-0.0707,-0.0463,0.009
5.928,-0.0699,-0.046,0.01
5.98,-0.0707,-0.046,0.01
6.028,-0.0704,-0.0458,0.01
6.079,-0.0707,-0.0458,0.01
