time_s,x_m,y_m,z_down_m
6.104,0.0,0.0,0.012
6.155,-0.0009,-0.001,0.014
6.205,-0.0017,-0.0018,0.011
6.254,0.0003,-0.0005,0.012
6.304,-0.0007,-0.0005,0.012
6.355,-0.0009,-0.0008,0.012
6.404,-0.0017,-0.0013,0.011
6.455,-0.0017,-0.0017,0.013
6.504,-0.0017,-0.001,0.011
6.554,-0.0017,-0.0017,0.014
6.604,0.0002,-0.001,0.011
6.654,-0.0017,-0.0017,0.012
6.705,-0.0017,-0.0012,0.013
6.755,-0.0017,-0.0015,0.011
6.804,-0.0017,-0.001,0.011
6.854,-0.0017,-0.001,0.013
6.904,-0.0002,-0.001,0.011
6.955,-0.0017,-0.0017,0.012
7.004,-0.0008,-0.0006,0.012
7.054,-0.0017,-0.0018,0.012
7.104,-0.0015,-0.0018,0.013
7.154,-0.0017,-0.0017,0.013
7.205,-0.0008,-0.001,0.011
7.255,-0.0018,-0.0006,0.012
7.304,-0.0018,-0.0018,0.013
7.355,-0.0008,-0.0013,0.012
7.404,-0.0018,-0.001,0.011
7.455,0.0001,-0.0006,0.013
7.504,-0.0018,-0.0018,0.013
7.554,-0.0003,-0.001,0.009
7.604,0.0003,0.0004,0.01
7.654,-0.0018,-0.0017,0.013
7.705,-0.0007,-0.001,0.012
7.754,-0.0018,-0.0015,0.012
7.804,-0.0012,-0.0015,0.013
7.855,-0.0018,-0.0017,0.013
7.904,-0.0012,-0.0007,0.011
7.954,-0.0001,-0.0011,0.01
8.004,-0.0001,-0.0011,0.01
8.055,-0.0007,-0.0013,0.012
8.104,-0.0012,-0.0011,0.009
8.154,-0.0001,-0.0007,0.011
8.205,-0.0011,-0.0017,0.014
8.254,-0.0012,-0.0015,0.011
8.304,-0.001,-0.0013,0.012
8.353,-0.0018,-0.0013,0.012
8.405,-0.0018,-0.0017,0.012
8.454,-0.0018,-0.0017,0.011
8.504,-0.0018,-0.0007,0.012
8.554,-0.0018,-0.0017,0.011
8.604,-0.0018,-0.0017,0.01
8.654,-0.0018,-0.0017,0.009
8.704,-0.0018,-0.0017,0.012
8.753,-0.0001,-0.0009,0.013
8.806,-0.0019,-0.0018,0.013
8.854,-0.0012,-0.0009,0.013
8.903,-0.0019,-0.0011,0.009
8.953,-0.0002,-0.0009,0.011
9.004,-0.001,-0.0011,0.012
9.055,-0.0001,-0.0009,0.012
9.103,-0.0019,-0.0018,0.012
9.154,-0.0019,-0.0018,0.01
9.205,-0.0,-0.0009,0.013
9.254,-0.0019,-0.0019,0.011
9.304,-0.002,-0.0019,0.01
9.354,-0.001,-0.0009,0.012
9.403,-0.0,-0.0012,0.013
9.454,-0.0021,-0.002,0.013
9.505,-0.0021,-0.002,0.011
9.553,-0.0021,-0.002,0.011
9.604,-0.0021,-0.0015,0.011
9.654,-0.0019,-0.0021,0.012
9.704,-0.0013,-0.0012,0.012
9.753,-0.0013,-0.0012,0.01
9.804,-0.0021,-0.002,0.011
9.853,-0.0001,-0.001,0.012
9.903,-0.0001,-0.0012,0.011
9.953,-0.002,-0.0019,0.013
10.004,-0.0021,-0.002,0.011
10.053,-0.0021,-0.002,0.012
10.103,-0.0022,-0.002,0.01
10.153,-0.0021,-0.002,0.013
