time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,frontier_x_m,frontier_y_m
0.233,,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686,0.428,,1.24,,,,,
0.234,,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.426,,1.245,,,,,
0.235,,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.426,,1.245,,,,,
0.236,,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683,0.425,,1.243,,,,,
0.302,,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683,0.425,,1.243,,,,,
0.33,,-0.0011,0.001,0.015,-0.04,-0.44,0.38,0.0,0.0051,-0.0012,-0.0004,0.687,0.43,,1.249,,,,,
0.378,,-0.002,0.003,0.014,-0.04,-0.52,0.41,0.0,0.0002,0.0095,-0.003,0.687,0.43,,1.249,,,,,
0.428,,-0.0018,0.0012,0.014,-0.04,-0.44,0.4,0.0,0.0015,-0.0004,-0.0015,0.687,0.426,,1.247,,,,,
0.481,,-0.0023,0.0029,0.016,-0.04,-0.51,0.42,0.0,-0.0002,0.0084,-0.0006,0.687,0.426,,1.247,,,,,
0.529,,-0.0023,0.0012,0.016,-0.04,-0.44,0.43,0.0,0.0,-0.0005,0.0048,0.688,0.429,,1.244,,,,,
0.593,,-0.0021,0.0017,0.014,-0.04,-0.46,0.43,0.0,0.0012,0.0018,0.0029,0.688,0.429,,1.244,,,,,
0.644,,-0.0011,0.001,0.014,-0.04,-0.44,0.39,0.0,0.006,-0.0016,0.0012,0.687,0.429,,1.245,,,,,
0.683,,-0.0023,0.0022,0.013,-0.04,-0.48,0.44,0.0,0.0001,0.0049,-0.0021,0.687,0.429,,1.245,,,,,
0.747,,-0.002,0.0017,0.013,-0.04,-0.46,0.43,0.0,0.0016,0.0019,-0.0039,0.687,0.425,,1.251,,,,,
0.786,,-0.0022,0.0022,0.014,-0.04,-0.48,0.44,0.0,0.0004,0.004,-0.0046,0.687,0.425,,1.251,,,,,
0.833,,-0.0015,0.0017,0.014,-0.04,-0.46,0.41,0.0,0.0038,0.0015,-0.002,0.689,0.426,,1.248,,,,,
0.882,,-0.002,0.0017,0.016,-0.04,-0.46,0.43,0.0,0.0008,0.0013,-0.0026,0.689,0.426,,1.248,,,,,
0.938,,-0.001,0.0013,0.016,-0.04,-0.44,0.39,0.0,0.0054,-0.0007,0.0039,0.685,0.429,,1.234,,,,,
0.978,,-0.0031,0.0029,0.013,-0.04,-0.5,0.48,0.0,-0.0059,0.0072,0.0074,0.685,0.429,,1.234,,,,,
1.044,,-0.002,0.002,0.013,-0.04,-0.46,0.42,0.0,0.0,0.0019,0.0027,0.687,0.429,,1.239,,,,,
1.087,,-0.0022,0.0022,0.012,-0.04,-0.47,0.43,0.0,-0.0017,0.003,-0.0008,0.687,0.429,,1.239,,,,,
1.136,,-0.0013,0.0011,0.012,-0.04,-0.43,0.39,0.0,0.003,-0.0027,-0.005,0.686,0.428,,1.231,,,,,
1.183,,-0.0019,0.0022,0.014,-0.04,-0.48,0.42,0.0,-0.0007,0.0034,0.0018,0.686,0.428,,1.231,,,,,
1.229,,-0.0011,0.0031,0.014,-0.04,-0.52,0.39,0.0,0.0045,0.0073,0.0014,0.686,0.429,,1.246,,,,,
1.28,,-0.0031,0.0013,0.016,-0.04,-0.45,0.47,0.0,-0.0062,-0.0015,0.0014,0.686,0.429,,1.246,,,,,
1.335,,-0.0017,0.002,0.016,-0.04,-0.47,0.41,0.0,0.0009,0.0026,0.0055,0.687,0.424,,1.248,,,,,
1.394,,-0.0017,0.0013,0.013,-0.04,-0.45,0.41,0.0,0.0013,-0.0007,0.0051,0.687,0.424,,1.248,,,,,
1.444,,-0.0019,0.0022,0.013,-0.04,-0.49,0.42,0.0,0.0007,0.0037,0.0004,0.686,0.427,,1.233,,,,,
1.488,,-0.0021,0.0022,0.016,-0.04,-0.49,0.43,0.0,-0.0008,0.0037,0.0041,0.686,0.427,,1.233,,,,,
1.529,,-0.001,0.0014,0.016,-0.04,-0.45,0.38,0.0,0.0048,-0.0015,0.0062,0.687,0.428,,1.238,,,,,
1.578,,-0.003,0.0032,0.014,-0.04,-0.53,0.47,0.0,-0.0061,0.008,0.0046,0.687,0.428,,1.238,,,,,
1.638,,-0.0021,0.0029,0.014,-0.04,-0.51,0.43,0.0,-0.0007,0.0061,0.0011,0.684,0.425,,1.242,,,,,
1.697,,-0.003,0.0014,0.014,-0.04,-0.45,0.46,0.0,-0.0055,-0.0017,-0.001,0.684,0.425,,1.242,,,,,
1.735,,-0.0019,0.0012,0.014,-0.04,-0.44,0.41,0.0,0.0004,-0.0029,-0.0023,0.689,0.426,,1.242,,,,,
1.795,,-0.0021,0.0031,0.014,-0.05,-0.53,0.43,0.0,-0.0004,0.0065,-0.0022,0.689,0.426,,1.242,,,,,
1.828,,-0.0011,0.0031,0.014,-0.05,-0.52,0.39,0.0,0.0056,0.0065,-0.0019,0.685,0.429,,1.245,,,,,
