time_s,state,x_m,y_m,z_down_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m
0.245,,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.656,0.413,,,,,
0.246,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659,0.418,,0.261,,,
0.247,,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659,0.418,,0.261,,,
0.248,,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664,0.409,,0.259,,,
0.317,,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664,0.409,,0.259,,,
0.337,,-3.5669,0.7191,0.01,51.11,-1.44,0.08,0.0,0.0018,0.0026,0.0111,0.658,0.418,,0.26,,,
0.388,,-3.568,0.7188,0.01,50.86,-1.47,0.12,0.0,-0.0046,0.0019,0.006,0.658,0.418,,0.26,,,
0.436,,-3.5672,0.7191,0.013,50.62,-1.45,0.09,0.0,-0.0007,0.0031,0.0024,0.661,0.41,,0.257,,,
0.486,,-3.5678,0.719,0.013,50.37,-1.46,0.11,0.0,-0.0039,0.0028,0.0065,0.661,0.41,,0.257,,,
0.545,,-3.5674,0.7196,0.012,50.13,-1.46,0.09,0.0,-0.0014,0.0044,0.0076,0.66,0.416,,0.261,,,
0.6,,-3.5673,0.7198,0.011,49.89,-1.45,0.08,0.0,-0.0007,0.005,0.005,0.66,0.416,,0.261,,,
0.675,,-3.5678,0.7193,0.013,49.64,-1.45,0.11,0.0,-0.0031,0.0018,0.0009,0.664,0.409,,,,,
0.69,,-3.5665,0.7193,0.01,49.4,-1.41,0.08,0.0,0.0028,0.0018,0.0029,0.664,0.409,,,,,
0.74,,-3.5676,0.7195,0.01,49.16,-1.45,0.09,0.0,-0.0028,0.003,-0.0031,0.664,0.419,,,,,
0.785,,-3.5674,0.7196,0.013,48.92,-1.45,0.08,0.0,-0.0014,0.0042,-0.0062,0.664,0.419,,,,,
0.843,,-3.5678,0.7194,0.01,48.69,-1.45,0.1,0.0,-0.0029,0.0022,-0.0019,0.657,0.412,,,,,
0.895,,-3.5671,0.7201,0.011,48.45,-1.44,0.05,0.0,0.0007,0.0062,-0.0055,0.657,0.412,,,,,
0.956,,-3.5673,0.7199,0.012,48.21,-1.44,0.07,0.0,-0.0005,0.0046,-0.005,0.663,0.417,,0.258,,,
0.986,,-3.5674,0.7198,0.01,47.98,-1.45,0.08,0.0,-0.0016,0.0042,-0.0017,0.663,0.417,,0.258,,,
1.055,,-3.5679,0.7189,0.008,47.75,-1.44,0.11,0.0,-0.0034,-0.0001,-0.0036,0.66,0.413,,,,,
1.123,,-3.5679,0.7192,0.011,47.51,-1.44,0.1,0.0,-0.0032,0.0015,-0.0098,0.66,0.413,,,,,
1.146,,-3.5682,0.7191,0.012,47.28,-1.44,0.12,0.0,-0.0049,0.0009,-0.0062,0.661,0.416,,,,,
1.219,,-3.5674,0.7184,0.011,47.05,-1.4,0.12,0.0,-0.0012,-0.0029,-0.0005,0.661,0.416,,,,,
1.245,,-3.5675,0.7199,0.01,46.82,-1.44,0.07,0.0,-0.0018,0.0049,0.0004,0.661,0.411,,0.262,,,
1.286,,-3.5677,0.7197,0.01,46.59,-1.44,0.08,0.0,-0.0026,0.0037,-0.0015,0.661,0.411,,0.262,,,
